n,m,graph_id,solver,penalty,feasible,feasible_seed_count,avg_minla_cost,lower_bound,approx_ratio,time_s,num_seeds,num_reads
15,58,92,RandomSampler,lucas,False,0,,160.0,,0.001,5,10
15,58,92,RandomSampler,exact,False,0,,160.0,,0.001,5,10
15,56,93,RandomSampler,lucas,False,0,,150.0,,0.001,5,10
15,56,93,RandomSampler,exact,False,0,,150.0,,0.0,5,10
15,52,94,RandomSampler,lucas,False,0,,130.0,,0.001,5,10
15,52,94,RandomSampler,exact,False,0,,130.0,,0.001,5,10
15,50,95,RandomSampler,lucas,False,0,,127.92768819134712,,0.001,5,10
15,50,95,RandomSampler,exact,False,0,,127.92768819134712,,0.0,5,10
15,57,96,RandomSampler,lucas,False,0,,169.66144381116388,,0.001,5,10
15,57,96,RandomSampler,exact,False,0,,169.66144381116388,,0.001,5,10
15,52,97,RandomSampler,lucas,False,0,,130.0,,0.0,5,10
15,52,97,RandomSampler,exact,False,0,,130.0,,0.001,5,10
15,48,98,RandomSampler,lucas,False,0,,112.00000000000006,,0.0,5,10
15,48,98,RandomSampler,exact,False,0,,112.00000000000006,,0.001,5,10
15,57,99,RandomSampler,lucas,False,0,,155.0,,0.002,5,10
15,57,99,RandomSampler,exact,False,0,,155.0,,0.0,5,10
20,98,0,RandomSampler,lucas,False,0,,323.0000000000001,,0.0,5,10
20,98,0,RandomSampler,exact,False,0,,323.0000000000001,,0.001,5,10
20,87,1,RandomSampler,lucas,False,0,,275.4245282778259,,0.001,5,10
20,87,1,RandomSampler,exact,False,0,,275.4245282778259,,0.001,5,10
20,96,2,RandomSampler,lucas,False,0,,333.9656616440207,,0.001,5,10
20,96,2,RandomSampler,exact,False,0,,333.9656616440207,,0.001,5,10
20,96,3,RandomSampler,lucas,False,0,,359.17824201573745,,0.001,5,10
20,96,3,RandomSampler,exact,False,0,,359.17824201573745,,0.001,5,10
20,78,4,RandomSampler,lucas,False,0,,243.25096155253172,,0.001,5,10
20,78,4,RandomSampler,exact,False,0,,243.25096155253172,,0.001,5,10
20,95,5,RandomSampler,lucas,False,0,,305.0,,0.0,5,10
20,95,5,RandomSampler,exact,False,0,,305.0,,0.0,5,10
20,99,6,RandomSampler,lucas,False,0,,365.6524809773818,,0.0,5,10
20,99,6,RandomSampler,exact,False,0,,365.6524809773818,,0.001,5,10
20,92,7,RandomSampler,lucas,False,0,,287.0,,0.0,5,10
20,92,7,RandomSampler,exact,False,0,,287.0,,0.002,5,10
20,93,8,RandomSampler,lucas,False,0,,322.9065976011016,,0.0,5,10
20,93,8,RandomSampler,exact,False,0,,322.9065976011016,,0.001,5,10
20,87,9,RandomSampler,lucas,False,0,,257.0,,0.001,5,10
20,87,9,RandomSampler,exact,False,0,,257.0,,0.001,5,10
20,91,10,RandomSampler,lucas,False,0,,316.5249506777438,,0.0,5,10
20,91,10,RandomSampler,exact,False,0,,316.5249506777438,,0.001,5,10
20,101,11,RandomSampler,lucas,False,0,,343.0,,0.002,5,10
20,101,11,RandomSampler,exact,False,0,,343.0,,0.001,5,10
20,94,12,RandomSampler,lucas,False,0,,317.5725368772195,,0.001,5,10
20,94,12,RandomSampler,exact,False,0,,317.5725368772195,,0.0,5,10
20,93,13,RandomSampler,lucas,False,0,,350.1195543807781,,0.001,5,10
20,93,13,RandomSampler,exact,False,0,,350.1195543807781,,0.001,5,10
20,102,14,RandomSampler,lucas,False,0,,365.9228588054341,,0.001,5,10
20,102,14,RandomSampler,exact,False,0,,365.9228588054341,,0.0,5,10
20,92,15,RandomSampler,lucas,False,0,,287.0,,0.0,5,10
20,92,15,RandomSampler,exact,False,0,,287.0,,0.001,5,10
20,93,16,RandomSampler,lucas,False,0,,293.8456849316441,,0.001,5,10
20,93,16,RandomSampler,exact,False,0,,293.8456849316441,,0.001,5,10
20,96,17,RandomSampler,lucas,False,0,,337.0587429842088,,0.0,5,10
20,96,17,RandomSampler,exact,False,0,,337.0587429842088,,0.0,5,10
20,90,18,RandomSampler,lucas,False,0,,275.0,,0.001,5,10
20,90,18,RandomSampler,exact,False,0,,275.0,,0.001,5,10
20,82,19,RandomSampler,lucas,False,0,,243.77267244364427,,0.003,5,10
20,82,19,RandomSampler,exact,False,0,,243.77267244364427,,0.001,5,10
20,100,20,RandomSampler,lucas,False,0,,336.0,,0.001,5,10
20,100,20,RandomSampler,exact,False,0,,336.0,,0.001,5,10
20,93,21,RandomSampler,lucas,False,0,,330.66121725720274,,0.0,5,10
20,93,21,RandomSampler,exact,False,0,,330.66121725720274,,0.002,5,10
20,104,22,RandomSampler,lucas,False,0,,364.0,,0.001,5,10
20,104,22,RandomSampler,exact,False,0,,364.0,,0.0,5,10
20,101,23,RandomSampler,lucas,False,0,,345.5876163343076,,0.0,5,10
20,101,23,RandomSampler,exact,False,0,,345.5876163343076,,0.001,5,10
20,100,24,RandomSampler,lucas,False,0,,342.1010680032468,,0.001,5,10
20,100,24,RandomSampler,exact,False,0,,342.1010680032468,,0.001,5,10
20,92,25,RandomSampler,lucas,False,0,,324.37786396689694,,0.002,5,10
20,92,25,RandomSampler,exact,False,0,,324.37786396689694,,0.002,5,10
20,91,26,RandomSampler,lucas,False,0,,299.79507113921073,,0.0,5,10
20,91,26,RandomSampler,exact,False,0,,299.79507113921073,,0.001,5,10
20,93,27,RandomSampler,lucas,False,0,,323.60825737140215,,0.001,5,10
20,93,27,RandomSampler,exact,False,0,,323.60825737140215,,0.002,5,10
20,92,28,RandomSampler,lucas,False,0,,287.0,,0.001,5,10
20,92,28,RandomSampler,exact,False,0,,287.0,,0.0,5,10
20,96,29,RandomSampler,lucas,False,0,,311.0000000000001,,0.003,5,10
20,96,29,RandomSampler,exact,False,0,,311.0000000000001,,0.001,5,10
20,100,30,RandomSampler,lucas,False,0,,384.1668584608115,,0.002,5,10
20,100,30,RandomSampler,exact,False,0,,384.1668584608115,,0.001,5,10
20,93,31,RandomSampler,lucas,False,0,,293.0,,0.001,5,10
20,93,31,RandomSampler,exact,False,0,,293.0,,0.001,5,10
20,106,32,RandomSampler,lucas,False,0,,378.0,,0.001,5,10
20,106,32,RandomSampler,exact,False,0,,378.0,,0.0,5,10
20,89,33,RandomSampler,lucas,False,0,,280.61487965979774,,0.0,5,10
20,89,33,RandomSampler,exact,False,0,,280.61487965979774,,0.002,5,10
20,87,34,RandomSampler,lucas,False,0,,283.3954513242101,,0.001,5,10
20,87,34,RandomSampler,exact,False,0,,283.3954513242101,,0.001,5,10
20,100,35,RandomSampler,lucas,False,0,,338.19066925829895,,0.0,5,10
20,100,35,RandomSampler,exact,False,0,,338.19066925829895,,0.002,5,10
20,95,36,RandomSampler,lucas,False,0,,341.4095797239293,,0.001,5,10
20,95,36,RandomSampler,exact,False,0,,341.4095797239293,,0.0,5,10
20,105,37,RandomSampler,lucas,False,0,,371.0,,0.001,5,10
20,105,37,RandomSampler,exact,False,0,,371.0,,0.001,5,10
20,98,38,RandomSampler,lucas,False,0,,323.0000000000001,,0.0,5,10
20,98,38,RandomSampler,exact,False,0,,323.0000000000001,,0.003,5,10
20,100,39,RandomSampler,lucas,False,0,,351.9525850501816,,0.003,5,10
20,100,39,RandomSampler,exact,False,0,,351.9525850501816,,0.0,5,10
20,105,40,RandomSampler,lucas,False,0,,436.7282269187026,,0.001,5,10
20,105,40,RandomSampler,exact,False,0,,436.7282269187026,,0.001,5,10
20,87,41,RandomSampler,lucas,False,0,,257.0,,0.001,5,10
20,87,41,RandomSampler,exact,False,0,,257.0,,0.001,5,10
20,87,42,RandomSampler,lucas,False,0,,295.30587627630115,,0.0,5,10
20,87,42,RandomSampler,exact,False,0,,295.30587627630115,,0.0,5,10
20,84,43,RandomSampler,lucas,False,0,,284.54865962441556,,0.0,5,10
20,84,43,RandomSampler,exact,False,0,,284.54865962441556,,0.002,5,10
20,95,44,RandomSampler,lucas,False,0,,305.0,,0.0,5,10
20,95,44,RandomSampler,exact,False,0,,305.0,,0.001,5,10
20,92,45,RandomSampler,lucas,False,0,,342.7763964352029,,0.0,5,10
20,92,45,RandomSampler,exact,False,0,,342.7763964352029,,0.0,5,10
20,96,46,RandomSampler,lucas,False,0,,362.16409446495635,,0.001,5,10
20,96,46,RandomSampler,exact,False,0,,362.16409446495635,,0.0,5,10
20,94,47,RandomSampler,lucas,False,0,,299.0,,0.001,5,10
20,94,47,RandomSampler,exact,False,0,,299.0,,0.001,5,10
20,92,48,RandomSampler,lucas,False,0,,287.0,,0.001,5,10
20,92,48,RandomSampler,exact,False,0,,287.0,,0.0,5,10
20,104,49,RandomSampler,lucas,False,0,,368.26240196423987,,0.001,5,10
20,104,49,RandomSampler,exact,False,0,,368.26240196423987,,0.0,5,10
20,98,50,RandomSampler,lucas,False,0,,323.0000000000001,,0.002,5,10
20,98,50,RandomSampler,exact,False,0,,323.0000000000001,,0.001,5,10
20,106,51,RandomSampler,lucas,False,0,,378.0,,0.0,5,10
20,106,51,RandomSampler,exact,False,0,,378.0,,0.001,5,10
20,93,52,RandomSampler,lucas,False,0,,293.0,,0.001,5,10
20,93,52,RandomSampler,exact,False,0,,293.0,,0.002,5,10
20,97,53,RandomSampler,lucas,False,0,,356.43829350039897,,0.001,5,10
20,97,53,RandomSampler,exact,False,0,,356.43829350039897,,0.001,5,10
20,88,54,RandomSampler,lucas,False,0,,284.88857081473105,,0.001,5,10
20,88,54,RandomSampler,exact,False,0,,284.88857081473105,,0.0,5,10
20,109,55,RandomSampler,lucas,False,0,,399.0,,0.001,5,10
20,109,55,RandomSampler,exact,False,0,,399.0,,0.0,5,10
20,88,56,RandomSampler,lucas,False,0,,263.0,,0.002,5,10
20,88,56,RandomSampler,exact,False,0,,263.0,,0.001,5,10
20,100,57,RandomSampler,lucas,False,0,,373.20936930932703,,0.0,5,10
20,100,57,RandomSampler,exact,False,0,,373.20936930932703,,0.001,5,10
20,106,58,RandomSampler,lucas,False,0,,378.0,,0.0,5,10
20,106,58,RandomSampler,exact,False,0,,378.0,,0.001,5,10
20,98,59,RandomSampler,lucas,False,0,,346.7532616453086,,0.0,5,10
20,98,59,RandomSampler,exact,False,0,,346.7532616453086,,0.0,5,10
20,103,60,RandomSampler,lucas,False,0,,384.1550781764568,,0.001,5,10
20,103,60,RandomSampler,exact,False,0,,384.1550781764568,,0.0,5,10
20,96,61,RandomSampler,lucas,False,0,,311.0000000000001,,0.0,5,10
20,96,61,RandomSampler,exact,False,0,,311.0000000000001,,0.0,5,10
20,92,62,RandomSampler,lucas,False,0,,287.0,,0.001,5,10
20,92,62,RandomSampler,exact,False,0,,287.0,,0.001,5,10
20,77,63,RandomSampler,lucas,False,0,,205.00000000000023,,0.001,5,10
20,77,63,RandomSampler,exact,False,0,,205.00000000000023,,0.002,5,10
20,83,64,RandomSampler,lucas,False,0,,265.3978226176862,,0.001,5,10
20,83,64,RandomSampler,exact,False,0,,265.3978226176862,,0.0,5,10
20,97,65,RandomSampler,lucas,False,0,,334.96417338598343,,0.0,5,10
20,97,65,RandomSampler,exact,False,0,,334.96417338598343,,0.001,5,10
20,93,66,RandomSampler,lucas,False,0,,313.81795325615843,,0.001,5,10
20,93,66,RandomSampler,exact,False,0,,313.81795325615843,,0.001,5,10
20,103,67,RandomSampler,lucas,False,0,,377.08644520181406,,0.0,5,10
20,103,67,RandomSampler,exact,False,0,,377.08644520181406,,0.001,5,10
20,95,68,RandomSampler,lucas,False,0,,328.4225353709312,,0.001,5,10
20,95,68,RandomSampler,exact,False,0,,328.4225353709312,,0.001,5,10
20,89,69,RandomSampler,lucas,False,0,,269.0,,0.0,5,10
20,89,69,RandomSampler,exact,False,0,,269.0,,0.002,5,10
20,96,70,RandomSampler,lucas,False,0,,311.0000000000001,,0.001,5,10
20,96,70,RandomSampler,exact,False,0,,311.0000000000001,,0.001,5,10
20,103,71,RandomSampler,lucas,False,0,,395.0013148591527,,0.0,5,10
20,103,71,RandomSampler,exact,False,0,,395.0013148591527,,0.002,5,10
20,103,72,RandomSampler,lucas,False,0,,357.0,,0.001,5,10
20,103,72,RandomSampler,exact,False,0,,357.0,,0.001,5,10
20,94,73,RandomSampler,lucas,False,0,,299.0,,0.001,5,10
20,94,73,RandomSampler,exact,False,0,,299.0,,0.001,5,10
20,93,74,RandomSampler,lucas,False,0,,293.0,,0.0,5,10
20,93,74,RandomSampler,exact,False,0,,293.0,,0.0,5,10
20,95,75,RandomSampler,lucas,False,0,,392.1446111735227,,0.001,5,10
20,95,75,RandomSampler,exact,False,0,,392.1446111735227,,0.001,5,10
20,88,76,RandomSampler,lucas,False,0,,355.7717035467524,,0.0,5,10
20,88,76,RandomSampler,exact,False,0,,355.7717035467524,,0.0,5,10
20,100,77,RandomSampler,lucas,False,0,,336.0,,0.001,5,10
20,100,77,RandomSampler,exact,False,0,,336.0,,0.0,5,10
20,83,78,RandomSampler,lucas,False,0,,261.10304302739354,,0.002,5,10
20,83,78,RandomSampler,exact,False,0,,261.10304302739354,,0.0,5,10
20,89,79,RandomSampler,lucas,False,0,,269.0,,0.0,5,10
20,89,79,RandomSampler,exact,False,0,,269.0,,0.001,5,10
20,83,80,RandomSampler,lucas,False,0,,277.74107853140174,,0.002,5,10
20,83,80,RandomSampler,exact,False,0,,277.74107853140174,,0.001,5,10
20,101,81,RandomSampler,lucas,False,0,,406.25399842154883,,0.0,5,10
20,101,81,RandomSampler,exact,False,0,,406.25399842154883,,0.0,5,10
20,88,82,RandomSampler,lucas,False,0,,263.0,,0.003,5,10
20,88,82,RandomSampler,exact,False,0,,263.0,,0.002,5,10
20,106,83,RandomSampler,lucas,False,0,,413.7080529956517,,0.002,5,10
20,106,83,RandomSampler,exact,False,0,,413.7080529956517,,0.001,5,10
20,84,84,RandomSampler,lucas,False,0,,268.6888211123132,,0.0,5,10
20,84,84,RandomSampler,exact,False,0,,268.6888211123132,,0.0,5,10
20,93,85,RandomSampler,lucas,False,0,,293.0,,0.002,5,10
20,93,85,RandomSampler,exact,False,0,,293.0,,0.001,5,10
20,94,86,RandomSampler,lucas,False,0,,377.5222807554005,,0.0,5,10
20,94,86,RandomSampler,exact,False,0,,377.5222807554005,,0.001,5,10
20,83,87,RandomSampler,lucas,False,0,,264.3848305786194,,0.002,5,10
20,83,87,RandomSampler,exact,False,0,,264.3848305786194,,0.0,5,10
20,95,88,RandomSampler,lucas,False,0,,318.8236927822353,,0.001,5,10
20,95,88,RandomSampler,exact,False,0,,318.8236927822353,,0.002,5,10
20,95,89,RandomSampler,lucas,False,0,,305.0,,0.001,5,10
20,95,89,RandomSampler,exact,False,0,,305.0,,0.002,5,10
20,99,90,RandomSampler,lucas,False,0,,343.76592641308866,,0.001,5,10
20,99,90,RandomSampler,exact,False,0,,343.76592641308866,,0.002,5,10
20,96,91,RandomSampler,lucas,False,0,,311.0000000000001,,0.002,5,10
20,96,91,RandomSampler,exact,False,0,,311.0000000000001,,0.002,5,10
20,87,92,RandomSampler,lucas,False,0,,281.6394527985154,,0.001,5,10
20,87,92,RandomSampler,exact,False,0,,281.6394527985154,,0.002,5,10
20,97,93,RandomSampler,lucas,False,0,,317.0000000000001,,0.002,5,10
20,97,93,RandomSampler,exact,False,0,,317.0000000000001,,0.001,5,10
20,94,94,RandomSampler,lucas,False,0,,299.0,,0.001,5,10
20,94,94,RandomSampler,exact,False,0,,299.0,,0.001,5,10
20,89,95,RandomSampler,lucas,False,0,,277.3345840080978,,0.001,5,10
20,89,95,RandomSampler,exact,False,0,,277.3345840080978,,0.001,5,10
20,85,96,RandomSampler,lucas,False,0,,245.00000000000023,,0.001,5,10
20,85,96,RandomSampler,exact,False,0,,245.00000000000023,,0.0,5,10
20,94,97,RandomSampler,lucas,False,0,,299.0,,0.0,5,10
20,94,97,RandomSampler,exact,False,0,,299.0,,0.0,5,10
20,110,98,RandomSampler,lucas,False,0,,446.2368596610347,,0.0,5,10
20,110,98,RandomSampler,exact,False,0,,446.2368596610347,,0.002,5,10
20,75,99,RandomSampler,lucas,False,0,,211.34692555550714,,0.001,5,10
20,75,99,RandomSampler,exact,False,0,,211.34692555550714,,0.001,5,10
25,151,0,RandomSampler,lucas,False,0,,592.0,,0.003,5,10
25,151,0,RandomSampler,exact,False,0,,592.0,,0.001,5,10
25,145,1,RandomSampler,lucas,False,0,,609.8111292774846,,0.001,5,10
25,145,1,RandomSampler,exact,False,0,,609.8111292774846,,0.001,5,10
25,142,2,RandomSampler,lucas,False,0,,701.5688950163258,,0.001,5,10
25,142,2,RandomSampler,exact,False,0,,701.5688950163258,,0.002,5,10
25,146,3,RandomSampler,lucas,False,0,,563.6333291687371,,0.001,5,10
25,146,3,RandomSampler,exact,False,0,,563.6333291687371,,0.001,5,10
25,150,4,RandomSampler,lucas,False,0,,711.048229585088,,0.0,5,10
25,150,4,RandomSampler,exact,False,0,,711.048229585088,,0.0,5,10
25,140,5,RandomSampler,lucas,False,0,,553.4435756161688,,0.002,5,10
25,140,5,RandomSampler,exact,False,0,,553.4435756161688,,0.001,5,10
25,142,6,RandomSampler,lucas,False,0,,668.6599275677748,,0.002,5,10
25,142,6,RandomSampler,exact,False,0,,668.6599275677748,,0.001,5,10
25,154,7,RandomSampler,lucas,False,0,,807.2195211951461,,0.002,5,10
25,154,7,RandomSampler,exact,False,0,,807.2195211951461,,0.001,5,10
25,150,8,RandomSampler,lucas,False,0,,717.1738115659674,,0.001,5,10
25,150,8,RandomSampler,exact,False,0,,717.1738115659674,,0.001,5,10
25,151,9,RandomSampler,lucas,False,0,,699.8250868900317,,0.002,5,10
25,151,9,RandomSampler,exact,False,0,,699.8250868900317,,0.003,5,10
25,145,10,RandomSampler,lucas,False,0,,565.4669722776791,,0.001,5,10
25,145,10,RandomSampler,exact,False,0,,565.4669722776791,,0.001,5,10
25,154,11,RandomSampler,lucas,False,0,,616.0,,0.002,5,10
25,154,11,RandomSampler,exact,False,0,,616.0,,0.002,5,10
25,133,12,RandomSampler,lucas,False,0,,586.4258923744279,,0.0,5,10
25,133,12,RandomSampler,exact,False,0,,586.4258923744279,,0.001,5,10
25,153,13,RandomSampler,lucas,False,0,,696.2501417799416,,0.0,5,10
25,153,13,RandomSampler,exact,False,0,,696.2501417799416,,0.002,5,10
25,168,14,RandomSampler,lucas,False,0,,797.788939118228,,0.001,5,10
25,168,14,RandomSampler,exact,False,0,,797.788939118228,,0.001,5,10
25,152,15,RandomSampler,lucas,False,0,,738.0806632367788,,0.003,5,10
25,152,15,RandomSampler,exact,False,0,,738.0806632367788,,0.002,5,10
25,141,16,RandomSampler,lucas,False,0,,554.838045185386,,0.0,5,10
25,141,16,RandomSampler,exact,False,0,,554.838045185386,,0.0,5,10
25,155,17,RandomSampler,lucas,False,0,,739.5567126889756,,0.001,5,10
25,155,17,RandomSampler,exact,False,0,,739.5567126889756,,0.002,5,10
25,145,18,RandomSampler,lucas,False,0,,703.3126483442484,,0.002,5,10
25,145,18,RandomSampler,exact,False,0,,703.3126483442484,,0.001,5,10
25,156,19,RandomSampler,lucas,False,0,,759.923769448823,,0.0,5,10
25,156,19,RandomSampler,exact,False,0,,759.923769448823,,0.002,5,10
25,160,20,RandomSampler,lucas,False,0,,770.7523579280778,,0.002,5,10
25,160,20,RandomSampler,exact,False,0,,770.7523579280778,,0.0,5,10
25,140,21,RandomSampler,lucas,False,0,,553.3498378436965,,0.003,5,10
25,140,21,RandomSampler,exact,False,0,,553.3498378436965,,0.002,5,10
25,153,22,RandomSampler,lucas,False,0,,679.4623408298115,,0.002,5,10
25,153,22,RandomSampler,exact,False,0,,679.4623408298115,,0.002,5,10
25,155,23,RandomSampler,lucas,False,0,,632.9097909112214,,0.004,5,10
25,155,23,RandomSampler,exact,False,0,,632.9097909112214,,0.002,5,10
25,157,24,RandomSampler,lucas,False,0,,725.4401110633015,,0.003,5,10
25,157,24,RandomSampler,exact,False,0,,725.4401110633015,,0.0,5,10
25,159,25,RandomSampler,lucas,False,0,,695.9884759360484,,0.002,5,10
25,159,25,RandomSampler,exact,False,0,,695.9884759360484,,0.001,5,10
25,144,26,RandomSampler,lucas,False,0,,699.2172077945055,,0.002,5,10
25,144,26,RandomSampler,exact,False,0,,699.2172077945055,,0.002,5,10
25,132,27,RandomSampler,lucas,False,0,,526.8833231193452,,0.002,5,10
25,132,27,RandomSampler,exact,False,0,,526.8833231193452,,0.001,5,10
25,151,28,RandomSampler,lucas,False,0,,592.0,,0.002,5,10
25,151,28,RandomSampler,exact,False,0,,592.0,,0.002,5,10
25,143,29,RandomSampler,lucas,False,0,,611.0135911928622,,0.003,5,10
25,143,29,RandomSampler,exact,False,0,,611.0135911928622,,0.002,5,10
25,153,30,RandomSampler,lucas,False,0,,705.9970271819006,,0.001,5,10
25,153,30,RandomSampler,exact,False,0,,705.9970271819006,,0.003,5,10
25,161,31,RandomSampler,lucas,False,0,,795.8987617230354,,0.002,5,10
25,161,31,RandomSampler,exact,False,0,,795.8987617230354,,0.002,5,10
25,159,32,RandomSampler,lucas,False,0,,685.6920837099187,,0.005,5,10
25,159,32,RandomSampler,exact,False,0,,685.6920837099187,,0.002,5,10
25,151,33,RandomSampler,lucas,False,0,,677.2293056355468,,0.002,5,10
25,151,33,RandomSampler,exact,False,0,,677.2293056355468,,0.005,5,10
25,150,34,RandomSampler,lucas,False,0,,727.9467547315744,,0.0,5,10
25,150,34,RandomSampler,exact,False,0,,727.9467547315744,,0.002,5,10
25,153,35,RandomSampler,lucas,False,0,,661.0123706731238,,0.003,5,10
25,153,35,RandomSampler,exact,False,0,,661.0123706731238,,0.003,5,10
25,156,36,RandomSampler,lucas,False,0,,674.2481679042454,,0.001,5,10
25,156,36,RandomSampler,exact,False,0,,674.2481679042454,,0.001,5,10
25,159,37,RandomSampler,lucas,False,0,,722.7858618142717,,0.002,5,10
25,159,37,RandomSampler,exact,False,0,,722.7858618142717,,0.001,5,10
25,159,38,RandomSampler,lucas,False,0,,739.7319853078588,,0.002,5,10
25,159,38,RandomSampler,exact,False,0,,739.7319853078588,,0.004,5,10
25,143,39,RandomSampler,lucas,False,0,,623.486167896258,,0.002,5,10
25,143,39,RandomSampler,exact,False,0,,623.486167896258,,0.001,5,10
25,127,40,RandomSampler,lucas,False,0,,530.8311311779219,,0.003,5,10
25,127,40,RandomSampler,exact,False,0,,530.8311311779219,,0.002,5,10
25,147,41,RandomSampler,lucas,False,0,,641.8748650619726,,0.002,5,10
25,147,41,RandomSampler,exact,False,0,,641.8748650619726,,0.002,5,10
25,160,42,RandomSampler,lucas,False,0,,673.760817338905,,0.002,5,10
25,160,42,RandomSampler,exact,False,0,,673.760817338905,,0.001,5,10
25,135,43,RandomSampler,lucas,False,0,,581.7388566389222,,0.004,5,10
25,135,43,RandomSampler,exact,False,0,,581.7388566389222,,0.003,5,10
25,157,44,RandomSampler,lucas,False,0,,795.8292907718859,,0.0,5,10
25,157,44,RandomSampler,exact,False,0,,795.8292907718859,,0.002,5,10
25,169,45,RandomSampler,lucas,False,0,,775.7747111186395,,0.001,5,10
25,169,45,RandomSampler,exact,False,0,,775.7747111186395,,0.002,5,10
25,146,46,RandomSampler,lucas,False,0,,645.0700129094477,,0.001,5,10
25,146,46,RandomSampler,exact,False,0,,645.0700129094477,,0.001,5,10
25,151,47,RandomSampler,lucas,False,0,,655.5188376628457,,0.002,5,10
25,151,47,RandomSampler,exact,False,0,,655.5188376628457,,0.002,5,10
25,147,48,RandomSampler,lucas,False,0,,642.9676484256985,,0.004,5,10
25,147,48,RandomSampler,exact,False,0,,642.9676484256985,,0.001,5,10
25,140,49,RandomSampler,lucas,False,0,,554.0045521790336,,0.002,5,10
25,140,49,RandomSampler,exact,False,0,,554.0045521790336,,0.003,5,10
25,137,50,RandomSampler,lucas,False,0,,490.0,,0.003,5,10
25,137,50,RandomSampler,exact,False,0,,490.0,,0.002,5,10
25,150,51,RandomSampler,lucas,False,0,,751.1191665869852,,0.003,5,10
25,150,51,RandomSampler,exact,False,0,,751.1191665869852,,0.003,5,10
25,147,52,RandomSampler,lucas,False,0,,560.0000000000002,,0.002,5,10
25,147,52,RandomSampler,exact,False,0,,560.0000000000002,,0.001,5,10
25,142,53,RandomSampler,lucas,False,0,,525.0,,0.003,5,10
25,142,53,RandomSampler,exact,False,0,,525.0,,0.002,5,10
25,151,54,RandomSampler,lucas,False,0,,708.832626652386,,0.0,5,10
25,151,54,RandomSampler,exact,False,0,,708.832626652386,,0.003,5,10
25,137,55,RandomSampler,lucas,False,0,,554.3154223878398,,0.003,5,10
25,137,55,RandomSampler,exact,False,0,,554.3154223878398,,0.004,5,10
25,149,56,RandomSampler,lucas,False,0,,576.0,,0.003,5,10
25,149,56,RandomSampler,exact,False,0,,576.0,,0.002,5,10
25,158,57,RandomSampler,lucas,False,0,,648.0,,0.003,5,10
25,158,57,RandomSampler,exact,False,0,,648.0,,0.003,5,10
25,138,58,RandomSampler,lucas,False,0,,605.5521780901769,,0.003,5,10
25,138,58,RandomSampler,exact,False,0,,605.5521780901769,,0.002,5,10
25,152,59,RandomSampler,lucas,False,0,,665.0915204693835,,0.002,5,10
25,152,59,RandomSampler,exact,False,0,,665.0915204693835,,0.003,5,10
25,141,60,RandomSampler,lucas,False,0,,597.7690845730659,,0.003,5,10
25,141,60,RandomSampler,exact,False,0,,597.7690845730659,,0.004,5,10
25,142,61,RandomSampler,lucas,False,0,,620.5470213384308,,0.001,5,10
25,142,61,RandomSampler,exact,False,0,,620.5470213384308,,0.002,5,10
25,152,62,RandomSampler,lucas,False,0,,705.600640536659,,0.001,5,10
25,152,62,RandomSampler,exact,False,0,,705.600640536659,,0.0,5,10
25,143,63,RandomSampler,lucas,False,0,,532.0,,0.001,5,10
25,143,63,RandomSampler,exact,False,0,,532.0,,0.001,5,10
25,150,64,RandomSampler,lucas,False,0,,584.0,,0.001,5,10
25,150,64,RandomSampler,exact,False,0,,584.0,,0.001,5,10
25,148,65,RandomSampler,lucas,False,0,,568.0,,0.0,5,10
25,148,65,RandomSampler,exact,False,0,,568.0,,0.002,5,10
25,157,66,RandomSampler,lucas,False,0,,765.5871378705209,,0.0,5,10
25,157,66,RandomSampler,exact,False,0,,765.5871378705209,,0.001,5,10
25,153,67,RandomSampler,lucas,False,0,,767.2151727425303,,0.003,5,10
25,153,67,RandomSampler,exact,False,0,,767.2151727425303,,0.001,5,10
25,159,68,RandomSampler,lucas,False,0,,656.0,,0.002,5,10
25,159,68,RandomSampler,exact,False,0,,656.0,,0.0,5,10
25,139,69,RandomSampler,lucas,False,0,,610.3292709049275,,0.001,5,10
25,139,69,RandomSampler,exact,False,0,,610.3292709049275,,0.0,5,10
25,160,70,RandomSampler,lucas,False,0,,705.3352021639643,,0.003,5,10
25,160,70,RandomSampler,exact,False,0,,705.3352021639643,,0.0,5,10
25,155,71,RandomSampler,lucas,False,0,,624.0,,0.0,5,10
25,155,71,RandomSampler,exact,False,0,,624.0,,0.0,5,10
25,146,72,RandomSampler,lucas,False,0,,654.1776982730129,,0.001,5,10
25,146,72,RandomSampler,exact,False,0,,654.1776982730129,,0.001,5,10
25,138,73,RandomSampler,lucas,False,0,,681.6716487806821,,0.002,5,10
25,138,73,RandomSampler,exact,False,0,,681.6716487806821,,0.0,5,10
25,170,74,RandomSampler,lucas,False,0,,890.2258007193656,,0.001,5,10
25,170,74,RandomSampler,exact,False,0,,890.2258007193656,,0.003,5,10
25,155,75,RandomSampler,lucas,False,0,,756.7974686347256,,0.001,5,10
25,155,75,RandomSampler,exact,False,0,,756.7974686347256,,0.001,5,10
25,158,76,RandomSampler,lucas,False,0,,762.3200000699899,,0.002,5,10
25,158,76,RandomSampler,exact,False,0,,762.3200000699899,,0.001,5,10
25,161,77,RandomSampler,lucas,False,0,,747.9340718037364,,0.004,5,10
25,161,77,RandomSampler,exact,False,0,,747.9340718037364,,0.003,5,10
