solver_name,sampler_type,num_vertices,graph_id,num_edges,penalty_mode,mu_thermometer,mu_bijective,energy,minla_cost,best_known_cost,is_feasible,solve_time
QWaveSampler_path,path,6,0,6,exact,24,24,9.0,9,8,True,0.12405872344970703
QWaveSampler_path,path,6,1,7,exact,26,26,13.0,13,9,True,0.1178903579711914
QWaveSampler_path,path,6,2,7,exact,26,26,11.0,11,11,True,0.13115239143371582
QWaveSampler_path,path,6,3,7,exact,26,26,13.0,13,11,True,0.12388491630554199
QWaveSampler_path,path,6,4,6,exact,24,24,9.0,9,7,True,0.11374664306640625
QWaveSampler_path,path,6,5,8,exact,28,28,15.0,15,13,True,0.11607170104980469
QWaveSampler_path,path,6,6,7,exact,26,26,10.0,10,10,True,0.11979460716247559
QWaveSampler_path,path,6,7,8,exact,28,28,11.0,11,11,True,0.12026214599609375
QWaveSampler_path,path,6,8,9,exact,30,30,16.0,16,16,True,0.11394882202148438
QWaveSampler_path,path,6,9,10,exact,32,32,18.0,18,18,True,0.11619448661804199
QWaveSampler_path,path,6,10,7,exact,26,26,11.0,11,10,True,0.11951494216918945
QWaveSampler_path,path,6,11,8,exact,28,28,13.0,13,12,True,0.12009239196777344
QWaveSampler_path,path,6,12,6,exact,24,24,9.0,9,9,True,0.13128042221069336
QWaveSampler_path,path,6,13,6,exact,24,24,9.0,9,9,True,0.1264042854309082
QWaveSampler_path,path,6,14,8,exact,28,28,16.0,16,15,True,0.11646485328674316
QWaveSampler_path,path,6,15,9,exact,30,30,15.0,15,15,True,0.11713862419128418
QWaveSampler_path,path,6,16,5,exact,21,21,7.0,7,6,True,0.1135404109954834
QWaveSampler_path,path,6,17,8,exact,28,28,14.0,14,14,True,0.12012338638305664
QWaveSampler_path,path,6,18,7,exact,26,26,12.0,12,11,True,0.1203916072845459
QWaveSampler_path,path,6,19,6,exact,24,24,9.0,9,8,True,0.11940217018127441
QWaveSampler_path,path,6,20,9,exact,30,30,16.0,16,13,True,0.1183927059173584
QWaveSampler_path,path,6,21,9,exact,30,30,18.0,18,17,True,0.1162104606628418
QWaveSampler_path,path,6,22,6,exact,24,24,9.0,9,7,True,0.12054204940795898
QWaveSampler_path,path,6,23,11,exact,33,33,21.0,21,21,True,0.11873531341552734
QWaveSampler_path,path,6,24,9,exact,30,30,16.0,16,15,True,0.11586308479309082
QWaveSampler_path,path,6,25,10,exact,32,32,17.0,17,17,True,0.11989045143127441
QWaveSampler_path,path,6,26,9,exact,30,30,15.0,15,15,True,0.11650443077087402
