solver_name,sampler_type,dataset_name,num_vertices,num_graphs,density,penalty_mode,feasibility_rate,success_rate,dominance_score,avg_relative_gap,std_relative_gap,num_feasible,num_success,total_time
QWaveSampler_path,path,synthetic_n6,6,50,0.5,exact,1.0,0.42,0.42,0.09281679955751163,0.14123434431013424,50,21,5.979970693588257
QWaveSampler_path,path,synthetic_n6,6,50,0.5,lucas,1.0,0.98,0.98,-0.00916338924233661,0.03945287358819537,50,49,11.330427169799805
QWaveSampler_path,path,synthetic_n8,8,50,0.5,exact,1.0,0.04,0.02,0.2011859856043476,0.11985994342057382,50,2,26.771021842956543
QWaveSampler_path,path,synthetic_n8,8,50,0.5,lucas,1.0,0.9,0.66,-0.002008573591474008,0.06445093231456336,50,45,26.63896083831787
QWaveSampler_path,path,synthetic_n11,11,50,0.5,exact,1.0,0.0,0.0,0.3189415061315389,0.14986411720122755,50,0,64.28330945968628
QWaveSampler_path,path,synthetic_n11,11,50,0.5,lucas,0.96,0.84,0.3958333333333333,0.012852778248902894,0.04355969357307541,48,42,64.27787971496582
QWaveSampler_path,path,synthetic_n13,13,50,0.5,exact,0.98,0.0,0.0,0.4068647581825002,0.13877410680494406,49,0,58.665337324142456
QWaveSampler_path,path,synthetic_n13,13,50,0.5,lucas,0.82,0.54,0.12195121951219512,0.041535914015378726,0.04510448491521276,41,27,104.44358563423157
QWaveSampler_path,path,synthetic_n15,15,50,0.5,exact,0.36,0.0,0.0,0.3503131759642763,0.11933491607099866,18,0,153.94823575019836
QWaveSampler_path,path,synthetic_n15,15,50,0.5,lucas,0.64,0.36,0.125,0.04478019614809075,0.04422829656846834,32,18,157.31878471374512
