solver_id,num_vertices,graph_id,num_edges,penalty_mode,mu_thermometer,mu_bijective,energy,minla_cost,best_known_cost,is_feasible,solve_time
1,5,11,6,exact,18,18,12.0,12,8,True,0.005949974060058594
1,5,12,7,exact,19,19,13.0,13,12,True,0.006016969680786133
1,5,13,5,exact,16,16,8.0,8,8,True,0.0059430599212646484
1,5,14,7,exact,19,19,11.0,11,11,True,0.006133079528808594
1,5,15,8,exact,20,20,18.0,18,13,True,0.006263017654418945
1,5,16,6,exact,18,18,10.0,10,8,True,0.0061130523681640625
1,5,17,7,exact,19,19,16.0,16,12,True,0.006093025207519531
1,5,18,9,exact,21,21,17.0,17,16,True,0.006140947341918945
1,5,19,10,exact,22,22,20.0,20,20,True,0.006264209747314453
1,5,20,4,exact,14,14,7.0,7,6,True,0.005878925323486328
2,5,0,5,exact,16,16,10.0,10,6,True,0.005830049514770508
2,5,1,5,exact,16,16,9.0,9,6,True,0.006125926971435547
2,5,2,4,exact,14,14,7.0,7,4,True,0.005845069885253906
2,5,3,7,exact,19,19,17.0,17,10,True,0.006094694137573242
2,5,4,5,exact,16,16,8.0,8,7,True,0.005889892578125
2,5,5,8,exact,20,20,18.0,18,14,True,0.006073951721191406
2,5,6,4,exact,14,14,8.0,8,5,True,0.00579833984375
2,5,7,6,exact,18,18,11.0,11,10,True,0.005934953689575195
2,5,8,6,exact,18,18,11.0,11,9,True,0.005936145782470703
2,5,9,6,exact,18,18,10.0,10,9,True,0.0059549808502197266
2,5,10,5,exact,16,16,9.0,9,7,True,0.005866050720214844
2,5,11,6,exact,18,18,13.0,13,8,True,0.005798816680908203
2,5,12,7,exact,19,19,14.0,14,12,True,0.006003379821777344
2,5,13,5,exact,16,16,10.0,10,8,True,0.005852222442626953
2,5,14,7,exact,19,19,14.0,14,11,True,0.005777835845947266
2,5,15,8,exact,20,20,14.0,14,13,True,0.006174802780151367
2,5,16,6,exact,18,18,14.0,14,8,True,0.0059299468994140625
2,5,17,7,exact,19,19,12.0,12,12,True,0.005972862243652344
2,5,18,9,exact,21,21,18.0,18,16,True,0.0062367916107177734
2,5,19,10,exact,22,22,20.0,20,20,True,0.006352901458740234
2,5,20,4,exact,14,14,7.0,7,6,True,0.005989789962768555
3,5,0,5,exact,16,16,7.0,7,6,True,0.007279872894287109
3,5,1,5,exact,16,16,9.0,9,6,True,0.006827116012573242
3,5,2,4,exact,14,14,5.0,5,4,True,0.00723576545715332
3,5,3,7,exact,19,19,13.0,13,10,True,0.0067713260650634766
3,5,4,5,exact,16,16,7.0,7,7,True,0.006876230239868164
3,5,5,8,exact,20,20,18.0,18,14,True,0.006783962249755859
3,5,6,4,exact,14,14,9.0,9,5,True,0.007277965545654297
3,5,7,6,exact,18,18,15.0,15,10,True,0.007048845291137695
3,5,8,6,exact,18,18,10.0,10,9,True,0.00714874267578125
3,5,9,6,exact,18,18,10.0,10,9,True,0.006950855255126953
3,5,10,5,exact,16,16,9.0,9,7,True,0.006817817687988281
3,5,11,6,exact,18,18,11.0,11,8,True,0.0068700313568115234
3,5,12,7,exact,19,19,16.0,16,12,True,0.006680011749267578
3,5,13,5,exact,16,16,8.0,8,8,True,0.006986379623413086
3,5,14,7,exact,19,19,11.0,11,11,True,0.0069751739501953125
3,5,15,8,exact,20,20,17.0,17,13,True,0.007073879241943359
3,5,16,6,exact,18,18,14.0,14,8,True,0.007135152816772461
3,5,17,7,exact,19,19,12.0,12,12,True,0.006707906723022461
3,5,18,9,exact,21,21,19.0,19,16,True,0.006523847579956055
3,5,19,10,exact,22,22,20.0,20,20,True,0.0065958499908447266
3,5,20,4,exact,14,14,7.0,7,6,True,0.00689387321472168
4,5,0,5,exact,16,16,9.0,9,6,True,0.006188869476318359
4,5,1,5,exact,16,16,11.0,11,6,True,0.0062580108642578125
4,5,2,4,exact,14,14,7.0,7,4,True,0.006148099899291992
4,5,3,7,exact,19,19,11.0,11,10,True,0.006309032440185547
4,5,4,5,exact,16,16,7.0,7,7,True,0.006184816360473633
4,5,5,8,exact,20,20,15.0,15,14,True,0.006456851959228516
4,5,6,4,exact,14,14,8.0,8,5,True,0.006387948989868164
4,5,7,6,exact,18,18,11.0,11,10,True,0.006078958511352539
4,5,8,6,exact,18,18,9.0,9,9,True,0.0061969757080078125
4,5,9,6,exact,18,18,11.0,11,9,True,0.0062100887298583984
4,5,10,5,exact,16,16,9.0,9,7,True,0.0060689449310302734
4,5,11,6,exact,18,18,10.0,10,8,True,0.00632929801940918
4,5,12,7,exact,19,19,17.0,17,12,True,0.006304025650024414
4,5,13,5,exact,16,16,12.0,12,8,True,0.006180763244628906
4,5,14,7,exact,19,19,14.0,14,11,True,0.0061838626861572266
4,5,15,8,exact,20,20,17.0,17,13,True,0.0058650970458984375
4,5,16,6,exact,18,18,10.0,10,8,True,0.005833864212036133
4,5,17,7,exact,19,19,12.0,12,12,True,0.006100893020629883
4,5,18,9,exact,21,21,19.0,19,16,True,0.006284952163696289
4,5,19,10,exact,22,22,20.0,20,20,True,0.006700754165649414
4,5,20,4,exact,14,14,7.0,7,6,True,0.005964994430541992
5,5,0,5,exact,16,16,10.0,10,6,True,0.0061419010162353516
5,5,1,5,exact,16,16,7.0,7,6,True,0.006617307662963867
5,5,2,4,exact,14,14,7.0,7,4,True,0.0060079097747802734
5,5,3,7,exact,19,19,13.0,13,10,True,0.006254911422729492
5,5,4,5,exact,16,16,10.0,10,7,True,0.006119966506958008
5,5,5,8,exact,20,20,16.0,16,14,True,0.006313323974609375
5,5,6,4,exact,14,14,6.0,6,5,True,0.005937814712524414
5,5,7,6,exact,18,18,11.0,11,10,True,0.0061588287353515625
5,5,8,6,exact,18,18,13.0,13,9,True,0.006156206130981445
5,5,9,6,exact,18,18,13.0,13,9,True,0.005906820297241211
5,5,10,5,exact,16,16,9.0,9,7,True,0.00589299201965332
5,5,11,6,exact,18,18,11.0,11,8,True,0.00603795051574707
5,5,12,7,exact,19,19,13.0,13,12,True,0.006026029586791992
5,5,13,5,exact,16,16,12.0,12,8,True,0.0061419010162353516
5,5,14,7,exact,19,19,11.0,11,11,True,0.006231069564819336
5,5,15,8,exact,20,20,16.0,16,13,True,0.006234884262084961
5,5,16,6,exact,18,18,14.0,14,8,True,0.006327152252197266
5,5,17,7,exact,19,19,16.0,16,12,True,0.0062673091888427734
5,5,18,9,exact,21,21,18.0,18,16,True,0.006504058837890625
5,5,19,10,exact,22,22,20.0,20,20,True,0.006478071212768555
5,5,20,4,exact,14,14,10.0,10,6,True,0.0061702728271484375
0,5,0,5,lucas,4,4,7.0,7,6,True,0.005934953689575195
0,5,1,5,lucas,4,4,6.0,6,6,True,0.005842924118041992
0,5,2,4,lucas,3,3,4.0,4,4,True,0.006209135055541992
0,5,3,7,lucas,5,5,13.0,13,10,True,0.00609588623046875
0,5,4,5,lucas,5,5,9.0,9,7,True,0.006176948547363281
0,5,5,8,lucas,5,5,14.0,14,14,True,0.006030082702636719
0,5,6,4,lucas,4,4,5.0,5,5,True,0.005980014801025391
0,5,7,6,lucas,4,4,10.0,10,10,True,0.006011962890625
0,5,8,6,lucas,4,4,10.0,10,9,True,0.005838871002197266
0,5,9,6,lucas,5,5,10.0,10,9,True,0.0059740543365478516
0,5,10,5,lucas,4,4,7.0,7,7,True,0.0059430599212646484
0,5,11,6,lucas,4,4,11.0,11,8,True,0.005978107452392578
0,5,12,7,lucas,4,4,12.0,12,12,True,0.005912065505981445
0,5,13,5,lucas,3,3,8.0,8,8,True,0.00603795051574707
0,5,14,7,lucas,5,5,13.0,13,11,True,0.006206989288330078
0,5,15,8,lucas,5,5,13.0,13,13,True,0.006242990493774414
0,5,16,6,lucas,5,5,8.0,8,8,True,0.005765199661254883
0,5,17,7,lucas,5,5,12.0,12,12,True,0.0060269832611083984
0,5,18,9,lucas,5,5,17.0,17,16,True,0.006295919418334961
0,5,19,10,lucas,5,5,20.0,20,20,True,0.00621795654296875
0,5,20,4,lucas,5,5,6.0,6,6,True,0.005803823471069336
1,5,0,5,lucas,4,4,6.0,6,6,True,0.0059468746185302734
1,5,1,5,lucas,4,4,6.0,6,6,True,0.0059740543365478516
1,5,2,4,lucas,3,3,7.0,7,4,True,0.0057909488677978516
1,5,3,7,lucas,5,5,13.0,13,10,True,0.0060122013092041016
1,5,4,5,lucas,5,5,7.0,7,7,True,0.005969047546386719
1,5,5,8,lucas,5,5,14.0,14,14,True,0.006061077117919922
1,5,6,4,lucas,4,4,5.0,5,5,True,0.006060123443603516
1,5,7,6,lucas,4,4,10.0,10,10,True,0.00627899169921875
1,5,8,6,lucas,4,4,9.0,9,9,True,0.0064678192138671875
1,5,9,6,lucas,5,5,9.0,9,9,True,0.006044149398803711
1,5,10,5,lucas,4,4,7.0,7,7,True,0.0058209896087646484
1,5,11,6,lucas,4,4,8.0,8,8,True,0.005756855010986328
1,5,12,7,lucas,4,4,12.0,12,12,True,0.006094217300415039
1,5,13,5,lucas,3,3,9.0,,8,False,0.006094932556152344
1,5,14,7,lucas,5,5,13.0,13,11,True,0.0061528682708740234
1,5,15,8,lucas,5,5,16.0,16,13,True,0.006323099136352539
1,5,16,6,lucas,5,5,10.0,10,8,True,0.005980253219604492
1,5,17,7,lucas,5,5,12.0,12,12,True,0.005998849868774414
1,5,18,9,lucas,5,5,18.0,,16,False,0.006464958190917969
1,5,19,10,lucas,5,5,20.0,20,20,True,0.0061948299407958984
1,5,20,4,lucas,5,5,6.0,6,6,True,0.005984067916870117
2,5,0,5,lucas,4,4,7.0,7,6,True,0.006103038787841797
2,5,1,5,lucas,4,4,6.0,6,6,True,0.006320953369140625
2,5,2,4,lucas,3,3,4.0,4,4,True,0.005913972854614258
2,5,3,7,lucas,5,5,13.0,13,10,True,0.006176948547363281
2,5,4,5,lucas,5,5,9.0,9,7,True,0.006422758102416992
2,5,5,8,lucas,5,5,14.0,14,14,True,0.006099224090576172
2,5,6,4,lucas,4,4,5.0,5,5,True,0.006021022796630859
2,5,7,6,lucas,4,4,10.0,10,10,True,0.006078958511352539
2,5,8,6,lucas,4,4,10.0,10,9,True,0.006172895431518555
2,5,9,6,lucas,5,5,10.0,10,9,True,0.00611114501953125
2,5,10,5,lucas,4,4,7.0,7,7,True,0.0061070919036865234
2,5,11,6,lucas,4,4,11.0,11,8,True,0.0062198638916015625
2,5,12,7,lucas,4,4,12.0,12,12,True,0.005997657775878906
2,5,13,5,lucas,3,3,8.0,8,8,True,0.0059468746185302734
2,5,14,7,lucas,5,5,13.0,13,11,True,0.006346940994262695
2,5,15,8,lucas,5,5,13.0,13,13,True,0.006345987319946289
2,5,16,6,lucas,5,5,8.0,8,8,True,0.006033182144165039
2,5,17,7,lucas,5,5,12.0,12,12,True,0.006340742111206055
2,5,18,9,lucas,5,5,17.0,17,16,True,0.006157875061035156
2,5,19,10,lucas,5,5,20.0,20,20,True,0.006249904632568359
2,5,20,4,lucas,5,5,6.0,6,6,True,0.006159067153930664
3,5,0,5,lucas,4,4,6.0,6,6,True,0.012919187545776367
3,5,1,5,lucas,4,4,6.0,6,6,True,0.012179851531982422
3,5,2,4,lucas,3,3,4.0,4,4,True,0.01473379135131836
3,5,3,7,lucas,5,5,10.0,10,10,True,0.010920047760009766
3,5,4,5,lucas,5,5,7.0,7,7,True,0.010799169540405273
3,5,5,8,lucas,5,5,14.0,14,14,True,0.010904073715209961
3,5,6,4,lucas,4,4,5.0,5,5,True,0.01234889030456543
3,5,7,6,lucas,4,4,10.0,10,10,True,0.012449979782104492
3,5,8,6,lucas,4,4,9.0,9,9,True,0.012278079986572266
3,5,9,6,lucas,5,5,9.0,9,9,True,0.010828733444213867
3,5,10,5,lucas,4,4,7.0,7,7,True,0.012296199798583984
3,5,11,6,lucas,4,4,8.0,8,8,True,0.012279987335205078
3,5,12,7,lucas,4,4,12.0,12,12,True,0.012405157089233398
3,5,13,5,lucas,3,3,8.0,8,8,True,0.014226913452148438
3,5,14,7,lucas,5,5,11.0,11,11,True,0.010683059692382812
3,5,15,8,lucas,5,5,13.0,13,13,True,0.010791778564453125
3,5,16,6,lucas,5,5,8.0,8,8,True,0.010895729064941406
3,5,17,7,lucas,5,5,12.0,12,12,True,0.010940313339233398
3,5,18,9,lucas,5,5,16.0,16,16,True,0.011240005493164062
3,5,19,10,lucas,5,5,20.0,20,20,True,0.010944128036499023
3,5,20,4,lucas,5,5,6.0,6,6,True,0.01080322265625
4,5,0,5,lucas,4,4,8.0,8,6,True,0.006452798843383789
4,5,1,5,lucas,4,4,6.0,6,6,True,0.006727933883666992
4,5,2,4,lucas,3,3,5.0,5,4,True,0.006083011627197266
4,5,3,7,lucas,5,5,12.0,12,10,True,0.006301164627075195
4,5,4,5,lucas,5,5,7.0,7,7,True,0.005984067916870117
4,5,5,8,lucas,5,5,16.0,,14,False,0.006471157073974609
4,5,6,4,lucas,4,4,8.0,8,5,True,0.006127119064331055
4,5,7,6,lucas,4,4,11.0,11,10,True,0.0060770511627197266
4,5,8,6,lucas,4,4,11.0,11,9,True,0.006248950958251953
4,5,9,6,lucas,5,5,10.0,10,9,True,0.006101131439208984
4,5,10,5,lucas,4,4,9.0,9,7,True,0.006208658218383789
4,5,11,6,lucas,4,4,12.0,12,8,True,0.006293058395385742
4,5,12,7,lucas,4,4,13.0,,12,False,0.006331920623779297
4,5,13,5,lucas,3,3,8.0,8,8,True,0.006228923797607422
4,5,14,7,lucas,5,5,11.0,11,11,True,0.006337642669677734
4,5,15,8,lucas,5,5,13.0,13,13,True,0.006312131881713867
4,5,16,6,lucas,5,5,8.0,8,8,True,0.006370067596435547
4,5,17,7,lucas,5,5,12.0,12,12,True,0.006304025650024414
4,5,18,9,lucas,5,5,16.0,16,16,True,0.0062389373779296875
4,5,19,10,lucas,5,5,20.0,20,20,True,0.006415128707885742
4,5,20,4,lucas,5,5,6.0,6,6,True,0.006175041198730469
5,5,0,5,lucas,4,4,14.0,,6,False,0.006373882293701172
5,5,1,5,lucas,4,4,10.0,,6,False,0.006318092346191406
5,5,2,4,lucas,3,3,5.0,5,4,True,0.006290912628173828
5,5,3,7,lucas,5,5,13.0,13,10,True,0.006632089614868164
5,5,4,5,lucas,5,5,7.0,7,7,True,0.006477832794189453
5,5,5,8,lucas,5,5,17.0,,14,False,0.00666499137878418
5,5,6,4,lucas,4,4,13.0,,5,False,0.006285667419433594
5,5,7,6,lucas,4,4,10.0,10,10,True,0.006067991256713867
5,5,8,6,lucas,4,4,17.0,,9,False,0.006204843521118164
5,5,9,6,lucas,5,5,13.0,,9,False,0.00623321533203125
5,5,10,5,lucas,4,4,14.0,,7,False,0.006237983703613281
5,5,11,6,lucas,4,4,12.0,,8,False,0.006437063217163086
5,5,12,7,lucas,4,4,18.0,,12,False,0.006237983703613281
5,5,13,5,lucas,3,3,9.0,,8,False,0.006265878677368164
5,5,14,7,lucas,5,5,14.0,14,11,True,0.006258249282836914
5,5,15,8,lucas,5,5,17.0,,13,False,0.006403923034667969
5,5,16,6,lucas,5,5,15.0,,8,False,0.006443977355957031
5,5,17,7,lucas,5,5,17.0,,12,False,0.006587028503417969
5,5,18,9,lucas,5,5,16.0,16,16,True,0.006483793258666992
5,5,19,10,lucas,5,5,28.0,,20,False,0.0066378116607666016
5,5,20,4,lucas,5,5,6.0,6,6,True,0.0061299800872802734
0,10,0,26,exact,136,136,97.0,97,67,True,0.03652000427246094
0,10,1,27,exact,139,139,110.0,110,75,True,0.03690600395202637
0,10,2,14,exact,92,92,148.0,,28,False,0.03480696678161621
0,10,3,20,exact,117,117,59.0,59,50,True,0.03551006317138672
0,10,4,19,exact,113,113,84.0,84,50,True,0.03546786308288574
0,10,5,23,exact,127,127,339.0,,58,False,0.03595685958862305
0,10,6,23,exact,127,127,81.0,81,57,True,0.03665494918823242
0,10,7,21,exact,121,121,69.0,69,53,True,0.035604000091552734
0,10,8,22,exact,124,124,83.0,83,56,True,0.03514409065246582
0,10,9,25,exact,133,133,214.0,,60,False,0.035986900329589844
0,10,10,21,exact,121,121,196.0,,52,False,0.035178184509277344
0,10,11,21,exact,121,121,198.0,,56,False,0.03636002540588379
0,10,12,19,exact,113,113,79.0,79,46,True,0.03484201431274414
0,10,13,28,exact,142,142,107.0,107,76,True,0.03647899627685547
0,10,14,22,exact,124,124,212.0,,54,False,0.03528594970703125
0,10,15,25,exact,133,133,350.0,,72,False,0.03587913513183594
0,10,16,23,exact,127,127,208.0,,64,False,0.035629987716674805
0,10,17,25,exact,133,133,227.0,,63,False,0.035468101501464844
0,10,18,20,exact,117,117,192.0,,43,False,0.0357508659362793
0,10,19,23,exact,127,127,77.0,77,54,True,0.03658604621887207
0,10,20,17,exact,105,105,169.0,,37,False,0.03429079055786133
0,10,21,24,exact,130,130,83.0,83,65,True,0.03590583801269531
0,10,22,23,exact,127,127,348.0,,58,False,0.03621196746826172
0,10,23,25,exact,133,133,226.0,,67,False,0.03703498840332031
0,10,24,24,exact,130,130,78.0,78,57,True,0.035874128341674805
0,10,25,18,exact,109,109,63.0,63,44,True,0.03509211540222168
0,10,26,21,exact,121,121,316.0,,43,False,0.035539865493774414
0,10,27,22,exact,124,124,79.0,79,50,True,0.03525900840759277
0,10,28,21,exact,121,121,74.0,74,48,True,0.03568005561828613
0,10,29,19,exact,113,113,190.0,,45,False,0.03435373306274414
0,10,30,27,exact,139,139,102.0,102,81,True,0.035891056060791016
0,10,31,18,exact,109,109,391.0,,35,False,0.03480076789855957
0,10,32,20,exact,117,117,181.0,,46,False,0.0356447696685791
0,10,33,25,exact,133,133,216.0,,65,False,0.03712797164916992
0,10,34,21,exact,121,121,73.0,73,56,True,0.03629708290100098
0,10,35,22,exact,124,124,327.0,,50,False,0.03665423393249512
0,10,36,21,exact,121,121,192.0,,50,False,0.0360410213470459
0,10,37,26,exact,136,136,231.0,,68,False,0.03689718246459961
0,10,38,21,exact,121,121,194.0,,50,False,0.03621816635131836
0,10,39,18,exact,109,109,180.0,,42,False,0.03554797172546387
0,10,40,24,exact,130,130,206.0,,64,False,0.03606104850769043
0,10,41,25,exact,133,133,216.0,,67,False,0.03715181350708008
0,10,42,21,exact,121,121,204.0,,58,False,0.03600478172302246
0,10,43,24,exact,130,130,208.0,,54,False,0.037180185317993164
0,10,44,25,exact,133,133,99.0,99,62,True,0.03689384460449219
0,10,45,21,exact,121,121,199.0,,54,False,0.03606986999511719
0,10,46,27,exact,139,139,97.0,97,74,True,0.03666400909423828
0,10,47,24,exact,130,130,99.0,99,64,True,0.03609585762023926
0,10,48,19,exact,113,113,179.0,,40,False,0.036077022552490234
0,10,49,23,exact,127,127,80.0,80,60,True,0.037309885025024414
1,10,0,26,exact,136,136,95.0,95,67,True,0.03653407096862793
1,10,1,27,exact,139,139,115.0,115,75,True,0.03677797317504883
1,10,2,14,exact,92,92,54.0,54,28,True,0.0345461368560791
1,10,3,20,exact,117,117,77.0,77,50,True,0.03519320487976074
1,10,4,19,exact,113,113,57.0,57,50,True,0.03476405143737793
1,10,5,23,exact,127,127,80.0,80,58,True,0.035823822021484375
1,10,6,23,exact,127,127,85.0,85,57,True,0.035871028900146484
1,10,7,21,exact,121,121,64.0,64,53,True,0.03556394577026367
1,10,8,22,exact,124,124,204.0,,56,False,0.03543686866760254
1,10,9,25,exact,133,133,86.0,86,60,True,0.03578305244445801
1,10,10,21,exact,121,121,194.0,,52,False,0.03573322296142578
1,10,11,21,exact,121,121,68.0,68,56,True,0.035598039627075195
1,10,12,19,exact,113,113,64.0,64,46,True,0.0361940860748291
1,10,13,28,exact,142,142,106.0,106,76,True,0.03602099418640137
1,10,14,22,exact,124,124,93.0,93,54,True,0.036373138427734375
1,10,15,25,exact,133,133,85.0,85,72,True,0.03613471984863281
1,10,16,23,exact,127,127,90.0,90,64,True,0.03504061698913574
1,10,17,25,exact,133,133,84.0,84,63,True,0.03586888313293457
1,10,18,20,exact,117,117,69.0,69,43,True,0.03476691246032715
1,10,19,23,exact,127,127,197.0,,54,False,0.03618192672729492
1,10,20,17,exact,105,105,65.0,65,37,True,0.034374237060546875
1,10,21,24,exact,130,130,80.0,80,65,True,0.036895036697387695
1,10,22,23,exact,127,127,81.0,81,58,True,0.036572933197021484
1,10,23,25,exact,133,133,84.0,84,67,True,0.03664064407348633
1,10,24,24,exact,130,130,83.0,83,57,True,0.03746604919433594
1,10,25,18,exact,109,109,67.0,67,44,True,0.03631305694580078
1,10,26,21,exact,121,121,77.0,77,43,True,0.03677988052368164
1,10,27,22,exact,124,124,64.0,64,50,True,0.03660893440246582
1,10,28,21,exact,121,121,190.0,,48,False,0.03635907173156738
1,10,29,19,exact,113,113,66.0,66,45,True,0.036235809326171875
1,10,30,27,exact,139,139,96.0,96,81,True,0.03723883628845215
1,10,31,18,exact,109,109,63.0,63,35,True,0.03638005256652832
1,10,32,20,exact,117,117,74.0,74,46,True,0.03641390800476074
1,10,33,25,exact,133,133,87.0,87,65,True,0.036540985107421875
1,10,34,21,exact,121,121,75.0,75,56,True,0.035881757736206055
1,10,35,22,exact,124,124,84.0,84,50,True,0.035469770431518555
1,10,36,21,exact,121,121,75.0,75,50,True,0.03580188751220703
1,10,37,26,exact,136,136,86.0,86,68,True,0.036965131759643555
1,10,38,21,exact,121,121,78.0,78,50,True,0.03613901138305664
1,10,39,18,exact,109,109,170.0,,42,False,0.035308122634887695
1,10,40,24,exact,130,130,92.0,92,64,True,0.03659629821777344
1,10,41,25,exact,133,133,222.0,,67,False,0.03563809394836426
1,10,42,21,exact,121,121,192.0,,58,False,0.0365300178527832
1,10,43,24,exact,130,130,78.0,78,54,True,0.03653287887573242
1,10,44,25,exact,133,133,89.0,89,62,True,0.03698897361755371
1,10,45,21,exact,121,121,79.0,79,54,True,0.03486895561218262
1,10,46,27,exact,139,139,105.0,105,74,True,0.036216020584106445
1,10,47,24,exact,130,130,83.0,83,64,True,0.03557896614074707
1,10,48,19,exact,113,113,60.0,60,40,True,0.036026954650878906
1,10,49,23,exact,127,127,203.0,,60,False,0.03569531440734863
2,10,0,26,exact,136,136,97.0,97,67,True,0.03693222999572754
2,10,1,27,exact,139,139,110.0,110,75,True,0.03708481788635254
2,10,2,14,exact,92,92,148.0,,28,False,0.03480696678161621
2,10,3,20,exact,117,117,59.0,59,50,True,0.035909175872802734
2,10,4,19,exact,113,113,84.0,84,50,True,0.03565716743469238
2,10,5,23,exact,127,127,339.0,,58,False,0.03566598892211914
2,10,6,23,exact,127,127,81.0,81,57,True,0.03664684295654297
2,10,7,21,exact,121,121,69.0,69,53,True,0.03584480285644531
2,10,8,22,exact,124,124,83.0,83,56,True,0.036290884017944336
2,10,9,25,exact,133,133,214.0,,60,False,0.03674006462097168
2,10,10,21,exact,121,121,196.0,,52,False,0.03644990921020508
2,10,11,21,exact,121,121,198.0,,56,False,0.0349888801574707
2,10,12,19,exact,113,113,79.0,79,46,True,0.03592085838317871
2,10,13,28,exact,142,142,107.0,107,76,True,0.03690528869628906
2,10,14,22,exact,124,124,212.0,,54,False,0.03663825988769531
2,10,15,25,exact,133,133,350.0,,72,False,0.037297964096069336
2,10,16,23,exact,127,127,208.0,,64,False,0.036386966705322266
2,10,17,25,exact,133,133,227.0,,63,False,0.03639411926269531
2,10,18,20,exact,117,117,192.0,,43,False,0.03657078742980957
2,10,19,23,exact,127,127,77.0,77,54,True,0.03628873825073242
2,10,20,17,exact,105,105,169.0,,37,False,0.03559088706970215
2,10,21,24,exact,130,130,83.0,83,65,True,0.03581595420837402
2,10,22,23,exact,127,127,348.0,,58,False,0.035392045974731445
2,10,23,25,exact,133,133,226.0,,67,False,0.035845041275024414
2,10,24,24,exact,130,130,78.0,78,57,True,0.0353388786315918
2,10,25,18,exact,109,109,63.0,63,44,True,0.035054922103881836
2,10,26,21,exact,121,121,316.0,,43,False,0.035495758056640625
2,10,27,22,exact,124,124,79.0,79,50,True,0.035676002502441406
2,10,28,21,exact,121,121,74.0,74,48,True,0.03467893600463867
2,10,29,19,exact,113,113,190.0,,45,False,0.03469729423522949
2,10,30,27,exact,139,139,102.0,102,81,True,0.037245750427246094
2,10,31,18,exact,109,109,391.0,,35,False,0.03493309020996094
2,10,32,20,exact,117,117,181.0,,46,False,0.03570985794067383
2,10,33,25,exact,133,133,216.0,,65,False,0.03630805015563965
2,10,34,21,exact,121,121,73.0,73,56,True,0.03668093681335449
2,10,35,22,exact,124,124,327.0,,50,False,0.03597211837768555
2,10,36,21,exact,121,121,192.0,,50,False,0.03525900840759277
2,10,37,26,exact,136,136,231.0,,68,False,0.03695940971374512
2,10,38,21,exact,121,121,194.0,,50,False,0.035008907318115234
2,10,39,18,exact,109,109,180.0,,42,False,0.03492093086242676
2,10,40,24,exact,130,130,206.0,,64,False,0.03594493865966797
2,10,41,25,exact,133,133,216.0,,67,False,0.0363001823425293
2,10,42,21,exact,121,121,204.0,,58,False,0.03524303436279297
2,10,43,24,exact,130,130,208.0,,54,False,0.03591418266296387
2,10,44,25,exact,133,133,99.0,99,62,True,0.03618001937866211
2,10,45,21,exact,121,121,199.0,,54,False,0.03582906723022461
2,10,46,27,exact,139,139,97.0,97,74,True,0.03560614585876465
2,10,47,24,exact,130,130,99.0,99,64,True,0.036592721939086914
2,10,48,19,exact,113,113,179.0,,40,False,0.03613901138305664
2,10,49,23,exact,127,127,80.0,80,60,True,0.036871910095214844
3,10,0,26,exact,136,136,91.0,91,67,True,0.03650188446044922
3,10,1,27,exact,139,139,230.0,,75,False,0.03671884536743164
3,10,2,14,exact,92,92,134.0,,28,False,0.03521108627319336
