solver_id,solver_name,total_time,num_graphs_solved,avg_time_per_graph
0,QWaveSampler_default,90.62118220329285,458,0.19786284323863068
1,QWaveSampler_linear,90.67637658119202,458,0.1979833549807686
2,QWaveSampler_geometric,90.7300488948822,458,0.19810054343860742
3,QWaveSampler_linear_beta,99.51178312301636,458,0.2172746356397737
4,QWaveSampler_exponential,91.26763463020325,458,0.19927431141965773
5,QWaveSampler_power,91.28349590301514,458,0.19930894301968372
