n,m,beta_min,beta_max,bqm_is_normalized,space_type,annealing_type,seed,energy,feasible,minla_cost,optimal_cost,relative_gap,time_s
10,26,1e-09,1,True,power (1/2),fixed_Hd,456,5.677852348993397,False,,,,0.467
10,26,1e-09,1,True,power (1/2),fixed_Hd,789,4.255033557047094,False,,,,0.466
10,26,1e-09,1,True,power (1/2),fixed_Hd,999,4.194630872483325,False,,,,0.474
10,26,1e-09,1,True,power (2),fixed_Hd,42,4.14765100671152,False,,,,0.467
10,26,1e-09,1,True,power (2),fixed_Hd,123,4.369127516778631,False,,,,0.463
10,26,1e-09,1,True,power (2),fixed_Hd,456,3.758389261745072,False,,,,0.468
10,26,1e-09,1,True,power (2),fixed_Hd,789,4.7516778523491,False,,,,0.464
10,26,1e-09,1,True,power (2),fixed_Hd,999,5.201342281879303,False,,,,0.472
10,26,1e-09,1,False,linear,default,42,67.0,True,80.0,,,0.361
10,26,1e-09,1,False,linear,default,123,67.0,True,73.0,,,0.353
10,26,1e-09,1,False,linear,default,456,68.0,True,73.0,,,0.359
10,26,1e-09,1,False,linear,default,789,72.0,True,81.0,,,0.352
10,26,1e-09,1,False,linear,default,999,68.0,True,71.0,,,0.357
10,26,1e-09,1,False,power (1/2),default,42,70.0,True,70.0,,,0.323
10,26,1e-09,1,False,power (1/2),default,123,67.0,True,81.0,,,0.321
10,26,1e-09,1,False,power (1/2),default,456,67.0,True,75.0,,,0.318
10,26,1e-09,1,False,power (1/2),default,789,67.0,True,67.0,,,0.323
10,26,1e-09,1,False,power (1/2),default,999,68.0,True,69.0,,,0.327
10,26,1e-09,1,False,power (2),default,42,68.0,True,73.0,,,0.386
10,26,1e-09,1,False,power (2),default,123,69.0,True,88.0,,,0.39
10,26,1e-09,1,False,power (2),default,456,69.0,True,73.0,,,0.396
10,26,1e-09,1,False,power (2),default,789,67.0,True,83.0,,,0.39
10,26,1e-09,1,False,power (2),default,999,67.0,True,75.0,,,0.391
10,26,1e-09,1,False,linear,fixed_Hp,42,68.0,True,69.0,,,0.34
10,26,1e-09,1,False,linear,fixed_Hp,123,67.0,True,73.0,,,0.33
10,26,1e-09,1,False,linear,fixed_Hp,456,74.0,True,72.0,,,0.336
10,26,1e-09,1,False,linear,fixed_Hp,789,68.0,True,68.0,,,0.338
10,26,1e-09,1,False,linear,fixed_Hp,999,69.0,True,83.0,,,0.336
10,26,1e-09,1,False,power (1/2),fixed_Hp,42,70.0,True,70.0,,,0.322
10,26,1e-09,1,False,power (1/2),fixed_Hp,123,71.0,True,78.0,,,0.335
10,26,1e-09,1,False,power (1/2),fixed_Hp,456,67.0,True,67.0,,,0.322
10,26,1e-09,1,False,power (1/2),fixed_Hp,789,69.0,True,76.0,,,0.322
10,26,1e-09,1,False,power (1/2),fixed_Hp,999,69.0,True,78.0,,,0.323
10,26,1e-09,1,False,power (2),fixed_Hp,42,69.0,True,77.0,,,0.351
10,26,1e-09,1,False,power (2),fixed_Hp,123,69.0,True,77.0,,,0.352
10,26,1e-09,1,False,power (2),fixed_Hp,456,69.0,True,84.0,,,0.347
10,26,1e-09,1,False,power (2),fixed_Hp,789,68.0,True,80.0,,,0.343
10,26,1e-09,1,False,power (2),fixed_Hp,999,68.0,True,73.0,,,0.341
10,26,1e-09,1,False,linear,fixed_Hd,42,68.0,True,67.0,,,0.413
10,26,1e-09,1,False,linear,fixed_Hd,123,68.0,True,68.0,,,0.423
10,26,1e-09,1,False,linear,fixed_Hd,456,73.0,True,73.0,,,0.415
10,26,1e-09,1,False,linear,fixed_Hd,789,69.0,True,72.0,,,0.419
10,26,1e-09,1,False,linear,fixed_Hd,999,67.0,True,73.0,,,0.443
10,26,1e-09,1,False,power (1/2),fixed_Hd,42,68.0,True,70.0,,,0.399
10,26,1e-09,1,False,power (1/2),fixed_Hd,123,68.0,True,69.0,,,0.398
10,26,1e-09,1,False,power (1/2),fixed_Hd,456,68.0,True,71.0,,,0.405
10,26,1e-09,1,False,power (1/2),fixed_Hd,789,100.0,True,75.0,,,0.404
10,26,1e-09,1,False,power (1/2),fixed_Hd,999,68.0,True,68.0,,,0.405
10,26,1e-09,1,False,power (2),fixed_Hd,42,67.0,True,67.0,,,0.44
10,26,1e-09,1,False,power (2),fixed_Hd,123,90.0,True,70.0,,,0.439
10,26,1e-09,1,False,power (2),fixed_Hd,456,70.0,True,68.0,,,0.436
10,26,1e-09,1,False,power (2),fixed_Hd,789,76.0,True,69.0,,,0.431
10,26,1e-09,1,False,power (2),fixed_Hd,999,73.0,True,76.0,,,0.432
