solver,penalty,num_sweeps,beta_min,beta_max,beta_schedule_type,feasibility_rate,mean_approx_ratio,mean_time_s,num_runs
PathIntegralAnnealingSampler,lucas,1000,0.5,5.0,geometric,0.96,1.3767171025072835,3.4281200000000003,25
PathIntegralAnnealingSampler,lucas,1000,0.5,5.0,linear,0.92,1.3716939134140278,3.6457599999999997,25
PathIntegralAnnealingSampler,lucas,1000,0.5,10.0,geometric,0.92,1.3782899542995966,4.69624,25
PathIntegralAnnealingSampler,lucas,1000,0.5,10.0,linear,0.84,1.3616488449551816,5.33344,25
SimulatedAnnealingSampler,exact,100,1e-09,0.1,geometric,0.32,1.8619212962962963,0.0078000000000000005,25
SimulatedAnnealingSampler,exact,100,1e-09,0.1,linear,0.4,1.6818518518518517,0.0031200000000000004,25
SimulatedAnnealingSampler,exact,100,1e-09,0.3,geometric,0.4,1.6449074074074073,0.0074,25
SimulatedAnnealingSampler,exact,100,1e-09,0.3,linear,0.28,1.7358465608465607,0.00268,25
SimulatedAnnealingSampler,exact,100,1e-09,0.5,geometric,0.36,1.7338319088319085,0.00724,25
SimulatedAnnealingSampler,exact,100,1e-09,0.5,linear,0.36,1.7711934156378597,0.00244,25
SimulatedAnnealingSampler,exact,100,1e-09,1.0,geometric,0.36,1.7647119341563782,0.00712,25
SimulatedAnnealingSampler,exact,100,1e-09,1.0,linear,0.32,1.8732638888888886,0.0023599999999999997,25
SimulatedAnnealingSampler,exact,100,1e-09,5.0,geometric,0.4,1.7624999999999997,0.00684,25
SimulatedAnnealingSampler,exact,100,1e-09,5.0,linear,0.32,1.8813657407407405,0.0020800000000000003,25
SimulatedAnnealingSampler,exact,100,1e-09,10.0,geometric,0.4,1.7025,0.006719999999999999,25
SimulatedAnnealingSampler,exact,100,1e-09,10.0,linear,0.28,1.7607142857142857,0.0020800000000000003,25
SimulatedAnnealingSampler,exact,100,0.01,0.1,geometric,0.4,1.6999999999999997,0.0035199999999999997,25
SimulatedAnnealingSampler,exact,100,0.01,0.1,linear,0.4,1.6162962962962961,0.00288,25
SimulatedAnnealingSampler,exact,100,0.01,0.3,geometric,0.4,1.7587962962962962,0.0030800000000000007,25
SimulatedAnnealingSampler,exact,100,0.01,0.3,linear,0.4,1.8020370370370369,0.00256,25
SimulatedAnnealingSampler,exact,100,0.01,0.5,geometric,0.4,1.708148148148148,0.0029200000000000003,25
SimulatedAnnealingSampler,exact,100,0.01,0.5,linear,0.32,1.885648148148148,0.00232,25
SimulatedAnnealingSampler,exact,100,0.01,1.0,geometric,0.4,1.6387962962962963,0.0027600000000000003,25
SimulatedAnnealingSampler,exact,100,0.01,1.0,linear,0.28,1.8059523809523805,0.00232,25
SimulatedAnnealingSampler,exact,100,0.01,5.0,geometric,0.4,1.7423148148148146,0.00248,25
SimulatedAnnealingSampler,exact,100,0.01,5.0,linear,0.32,1.820486111111111,0.002,25
SimulatedAnnealingSampler,exact,100,0.01,10.0,geometric,0.4,1.757037037037037,0.0026,25
SimulatedAnnealingSampler,exact,100,0.01,10.0,linear,0.24,1.9134259259259256,0.00208,25
SimulatedAnnealingSampler,exact,100,0.1,0.1,geometric,0.28,1.8820105820105817,0.00244,25
SimulatedAnnealingSampler,exact,100,0.1,0.1,linear,0.28,1.8820105820105817,0.00252,25
SimulatedAnnealingSampler,exact,100,0.1,0.3,geometric,0.2,1.8792592592592592,0.00232,25
SimulatedAnnealingSampler,exact,100,0.1,0.3,linear,0.24,1.8591049382716047,0.0021200000000000004,25
SimulatedAnnealingSampler,exact,100,0.1,0.5,geometric,0.32,1.8135416666666666,0.0022800000000000003,25
SimulatedAnnealingSampler,exact,100,0.1,0.5,linear,0.28,1.7947089947089943,0.0022,25
SimulatedAnnealingSampler,exact,100,0.1,1.0,geometric,0.2,1.8161111111111108,0.00224,25
SimulatedAnnealingSampler,exact,100,0.1,1.0,linear,0.2,1.815,0.0020800000000000003,25
SimulatedAnnealingSampler,exact,100,0.1,5.0,geometric,0.28,1.797089947089947,0.0022400000000000002,25
SimulatedAnnealingSampler,exact,100,0.1,5.0,linear,0.24,1.8104938271604933,0.0021200000000000004,25
SimulatedAnnealingSampler,exact,100,0.1,10.0,geometric,0.24,1.8447530864197528,0.00228,25
SimulatedAnnealingSampler,exact,100,0.1,10.0,linear,0.16,1.7979166666666666,0.00204,25
SimulatedAnnealingSampler,exact,100,0.5,0.5,geometric,0.16,1.757407407407407,0.0022,25
SimulatedAnnealingSampler,exact,100,0.5,0.5,linear,0.16,1.757407407407407,0.00228,25
SimulatedAnnealingSampler,exact,100,0.5,1.0,geometric,0.16,1.7481481481481476,0.0022,25
SimulatedAnnealingSampler,exact,100,0.5,1.0,linear,0.16,1.7481481481481476,0.0020800000000000003,25
SimulatedAnnealingSampler,exact,100,0.5,5.0,geometric,0.2,1.768518518518518,0.00216,25
SimulatedAnnealingSampler,exact,100,0.5,5.0,linear,0.16,1.813194444444444,0.0021999999999999997,25
SimulatedAnnealingSampler,exact,100,0.5,10.0,geometric,0.2,1.7885185185185182,0.00212,25
SimulatedAnnealingSampler,exact,100,0.5,10.0,linear,0.16,1.845833333333333,0.002,25
SimulatedAnnealingSampler,exact,500,1e-09,0.1,geometric,0.52,1.8303199649353488,0.030120000000000004,25
SimulatedAnnealingSampler,exact,500,1e-09,0.1,linear,0.52,1.7851961428884506,0.00824,25
SimulatedAnnealingSampler,exact,500,1e-09,0.3,geometric,0.44,1.7322131572131567,0.028680000000000004,25
SimulatedAnnealingSampler,exact,500,1e-09,0.3,linear,0.4,1.6874074074074072,0.00512,25
SimulatedAnnealingSampler,exact,500,1e-09,0.5,geometric,0.4,1.731759259259259,0.027839999999999997,25
SimulatedAnnealingSampler,exact,500,1e-09,0.5,linear,0.4,1.6705555555555556,0.0041600000000000005,25
SimulatedAnnealingSampler,exact,500,1e-09,1.0,geometric,0.4,1.7488888888888887,0.02724,25
SimulatedAnnealingSampler,exact,500,1e-09,1.0,linear,0.4,1.6962962962962962,0.00368,25
SimulatedAnnealingSampler,exact,500,1e-09,5.0,geometric,0.44,1.8304843304843303,0.02568,25
SimulatedAnnealingSampler,exact,500,1e-09,5.0,linear,0.24,1.8396604938271601,0.0029600000000000004,25
SimulatedAnnealingSampler,exact,500,1e-09,10.0,geometric,0.44,1.8112147112147108,0.02512,25
SimulatedAnnealingSampler,exact,500,1e-09,10.0,linear,0.28,1.8346560846560844,0.0029200000000000003,25
SimulatedAnnealingSampler,exact,500,0.01,0.1,geometric,0.44,1.6281727531727528,0.008600000000000002,25
SimulatedAnnealingSampler,exact,500,0.01,0.1,linear,0.4,1.5738888888888887,0.006600000000000002,25
SimulatedAnnealingSampler,exact,500,0.01,0.3,geometric,0.44,1.7009647759647757,0.00684,25
SimulatedAnnealingSampler,exact,500,0.01,0.3,linear,0.4,1.6631481481481476,0.00468,25
SimulatedAnnealingSampler,exact,500,0.01,0.5,geometric,0.48,1.7725902184235514,0.006320000000000001,25
SimulatedAnnealingSampler,exact,500,0.01,0.5,linear,0.4,1.6752777777777776,0.00388,25
SimulatedAnnealingSampler,exact,500,0.01,1.0,geometric,0.44,1.6939911939911936,0.0058000000000000005,25
SimulatedAnnealingSampler,exact,500,0.01,1.0,linear,0.4,1.6974999999999993,0.0034400000000000003,25
SimulatedAnnealingSampler,exact,500,0.01,5.0,geometric,0.44,1.7037555037555032,0.00512,25
SimulatedAnnealingSampler,exact,500,0.01,5.0,linear,0.28,1.8059523809523805,0.0027600000000000003,25
SimulatedAnnealingSampler,exact,500,0.01,10.0,geometric,0.4,1.6321296296296293,0.005,25
SimulatedAnnealingSampler,exact,500,0.01,10.0,linear,0.32,1.7605324074074071,0.0028000000000000004,25
SimulatedAnnealingSampler,exact,500,0.1,0.1,geometric,0.24,1.8453703703703699,0.00492,25
SimulatedAnnealingSampler,exact,500,0.1,0.1,linear,0.24,1.8453703703703699,0.004960000000000001,25
SimulatedAnnealingSampler,exact,500,0.1,0.3,geometric,0.16,1.8673611111111108,0.00388,25
SimulatedAnnealingSampler,exact,500,0.1,0.3,linear,0.2,1.8675925925925925,0.0036800000000000005,25
SimulatedAnnealingSampler,exact,500,0.1,0.5,geometric,0.36,1.8300411522633742,0.00388,25
SimulatedAnnealingSampler,exact,500,0.1,0.5,linear,0.28,1.8335978835978834,0.00332,25
SimulatedAnnealingSampler,exact,500,0.1,1.0,geometric,0.36,1.8056584362139914,0.003280000000000001,25
SimulatedAnnealingSampler,exact,500,0.1,1.0,linear,0.32,1.8009259259259256,0.00312,25
SimulatedAnnealingSampler,exact,500,0.1,5.0,geometric,0.36,1.7869341563786005,0.00336,25
SimulatedAnnealingSampler,exact,500,0.1,5.0,linear,0.2,1.7975925925925922,0.00272,25
SimulatedAnnealingSampler,exact,500,0.1,10.0,geometric,0.24,1.9370370370370367,0.0030800000000000007,25
SimulatedAnnealingSampler,exact,500,0.1,10.0,linear,0.16,1.824305555555555,0.00272,25
SimulatedAnnealingSampler,exact,500,0.5,0.5,geometric,0.16,1.757407407407407,0.0029600000000000004,25
SimulatedAnnealingSampler,exact,500,0.5,0.5,linear,0.16,1.757407407407407,0.00272,25
SimulatedAnnealingSampler,exact,500,0.5,1.0,geometric,0.16,1.7481481481481476,0.0032400000000000003,25
SimulatedAnnealingSampler,exact,500,0.5,1.0,linear,0.16,1.7481481481481476,0.00268,25
SimulatedAnnealingSampler,exact,500,0.5,5.0,geometric,0.16,1.7481481481481476,0.0028400000000000005,25
SimulatedAnnealingSampler,exact,500,0.5,5.0,linear,0.2,1.768518518518518,0.00272,25
SimulatedAnnealingSampler,exact,500,0.5,10.0,geometric,0.16,1.7481481481481476,0.0030000000000000005,25
SimulatedAnnealingSampler,exact,500,0.5,10.0,linear,0.2,1.7885185185185182,0.00272,25
SimulatedAnnealingSampler,exact,1000,1e-09,0.1,geometric,0.4,1.6789814814814812,0.05712,25
SimulatedAnnealingSampler,exact,1000,1e-09,0.1,linear,0.48,1.7632359924026586,0.0136,25
SimulatedAnnealingSampler,exact,1000,1e-09,0.3,geometric,0.48,1.7682276828110155,0.054400000000000004,25
SimulatedAnnealingSampler,exact,1000,1e-09,0.3,linear,0.4,1.6324074074074073,0.008280000000000001,25
SimulatedAnnealingSampler,exact,1000,1e-09,0.5,geometric,0.56,1.8193528693528689,0.052079999999999994,25
SimulatedAnnealingSampler,exact,1000,1e-09,0.5,linear,0.4,1.7019444444444443,0.00644,25
SimulatedAnnealingSampler,exact,1000,1e-09,1.0,geometric,0.4,1.5966666666666662,0.05107999999999999,25
SimulatedAnnealingSampler,exact,1000,1e-09,1.0,linear,0.4,1.663888888888889,0.0052,25
SimulatedAnnealingSampler,exact,1000,1e-09,5.0,geometric,0.48,1.8133072174738836,0.047880000000000006,25
SimulatedAnnealingSampler,exact,1000,1e-09,5.0,linear,0.36,1.915637860082304,0.00388,25
SimulatedAnnealingSampler,exact,1000,1e-09,10.0,geometric,0.56,1.8156033781033776,0.04652,25
SimulatedAnnealingSampler,exact,1000,1e-09,10.0,linear,0.24,1.8188271604938269,0.00364,25
SimulatedAnnealingSampler,exact,1000,0.01,0.1,geometric,0.6,1.848195631528964,0.01436,25
SimulatedAnnealingSampler,exact,1000,0.01,0.1,linear,0.48,1.713330959164292,0.011000000000000001,25
SimulatedAnnealingSampler,exact,1000,0.01,0.3,geometric,0.52,1.780593907516984,0.01148,25
SimulatedAnnealingSampler,exact,1000,0.01,0.3,linear,0.4,1.6241666666666663,0.00716,25
SimulatedAnnealingSampler,exact,1000,0.01,0.5,geometric,0.56,1.8279507529507522,0.01052,25
SimulatedAnnealingSampler,exact,1000,0.01,0.5,linear,0.4,1.6482407407407405,0.006040000000000001,25
SimulatedAnnealingSampler,exact,1000,0.01,1.0,geometric,0.44,1.6910256410256408,0.0096,25
SimulatedAnnealingSampler,exact,1000,0.01,1.0,linear,0.4,1.657222222222222,0.004719999999999999,25
SimulatedAnnealingSampler,exact,1000,0.01,5.0,geometric,0.4,1.624722222222222,0.00812,25
SimulatedAnnealingSampler,exact,1000,0.01,5.0,linear,0.32,1.8774305555555553,0.00392,25
SimulatedAnnealingSampler,exact,1000,0.01,10.0,geometric,0.44,1.7403587153587148,0.0076,25
SimulatedAnnealingSampler,exact,1000,0.01,10.0,linear,0.28,1.8059523809523805,0.0037600000000000008,25
SimulatedAnnealingSampler,exact,1000,0.1,0.1,geometric,0.32,1.7752314814814811,0.008280000000000001,25
SimulatedAnnealingSampler,exact,1000,0.1,0.1,linear,0.32,1.7752314814814811,0.008,25
SimulatedAnnealingSampler,exact,1000,0.1,0.3,geometric,0.24,1.8052469135802467,0.005880000000000001,25
SimulatedAnnealingSampler,exact,1000,0.1,0.3,linear,0.28,1.7984126984126985,0.0054800000000000005,25
SimulatedAnnealingSampler,exact,1000,0.1,0.5,geometric,0.2,1.8070370370370366,0.005600000000000001,25
SimulatedAnnealingSampler,exact,1000,0.1,0.5,linear,0.12,2.0111111111111106,0.00472,25
SimulatedAnnealingSampler,exact,1000,0.1,1.0,geometric,0.24,1.8844135802469133,0.00496,25
SimulatedAnnealingSampler,exact,1000,0.1,1.0,linear,0.36,1.7572016460905349,0.004200000000000001,25
SimulatedAnnealingSampler,exact,1000,0.1,5.0,geometric,0.32,1.824768518518518,0.00436,25
SimulatedAnnealingSampler,exact,1000,0.1,5.0,linear,0.24,1.8820987654320984,0.0036800000000000005,25
SimulatedAnnealingSampler,exact,1000,0.1,10.0,geometric,0.2,1.8514814814814813,0.004240000000000001,25
SimulatedAnnealingSampler,exact,1000,0.1,10.0,linear,0.16,1.8518518518518514,0.0035199999999999997,25
SimulatedAnnealingSampler,exact,1000,0.5,0.5,geometric,0.16,1.757407407407407,0.0037199999999999998,25
SimulatedAnnealingSampler,exact,1000,0.5,0.5,linear,0.16,1.757407407407407,0.0034800000000000005,25
SimulatedAnnealingSampler,exact,1000,0.5,1.0,geometric,0.16,1.7481481481481476,0.00364,25
SimulatedAnnealingSampler,exact,1000,0.5,1.0,linear,0.16,1.7481481481481476,0.00356,25
SimulatedAnnealingSampler,exact,1000,0.5,5.0,geometric,0.16,1.7481481481481476,0.0036000000000000003,25
SimulatedAnnealingSampler,exact,1000,0.5,5.0,linear,0.16,1.7481481481481476,0.00376,25
SimulatedAnnealingSampler,exact,1000,0.5,10.0,geometric,0.16,1.7481481481481476,0.0035200000000000006,25
SimulatedAnnealingSampler,exact,1000,0.5,10.0,linear,0.2,1.768518518518518,0.00364,25
SimulatedAnnealingSampler,lucas,100,1e-09,0.1,geometric,0.0,,0.00936,25
SimulatedAnnealingSampler,lucas,100,1e-09,0.1,linear,0.0,,0.00728,25
SimulatedAnnealingSampler,lucas,100,1e-09,0.3,geometric,0.0,,0.00884,25
SimulatedAnnealingSampler,lucas,100,1e-09,0.3,linear,0.04,1.6,0.006,25
SimulatedAnnealingSampler,lucas,100,1e-09,0.5,geometric,0.08,1.4166666666666663,0.00868,25
SimulatedAnnealingSampler,lucas,100,1e-09,0.5,linear,0.52,1.5454196800350641,0.00528,25
SimulatedAnnealingSampler,lucas,100,1e-09,1.0,geometric,0.36,1.5638888888888889,0.00852,25
SimulatedAnnealingSampler,lucas,100,1e-09,1.0,linear,0.52,1.4402805172035937,0.0052,25
SimulatedAnnealingSampler,lucas,100,1e-09,5.0,geometric,0.36,1.5326131687242797,0.008,25
SimulatedAnnealingSampler,lucas,100,1e-09,5.0,linear,0.4,1.4827777777777778,0.0032,25
SimulatedAnnealingSampler,lucas,100,1e-09,10.0,geometric,0.32,1.5340277777777773,0.008,25
SimulatedAnnealingSampler,lucas,100,1e-09,10.0,linear,0.36,1.5488683127572014,0.0028000000000000004,25
SimulatedAnnealingSampler,lucas,100,0.01,0.1,geometric,0.0,,0.00772,25
SimulatedAnnealingSampler,lucas,100,0.01,0.1,linear,0.0,,0.00736,25
SimulatedAnnealingSampler,lucas,100,0.01,0.3,geometric,0.04,1.7037037037037033,0.0070799999999999995,25
SimulatedAnnealingSampler,lucas,100,0.01,0.3,linear,0.0,,0.00596,25
SimulatedAnnealingSampler,lucas,100,0.01,0.5,geometric,0.28,1.5126984126984124,0.00664,25
SimulatedAnnealingSampler,lucas,100,0.01,0.5,linear,0.48,1.4985339506172837,0.005600000000000001,25
SimulatedAnnealingSampler,lucas,100,0.01,1.0,geometric,0.44,1.4437904687904688,0.00632,25
SimulatedAnnealingSampler,lucas,100,0.01,1.0,linear,0.48,1.4242640075973405,0.00468,25
SimulatedAnnealingSampler,lucas,100,0.01,5.0,geometric,0.48,1.459650997150997,0.005600000000000001,25
SimulatedAnnealingSampler,lucas,100,0.01,5.0,linear,0.4,1.5403490028490026,0.00328,25
SimulatedAnnealingSampler,lucas,100,0.01,10.0,geometric,0.44,1.4379888629888629,0.0054,25
SimulatedAnnealingSampler,lucas,100,0.01,10.0,linear,0.4,1.5041666666666667,0.0027600000000000003,25
SimulatedAnnealingSampler,lucas,100,0.1,0.1,geometric,0.0,,0.00628,25
SimulatedAnnealingSampler,lucas,100,0.1,0.1,linear,0.0,,0.00644,25
SimulatedAnnealingSampler,lucas,100,0.1,0.3,geometric,0.0,,0.0054,25
SimulatedAnnealingSampler,lucas,100,0.1,0.3,linear,0.04,1.701923076923076,0.00528,25
SimulatedAnnealingSampler,lucas,100,0.1,0.5,geometric,0.52,1.5432500547885157,0.00504,25
SimulatedAnnealingSampler,lucas,100,0.1,0.5,linear,0.6,1.5334434541887008,0.00492,25
SimulatedAnnealingSampler,lucas,100,0.1,1.0,geometric,0.56,1.5001628001628,0.005,25
SimulatedAnnealingSampler,lucas,100,0.1,1.0,linear,0.48,1.4187559354226018,0.0046,25
SimulatedAnnealingSampler,lucas,100,0.1,5.0,geometric,0.44,1.3877039627039625,0.00408,25
SimulatedAnnealingSampler,lucas,100,0.1,5.0,linear,0.4,1.4509259259259257,0.0032400000000000003,25
SimulatedAnnealingSampler,lucas,100,0.1,10.0,geometric,0.52,1.4898641244795088,0.00388,25
SimulatedAnnealingSampler,lucas,100,0.1,10.0,linear,0.36,1.4637860082304526,0.00264,25
SimulatedAnnealingSampler,lucas,100,0.5,0.5,geometric,0.52,1.4601906640368172,0.00468,25
SimulatedAnnealingSampler,lucas,100,0.5,0.5,linear,0.52,1.4601906640368172,0.00472,25
SimulatedAnnealingSampler,lucas,100,0.5,1.0,geometric,0.44,1.3895946645946644,0.0044800000000000005,25
SimulatedAnnealingSampler,lucas,100,0.5,1.0,linear,0.4,1.342222222222222,0.00444,25
SimulatedAnnealingSampler,lucas,100,0.5,5.0,geometric,0.4,1.4140740740740738,0.0035200000000000006,25
SimulatedAnnealingSampler,lucas,100,0.5,5.0,linear,0.32,1.5153935185185183,0.00312,25
SimulatedAnnealingSampler,lucas,100,0.5,10.0,geometric,0.4,1.4788888888888887,0.00364,25
SimulatedAnnealingSampler,lucas,100,0.5,10.0,linear,0.32,1.6687499999999997,0.00268,25
SimulatedAnnealingSampler,lucas,500,1e-09,0.1,geometric,0.0,,0.03516,25
SimulatedAnnealingSampler,lucas,500,1e-09,0.1,linear,0.0,,0.029320000000000002,25
SimulatedAnnealingSampler,lucas,500,1e-09,0.3,geometric,0.0,,0.034,25
SimulatedAnnealingSampler,lucas,500,1e-09,0.3,linear,0.0,,0.021720000000000003,25
SimulatedAnnealingSampler,lucas,500,1e-09,0.5,geometric,0.36,1.4340820898436817,0.03372,25
SimulatedAnnealingSampler,lucas,500,1e-09,0.5,linear,0.8,1.4554983786284041,0.01916,25
SimulatedAnnealingSampler,lucas,500,1e-09,1.0,geometric,0.44,1.4557562807562805,0.03336,25
SimulatedAnnealingSampler,lucas,500,1e-09,1.0,linear,0.68,1.4009006119944436,0.0166,25
SimulatedAnnealingSampler,lucas,500,1e-09,5.0,geometric,0.48,1.4380757359924023,0.031439999999999996,25
SimulatedAnnealingSampler,lucas,500,1e-09,5.0,linear,0.52,1.430270655270655,0.00824,25
SimulatedAnnealingSampler,lucas,500,1e-09,10.0,geometric,0.44,1.4198847448847447,0.030679999999999995,25
SimulatedAnnealingSampler,lucas,500,1e-09,10.0,linear,0.44,1.4361629111629108,0.005640000000000001,25
SimulatedAnnealingSampler,lucas,500,0.01,0.1,geometric,0.0,,0.030440000000000005,25
SimulatedAnnealingSampler,lucas,500,0.01,0.1,linear,0.0,,0.028280000000000003,25
SimulatedAnnealingSampler,lucas,500,0.01,0.3,geometric,0.04,1.5,0.026680000000000002,25
SimulatedAnnealingSampler,lucas,500,0.01,0.3,linear,0.04,1.575,0.021,25
SimulatedAnnealingSampler,lucas,500,0.01,0.5,geometric,0.64,1.4689068452137697,0.02504,25
SimulatedAnnealingSampler,lucas,500,0.01,0.5,linear,0.88,1.4362445472251506,0.01868,25
SimulatedAnnealingSampler,lucas,500,0.01,1.0,geometric,0.64,1.4649879701380324,0.0236,25
SimulatedAnnealingSampler,lucas,500,0.01,1.0,linear,0.72,1.400211972957561,0.016800000000000002,25
SimulatedAnnealingSampler,lucas,500,0.01,5.0,geometric,0.68,1.4210023499800402,0.0194,25
SimulatedAnnealingSampler,lucas,500,0.01,5.0,linear,0.52,1.4336565855796621,0.0082,25
SimulatedAnnealingSampler,lucas,500,0.01,10.0,geometric,0.6,1.438908775114913,0.01788,25
SimulatedAnnealingSampler,lucas,500,0.01,10.0,linear,0.4,1.3782407407407407,0.005600000000000001,25
SimulatedAnnealingSampler,lucas,500,0.1,0.1,geometric,0.0,,0.023119999999999998,25
SimulatedAnnealingSampler,lucas,500,0.1,0.1,linear,0.0,,0.023399999999999997,25
SimulatedAnnealingSampler,lucas,500,0.1,0.3,geometric,0.0,,0.019039999999999998,25
SimulatedAnnealingSampler,lucas,500,0.1,0.3,linear,0.08,1.396160785793453,0.017879999999999997,25
SimulatedAnnealingSampler,lucas,500,0.1,0.5,geometric,0.84,1.4551312911480894,0.01764,25
SimulatedAnnealingSampler,lucas,500,0.1,0.5,linear,0.84,1.4388180538179167,0.01636,25
SimulatedAnnealingSampler,lucas,500,0.1,1.0,geometric,0.68,1.409983311709822,0.01668,25
SimulatedAnnealingSampler,lucas,500,0.1,1.0,linear,0.72,1.3939543258060914,0.01548,25
SimulatedAnnealingSampler,lucas,500,0.1,5.0,geometric,0.68,1.413202178187647,0.01276,25
SimulatedAnnealingSampler,lucas,500,0.1,5.0,linear,0.56,1.468218355718355,0.00784,25
SimulatedAnnealingSampler,lucas,500,0.1,10.0,geometric,0.68,1.4126844388340918,0.011359999999999999,25
SimulatedAnnealingSampler,lucas,500,0.1,10.0,linear,0.44,1.4421976171976172,0.0054800000000000005,25
SimulatedAnnealingSampler,lucas,500,0.5,0.5,geometric,0.64,1.4406951152583747,0.01464,25
SimulatedAnnealingSampler,lucas,500,0.5,0.5,linear,0.64,1.4406951152583747,0.01476,25
SimulatedAnnealingSampler,lucas,500,0.5,1.0,geometric,0.6,1.4260873694207026,0.0146,25
SimulatedAnnealingSampler,lucas,500,0.5,1.0,linear,0.56,1.4028490028490026,0.01472,25
SimulatedAnnealingSampler,lucas,500,0.5,5.0,geometric,0.44,1.3451955451955449,0.009439999999999999,25
SimulatedAnnealingSampler,lucas,500,0.5,5.0,linear,0.4,1.3721296296296295,0.007200000000000001,25
SimulatedAnnealingSampler,lucas,500,0.5,10.0,geometric,0.44,1.378308728308728,0.0082,25
SimulatedAnnealingSampler,lucas,500,0.5,10.0,linear,0.36,1.5246913580246912,0.005,25
SimulatedAnnealingSampler,lucas,1000,1e-09,0.1,geometric,0.0,,0.06616,25
SimulatedAnnealingSampler,lucas,1000,1e-09,0.1,linear,0.0,,0.055119999999999995,25
SimulatedAnnealingSampler,lucas,1000,1e-09,0.3,geometric,0.0,,0.06476,25
SimulatedAnnealingSampler,lucas,1000,1e-09,0.3,linear,0.12,1.4342449768832963,0.03948,25
SimulatedAnnealingSampler,lucas,1000,1e-09,0.5,geometric,0.36,1.5105967078189297,0.0634,25
SimulatedAnnealingSampler,lucas,1000,1e-09,0.5,linear,1.0,1.4274067760387248,0.03475999999999999,25
SimulatedAnnealingSampler,lucas,1000,1e-09,1.0,geometric,0.52,1.436286434363357,0.06212000000000001,25
SimulatedAnnealingSampler,lucas,1000,1e-09,1.0,linear,0.88,1.4047148036007535,0.030760000000000006,25
SimulatedAnnealingSampler,lucas,1000,1e-09,5.0,geometric,0.56,1.4726190476190475,0.05800000000000001,25
SimulatedAnnealingSampler,lucas,1000,1e-09,5.0,linear,0.56,1.4295838420838418,0.01328,25
SimulatedAnnealingSampler,lucas,1000,1e-09,10.0,geometric,0.52,1.4238384834538675,0.05620000000000001,25
SimulatedAnnealingSampler,lucas,1000,1e-09,10.0,linear,0.48,1.3903755641836055,0.00916,25
SimulatedAnnealingSampler,lucas,1000,0.01,0.1,geometric,0.0,,0.05528,25
SimulatedAnnealingSampler,lucas,1000,0.01,0.1,linear,0.0,,0.051919999999999994,25
SimulatedAnnealingSampler,lucas,1000,0.01,0.3,geometric,0.04,1.462651056707528,0.04912,25
SimulatedAnnealingSampler,lucas,1000,0.01,0.3,linear,0.04,1.467738538643902,0.03832,25
SimulatedAnnealingSampler,lucas,1000,0.01,0.5,geometric,0.76,1.4574601339673385,0.04584,25
SimulatedAnnealingSampler,lucas,1000,0.01,0.5,linear,0.96,1.4305238282255353,0.033479999999999996,25
SimulatedAnnealingSampler,lucas,1000,0.01,1.0,geometric,0.8,1.4117443075327198,0.043280000000000006,25
SimulatedAnnealingSampler,lucas,1000,0.01,1.0,linear,0.88,1.3941065837160196,0.02992,25
SimulatedAnnealingSampler,lucas,1000,0.01,5.0,geometric,0.72,1.3992052591823563,0.035679999999999996,25
SimulatedAnnealingSampler,lucas,1000,0.01,5.0,linear,0.6,1.4461538461538457,0.01332,25
SimulatedAnnealingSampler,lucas,1000,0.01,10.0,geometric,0.68,1.4048287705802485,0.032,25
SimulatedAnnealingSampler,lucas,1000,0.01,10.0,linear,0.6,1.5102754036087365,0.00904,25
SimulatedAnnealingSampler,lucas,1000,0.1,0.1,geometric,0.0,,0.043280000000000006,25
SimulatedAnnealingSampler,lucas,1000,0.1,0.1,linear,0.0,,0.04352,25
SimulatedAnnealingSampler,lucas,1000,0.1,0.3,geometric,0.12,1.5269423350110998,0.03476,25
SimulatedAnnealingSampler,lucas,1000,0.1,0.3,linear,0.2,1.5203154716529137,0.032560000000000006,25
SimulatedAnnealingSampler,lucas,1000,0.1,0.5,geometric,0.92,1.4374526058315629,0.03248,25
SimulatedAnnealingSampler,lucas,1000,0.1,0.5,linear,1.0,1.4123817681710233,0.03032,25
SimulatedAnnealingSampler,lucas,1000,0.1,1.0,geometric,0.92,1.4010061669239602,0.03088,25
SimulatedAnnealingSampler,lucas,1000,0.1,1.0,linear,0.84,1.3947463694696711,0.028000000000000004,25
SimulatedAnnealingSampler,lucas,1000,0.1,5.0,geometric,0.8,1.398904559823278,0.02316,25
SimulatedAnnealingSampler,lucas,1000,0.1,5.0,linear,0.56,1.4008750508750507,0.012960000000000001,25
SimulatedAnnealingSampler,lucas,1000,0.1,10.0,geometric,0.76,1.3985719473995724,0.02048,25
SimulatedAnnealingSampler,lucas,1000,0.1,10.0,linear,0.52,1.4388012272627653,0.008600000000000002,25
SimulatedAnnealingSampler,lucas,1000,0.5,0.5,geometric,0.68,1.4436565794478,0.027000000000000003,25
SimulatedAnnealingSampler,lucas,1000,0.5,0.5,linear,0.68,1.4436565794478,0.02724,25
SimulatedAnnealingSampler,lucas,1000,0.5,1.0,geometric,0.6,1.3919230769230764,0.02656,25
SimulatedAnnealingSampler,lucas,1000,0.5,1.0,linear,0.6,1.4160731244064573,0.02672,25
SimulatedAnnealingSampler,lucas,1000,0.5,5.0,geometric,0.56,1.4359381359381358,0.017159999999999998,25
SimulatedAnnealingSampler,lucas,1000,0.5,5.0,linear,0.44,1.3982064232064229,0.012159999999999999,25
