solver,penalty,n,m,graph_id,seed,num_sweeps,beta_min,beta_max,beta_schedule_type,feasible,minla_cost,lower_bound,approx_ratio,time_s
SimulatedAnnealingSampler,exact,15,46,100,999,100,1e-09,1.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,1e-09,1.0,geometric,False,,104.00000000000006,,0.005
SimulatedAnnealingSampler,exact,15,46,100,123,100,1e-09,1.0,geometric,False,,104.00000000000006,,0.005
SimulatedAnnealingSampler,exact,15,46,100,456,100,1e-09,1.0,geometric,False,,104.00000000000006,,0.006
SimulatedAnnealingSampler,exact,15,46,100,789,100,1e-09,1.0,geometric,False,,104.00000000000006,,0.006
SimulatedAnnealingSampler,exact,15,46,100,999,100,1e-09,1.0,geometric,False,,104.00000000000006,,0.005
SimulatedAnnealingSampler,exact,15,46,100,42,100,1e-09,5.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,1e-09,5.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,1e-09,5.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,789,100,1e-09,5.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,1e-09,5.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,1e-09,5.0,geometric,False,,104.00000000000006,,0.005
SimulatedAnnealingSampler,exact,15,46,100,123,100,1e-09,5.0,geometric,False,,104.00000000000006,,0.005
SimulatedAnnealingSampler,exact,15,46,100,456,100,1e-09,5.0,geometric,False,,104.00000000000006,,0.005
SimulatedAnnealingSampler,exact,15,46,100,789,100,1e-09,5.0,geometric,False,,104.00000000000006,,0.005
SimulatedAnnealingSampler,exact,15,46,100,999,100,1e-09,5.0,geometric,False,,104.00000000000006,,0.005
SimulatedAnnealingSampler,exact,15,46,100,42,100,1e-09,10.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,1e-09,10.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,1e-09,10.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,789,100,1e-09,10.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,999,100,1e-09,10.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,42,100,1e-09,10.0,geometric,False,,104.00000000000006,,0.005
SimulatedAnnealingSampler,exact,15,46,100,123,100,1e-09,10.0,geometric,False,,104.00000000000006,,0.005
SimulatedAnnealingSampler,exact,15,46,100,456,100,1e-09,10.0,geometric,False,,104.00000000000006,,0.005
SimulatedAnnealingSampler,exact,15,46,100,789,100,1e-09,10.0,geometric,False,,104.00000000000006,,0.005
SimulatedAnnealingSampler,exact,15,46,100,999,100,1e-09,10.0,geometric,False,,104.00000000000006,,0.005
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.01,0.1,linear,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.01,0.1,linear,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.01,0.1,linear,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.01,0.1,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.01,0.1,linear,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.01,0.1,geometric,False,,104.00000000000006,,0.006
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.01,0.1,geometric,False,,104.00000000000006,,0.006
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.01,0.1,geometric,False,,104.00000000000006,,0.004
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.01,0.1,geometric,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.01,0.1,geometric,False,,104.00000000000006,,0.005
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.01,0.3,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.01,0.3,linear,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.01,0.3,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.01,0.3,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.01,0.3,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.01,0.3,geometric,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.01,0.3,geometric,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.01,0.3,geometric,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.01,0.3,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.01,0.3,geometric,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.01,0.5,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.01,0.5,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.01,0.5,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.01,0.5,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.01,0.5,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.01,0.5,geometric,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.01,0.5,geometric,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.01,0.5,geometric,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.01,0.5,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.01,0.5,geometric,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.01,1.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.01,1.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.01,1.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.01,1.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.01,1.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.01,1.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.01,1.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.01,1.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.01,1.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.01,1.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.01,5.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.01,5.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.01,5.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.01,5.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.01,5.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.01,5.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.01,5.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.01,5.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.01,5.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.01,5.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.01,10.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.01,10.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.01,10.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.01,10.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.01,10.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.01,10.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.01,10.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.01,10.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.01,10.0,geometric,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.01,10.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.1,0.1,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.1,0.1,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.1,0.1,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.1,0.1,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.1,0.1,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.1,0.1,geometric,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.1,0.1,geometric,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.1,0.1,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.1,0.1,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.1,0.1,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.1,0.3,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.1,0.3,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.1,0.3,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.1,0.3,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.1,0.3,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.1,0.3,geometric,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.1,0.3,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.1,0.3,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.1,0.3,geometric,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.1,0.3,geometric,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.1,0.5,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.1,0.5,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.1,0.5,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.1,0.5,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.1,0.5,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.1,0.5,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.1,0.5,geometric,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.1,0.5,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.1,0.5,geometric,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.1,0.5,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.1,1.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.1,1.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.1,1.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.1,1.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.1,1.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.1,1.0,geometric,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.1,1.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.1,1.0,geometric,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.1,1.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.1,1.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.1,5.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.1,5.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.1,5.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.1,5.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.1,5.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.1,5.0,geometric,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.1,5.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.1,5.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.1,5.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.1,5.0,geometric,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.1,10.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.1,10.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.1,10.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.1,10.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.1,10.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.1,10.0,geometric,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.1,10.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.1,10.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.1,10.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.1,10.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.5,0.5,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.5,0.5,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.5,0.5,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.5,0.5,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.5,0.5,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.5,0.5,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.5,0.5,geometric,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.5,0.5,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.5,0.5,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.5,0.5,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.5,1.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.5,1.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.5,1.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.5,1.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.5,1.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.5,1.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.5,1.0,geometric,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.5,1.0,geometric,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.5,1.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.5,1.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.5,5.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.5,5.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.5,5.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.5,5.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.5,5.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.5,5.0,geometric,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.5,5.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.5,5.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.5,5.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.5,5.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.5,10.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.5,10.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.5,10.0,linear,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.5,10.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.5,10.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,100,0.5,10.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,100,0.5,10.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,100,0.5,10.0,geometric,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,789,100,0.5,10.0,geometric,False,,104.00000000000006,,0.001
SimulatedAnnealingSampler,exact,15,46,100,999,100,0.5,10.0,geometric,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,500,1e-09,0.1,linear,False,,104.00000000000006,,0.009
SimulatedAnnealingSampler,exact,15,46,100,123,500,1e-09,0.1,linear,True,257.0,104.00000000000006,2.471153846153845,0.009
SimulatedAnnealingSampler,exact,15,46,100,456,500,1e-09,0.1,linear,False,,104.00000000000006,,0.009
SimulatedAnnealingSampler,exact,15,46,100,789,500,1e-09,0.1,linear,True,231.0,104.00000000000006,2.221153846153845,0.009
SimulatedAnnealingSampler,exact,15,46,100,999,500,1e-09,0.1,linear,True,256.0,104.00000000000006,2.4615384615384603,0.009
SimulatedAnnealingSampler,exact,15,46,100,42,500,1e-09,0.1,geometric,False,,104.00000000000006,,0.022
SimulatedAnnealingSampler,exact,15,46,100,123,500,1e-09,0.1,geometric,True,238.0,104.00000000000006,2.288461538461537,0.023
SimulatedAnnealingSampler,exact,15,46,100,456,500,1e-09,0.1,geometric,True,244.0,104.00000000000006,2.346153846153845,0.022
SimulatedAnnealingSampler,exact,15,46,100,789,500,1e-09,0.1,geometric,True,240.0,104.00000000000006,2.3076923076923066,0.022
SimulatedAnnealingSampler,exact,15,46,100,999,500,1e-09,0.1,geometric,False,,104.00000000000006,,0.023
SimulatedAnnealingSampler,exact,15,46,100,42,500,1e-09,0.3,linear,False,,104.00000000000006,,0.005
SimulatedAnnealingSampler,exact,15,46,100,123,500,1e-09,0.3,linear,False,,104.00000000000006,,0.005
SimulatedAnnealingSampler,exact,15,46,100,456,500,1e-09,0.3,linear,False,,104.00000000000006,,0.004
SimulatedAnnealingSampler,exact,15,46,100,789,500,1e-09,0.3,linear,False,,104.00000000000006,,0.004
SimulatedAnnealingSampler,exact,15,46,100,999,500,1e-09,0.3,linear,False,,104.00000000000006,,0.004
SimulatedAnnealingSampler,exact,15,46,100,42,500,1e-09,0.3,geometric,False,,104.00000000000006,,0.021
SimulatedAnnealingSampler,exact,15,46,100,123,500,1e-09,0.3,geometric,False,,104.00000000000006,,0.02
SimulatedAnnealingSampler,exact,15,46,100,456,500,1e-09,0.3,geometric,False,,104.00000000000006,,0.021
SimulatedAnnealingSampler,exact,15,46,100,789,500,1e-09,0.3,geometric,True,228.0,104.00000000000006,2.192307692307691,0.021
SimulatedAnnealingSampler,exact,15,46,100,999,500,1e-09,0.3,geometric,False,,104.00000000000006,,0.022
SimulatedAnnealingSampler,exact,15,46,100,42,500,1e-09,0.5,linear,False,,104.00000000000006,,0.004
SimulatedAnnealingSampler,exact,15,46,100,123,500,1e-09,0.5,linear,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,456,500,1e-09,0.5,linear,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,789,500,1e-09,0.5,linear,False,,104.00000000000006,,0.004
SimulatedAnnealingSampler,exact,15,46,100,999,500,1e-09,0.5,linear,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,42,500,1e-09,0.5,geometric,False,,104.00000000000006,,0.02
SimulatedAnnealingSampler,exact,15,46,100,123,500,1e-09,0.5,geometric,False,,104.00000000000006,,0.02
SimulatedAnnealingSampler,exact,15,46,100,456,500,1e-09,0.5,geometric,False,,104.00000000000006,,0.02
SimulatedAnnealingSampler,exact,15,46,100,789,500,1e-09,0.5,geometric,False,,104.00000000000006,,0.021
SimulatedAnnealingSampler,exact,15,46,100,999,500,1e-09,0.5,geometric,False,,104.00000000000006,,0.021
SimulatedAnnealingSampler,exact,15,46,100,42,500,1e-09,1.0,linear,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,123,500,1e-09,1.0,linear,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,456,500,1e-09,1.0,linear,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,789,500,1e-09,1.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,500,1e-09,1.0,linear,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,42,500,1e-09,1.0,geometric,False,,104.00000000000006,,0.02
SimulatedAnnealingSampler,exact,15,46,100,123,500,1e-09,1.0,geometric,False,,104.00000000000006,,0.02
SimulatedAnnealingSampler,exact,15,46,100,456,500,1e-09,1.0,geometric,False,,104.00000000000006,,0.019
SimulatedAnnealingSampler,exact,15,46,100,789,500,1e-09,1.0,geometric,False,,104.00000000000006,,0.021
SimulatedAnnealingSampler,exact,15,46,100,999,500,1e-09,1.0,geometric,False,,104.00000000000006,,0.02
SimulatedAnnealingSampler,exact,15,46,100,42,500,1e-09,5.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,123,500,1e-09,5.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,500,1e-09,5.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,500,1e-09,5.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,500,1e-09,5.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,500,1e-09,5.0,geometric,True,289.0,104.00000000000006,2.7788461538461524,0.019
SimulatedAnnealingSampler,exact,15,46,100,123,500,1e-09,5.0,geometric,False,,104.00000000000006,,0.019
SimulatedAnnealingSampler,exact,15,46,100,456,500,1e-09,5.0,geometric,False,,104.00000000000006,,0.019
SimulatedAnnealingSampler,exact,15,46,100,789,500,1e-09,5.0,geometric,False,,104.00000000000006,,0.019
SimulatedAnnealingSampler,exact,15,46,100,999,500,1e-09,5.0,geometric,False,,104.00000000000006,,0.019
SimulatedAnnealingSampler,exact,15,46,100,42,500,1e-09,10.0,linear,False,,104.00000000000006,,0.003
SimulatedAnnealingSampler,exact,15,46,100,123,500,1e-09,10.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,456,500,1e-09,10.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,789,500,1e-09,10.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,999,500,1e-09,10.0,linear,False,,104.00000000000006,,0.002
SimulatedAnnealingSampler,exact,15,46,100,42,500,1e-09,10.0,geometric,False,,104.00000000000006,,0.018
SimulatedAnnealingSampler,exact,15,46,100,123,500,1e-09,10.0,geometric,False,,104.00000000000006,,0.018
SimulatedAnnealingSampler,exact,15,46,100,456,500,1e-09,10.0,geometric,False,,104.00000000000006,,0.018
SimulatedAnnealingSampler,exact,15,46,100,789,500,1e-09,10.0,geometric,True,219.0,104.00000000000006,2.105769230769229,0.019
SimulatedAnnealingSampler,exact,15,46,100,999,500,1e-09,10.0,geometric,False,,104.00000000000006,,0.018
SimulatedAnnealingSampler,exact,15,46,100,42,500,0.01,0.1,linear,False,,104.00000000000006,,0.008
SimulatedAnnealingSampler,exact,15,46,100,123,500,0.01,0.1,linear,False,,104.00000000000006,,0.008
SimulatedAnnealingSampler,exact,15,46,100,456,500,0.01,0.1,linear,False,,104.00000000000006,,0.008
SimulatedAnnealingSampler,exact,15,46,100,789,500,0.01,0.1,linear,False,,104.00000000000006,,0.008
SimulatedAnnealingSampler,exact,15,46,100,999,500,0.01,0.1,linear,False,,104.00000000000006,,0.008
SimulatedAnnealingSampler,exact,15,46,100,42,500,0.01,0.1,geometric,False,,104.00000000000006,,0.01
