solver,n,m,graph_id,seed,num_sweeps,beta_min,beta_max,beta_schedule_type,feasible,minla_cost,lower_bound,approx_ratio,time_s
PathIntegralAnnealingSampler,10,22,101,42,1000,0.01,1,linear,True,59.0,40.0,1.475,0.569
PathIntegralAnnealingSampler,10,22,101,123,1000,0.01,1,linear,True,55.0,40.0,1.375,0.567
PathIntegralAnnealingSampler,10,22,101,456,1000,0.01,1,linear,True,56.0,40.0,1.4,0.563
PathIntegralAnnealingSampler,10,22,101,789,1000,0.01,1,linear,True,55.0,40.0,1.375,0.567
PathIntegralAnnealingSampler,10,22,101,999,1000,0.01,1,linear,True,55.0,40.0,1.375,0.57
PathIntegralAnnealingSampler,10,22,101,42,1000,0.01,1,geometric,True,57.0,40.0,1.425,0.566
PathIntegralAnnealingSampler,10,22,101,123,1000,0.01,1,geometric,True,57.0,40.0,1.425,0.566
PathIntegralAnnealingSampler,10,22,101,456,1000,0.01,1,geometric,True,56.0,40.0,1.4,0.576
PathIntegralAnnealingSampler,10,22,101,789,1000,0.01,1,geometric,True,59.0,40.0,1.475,0.566
PathIntegralAnnealingSampler,10,22,101,999,1000,0.01,1,geometric,True,55.0,40.0,1.375,0.566
PathIntegralAnnealingSampler,15,46,100,42,100,1e-09,1,linear,False,,104.00000000000006,,0.17
PathIntegralAnnealingSampler,15,46,100,123,100,1e-09,1,linear,False,,104.00000000000006,,0.171
PathIntegralAnnealingSampler,15,46,100,456,100,1e-09,1,linear,True,218.0,104.00000000000006,2.096153846153845,0.173
PathIntegralAnnealingSampler,15,46,100,789,100,1e-09,1,linear,False,,104.00000000000006,,0.174
PathIntegralAnnealingSampler,15,46,100,999,100,1e-09,1,linear,False,,104.00000000000006,,0.172
PathIntegralAnnealingSampler,15,46,100,42,100,1e-09,1,geometric,False,,104.00000000000006,,0.168
PathIntegralAnnealingSampler,15,46,100,123,100,1e-09,1,geometric,False,,104.00000000000006,,0.169
PathIntegralAnnealingSampler,15,46,100,456,100,1e-09,1,geometric,False,,104.00000000000006,,0.169
PathIntegralAnnealingSampler,15,46,100,789,100,1e-09,1,geometric,False,,104.00000000000006,,0.167
PathIntegralAnnealingSampler,15,46,100,999,100,1e-09,1,geometric,False,,104.00000000000006,,0.167
PathIntegralAnnealingSampler,15,46,100,42,100,1e-09,10,linear,False,,104.00000000000006,,0.168
PathIntegralAnnealingSampler,15,46,100,123,100,1e-09,10,linear,False,,104.00000000000006,,0.167
PathIntegralAnnealingSampler,15,46,100,456,100,1e-09,10,linear,False,,104.00000000000006,,0.167
PathIntegralAnnealingSampler,15,46,100,789,100,1e-09,10,linear,False,,104.00000000000006,,0.17
PathIntegralAnnealingSampler,15,46,100,999,100,1e-09,10,linear,False,,104.00000000000006,,0.168
PathIntegralAnnealingSampler,15,46,100,42,100,1e-09,10,geometric,False,,104.00000000000006,,0.17
PathIntegralAnnealingSampler,15,46,100,123,100,1e-09,10,geometric,False,,104.00000000000006,,0.169
PathIntegralAnnealingSampler,15,46,100,456,100,1e-09,10,geometric,False,,104.00000000000006,,0.169
PathIntegralAnnealingSampler,15,46,100,789,100,1e-09,10,geometric,False,,104.00000000000006,,0.169
PathIntegralAnnealingSampler,15,46,100,999,100,1e-09,10,geometric,False,,104.00000000000006,,0.167
PathIntegralAnnealingSampler,15,46,100,42,100,0.01,1,linear,True,203.0,104.00000000000006,1.951923076923076,0.172
PathIntegralAnnealingSampler,15,46,100,123,100,0.01,1,linear,True,198.0,104.00000000000006,1.9038461538461529,0.17
PathIntegralAnnealingSampler,15,46,100,456,100,0.01,1,linear,True,191.0,104.00000000000006,1.8365384615384608,0.17
PathIntegralAnnealingSampler,15,46,100,789,100,0.01,1,linear,False,,104.00000000000006,,0.17
PathIntegralAnnealingSampler,15,46,100,999,100,0.01,1,linear,False,,104.00000000000006,,0.168
PathIntegralAnnealingSampler,15,46,100,42,100,0.01,1,geometric,False,,104.00000000000006,,0.179
PathIntegralAnnealingSampler,15,46,100,123,100,0.01,1,geometric,True,183.0,104.00000000000006,1.7596153846153837,0.174
PathIntegralAnnealingSampler,15,46,100,456,100,0.01,1,geometric,False,,104.00000000000006,,0.173
PathIntegralAnnealingSampler,15,46,100,789,100,0.01,1,geometric,False,,104.00000000000006,,0.171
PathIntegralAnnealingSampler,15,46,100,999,100,0.01,1,geometric,False,,104.00000000000006,,0.173
PathIntegralAnnealingSampler,15,46,100,42,500,1e-09,1,linear,True,170.0,104.00000000000006,1.6346153846153837,0.847
PathIntegralAnnealingSampler,15,46,100,123,500,1e-09,1,linear,True,162.0,104.00000000000006,1.5576923076923068,0.85
PathIntegralAnnealingSampler,15,46,100,456,500,1e-09,1,linear,True,175.0,104.00000000000006,1.6826923076923068,0.87
PathIntegralAnnealingSampler,15,46,100,789,500,1e-09,1,linear,True,165.0,104.00000000000006,1.5865384615384606,0.854
PathIntegralAnnealingSampler,15,46,100,999,500,1e-09,1,linear,True,188.0,104.00000000000006,1.8076923076923064,0.864
PathIntegralAnnealingSampler,15,46,100,42,500,1e-09,1,geometric,False,,104.00000000000006,,0.863
PathIntegralAnnealingSampler,15,46,100,123,500,1e-09,1,geometric,False,,104.00000000000006,,0.862
PathIntegralAnnealingSampler,15,46,100,456,500,1e-09,1,geometric,False,,104.00000000000006,,0.851
PathIntegralAnnealingSampler,15,46,100,789,500,1e-09,1,geometric,False,,104.00000000000006,,0.851
PathIntegralAnnealingSampler,15,46,100,999,500,1e-09,1,geometric,False,,104.00000000000006,,0.846
PathIntegralAnnealingSampler,15,46,100,42,500,1e-09,10,linear,False,,104.00000000000006,,0.853
PathIntegralAnnealingSampler,15,46,100,123,500,1e-09,10,linear,False,,104.00000000000006,,0.845
PathIntegralAnnealingSampler,15,46,100,456,500,1e-09,10,linear,False,,104.00000000000006,,0.86
PathIntegralAnnealingSampler,15,46,100,789,500,1e-09,10,linear,False,,104.00000000000006,,0.844
PathIntegralAnnealingSampler,15,46,100,999,500,1e-09,10,linear,False,,104.00000000000006,,0.857
PathIntegralAnnealingSampler,15,46,100,42,500,1e-09,10,geometric,False,,104.00000000000006,,0.873
PathIntegralAnnealingSampler,15,46,100,123,500,1e-09,10,geometric,False,,104.00000000000006,,0.862
PathIntegralAnnealingSampler,15,46,100,456,500,1e-09,10,geometric,False,,104.00000000000006,,0.843
PathIntegralAnnealingSampler,15,46,100,789,500,1e-09,10,geometric,False,,104.00000000000006,,0.841
PathIntegralAnnealingSampler,15,46,100,999,500,1e-09,10,geometric,False,,104.00000000000006,,0.85
PathIntegralAnnealingSampler,15,46,100,42,500,0.01,1,linear,True,170.0,104.00000000000006,1.6346153846153837,0.853
PathIntegralAnnealingSampler,15,46,100,123,500,0.01,1,linear,True,167.0,104.00000000000006,1.60576923076923,0.86
PathIntegralAnnealingSampler,15,46,100,456,500,0.01,1,linear,True,170.0,104.00000000000006,1.6346153846153837,0.839
PathIntegralAnnealingSampler,15,46,100,789,500,0.01,1,linear,True,163.0,104.00000000000006,1.5673076923076914,0.851
PathIntegralAnnealingSampler,15,46,100,999,500,0.01,1,linear,True,170.0,104.00000000000006,1.6346153846153837,0.856
PathIntegralAnnealingSampler,15,46,100,42,500,0.01,1,geometric,True,184.0,104.00000000000006,1.7692307692307685,0.86
PathIntegralAnnealingSampler,15,46,100,123,500,0.01,1,geometric,True,166.0,104.00000000000006,1.5961538461538454,0.861
PathIntegralAnnealingSampler,15,46,100,456,500,0.01,1,geometric,True,179.0,104.00000000000006,1.7211538461538451,0.847
PathIntegralAnnealingSampler,15,46,100,789,500,0.01,1,geometric,True,168.0,104.00000000000006,1.6153846153846143,0.847
PathIntegralAnnealingSampler,15,46,100,999,500,0.01,1,geometric,True,173.0,104.00000000000006,1.6634615384615377,0.863
PathIntegralAnnealingSampler,15,46,100,42,1000,1e-09,1,linear,True,162.0,104.00000000000006,1.5576923076923068,1.727
PathIntegralAnnealingSampler,15,46,100,123,1000,1e-09,1,linear,True,168.0,104.00000000000006,1.6153846153846143,1.689
PathIntegralAnnealingSampler,15,46,100,456,1000,1e-09,1,linear,True,164.0,104.00000000000006,1.576923076923076,1.718
PathIntegralAnnealingSampler,15,46,100,789,1000,1e-09,1,linear,True,165.0,104.00000000000006,1.5865384615384606,1.712
PathIntegralAnnealingSampler,15,46,100,999,1000,1e-09,1,linear,True,163.0,104.00000000000006,1.5673076923076914,1.709
PathIntegralAnnealingSampler,15,46,100,42,1000,1e-09,1,geometric,True,175.0,104.00000000000006,1.6826923076923068,1.709
PathIntegralAnnealingSampler,15,46,100,123,1000,1e-09,1,geometric,False,,104.00000000000006,,1.68
PathIntegralAnnealingSampler,15,46,100,456,1000,1e-09,1,geometric,False,,104.00000000000006,,1.699
PathIntegralAnnealingSampler,15,46,100,789,1000,1e-09,1,geometric,False,,104.00000000000006,,1.682
PathIntegralAnnealingSampler,15,46,100,999,1000,1e-09,1,geometric,False,,104.00000000000006,,1.7
PathIntegralAnnealingSampler,15,46,100,42,1000,1e-09,10,linear,False,,104.00000000000006,,1.699
PathIntegralAnnealingSampler,15,46,100,123,1000,1e-09,10,linear,True,187.0,104.00000000000006,1.798076923076922,1.696
PathIntegralAnnealingSampler,15,46,100,456,1000,1e-09,10,linear,False,,104.00000000000006,,1.698
PathIntegralAnnealingSampler,15,46,100,789,1000,1e-09,10,linear,True,187.0,104.00000000000006,1.798076923076922,1.674
PathIntegralAnnealingSampler,15,46,100,999,1000,1e-09,10,linear,True,171.0,104.00000000000006,1.6442307692307685,1.679
PathIntegralAnnealingSampler,15,46,100,42,1000,1e-09,10,geometric,True,171.0,104.00000000000006,1.6442307692307685,1.682
PathIntegralAnnealingSampler,15,46,100,123,1000,1e-09,10,geometric,False,,104.00000000000006,,1.679
PathIntegralAnnealingSampler,15,46,100,456,1000,1e-09,10,geometric,False,,104.00000000000006,,1.69
PathIntegralAnnealingSampler,15,46,100,789,1000,1e-09,10,geometric,False,,104.00000000000006,,1.708
PathIntegralAnnealingSampler,15,46,100,999,1000,1e-09,10,geometric,False,,104.00000000000006,,1.679
PathIntegralAnnealingSampler,15,46,100,42,1000,0.01,1,linear,True,166.0,104.00000000000006,1.5961538461538454,1.703
PathIntegralAnnealingSampler,15,46,100,123,1000,0.01,1,linear,True,167.0,104.00000000000006,1.60576923076923,1.684
PathIntegralAnnealingSampler,15,46,100,456,1000,0.01,1,linear,True,165.0,104.00000000000006,1.5865384615384606,1.712
PathIntegralAnnealingSampler,15,46,100,789,1000,0.01,1,linear,True,168.0,104.00000000000006,1.6153846153846143,1.705
PathIntegralAnnealingSampler,15,46,100,999,1000,0.01,1,linear,True,169.0,104.00000000000006,1.6249999999999991,1.732
PathIntegralAnnealingSampler,15,46,100,42,1000,0.01,1,geometric,True,175.0,104.00000000000006,1.6826923076923068,1.708
PathIntegralAnnealingSampler,15,46,100,123,1000,0.01,1,geometric,True,185.0,104.00000000000006,1.7788461538461529,1.724
PathIntegralAnnealingSampler,15,46,100,456,1000,0.01,1,geometric,True,173.0,104.00000000000006,1.6634615384615377,1.709
PathIntegralAnnealingSampler,15,46,100,789,1000,0.01,1,geometric,True,176.0,104.00000000000006,1.6923076923076914,1.722
PathIntegralAnnealingSampler,15,46,100,999,1000,0.01,1,geometric,True,187.0,104.00000000000006,1.798076923076922,1.72
PathIntegralAnnealingSampler,20,105,100,42,100,1e-09,1,linear,False,,393.12178893463664,,0.388
PathIntegralAnnealingSampler,20,105,100,123,100,1e-09,1,linear,False,,393.12178893463664,,0.377
PathIntegralAnnealingSampler,20,105,100,456,100,1e-09,1,linear,False,,393.12178893463664,,0.384
PathIntegralAnnealingSampler,20,105,100,789,100,1e-09,1,linear,False,,393.12178893463664,,0.397
PathIntegralAnnealingSampler,20,105,100,999,100,1e-09,1,linear,False,,393.12178893463664,,0.395
PathIntegralAnnealingSampler,20,105,100,42,100,1e-09,1,geometric,False,,393.12178893463664,,0.386
PathIntegralAnnealingSampler,20,105,100,123,100,1e-09,1,geometric,False,,393.12178893463664,,0.378
PathIntegralAnnealingSampler,20,105,100,456,100,1e-09,1,geometric,False,,393.12178893463664,,0.382
PathIntegralAnnealingSampler,20,105,100,789,100,1e-09,1,geometric,False,,393.12178893463664,,0.391
PathIntegralAnnealingSampler,20,105,100,999,100,1e-09,1,geometric,False,,393.12178893463664,,0.376
PathIntegralAnnealingSampler,20,105,100,42,100,1e-09,10,linear,False,,393.12178893463664,,0.378
PathIntegralAnnealingSampler,20,105,100,123,100,1e-09,10,linear,False,,393.12178893463664,,0.378
PathIntegralAnnealingSampler,20,105,100,456,100,1e-09,10,linear,False,,393.12178893463664,,0.383
PathIntegralAnnealingSampler,20,105,100,789,100,1e-09,10,linear,False,,393.12178893463664,,0.394
PathIntegralAnnealingSampler,20,105,100,999,100,1e-09,10,linear,False,,393.12178893463664,,0.38
PathIntegralAnnealingSampler,20,105,100,42,100,1e-09,10,geometric,False,,393.12178893463664,,0.386
PathIntegralAnnealingSampler,20,105,100,123,100,1e-09,10,geometric,False,,393.12178893463664,,0.376
PathIntegralAnnealingSampler,20,105,100,456,100,1e-09,10,geometric,False,,393.12178893463664,,0.382
PathIntegralAnnealingSampler,20,105,100,789,100,1e-09,10,geometric,False,,393.12178893463664,,0.382
PathIntegralAnnealingSampler,20,105,100,999,100,1e-09,10,geometric,False,,393.12178893463664,,0.381
PathIntegralAnnealingSampler,20,105,100,42,100,0.01,1,linear,False,,393.12178893463664,,0.39
PathIntegralAnnealingSampler,20,105,100,123,100,0.01,1,linear,False,,393.12178893463664,,0.392
PathIntegralAnnealingSampler,20,105,100,456,100,0.01,1,linear,False,,393.12178893463664,,0.386
PathIntegralAnnealingSampler,20,105,100,789,100,0.01,1,linear,False,,393.12178893463664,,0.394
PathIntegralAnnealingSampler,20,105,100,999,100,0.01,1,linear,False,,393.12178893463664,,0.387
PathIntegralAnnealingSampler,20,105,100,42,100,0.01,1,geometric,False,,393.12178893463664,,0.385
PathIntegralAnnealingSampler,20,105,100,123,100,0.01,1,geometric,False,,393.12178893463664,,0.377
PathIntegralAnnealingSampler,20,105,100,456,100,0.01,1,geometric,False,,393.12178893463664,,0.378
PathIntegralAnnealingSampler,20,105,100,789,100,0.01,1,geometric,False,,393.12178893463664,,0.375
PathIntegralAnnealingSampler,20,105,100,999,100,0.01,1,geometric,False,,393.12178893463664,,0.383
PathIntegralAnnealingSampler,20,105,100,42,500,1e-09,1,linear,False,,393.12178893463664,,1.869
PathIntegralAnnealingSampler,20,105,100,123,500,1e-09,1,linear,False,,393.12178893463664,,1.934
PathIntegralAnnealingSampler,20,105,100,456,500,1e-09,1,linear,False,,393.12178893463664,,1.906
PathIntegralAnnealingSampler,20,105,100,789,500,1e-09,1,linear,False,,393.12178893463664,,1.858
PathIntegralAnnealingSampler,20,105,100,999,500,1e-09,1,linear,False,,393.12178893463664,,1.891
PathIntegralAnnealingSampler,20,105,100,42,500,1e-09,1,geometric,False,,393.12178893463664,,1.889
PathIntegralAnnealingSampler,20,105,100,123,500,1e-09,1,geometric,False,,393.12178893463664,,1.885
PathIntegralAnnealingSampler,20,105,100,456,500,1e-09,1,geometric,False,,393.12178893463664,,1.917
PathIntegralAnnealingSampler,20,105,100,789,500,1e-09,1,geometric,False,,393.12178893463664,,1.873
PathIntegralAnnealingSampler,20,105,100,999,500,1e-09,1,geometric,False,,393.12178893463664,,1.861
PathIntegralAnnealingSampler,20,105,100,42,500,1e-09,10,linear,False,,393.12178893463664,,1.863
PathIntegralAnnealingSampler,20,105,100,123,500,1e-09,10,linear,False,,393.12178893463664,,1.891
PathIntegralAnnealingSampler,20,105,100,456,500,1e-09,10,linear,False,,393.12178893463664,,1.862
PathIntegralAnnealingSampler,20,105,100,789,500,1e-09,10,linear,False,,393.12178893463664,,1.913
PathIntegralAnnealingSampler,20,105,100,999,500,1e-09,10,linear,False,,393.12178893463664,,1.841
PathIntegralAnnealingSampler,20,105,100,42,500,1e-09,10,geometric,False,,393.12178893463664,,1.939
PathIntegralAnnealingSampler,20,105,100,123,500,1e-09,10,geometric,False,,393.12178893463664,,1.857
PathIntegralAnnealingSampler,20,105,100,456,500,1e-09,10,geometric,False,,393.12178893463664,,1.882
PathIntegralAnnealingSampler,20,105,100,789,500,1e-09,10,geometric,False,,393.12178893463664,,1.88
PathIntegralAnnealingSampler,20,105,100,999,500,1e-09,10,geometric,False,,393.12178893463664,,1.851
PathIntegralAnnealingSampler,20,105,100,42,500,0.01,1,linear,False,,393.12178893463664,,1.886
PathIntegralAnnealingSampler,20,105,100,123,500,0.01,1,linear,False,,393.12178893463664,,1.905
PathIntegralAnnealingSampler,20,105,100,456,500,0.01,1,linear,False,,393.12178893463664,,1.878
PathIntegralAnnealingSampler,20,105,100,789,500,0.01,1,linear,False,,393.12178893463664,,1.888
PathIntegralAnnealingSampler,20,105,100,999,500,0.01,1,linear,True,611.0,393.12178893463664,1.55422573156226,1.878
PathIntegralAnnealingSampler,20,105,100,42,500,0.01,1,geometric,False,,393.12178893463664,,1.886
PathIntegralAnnealingSampler,20,105,100,123,500,0.01,1,geometric,False,,393.12178893463664,,1.866
PathIntegralAnnealingSampler,20,105,100,456,500,0.01,1,geometric,False,,393.12178893463664,,1.846
PathIntegralAnnealingSampler,20,105,100,789,500,0.01,1,geometric,False,,393.12178893463664,,1.858
PathIntegralAnnealingSampler,20,105,100,999,500,0.01,1,geometric,False,,393.12178893463664,,1.841
PathIntegralAnnealingSampler,20,105,100,42,1000,1e-09,1,linear,True,571.0,393.12178893463664,1.4524760928347795,3.71
PathIntegralAnnealingSampler,20,105,100,123,1000,1e-09,1,linear,True,595.0,393.12178893463664,1.513525876071268,3.767
PathIntegralAnnealingSampler,20,105,100,456,1000,1e-09,1,linear,True,564.0,393.12178893463664,1.4346699060574708,3.677
PathIntegralAnnealingSampler,20,105,100,789,1000,1e-09,1,linear,True,605.0,393.12178893463664,1.538963285753138,3.753
PathIntegralAnnealingSampler,20,105,100,999,1000,1e-09,1,linear,False,,393.12178893463664,,3.755
PathIntegralAnnealingSampler,20,105,100,42,1000,1e-09,1,geometric,False,,393.12178893463664,,3.691
PathIntegralAnnealingSampler,20,105,100,123,1000,1e-09,1,geometric,False,,393.12178893463664,,3.727
PathIntegralAnnealingSampler,20,105,100,456,1000,1e-09,1,geometric,False,,393.12178893463664,,3.699
PathIntegralAnnealingSampler,20,105,100,789,1000,1e-09,1,geometric,False,,393.12178893463664,,3.756
PathIntegralAnnealingSampler,20,105,100,999,1000,1e-09,1,geometric,False,,393.12178893463664,,3.755
PathIntegralAnnealingSampler,20,105,100,42,1000,1e-09,10,linear,False,,393.12178893463664,,3.686
PathIntegralAnnealingSampler,20,105,100,123,1000,1e-09,10,linear,False,,393.12178893463664,,3.72
PathIntegralAnnealingSampler,20,105,100,456,1000,1e-09,10,linear,False,,393.12178893463664,,3.74
PathIntegralAnnealingSampler,20,105,100,789,1000,1e-09,10,linear,False,,393.12178893463664,,3.775
PathIntegralAnnealingSampler,20,105,100,999,1000,1e-09,10,linear,False,,393.12178893463664,,3.683
PathIntegralAnnealingSampler,20,105,100,42,1000,1e-09,10,geometric,False,,393.12178893463664,,3.806
PathIntegralAnnealingSampler,20,105,100,123,1000,1e-09,10,geometric,True,578.0,393.12178893463664,1.470282279612089,3.724
PathIntegralAnnealingSampler,20,105,100,456,1000,1e-09,10,geometric,False,,393.12178893463664,,3.74
PathIntegralAnnealingSampler,20,105,100,789,1000,1e-09,10,geometric,False,,393.12178893463664,,3.68
PathIntegralAnnealingSampler,20,105,100,999,1000,1e-09,10,geometric,False,,393.12178893463664,,3.774
PathIntegralAnnealingSampler,20,105,100,42,1000,0.01,1,linear,False,,393.12178893463664,,3.792
PathIntegralAnnealingSampler,20,105,100,123,1000,0.01,1,linear,True,587.0,393.12178893463664,1.4931759483257718,3.706
PathIntegralAnnealingSampler,20,105,100,456,1000,0.01,1,linear,False,,393.12178893463664,,3.824
PathIntegralAnnealingSampler,20,105,100,789,1000,0.01,1,linear,True,603.0,393.12178893463664,1.533875803816764,3.688
PathIntegralAnnealingSampler,20,105,100,999,1000,0.01,1,linear,True,587.0,393.12178893463664,1.4931759483257718,3.786
PathIntegralAnnealingSampler,20,105,100,42,1000,0.01,1,geometric,True,615.0,393.12178893463664,1.564400695435008,3.731
PathIntegralAnnealingSampler,20,105,100,123,1000,0.01,1,geometric,True,567.0,393.12178893463664,1.4423011289620318,3.683
PathIntegralAnnealingSampler,20,105,100,456,1000,0.01,1,geometric,True,594.0,393.12178893463664,1.510982135103081,3.83
PathIntegralAnnealingSampler,20,105,100,789,1000,0.01,1,geometric,False,,393.12178893463664,,3.678
PathIntegralAnnealingSampler,20,105,100,999,1000,0.01,1,geometric,True,613.0,393.12178893463664,1.559313213498634,3.715
PathIntegralAnnealingSampler,25,149,100,42,100,1e-09,1,linear,False,,706.3344294247354,,0.709
PathIntegralAnnealingSampler,25,149,100,123,100,1e-09,1,linear,False,,706.3344294247354,,0.71
PathIntegralAnnealingSampler,25,149,100,456,100,1e-09,1,linear,False,,706.3344294247354,,0.726
PathIntegralAnnealingSampler,25,149,100,789,100,1e-09,1,linear,False,,706.3344294247354,,0.724
PathIntegralAnnealingSampler,25,149,100,999,100,1e-09,1,linear,False,,706.3344294247354,,0.714
PathIntegralAnnealingSampler,25,149,100,42,100,1e-09,1,geometric,False,,706.3344294247354,,0.703
PathIntegralAnnealingSampler,25,149,100,123,100,1e-09,1,geometric,False,,706.3344294247354,,0.701
PathIntegralAnnealingSampler,25,149,100,456,100,1e-09,1,geometric,False,,706.3344294247354,,0.703
PathIntegralAnnealingSampler,25,149,100,789,100,1e-09,1,geometric,False,,706.3344294247354,,0.704
PathIntegralAnnealingSampler,25,149,100,999,100,1e-09,1,geometric,False,,706.3344294247354,,0.699
PathIntegralAnnealingSampler,25,149,100,42,100,1e-09,10,linear,False,,706.3344294247354,,0.709
PathIntegralAnnealingSampler,25,149,100,123,100,1e-09,10,linear,False,,706.3344294247354,,0.706
PathIntegralAnnealingSampler,25,149,100,456,100,1e-09,10,linear,False,,706.3344294247354,,0.701
PathIntegralAnnealingSampler,25,149,100,789,100,1e-09,10,linear,False,,706.3344294247354,,0.701
PathIntegralAnnealingSampler,25,149,100,999,100,1e-09,10,linear,False,,706.3344294247354,,0.704
PathIntegralAnnealingSampler,25,149,100,42,100,1e-09,10,geometric,False,,706.3344294247354,,0.709
PathIntegralAnnealingSampler,25,149,100,123,100,1e-09,10,geometric,False,,706.3344294247354,,0.707
PathIntegralAnnealingSampler,25,149,100,456,100,1e-09,10,geometric,False,,706.3344294247354,,0.721
PathIntegralAnnealingSampler,25,149,100,789,100,1e-09,10,geometric,False,,706.3344294247354,,0.705
PathIntegralAnnealingSampler,25,149,100,999,100,1e-09,10,geometric,False,,706.3344294247354,,0.718
PathIntegralAnnealingSampler,25,149,100,42,100,0.01,1,linear,False,,706.3344294247354,,0.7
PathIntegralAnnealingSampler,25,149,100,123,100,0.01,1,linear,False,,706.3344294247354,,0.712
PathIntegralAnnealingSampler,25,149,100,456,100,0.01,1,linear,False,,706.3344294247354,,0.726
PathIntegralAnnealingSampler,25,149,100,789,100,0.01,1,linear,False,,706.3344294247354,,0.723
PathIntegralAnnealingSampler,25,149,100,999,100,0.01,1,linear,False,,706.3344294247354,,0.709
PathIntegralAnnealingSampler,25,149,100,42,100,0.01,1,geometric,False,,706.3344294247354,,0.725
PathIntegralAnnealingSampler,25,149,100,123,100,0.01,1,geometric,False,,706.3344294247354,,0.709
PathIntegralAnnealingSampler,25,149,100,456,100,0.01,1,geometric,False,,706.3344294247354,,0.719
PathIntegralAnnealingSampler,25,149,100,789,100,0.01,1,geometric,False,,706.3344294247354,,0.722
PathIntegralAnnealingSampler,25,149,100,999,100,0.01,1,geometric,False,,706.3344294247354,,0.708
PathIntegralAnnealingSampler,25,149,100,42,500,1e-09,1,linear,False,,706.3344294247354,,3.498
PathIntegralAnnealingSampler,25,149,100,123,500,1e-09,1,linear,False,,706.3344294247354,,3.535
PathIntegralAnnealingSampler,25,149,100,456,500,1e-09,1,linear,False,,706.3344294247354,,3.56
PathIntegralAnnealingSampler,25,149,100,789,500,1e-09,1,linear,False,,706.3344294247354,,3.486
PathIntegralAnnealingSampler,25,149,100,999,500,1e-09,1,linear,False,,706.3344294247354,,3.483
PathIntegralAnnealingSampler,25,149,100,42,500,1e-09,1,geometric,False,,706.3344294247354,,3.62
PathIntegralAnnealingSampler,25,149,100,123,500,1e-09,1,geometric,False,,706.3344294247354,,3.562
PathIntegralAnnealingSampler,25,149,100,456,500,1e-09,1,geometric,False,,706.3344294247354,,3.568
PathIntegralAnnealingSampler,25,149,100,789,500,1e-09,1,geometric,False,,706.3344294247354,,3.637
PathIntegralAnnealingSampler,25,149,100,999,500,1e-09,1,geometric,False,,706.3344294247354,,3.49
PathIntegralAnnealingSampler,25,149,100,42,500,1e-09,10,linear,False,,706.3344294247354,,3.598
PathIntegralAnnealingSampler,25,149,100,123,500,1e-09,10,linear,False,,706.3344294247354,,3.597
PathIntegralAnnealingSampler,25,149,100,456,500,1e-09,10,linear,False,,706.3344294247354,,3.67
PathIntegralAnnealingSampler,25,149,100,789,500,1e-09,10,linear,False,,706.3344294247354,,3.575
PathIntegralAnnealingSampler,25,149,100,999,500,1e-09,10,linear,False,,706.3344294247354,,3.482
PathIntegralAnnealingSampler,25,149,100,42,500,1e-09,10,geometric,False,,706.3344294247354,,3.854
PathIntegralAnnealingSampler,25,149,100,123,500,1e-09,10,geometric,False,,706.3344294247354,,3.595
PathIntegralAnnealingSampler,25,149,100,456,500,1e-09,10,geometric,False,,706.3344294247354,,3.53
PathIntegralAnnealingSampler,25,149,100,789,500,1e-09,10,geometric,False,,706.3344294247354,,3.545
PathIntegralAnnealingSampler,25,149,100,999,500,1e-09,10,geometric,False,,706.3344294247354,,3.552
PathIntegralAnnealingSampler,25,149,100,42,500,0.01,1,linear,False,,706.3344294247354,,3.605
PathIntegralAnnealingSampler,25,149,100,123,500,0.01,1,linear,False,,706.3344294247354,,3.52
PathIntegralAnnealingSampler,25,149,100,456,500,0.01,1,linear,False,,706.3344294247354,,3.514
PathIntegralAnnealingSampler,25,149,100,789,500,0.01,1,linear,False,,706.3344294247354,,3.55
PathIntegralAnnealingSampler,25,149,100,999,500,0.01,1,linear,False,,706.3344294247354,,3.498
PathIntegralAnnealingSampler,25,149,100,42,500,0.01,1,geometric,False,,706.3344294247354,,3.534
PathIntegralAnnealingSampler,25,149,100,123,500,0.01,1,geometric,False,,706.3344294247354,,3.541
PathIntegralAnnealingSampler,25,149,100,456,500,0.01,1,geometric,False,,706.3344294247354,,3.575
PathIntegralAnnealingSampler,25,149,100,789,500,0.01,1,geometric,False,,706.3344294247354,,3.564
PathIntegralAnnealingSampler,25,149,100,999,500,0.01,1,geometric,False,,706.3344294247354,,3.549
PathIntegralAnnealingSampler,25,149,100,42,1000,1e-09,1,linear,True,1059.0,706.3344294247354,1.4992897923190411,7.028
PathIntegralAnnealingSampler,25,149,100,123,1000,1e-09,1,linear,False,,706.3344294247354,,7.152
PathIntegralAnnealingSampler,25,149,100,456,1000,1e-09,1,linear,False,,706.3344294247354,,7.102
PathIntegralAnnealingSampler,25,149,100,789,1000,1e-09,1,linear,False,,706.3344294247354,,7.133
PathIntegralAnnealingSampler,25,149,100,999,1000,1e-09,1,linear,False,,706.3344294247354,,7.104
PathIntegralAnnealingSampler,25,149,100,42,1000,1e-09,1,geometric,False,,706.3344294247354,,8.171
PathIntegralAnnealingSampler,25,149,100,123,1000,1e-09,1,geometric,False,,706.3344294247354,,7.195
PathIntegralAnnealingSampler,25,149,100,456,1000,1e-09,1,geometric,False,,706.3344294247354,,6.966
PathIntegralAnnealingSampler,25,149,100,789,1000,1e-09,1,geometric,False,,706.3344294247354,,7.01
