n,m,beta_min,beta_max,bqm_is_normalized,space_type,annealing_type,seed,energy,feasible,minla_cost,optimal_cost,relative_gap,time_s
25,151,1e-09,1e-08,False,linear,fixed_Hp,42,24452.0,False,,,,0.154
25,151,1e-09,1e-07,False,linear,fixed_Hp,42,21997.0,False,,,,0.149
25,151,1e-09,1e-06,False,linear,fixed_Hp,42,23848.0,False,,,,0.153
25,151,1e-09,1e-05,False,linear,fixed_Hp,42,24190.0,False,,,,0.16
25,151,1e-09,0.0001,False,linear,fixed_Hp,42,26151.0,False,,,,0.156
25,151,1e-09,0.001,False,linear,fixed_Hp,42,18913.0,False,,,,0.165
25,151,1e-09,0.01,False,linear,fixed_Hp,42,5018.0,False,,,,0.137
25,151,1e-09,0.1,False,linear,fixed_Hp,42,2071.0,False,,,,0.082
25,151,1e-09,1.0,False,linear,fixed_Hp,42,1461.0,False,,,,0.048
25,151,1e-09,10.0,False,linear,fixed_Hp,42,1738.0,False,,,,0.005
25,151,1e-08,1e-08,False,linear,fixed_Hp,42,24452.0,False,,,,0.153
25,151,1e-08,1e-07,False,linear,fixed_Hp,42,21997.0,False,,,,0.153
25,151,1e-08,1e-06,False,linear,fixed_Hp,42,23848.0,False,,,,0.156
25,151,1e-08,1e-05,False,linear,fixed_Hp,42,24190.0,False,,,,0.149
25,151,1e-08,0.0001,False,linear,fixed_Hp,42,26151.0,False,,,,0.158
25,151,1e-08,0.001,False,linear,fixed_Hp,42,18913.0,False,,,,0.151
25,151,1e-08,0.01,False,linear,fixed_Hp,42,5018.0,False,,,,0.132
25,151,1e-08,0.1,False,linear,fixed_Hp,42,2071.0,False,,,,0.084
25,151,1e-08,1.0,False,linear,fixed_Hp,42,1461.0,False,,,,0.048
25,151,1e-08,10.0,False,linear,fixed_Hp,42,1738.0,False,,,,0.008
25,151,1e-07,1e-07,False,linear,fixed_Hp,42,21997.0,False,,,,0.148
25,151,1e-07,1e-06,False,linear,fixed_Hp,42,23848.0,False,,,,0.152
25,151,1e-07,1e-05,False,linear,fixed_Hp,42,24190.0,False,,,,0.156
25,151,1e-07,0.0001,False,linear,fixed_Hp,42,26151.0,False,,,,0.161
25,151,1e-07,0.001,False,linear,fixed_Hp,42,18913.0,False,,,,0.164
25,151,1e-07,0.01,False,linear,fixed_Hp,42,5018.0,False,,,,0.135
25,151,1e-07,0.1,False,linear,fixed_Hp,42,2071.0,False,,,,0.082
25,151,1e-07,1.0,False,linear,fixed_Hp,42,1461.0,False,,,,0.048
25,151,1e-07,10.0,False,linear,fixed_Hp,42,1738.0,False,,,,0.008
25,151,1e-06,1e-06,False,linear,fixed_Hp,42,23848.0,False,,,,0.152
25,151,1e-06,1e-05,False,linear,fixed_Hp,42,24190.0,False,,,,0.148
25,151,1e-06,0.0001,False,linear,fixed_Hp,42,26151.0,False,,,,0.163
25,151,1e-06,0.001,False,linear,fixed_Hp,42,18913.0,False,,,,0.166
25,151,1e-06,0.01,False,linear,fixed_Hp,42,5018.0,False,,,,0.135
25,151,1e-06,0.1,False,linear,fixed_Hp,42,2071.0,False,,,,0.082
25,151,1e-06,1.0,False,linear,fixed_Hp,42,1461.0,False,,,,0.048
25,151,1e-06,10.0,False,linear,fixed_Hp,42,1738.0,False,,,,0.007
25,151,1e-05,1e-05,False,linear,fixed_Hp,42,24190.0,False,,,,0.158
25,151,1e-05,0.0001,False,linear,fixed_Hp,42,26151.0,False,,,,0.156
25,151,1e-05,0.001,False,linear,fixed_Hp,42,18913.0,False,,,,0.168
25,151,1e-05,0.01,False,linear,fixed_Hp,42,5018.0,False,,,,0.132
25,151,1e-05,0.1,False,linear,fixed_Hp,42,2071.0,False,,,,0.084
25,151,1e-05,1.0,False,linear,fixed_Hp,42,1461.0,False,,,,0.049
25,151,1e-05,10.0,False,linear,fixed_Hp,42,1738.0,False,,,,0.006
25,151,0.0001,0.0001,False,linear,fixed_Hp,42,26151.0,False,,,,0.152
25,151,0.0001,0.001,False,linear,fixed_Hp,42,18913.0,False,,,,0.168
25,151,0.0001,0.01,False,linear,fixed_Hp,42,5018.0,False,,,,0.137
25,151,0.0001,0.1,False,linear,fixed_Hp,42,2071.0,False,,,,0.08
25,151,0.0001,1.0,False,linear,fixed_Hp,42,1461.0,False,,,,0.051
25,151,0.0001,10.0,False,linear,fixed_Hp,42,1738.0,False,,,,0.008
25,151,0.001,0.001,False,linear,fixed_Hp,42,18913.0,False,,,,0.162
25,151,0.001,0.01,False,linear,fixed_Hp,42,5018.0,False,,,,0.136
25,151,0.001,0.1,False,linear,fixed_Hp,42,2071.0,False,,,,0.085
25,151,0.001,1.0,False,linear,fixed_Hp,42,1461.0,False,,,,0.05
25,151,0.001,10.0,False,linear,fixed_Hp,42,1738.0,False,,,,0.004
25,151,0.01,0.01,False,linear,fixed_Hp,42,5018.0,False,,,,0.136
25,151,0.01,0.1,False,linear,fixed_Hp,42,2071.0,False,,,,0.085
25,151,0.01,1.0,False,linear,fixed_Hp,42,1461.0,False,,,,0.049
25,151,0.01,10.0,False,linear,fixed_Hp,42,1738.0,False,,,,0.009
25,151,0.1,0.1,False,linear,fixed_Hp,42,2071.0,False,,,,0.083
25,151,0.1,1.0,False,linear,fixed_Hp,42,1461.0,False,,,,0.051
25,151,0.1,10.0,False,linear,fixed_Hp,42,1738.0,False,,,,0.008
25,151,1.0,1.0,False,linear,fixed_Hp,42,1461.0,False,,,,0.051
25,151,1.0,10.0,False,linear,fixed_Hp,42,1738.0,False,,,,0.007
25,151,10.0,10.0,False,linear,fixed_Hp,42,1738.0,False,,,,0.008
25,151,1e-09,1e-09,False,power (1/2),fixed_Hp,42,24452.0,False,,,,0.148
25,151,1e-09,1e-08,False,power (1/2),fixed_Hp,42,24452.0,False,,,,0.165
25,151,1e-09,1e-07,False,power (1/2),fixed_Hp,42,21997.0,False,,,,0.15
25,151,1e-09,1e-06,False,power (1/2),fixed_Hp,42,23848.0,False,,,,0.15
25,151,1e-09,1e-05,False,power (1/2),fixed_Hp,42,24190.0,False,,,,0.154
25,151,1e-09,0.0001,False,power (1/2),fixed_Hp,42,26151.0,False,,,,0.158
25,151,1e-09,0.001,False,power (1/2),fixed_Hp,42,18913.0,False,,,,0.159
25,151,1e-09,0.01,False,power (1/2),fixed_Hp,42,5018.0,False,,,,0.138
25,151,1e-09,0.1,False,power (1/2),fixed_Hp,42,2071.0,False,,,,0.081
25,151,1e-09,1.0,False,power (1/2),fixed_Hp,42,1461.0,False,,,,0.05
25,151,1e-09,10.0,False,power (1/2),fixed_Hp,42,1738.0,False,,,,0.008
25,151,1e-08,1e-08,False,power (1/2),fixed_Hp,42,24452.0,False,,,,0.145
25,151,1e-08,1e-07,False,power (1/2),fixed_Hp,42,21997.0,False,,,,0.154
25,151,1e-08,1e-06,False,power (1/2),fixed_Hp,42,23848.0,False,,,,0.146
25,151,1e-08,1e-05,False,power (1/2),fixed_Hp,42,24190.0,False,,,,0.152
25,151,1e-08,0.0001,False,power (1/2),fixed_Hp,42,26151.0,False,,,,0.151
25,151,1e-08,0.001,False,power (1/2),fixed_Hp,42,18913.0,False,,,,0.159
25,151,1e-08,0.01,False,power (1/2),fixed_Hp,42,5018.0,False,,,,0.131
25,151,1e-08,0.1,False,power (1/2),fixed_Hp,42,2071.0,False,,,,0.084
25,151,1e-08,1.0,False,power (1/2),fixed_Hp,42,1461.0,False,,,,0.048
25,151,1e-08,10.0,False,power (1/2),fixed_Hp,42,1738.0,False,,,,0.008
25,151,1e-07,1e-07,False,power (1/2),fixed_Hp,42,21997.0,False,,,,0.152
25,151,1e-07,1e-06,False,power (1/2),fixed_Hp,42,23848.0,False,,,,0.151
25,151,1e-07,1e-05,False,power (1/2),fixed_Hp,42,24190.0,False,,,,0.153
25,151,1e-07,0.0001,False,power (1/2),fixed_Hp,42,26151.0,False,,,,0.155
25,151,1e-07,0.001,False,power (1/2),fixed_Hp,42,18913.0,False,,,,0.163
25,151,1e-07,0.01,False,power (1/2),fixed_Hp,42,5018.0,False,,,,0.135
25,151,1e-07,0.1,False,power (1/2),fixed_Hp,42,2071.0,False,,,,0.08
25,151,1e-07,1.0,False,power (1/2),fixed_Hp,42,1461.0,False,,,,0.048
25,151,1e-07,10.0,False,power (1/2),fixed_Hp,42,1738.0,False,,,,0.008
25,151,1e-06,1e-06,False,power (1/2),fixed_Hp,42,23848.0,False,,,,0.153
25,151,1e-06,1e-05,False,power (1/2),fixed_Hp,42,24190.0,False,,,,0.151
25,151,1e-06,0.0001,False,power (1/2),fixed_Hp,42,26151.0,False,,,,0.155
25,151,1e-06,0.001,False,power (1/2),fixed_Hp,42,18913.0,False,,,,0.153
25,151,1e-06,0.01,False,power (1/2),fixed_Hp,42,5018.0,False,,,,0.134
25,151,1e-06,0.1,False,power (1/2),fixed_Hp,42,2071.0,False,,,,0.085
25,151,1e-06,1.0,False,power (1/2),fixed_Hp,42,1461.0,False,,,,0.048
25,151,1e-06,10.0,False,power (1/2),fixed_Hp,42,1738.0,False,,,,0.007
25,151,1e-05,1e-05,False,power (1/2),fixed_Hp,42,24190.0,False,,,,0.15
25,151,1e-05,0.0001,False,power (1/2),fixed_Hp,42,26151.0,False,,,,0.16
25,151,1e-05,0.001,False,power (1/2),fixed_Hp,42,18913.0,False,,,,0.159
25,151,1e-05,0.01,False,power (1/2),fixed_Hp,42,5018.0,False,,,,0.138
25,151,1e-05,0.1,False,power (1/2),fixed_Hp,42,2071.0,False,,,,0.081
25,151,1e-05,1.0,False,power (1/2),fixed_Hp,42,1461.0,False,,,,0.048
25,151,1e-05,10.0,False,power (1/2),fixed_Hp,42,1738.0,False,,,,0.008
25,151,0.0001,0.0001,False,power (1/2),fixed_Hp,42,26151.0,False,,,,0.149
25,151,0.0001,0.001,False,power (1/2),fixed_Hp,42,18913.0,False,,,,0.161
25,151,0.0001,0.01,False,power (1/2),fixed_Hp,42,5018.0,False,,,,0.13
25,151,0.0001,0.1,False,power (1/2),fixed_Hp,42,2071.0,False,,,,0.084
25,151,0.0001,1.0,False,power (1/2),fixed_Hp,42,1461.0,False,,,,0.052
25,151,0.0001,10.0,False,power (1/2),fixed_Hp,42,1738.0,False,,,,0.007
25,151,0.001,0.001,False,power (1/2),fixed_Hp,42,18913.0,False,,,,0.158
25,151,0.001,0.01,False,power (1/2),fixed_Hp,42,5018.0,False,,,,0.139
25,151,0.001,0.1,False,power (1/2),fixed_Hp,42,2071.0,False,,,,0.084
25,151,0.001,1.0,False,power (1/2),fixed_Hp,42,1461.0,False,,,,0.047
25,151,0.001,10.0,False,power (1/2),fixed_Hp,42,1738.0,False,,,,0.007
25,151,0.01,0.01,False,power (1/2),fixed_Hp,42,5018.0,False,,,,0.133
25,151,0.01,0.1,False,power (1/2),fixed_Hp,42,2071.0,False,,,,0.084
25,151,0.01,1.0,False,power (1/2),fixed_Hp,42,1461.0,False,,,,0.048
25,151,0.01,10.0,False,power (1/2),fixed_Hp,42,1738.0,False,,,,0.007
25,151,0.1,0.1,False,power (1/2),fixed_Hp,42,2071.0,False,,,,0.086
25,151,0.1,1.0,False,power (1/2),fixed_Hp,42,1461.0,False,,,,0.05
25,151,0.1,10.0,False,power (1/2),fixed_Hp,42,1738.0,False,,,,0.008
25,151,1.0,1.0,False,power (1/2),fixed_Hp,42,1461.0,False,,,,0.054
25,151,1.0,10.0,False,power (1/2),fixed_Hp,42,1738.0,False,,,,0.008
25,151,10.0,10.0,False,power (1/2),fixed_Hp,42,1738.0,False,,,,0.009
25,151,1e-09,1e-09,False,power (2),fixed_Hp,42,24452.0,False,,,,0.158
25,151,1e-09,1e-08,False,power (2),fixed_Hp,42,24452.0,False,,,,0.157
25,151,1e-09,1e-07,False,power (2),fixed_Hp,42,21997.0,False,,,,0.15
25,151,1e-09,1e-06,False,power (2),fixed_Hp,42,23848.0,False,,,,0.149
25,151,1e-09,1e-05,False,power (2),fixed_Hp,42,24190.0,False,,,,0.158
25,151,1e-09,0.0001,False,power (2),fixed_Hp,42,26151.0,False,,,,0.159
25,151,1e-09,0.001,False,power (2),fixed_Hp,42,18913.0,False,,,,0.16
25,151,1e-09,0.01,False,power (2),fixed_Hp,42,5018.0,False,,,,0.131
25,151,1e-09,0.1,False,power (2),fixed_Hp,42,2071.0,False,,,,0.086
25,151,1e-09,1.0,False,power (2),fixed_Hp,42,1461.0,False,,,,0.049
25,151,1e-09,10.0,False,power (2),fixed_Hp,42,1738.0,False,,,,0.008
25,151,1e-08,1e-08,False,power (2),fixed_Hp,42,24452.0,False,,,,0.148
25,151,1e-08,1e-07,False,power (2),fixed_Hp,42,21997.0,False,,,,0.152
25,151,1e-08,1e-06,False,power (2),fixed_Hp,42,23848.0,False,,,,0.151
25,151,1e-08,1e-05,False,power (2),fixed_Hp,42,24190.0,False,,,,0.153
25,151,1e-08,0.0001,False,power (2),fixed_Hp,42,26151.0,False,,,,0.155
25,151,1e-08,0.001,False,power (2),fixed_Hp,42,18913.0,False,,,,0.155
25,151,1e-08,0.01,False,power (2),fixed_Hp,42,5018.0,False,,,,0.135
25,151,1e-08,0.1,False,power (2),fixed_Hp,42,2071.0,False,,,,0.082
25,151,1e-08,1.0,False,power (2),fixed_Hp,42,1461.0,False,,,,0.049
25,151,1e-08,10.0,False,power (2),fixed_Hp,42,1738.0,False,,,,0.008
25,151,1e-07,1e-07,False,power (2),fixed_Hp,42,21997.0,False,,,,0.151
25,151,1e-07,1e-06,False,power (2),fixed_Hp,42,23848.0,False,,,,0.146
25,151,1e-07,1e-05,False,power (2),fixed_Hp,42,24190.0,False,,,,0.153
25,151,1e-07,0.0001,False,power (2),fixed_Hp,42,26151.0,False,,,,0.164
25,151,1e-07,0.001,False,power (2),fixed_Hp,42,18913.0,False,,,,0.162
25,151,1e-07,0.01,False,power (2),fixed_Hp,42,5018.0,False,,,,0.134
25,151,1e-07,0.1,False,power (2),fixed_Hp,42,2071.0,False,,,,0.08
25,151,1e-07,1.0,False,power (2),fixed_Hp,42,1461.0,False,,,,0.052
25,151,1e-07,10.0,False,power (2),fixed_Hp,42,1738.0,False,,,,0.008
25,151,1e-06,1e-06,False,power (2),fixed_Hp,42,23848.0,False,,,,0.15
25,151,1e-06,1e-05,False,power (2),fixed_Hp,42,24190.0,False,,,,0.159
25,151,1e-06,0.0001,False,power (2),fixed_Hp,42,26151.0,False,,,,0.158
25,151,1e-06,0.001,False,power (2),fixed_Hp,42,18913.0,False,,,,0.156
25,151,1e-06,0.01,False,power (2),fixed_Hp,42,5018.0,False,,,,0.134
25,151,1e-06,0.1,False,power (2),fixed_Hp,42,2071.0,False,,,,0.085
25,151,1e-06,1.0,False,power (2),fixed_Hp,42,1461.0,False,,,,0.049
25,151,1e-06,10.0,False,power (2),fixed_Hp,42,1738.0,False,,,,0.006
25,151,1e-05,1e-05,False,power (2),fixed_Hp,42,24190.0,False,,,,0.161
25,151,1e-05,0.0001,False,power (2),fixed_Hp,42,26151.0,False,,,,0.151
25,151,1e-05,0.001,False,power (2),fixed_Hp,42,18913.0,False,,,,0.176
25,151,1e-05,0.01,False,power (2),fixed_Hp,42,5018.0,False,,,,0.135
25,151,1e-05,0.1,False,power (2),fixed_Hp,42,2071.0,False,,,,0.083
25,151,1e-05,1.0,False,power (2),fixed_Hp,42,1461.0,False,,,,0.049
25,151,1e-05,10.0,False,power (2),fixed_Hp,42,1738.0,False,,,,0.009
25,151,0.0001,0.0001,False,power (2),fixed_Hp,42,26151.0,False,,,,0.155
25,151,0.0001,0.001,False,power (2),fixed_Hp,42,18913.0,False,,,,0.163
25,151,0.0001,0.01,False,power (2),fixed_Hp,42,5018.0,False,,,,0.135
25,151,0.0001,0.1,False,power (2),fixed_Hp,42,2071.0,False,,,,0.081
25,151,0.0001,1.0,False,power (2),fixed_Hp,42,1461.0,False,,,,0.051
25,151,0.0001,10.0,False,power (2),fixed_Hp,42,1738.0,False,,,,0.008
25,151,0.001,0.001,False,power (2),fixed_Hp,42,18913.0,False,,,,0.166
25,151,0.001,0.01,False,power (2),fixed_Hp,42,5018.0,False,,,,0.136
25,151,0.001,0.1,False,power (2),fixed_Hp,42,2071.0,False,,,,0.082
25,151,0.001,1.0,False,power (2),fixed_Hp,42,1461.0,False,,,,0.049
25,151,0.001,10.0,False,power (2),fixed_Hp,42,1738.0,False,,,,0.004
25,151,0.01,0.01,False,power (2),fixed_Hp,42,5018.0,False,,,,0.132
25,151,0.01,0.1,False,power (2),fixed_Hp,42,2071.0,False,,,,0.083
25,151,0.01,1.0,False,power (2),fixed_Hp,42,1461.0,False,,,,0.049
25,151,0.01,10.0,False,power (2),fixed_Hp,42,1738.0,False,,,,0.008
25,151,0.1,0.1,False,power (2),fixed_Hp,42,2071.0,False,,,,0.082
25,151,0.1,1.0,False,power (2),fixed_Hp,42,1461.0,False,,,,0.048
25,151,0.1,10.0,False,power (2),fixed_Hp,42,1738.0,False,,,,0.007
25,151,1.0,1.0,False,power (2),fixed_Hp,42,1461.0,False,,,,0.049
25,151,1.0,10.0,False,power (2),fixed_Hp,42,1738.0,False,,,,0.008
25,151,10.0,10.0,False,power (2),fixed_Hp,42,1738.0,False,,,,0.008
25,151,1e-09,1e-09,False,geometric,fixed_Hp,42,24452.0,False,,,,0.159
25,151,1e-09,1e-08,False,geometric,fixed_Hp,42,24452.0,False,,,,0.142
25,151,1e-09,1e-07,False,geometric,fixed_Hp,42,21997.0,False,,,,0.153
25,151,1e-09,1e-06,False,geometric,fixed_Hp,42,23848.0,False,,,,0.153
25,151,1e-09,1e-05,False,geometric,fixed_Hp,42,24190.0,False,,,,0.156
25,151,1e-09,0.0001,False,geometric,fixed_Hp,42,26151.0,False,,,,0.154
25,151,1e-09,0.001,False,geometric,fixed_Hp,42,18913.0,False,,,,0.163
25,151,1e-09,0.01,False,geometric,fixed_Hp,42,5018.0,False,,,,0.136
25,151,1e-09,0.1,False,geometric,fixed_Hp,42,2071.0,False,,,,0.081
25,151,1e-09,1.0,False,geometric,fixed_Hp,42,1461.0,False,,,,0.05
25,151,1e-09,10.0,False,geometric,fixed_Hp,42,1738.0,False,,,,0.005
25,151,1e-08,1e-08,False,geometric,fixed_Hp,42,24452.0,False,,,,0.152
25,151,1e-08,1e-07,False,geometric,fixed_Hp,42,21997.0,False,,,,0.155
25,151,1e-08,1e-06,False,geometric,fixed_Hp,42,23848.0,False,,,,0.155
25,151,1e-08,1e-05,False,geometric,fixed_Hp,42,24190.0,False,,,,0.154
25,151,1e-08,0.0001,False,geometric,fixed_Hp,42,26151.0,False,,,,0.156
25,151,1e-08,0.001,False,geometric,fixed_Hp,42,18913.0,False,,,,0.162
25,151,1e-08,0.01,False,geometric,fixed_Hp,42,5018.0,False,,,,0.135
25,151,1e-08,0.1,False,geometric,fixed_Hp,42,2071.0,False,,,,0.085
25,151,1e-08,1.0,False,geometric,fixed_Hp,42,1461.0,False,,,,0.048
25,151,1e-08,10.0,False,geometric,fixed_Hp,42,1738.0,False,,,,0.008
25,151,1e-07,1e-07,False,geometric,fixed_Hp,42,21997.0,False,,,,0.149
25,151,1e-07,1e-06,False,geometric,fixed_Hp,42,23848.0,False,,,,0.151
25,151,1e-07,1e-05,False,geometric,fixed_Hp,42,24190.0,False,,,,0.148
25,151,1e-07,0.0001,False,geometric,fixed_Hp,42,26151.0,False,,,,0.16
25,151,1e-07,0.001,False,geometric,fixed_Hp,42,18913.0,False,,,,0.154
25,151,1e-07,0.01,False,geometric,fixed_Hp,42,5018.0,False,,,,0.136
25,151,1e-07,0.1,False,geometric,fixed_Hp,42,2071.0,False,,,,0.083
25,151,1e-07,1.0,False,geometric,fixed_Hp,42,1461.0,False,,,,0.051
25,151,1e-07,10.0,False,geometric,fixed_Hp,42,1738.0,False,,,,0.008
25,151,1e-06,1e-06,False,geometric,fixed_Hp,42,23848.0,False,,,,0.153
25,151,1e-06,1e-05,False,geometric,fixed_Hp,42,24190.0,False,,,,0.157
25,151,1e-06,0.0001,False,geometric,fixed_Hp,42,26151.0,False,,,,0.16
25,151,1e-06,0.001,False,geometric,fixed_Hp,42,18913.0,False,,,,0.16
25,151,1e-06,0.01,False,geometric,fixed_Hp,42,5018.0,False,,,,0.14
25,151,1e-06,0.1,False,geometric,fixed_Hp,42,2071.0,False,,,,0.083
25,151,1e-06,1.0,False,geometric,fixed_Hp,42,1461.0,False,,,,0.048
25,151,1e-06,10.0,False,geometric,fixed_Hp,42,1738.0,False,,,,0.008
25,151,1e-05,1e-05,False,geometric,fixed_Hp,42,24190.0,False,,,,0.152
25,151,1e-05,0.0001,False,geometric,fixed_Hp,42,26151.0,False,,,,0.155
25,151,1e-05,0.001,False,geometric,fixed_Hp,42,18913.0,False,,,,0.161
25,151,1e-05,0.01,False,geometric,fixed_Hp,42,5018.0,False,,,,0.135
25,151,1e-05,0.1,False,geometric,fixed_Hp,42,2071.0,False,,,,0.082
25,151,1e-05,1.0,False,geometric,fixed_Hp,42,1461.0,False,,,,0.049
25,151,1e-05,10.0,False,geometric,fixed_Hp,42,1738.0,False,,,,0.004
25,151,0.0001,0.0001,False,geometric,fixed_Hp,42,26151.0,False,,,,0.156
25,151,0.0001,0.001,False,geometric,fixed_Hp,42,18913.0,False,,,,0.16
25,151,0.0001,0.01,False,geometric,fixed_Hp,42,5018.0,False,,,,0.133
25,151,0.0001,0.1,False,geometric,fixed_Hp,42,2071.0,False,,,,0.084
25,151,0.0001,1.0,False,geometric,fixed_Hp,42,1461.0,False,,,,0.051
25,151,0.0001,10.0,False,geometric,fixed_Hp,42,1738.0,False,,,,0.008
25,151,0.001,0.001,False,geometric,fixed_Hp,42,18913.0,False,,,,0.157
25,151,0.001,0.01,False,geometric,fixed_Hp,42,5018.0,False,,,,0.134
25,151,0.001,0.1,False,geometric,fixed_Hp,42,2071.0,False,,,,0.081
25,151,0.001,1.0,False,geometric,fixed_Hp,42,1461.0,False,,,,0.05
25,151,0.001,10.0,False,geometric,fixed_Hp,42,1738.0,False,,,,0.008
25,151,0.01,0.01,False,geometric,fixed_Hp,42,5018.0,False,,,,0.133
25,151,0.01,0.1,False,geometric,fixed_Hp,42,2071.0,False,,,,0.082
25,151,0.01,1.0,False,geometric,fixed_Hp,42,1461.0,False,,,,0.048
25,151,0.01,10.0,False,geometric,fixed_Hp,42,1738.0,False,,,,0.007
25,151,0.1,0.1,False,geometric,fixed_Hp,42,2071.0,False,,,,0.084
25,151,0.1,1.0,False,geometric,fixed_Hp,42,1461.0,False,,,,0.048
25,151,0.1,10.0,False,geometric,fixed_Hp,42,1738.0,False,,,,0.008
25,151,1.0,1.0,False,geometric,fixed_Hp,42,1461.0,False,,,,0.047
25,151,1.0,10.0,False,geometric,fixed_Hp,42,1738.0,False,,,,0.01
25,151,10.0,10.0,False,geometric,fixed_Hp,42,1738.0,False,,,,0.006
25,151,1e-09,1e-09,False,linear,fixed_Hd,42,24452.0,False,,,,0.15
25,151,1e-09,1e-08,False,linear,fixed_Hd,42,24452.0,False,,,,0.154
25,151,1e-09,1e-07,False,linear,fixed_Hd,42,24712.0,False,,,,0.153
25,151,1e-09,1e-06,False,linear,fixed_Hd,42,25739.0,False,,,,0.149
25,151,1e-09,1e-05,False,linear,fixed_Hd,42,27851.0,False,,,,0.152
25,151,1e-09,0.0001,False,linear,fixed_Hd,42,21259.0,False,,,,0.155
25,151,1e-09,0.001,False,linear,fixed_Hd,42,16684.0,False,,,,0.157
25,151,1e-09,0.01,False,linear,fixed_Hd,42,5961.0,False,,,,0.142
25,151,1e-09,0.1,False,linear,fixed_Hd,42,2073.0,False,,,,0.112
25,151,1e-09,1.0,False,linear,fixed_Hd,42,1009.0,False,,,,0.061
25,151,1e-09,10.0,False,linear,fixed_Hd,42,1115.0,False,,,,0.016
25,151,1e-08,1e-08,False,linear,fixed_Hd,42,24452.0,False,,,,0.153
25,151,1e-08,1e-07,False,linear,fixed_Hd,42,23407.0,False,,,,0.158
25,151,1e-08,1e-06,False,linear,fixed_Hd,42,26927.0,False,,,,0.154
25,151,1e-08,1e-05,False,linear,fixed_Hd,42,23810.0,False,,,,0.149
25,151,1e-08,0.0001,False,linear,fixed_Hd,42,21259.0,False,,,,0.153
25,151,1e-08,0.001,False,linear,fixed_Hd,42,18375.0,False,,,,0.16
25,151,1e-08,0.01,False,linear,fixed_Hd,42,5301.0,False,,,,0.144
25,151,1e-08,0.1,False,linear,fixed_Hd,42,2073.0,False,,,,0.109
25,151,1e-08,1.0,False,linear,fixed_Hd,42,1009.0,False,,,,0.061
25,151,1e-08,10.0,False,linear,fixed_Hd,42,1115.0,False,,,,0.015
25,151,1e-07,1e-07,False,linear,fixed_Hd,42,21997.0,False,,,,0.154
25,151,1e-07,1e-06,False,linear,fixed_Hd,42,24387.0,False,,,,0.15
25,151,1e-07,1e-05,False,linear,fixed_Hd,42,24884.0,False,,,,0.149
25,151,1e-07,0.0001,False,linear,fixed_Hd,42,21742.0,False,,,,0.15
25,151,1e-07,0.001,False,linear,fixed_Hd,42,17341.0,False,,,,0.161
25,151,1e-07,0.01,False,linear,fixed_Hd,42,4934.0,False,,,,0.145
25,151,1e-07,0.1,False,linear,fixed_Hd,42,1989.0,False,,,,0.112
25,151,1e-07,1.0,False,linear,fixed_Hd,42,1009.0,False,,,,0.058
25,151,1e-07,10.0,False,linear,fixed_Hd,42,1115.0,False,,,,0.015
25,151,1e-06,1e-06,False,linear,fixed_Hd,42,23848.0,False,,,,0.151
25,151,1e-06,1e-05,False,linear,fixed_Hd,42,24276.0,False,,,,0.155
25,151,1e-06,0.0001,False,linear,fixed_Hd,42,21919.0,False,,,,0.151
25,151,1e-06,0.001,False,linear,fixed_Hd,42,19059.0,False,,,,0.155
25,151,1e-06,0.01,False,linear,fixed_Hd,42,4938.0,False,,,,0.145
25,151,1e-06,0.1,False,linear,fixed_Hd,42,2057.0,False,,,,0.115
25,151,1e-06,1.0,False,linear,fixed_Hd,42,989.0,False,,,,0.059
25,151,1e-06,10.0,False,linear,fixed_Hd,42,1115.0,False,,,,0.015
25,151,1e-05,1e-05,False,linear,fixed_Hd,42,24190.0,False,,,,0.162
25,151,1e-05,0.0001,False,linear,fixed_Hd,42,24762.0,False,,,,0.157
25,151,1e-05,0.001,False,linear,fixed_Hd,42,19089.0,False,,,,0.162
25,151,1e-05,0.01,False,linear,fixed_Hd,42,5765.0,False,,,,0.141
25,151,1e-05,0.1,False,linear,fixed_Hd,42,2071.0,False,,,,0.114
25,151,1e-05,1.0,False,linear,fixed_Hd,42,997.0,False,,,,0.058
25,151,1e-05,10.0,False,linear,fixed_Hd,42,1211.0,False,,,,0.015
25,151,0.0001,0.0001,False,linear,fixed_Hd,42,26151.0,False,,,,0.151
25,151,0.0001,0.001,False,linear,fixed_Hd,42,18595.0,False,,,,0.162
25,151,0.0001,0.01,False,linear,fixed_Hd,42,5866.0,False,,,,0.144
25,151,0.0001,0.1,False,linear,fixed_Hd,42,2088.0,False,,,,0.112
25,151,0.0001,1.0,False,linear,fixed_Hd,42,999.0,False,,,,0.057
25,151,0.0001,10.0,False,linear,fixed_Hd,42,1187.0,False,,,,0.017
25,151,0.001,0.001,False,linear,fixed_Hd,42,18913.0,False,,,,0.152
25,151,0.001,0.01,False,linear,fixed_Hd,42,5416.0,False,,,,0.145
25,151,0.001,0.1,False,linear,fixed_Hd,42,2061.0,False,,,,0.111
25,151,0.001,1.0,False,linear,fixed_Hd,42,1006.0,False,,,,0.06
25,151,0.001,10.0,False,linear,fixed_Hd,42,1118.0,False,,,,0.015
25,151,0.01,0.01,False,linear,fixed_Hd,42,5018.0,False,,,,0.144
25,151,0.01,0.1,False,linear,fixed_Hd,42,2011.0,False,,,,0.105
25,151,0.01,1.0,False,linear,fixed_Hd,42,1007.0,False,,,,0.058
25,151,0.01,10.0,False,linear,fixed_Hd,42,1161.0,False,,,,0.016
