n,m,beta_min,beta_max,bqm_is_normalized,space_type,annealing_type,seed,energy,feasible,minla_cost,time_s
25,151,0.001,0.001,False,power (1/2),default,456,3252.0,False,,0.131
25,151,0.001,0.001,False,power (1/2),default,789,3304.0,False,,0.134
25,151,0.001,0.001,False,power (1/2),default,999,3281.0,False,,0.135
25,151,0.001,0.01,False,power (1/2),default,42,2122.0,False,,0.102
25,151,0.001,0.01,False,power (1/2),default,123,2114.0,False,,0.098
25,151,0.001,0.01,False,power (1/2),default,456,2007.0,False,,0.1
25,151,0.001,0.01,False,power (1/2),default,789,2037.0,False,,0.102
25,151,0.001,0.01,False,power (1/2),default,999,2117.0,False,,0.101
25,151,0.001,0.1,False,power (1/2),default,42,988.0,False,,0.079
25,151,0.001,0.1,False,power (1/2),default,123,1010.0,False,,0.073
25,151,0.001,0.1,False,power (1/2),default,456,1001.0,False,,0.07
25,151,0.001,0.1,False,power (1/2),default,789,1011.0,False,,0.072
25,151,0.001,0.1,False,power (1/2),default,999,1025.0,False,,0.068
25,151,0.001,1.0,False,power (1/2),default,42,1009.0,False,,0.057
25,151,0.001,1.0,False,power (1/2),default,123,996.0,False,,0.059
25,151,0.001,1.0,False,power (1/2),default,456,1030.0,False,,0.058
25,151,0.001,1.0,False,power (1/2),default,789,1030.0,False,,0.058
25,151,0.001,1.0,False,power (1/2),default,999,1055.0,False,,0.055
25,151,0.001,10.0,False,power (1/2),default,42,1257.0,False,,0.018
25,151,0.001,10.0,False,power (1/2),default,123,1368.0,False,,0.022
25,151,0.001,10.0,False,power (1/2),default,456,1304.0,False,,0.022
25,151,0.001,10.0,False,power (1/2),default,789,1409.0,False,,0.022
25,151,0.001,10.0,False,power (1/2),default,999,1353.0,False,,0.023
25,151,0.01,0.01,False,power (1/2),default,42,2071.0,False,,0.095
25,151,0.01,0.01,False,power (1/2),default,123,2093.0,False,,0.093
25,151,0.01,0.01,False,power (1/2),default,456,2137.0,False,,0.093
25,151,0.01,0.01,False,power (1/2),default,789,2144.0,False,,0.093
25,151,0.01,0.01,False,power (1/2),default,999,2114.0,False,,0.095
25,151,0.01,0.1,False,power (1/2),default,42,1015.0,False,,0.067
25,151,0.01,0.1,False,power (1/2),default,123,1020.0,False,,0.065
25,151,0.01,0.1,False,power (1/2),default,456,998.0,False,,0.06
25,151,0.01,0.1,False,power (1/2),default,789,994.0,False,,0.063
25,151,0.01,0.1,False,power (1/2),default,999,1025.0,False,,0.068
25,151,0.01,1.0,False,power (1/2),default,42,1016.0,False,,0.057
25,151,0.01,1.0,False,power (1/2),default,123,1004.0,False,,0.057
25,151,0.01,1.0,False,power (1/2),default,456,1028.0,False,,0.06
25,151,0.01,1.0,False,power (1/2),default,789,1014.0,False,,0.056
25,151,0.01,1.0,False,power (1/2),default,999,1026.0,False,,0.055
25,151,0.01,10.0,False,power (1/2),default,42,1349.0,False,,0.024
25,151,0.01,10.0,False,power (1/2),default,123,1379.0,False,,0.023
25,151,0.01,10.0,False,power (1/2),default,456,1378.0,False,,0.023
25,151,0.01,10.0,False,power (1/2),default,789,1315.0,False,,0.02
25,151,0.01,10.0,False,power (1/2),default,999,1298.0,False,,0.022
25,151,0.1,0.1,False,power (1/2),default,42,1003.0,False,,0.061
25,151,0.1,0.1,False,power (1/2),default,123,1037.0,False,,0.055
25,151,0.1,0.1,False,power (1/2),default,456,1016.0,False,,0.059
25,151,0.1,0.1,False,power (1/2),default,789,1010.0,False,,0.059
25,151,0.1,0.1,False,power (1/2),default,999,1002.0,False,,0.056
25,151,0.1,1.0,False,power (1/2),default,42,1143.0,False,,0.049
25,151,0.1,1.0,False,power (1/2),default,123,1163.0,False,,0.057
25,151,0.1,1.0,False,power (1/2),default,456,1150.0,False,,0.056
25,151,0.1,1.0,False,power (1/2),default,789,1163.0,False,,0.056
25,151,0.1,1.0,False,power (1/2),default,999,1235.0,False,,0.05
25,151,0.1,10.0,False,power (1/2),default,42,1461.0,False,,0.017
25,151,0.1,10.0,False,power (1/2),default,123,1422.0,False,,0.018
25,151,0.1,10.0,False,power (1/2),default,456,1435.0,False,,0.02
25,151,0.1,10.0,False,power (1/2),default,789,1400.0,False,,0.02
25,151,0.1,10.0,False,power (1/2),default,999,1389.0,False,,0.023
25,151,1.0,1.0,False,power (1/2),default,42,1461.0,False,,0.048
25,151,1.0,1.0,False,power (1/2),default,123,1396.0,False,,0.049
25,151,1.0,1.0,False,power (1/2),default,456,1483.0,False,,0.05
25,151,1.0,1.0,False,power (1/2),default,789,1451.0,False,,0.049
25,151,1.0,1.0,False,power (1/2),default,999,1467.0,False,,0.051
25,151,1.0,10.0,False,power (1/2),default,42,1549.0,False,,0.018
25,151,1.0,10.0,False,power (1/2),default,123,1513.0,False,,0.02
25,151,1.0,10.0,False,power (1/2),default,456,1509.0,False,,0.019
25,151,1.0,10.0,False,power (1/2),default,789,1492.0,False,,0.018
25,151,1.0,10.0,False,power (1/2),default,999,1540.0,False,,0.019
25,151,10.0,10.0,False,power (1/2),default,42,1685.0,False,,0.012
25,151,10.0,10.0,False,power (1/2),default,123,1618.0,False,,0.014
25,151,10.0,10.0,False,power (1/2),default,456,1639.0,False,,0.013
25,151,10.0,10.0,False,power (1/2),default,789,1607.0,False,,0.014
25,151,10.0,10.0,False,power (1/2),default,999,1531.0,False,,0.014
25,151,1e-06,1e-06,False,power (2),default,42,24452.0,False,,0.152
25,151,1e-06,1e-06,False,power (2),default,123,26576.0,False,,0.157
25,151,1e-06,1e-06,False,power (2),default,456,23285.0,False,,0.154
25,151,1e-06,1e-06,False,power (2),default,789,22394.0,False,,0.15
25,151,1e-06,1e-06,False,power (2),default,999,24317.0,False,,0.147
25,151,1e-06,1e-05,False,power (2),default,42,24452.0,False,,0.156
25,151,1e-06,1e-05,False,power (2),default,123,26576.0,False,,0.158
25,151,1e-06,1e-05,False,power (2),default,456,23285.0,False,,0.149
25,151,1e-06,1e-05,False,power (2),default,789,22394.0,False,,0.146
25,151,1e-06,1e-05,False,power (2),default,999,24317.0,False,,0.166
25,151,1e-06,0.0001,False,power (2),default,42,24452.0,False,,0.159
25,151,1e-06,0.0001,False,power (2),default,123,26576.0,False,,0.155
25,151,1e-06,0.0001,False,power (2),default,456,23314.0,False,,0.157
25,151,1e-06,0.0001,False,power (2),default,789,22394.0,False,,0.16
25,151,1e-06,0.0001,False,power (2),default,999,24317.0,False,,0.155
25,151,1e-06,0.001,False,power (2),default,42,22640.0,False,,0.147
25,151,1e-06,0.001,False,power (2),default,123,26071.0,False,,0.171
25,151,1e-06,0.001,False,power (2),default,456,23742.0,False,,0.167
25,151,1e-06,0.001,False,power (2),default,789,23275.0,False,,0.163
25,151,1e-06,0.001,False,power (2),default,999,23873.0,False,,0.161
25,151,1e-06,0.01,False,power (2),default,42,22493.0,False,,0.165
25,151,1e-06,0.01,False,power (2),default,123,21412.0,False,,0.151
25,151,1e-06,0.01,False,power (2),default,456,25375.0,False,,0.161
25,151,1e-06,0.01,False,power (2),default,789,24053.0,False,,0.156
25,151,1e-06,0.01,False,power (2),default,999,22331.0,False,,0.166
25,151,1e-06,0.1,False,power (2),default,42,5281.0,False,,0.146
25,151,1e-06,0.1,False,power (2),default,123,5512.0,False,,0.145
25,151,1e-06,0.1,False,power (2),default,456,5592.0,False,,0.16
