n,m,beta_min,beta_max,bqm_is_normalized,space_type,annealing_type,seed,energy,feasible,minla_cost,time_s
25,151,0.01,10.0,False,geometric,fixed_Hp,789,1054.0,False,,25.551
25,151,0.01,10.0,False,geometric,fixed_Hp,999,1019.0,False,,25.986
25,151,0.1,0.1,False,geometric,fixed_Hp,42,2047.0,False,,14.151
25,151,0.1,0.1,False,geometric,fixed_Hp,123,2157.0,False,,14.115
25,151,0.1,0.1,False,geometric,fixed_Hp,456,2177.0,False,,14.278
25,151,0.1,0.1,False,geometric,fixed_Hp,789,2051.0,False,,14.145
25,151,0.1,0.1,False,geometric,fixed_Hp,999,2072.0,False,,14.206
25,151,0.1,1.0,False,geometric,fixed_Hp,42,1195.0,False,,14.432
25,151,0.1,1.0,False,geometric,fixed_Hp,123,1175.0,False,,14.37
25,151,0.1,1.0,False,geometric,fixed_Hp,456,1188.0,False,,13.869
25,151,0.1,1.0,False,geometric,fixed_Hp,789,1271.0,False,,14.181
25,151,0.1,1.0,False,geometric,fixed_Hp,999,1182.0,False,,14.314
25,151,0.1,10.0,False,geometric,fixed_Hp,42,1040.0,False,,24.611
25,151,0.1,10.0,False,geometric,fixed_Hp,123,1080.0,False,,25.191
25,151,0.1,10.0,False,geometric,fixed_Hp,456,1065.0,False,,24.686
25,151,0.1,10.0,False,geometric,fixed_Hp,789,1045.0,False,,24.743
25,151,0.1,10.0,False,geometric,fixed_Hp,999,1070.0,False,,24.808
25,151,1.0,1.0,False,geometric,fixed_Hp,42,1147.0,False,,14.581
25,151,1.0,1.0,False,geometric,fixed_Hp,123,1208.0,False,,14.776
25,151,1.0,1.0,False,geometric,fixed_Hp,456,1141.0,False,,14.635
25,151,1.0,1.0,False,geometric,fixed_Hp,789,1171.0,False,,14.655
25,151,1.0,1.0,False,geometric,fixed_Hp,999,1142.0,False,,14.607
25,151,1.0,10.0,False,geometric,fixed_Hp,42,1067.0,False,,23.211
25,151,1.0,10.0,False,geometric,fixed_Hp,123,1106.0,False,,23.183
25,151,1.0,10.0,False,geometric,fixed_Hp,456,1066.0,False,,23.216
25,151,1.0,10.0,False,geometric,fixed_Hp,789,1096.0,False,,23.276
25,151,1.0,10.0,False,geometric,fixed_Hp,999,1071.0,False,,23.518
25,151,10.0,10.0,False,geometric,fixed_Hp,42,1054.0,False,,27.924
25,151,10.0,10.0,False,geometric,fixed_Hp,123,1077.0,False,,27.695
25,151,10.0,10.0,False,geometric,fixed_Hp,456,1049.0,False,,27.886
25,151,10.0,10.0,False,geometric,fixed_Hp,789,1066.0,False,,27.774
25,151,10.0,10.0,False,geometric,fixed_Hp,999,1039.0,False,,28.043
25,151,1e-06,1e-06,False,geometric,fixed_Hd,42,25191.0,False,,13.447
25,151,1e-06,1e-06,False,geometric,fixed_Hd,123,26037.0,False,,13.743
25,151,1e-06,1e-06,False,geometric,fixed_Hd,456,24582.0,False,,14.15
