solver_name,sampler_type,num_vertices,graph_id,num_edges,penalty_mode,mu_thermometer,mu_bijective,energy,minla_cost,best_known_cost,is_feasible,solve_time
QWaveSampler_rotor,rotor,20,0,96,lucas,15,15,618.9487692545281,,491,False,1.2381534576416016
QWaveSampler_rotor,rotor,20,1,113,lucas,17,17,800.8663673230822,,616,False,1.163508415222168
QWaveSampler_rotor,rotor,20,2,84,lucas,12,12,536.3662593531917,,406,False,1.1222519874572754
QWaveSampler_rotor,rotor,20,3,99,lucas,16,16,681.0161352462801,,510,False,1.238185167312622
QWaveSampler_rotor,rotor,20,4,75,lucas,12,12,466.5153552308948,,378,False,1.1315374374389648
QWaveSampler_rotor,rotor,20,5,95,lucas,14,14,657.1680338862006,,522,False,1.1771962642669678
QWaveSampler_rotor,rotor,20,6,92,lucas,14,14,609.334654368582,,475,False,1.1225037574768066
QWaveSampler_rotor,rotor,20,7,94,lucas,15,15,641.5824386313543,,494,False,1.135406494140625
QWaveSampler_rotor,rotor,20,8,95,lucas,13,13,576.525950545627,,455,False,1.1323199272155762
QWaveSampler_rotor,rotor,20,9,96,lucas,15,15,654.1958438966103,,499,False,1.130324363708496
QWaveSampler_rotor,rotor,20,10,98,lucas,14,14,644.2236195700716,,503,False,1.1389989852905273
QWaveSampler_rotor,rotor,20,11,96,lucas,15,15,662.8108885870952,,490,False,1.1709678173065186
QWaveSampler_rotor,rotor,20,12,89,lucas,12,12,555.1631545105465,,438,False,1.1223475933074951
QWaveSampler_rotor,rotor,20,13,93,lucas,14,14,624.1574561523084,,467,False,1.1234512329101562
QWaveSampler_rotor,rotor,20,14,101,lucas,15,15,680.75649608598,,531,False,1.119877815246582
QWaveSampler_rotor,rotor,20,15,91,lucas,16,16,603.5097412569594,,442,False,1.1303422451019287
QWaveSampler_rotor,rotor,20,16,85,lucas,14,14,572.476462898243,,427,False,1.123284101486206
QWaveSampler_rotor,rotor,20,17,99,lucas,14,14,673.9245184165757,,529,False,1.132944107055664
QWaveSampler_rotor,rotor,20,18,99,lucas,15,15,662.7349133403841,,502,False,1.1376383304595947
QWaveSampler_rotor,rotor,20,19,93,lucas,14,14,621.5952578126617,,501,False,1.13494873046875
