num_sweeps,beta_min,beta_max,beta_schedule_type,num_sweeps_per_beta,randomize_order,proposal_acceptance_criteria,feasibility_rate,best_cost,lower_bound,approx_ratio,time_s
100,0.1,1.0,geometric,10,False,Metropolis,0.0,,593,,0.114
100,0.1,1.0,geometric,10,False,Gibbs,0.0,,593,,0.089
100,0.1,1.0,geometric,10,True,Metropolis,0.0,,593,,0.135
100,0.1,1.0,geometric,10,True,Gibbs,0.0,,593,,0.097
100,0.1,5.0,linear,1,False,Metropolis,0.0,,593,,0.111
100,0.1,5.0,linear,1,False,Gibbs,0.0,,593,,0.092
100,0.1,5.0,linear,1,True,Metropolis,0.0,,593,,0.134
100,0.1,5.0,linear,1,True,Gibbs,0.0,,593,,0.097
100,0.1,5.0,linear,5,False,Metropolis,0.0,,593,,0.116
100,0.1,5.0,linear,5,False,Gibbs,0.0,,593,,0.093
100,0.1,5.0,linear,5,True,Metropolis,0.0,,593,,0.126
100,0.1,5.0,linear,5,True,Gibbs,0.0,,593,,0.097
100,0.1,5.0,linear,10,False,Metropolis,0.0,,593,,0.111
100,0.1,5.0,linear,10,False,Gibbs,0.0,,593,,0.096
100,0.1,5.0,linear,10,True,Metropolis,0.0,,593,,0.128
100,0.1,5.0,linear,10,True,Gibbs,0.0,,593,,0.096
100,0.1,5.0,geometric,1,False,Metropolis,0.0,,593,,0.113
100,0.1,5.0,geometric,1,False,Gibbs,0.0,,593,,0.09
100,0.1,5.0,geometric,1,True,Metropolis,0.0,,593,,0.133
100,0.1,5.0,geometric,1,True,Gibbs,0.0,,593,,0.094
100,0.1,5.0,geometric,5,False,Metropolis,0.0,,593,,0.113
100,0.1,5.0,geometric,5,False,Gibbs,0.0,,593,,0.091
100,0.1,5.0,geometric,5,True,Metropolis,0.0,,593,,0.131
100,0.1,5.0,geometric,5,True,Gibbs,0.0,,593,,0.097
100,0.1,5.0,geometric,10,False,Metropolis,0.0,,593,,0.119
100,0.1,5.0,geometric,10,False,Gibbs,0.0,,593,,0.095
100,0.1,5.0,geometric,10,True,Metropolis,0.0,,593,,0.13
100,0.1,5.0,geometric,10,True,Gibbs,0.0,,593,,0.095
100,0.1,10.0,linear,1,False,Metropolis,0.0,,593,,0.107
100,0.1,10.0,linear,1,False,Gibbs,0.0,,593,,0.093
100,0.1,10.0,linear,1,True,Metropolis,0.0,,593,,0.122
100,0.1,10.0,linear,1,True,Gibbs,0.0,,593,,0.098
100,0.1,10.0,linear,5,False,Metropolis,0.0,,593,,0.106
100,0.1,10.0,linear,5,False,Gibbs,0.0,,593,,0.093
100,0.1,10.0,linear,5,True,Metropolis,0.0,,593,,0.123
100,0.1,10.0,linear,5,True,Gibbs,0.0,,593,,0.101
100,0.1,10.0,linear,10,False,Metropolis,0.0,,593,,0.108
100,0.1,10.0,linear,10,False,Gibbs,0.0,,593,,0.091
100,0.1,10.0,linear,10,True,Metropolis,0.0,,593,,0.121
100,0.1,10.0,linear,10,True,Gibbs,0.0,,593,,0.098
100,0.1,10.0,geometric,1,False,Metropolis,0.0,,593,,0.114
100,0.1,10.0,geometric,1,False,Gibbs,0.0,,593,,0.091
100,0.1,10.0,geometric,1,True,Metropolis,0.0,,593,,0.129
100,0.1,10.0,geometric,1,True,Gibbs,0.0,,593,,0.096
100,0.1,10.0,geometric,5,False,Metropolis,0.0,,593,,0.115
100,0.1,10.0,geometric,5,False,Gibbs,0.0,,593,,0.091
100,0.1,10.0,geometric,5,True,Metropolis,0.0,,593,,0.129
100,0.1,10.0,geometric,5,True,Gibbs,0.0,,593,,0.097
100,0.1,10.0,geometric,10,False,Metropolis,0.0,,593,,0.113
100,0.1,10.0,geometric,10,False,Gibbs,0.0,,593,,0.091
100,0.1,10.0,geometric,10,True,Metropolis,0.0,,593,,0.128
100,0.1,10.0,geometric,10,True,Gibbs,0.0,,593,,0.095
100,0.5,0.5,linear,1,False,Metropolis,0.0,,593,,0.116
100,0.5,0.5,linear,1,False,Gibbs,0.0,,593,,0.09
100,0.5,0.5,linear,1,True,Metropolis,0.0,,593,,0.135
100,0.5,0.5,linear,1,True,Gibbs,0.0,,593,,0.094
100,0.5,0.5,linear,5,False,Metropolis,0.0,,593,,0.112
100,0.5,0.5,linear,5,False,Gibbs,0.0,,593,,0.089
100,0.5,0.5,linear,5,True,Metropolis,0.0,,593,,0.133
100,0.5,0.5,linear,5,True,Gibbs,0.0,,593,,0.095
100,0.5,0.5,linear,10,False,Metropolis,0.0,,593,,0.115
100,0.5,0.5,linear,10,False,Gibbs,0.0,,593,,0.09
100,0.5,0.5,linear,10,True,Metropolis,0.0,,593,,0.132
100,0.5,0.5,linear,10,True,Gibbs,0.0,,593,,0.094
100,0.5,0.5,geometric,1,False,Metropolis,0.0,,593,,0.119
100,0.5,0.5,geometric,1,False,Gibbs,0.0,,593,,0.092
100,0.5,0.5,geometric,1,True,Metropolis,0.0,,593,,0.133
100,0.5,0.5,geometric,1,True,Gibbs,0.0,,593,,0.095
100,0.5,0.5,geometric,5,False,Metropolis,0.0,,593,,0.115
100,0.5,0.5,geometric,5,False,Gibbs,0.0,,593,,0.09
100,0.5,0.5,geometric,5,True,Metropolis,0.0,,593,,0.136
100,0.5,0.5,geometric,5,True,Gibbs,0.0,,593,,0.094
100,0.5,0.5,geometric,10,False,Metropolis,0.0,,593,,0.114
100,0.5,0.5,geometric,10,False,Gibbs,0.0,,593,,0.089
100,0.5,0.5,geometric,10,True,Metropolis,0.0,,593,,0.133
100,0.5,0.5,geometric,10,True,Gibbs,0.0,,593,,0.095
100,0.5,1.0,linear,1,False,Metropolis,0.0,,593,,0.119
100,0.5,1.0,linear,1,False,Gibbs,0.0,,593,,0.09
100,0.5,1.0,linear,1,True,Metropolis,0.0,,593,,0.136
100,0.5,1.0,linear,1,True,Gibbs,0.0,,593,,0.093
100,0.5,1.0,linear,5,False,Metropolis,0.0,,593,,0.115
100,0.5,1.0,linear,5,False,Gibbs,0.0,,593,,0.09
100,0.5,1.0,linear,5,True,Metropolis,0.0,,593,,0.132
100,0.5,1.0,linear,5,True,Gibbs,0.0,,593,,0.094
100,0.5,1.0,linear,10,False,Metropolis,0.0,,593,,0.115
100,0.5,1.0,linear,10,False,Gibbs,0.0,,593,,0.091
100,0.5,1.0,linear,10,True,Metropolis,0.0,,593,,0.137
100,0.5,1.0,linear,10,True,Gibbs,0.0,,593,,0.097
100,0.5,1.0,geometric,1,False,Metropolis,0.0,,593,,0.116
100,0.5,1.0,geometric,1,False,Gibbs,0.0,,593,,0.091
100,0.5,1.0,geometric,1,True,Metropolis,0.0,,593,,0.135
100,0.5,1.0,geometric,1,True,Gibbs,0.0,,593,,0.095
100,0.5,1.0,geometric,5,False,Metropolis,0.0,,593,,0.116
100,0.5,1.0,geometric,5,False,Gibbs,0.0,,593,,0.089
100,0.5,1.0,geometric,5,True,Metropolis,0.0,,593,,0.133
100,0.5,1.0,geometric,5,True,Gibbs,0.0,,593,,0.096
100,0.5,1.0,geometric,10,False,Metropolis,0.0,,593,,0.118
100,0.5,1.0,geometric,10,False,Gibbs,0.0,,593,,0.091
100,0.5,1.0,geometric,10,True,Metropolis,0.0,,593,,0.136
100,0.5,1.0,geometric,10,True,Gibbs,0.0,,593,,0.1
100,0.5,5.0,linear,1,False,Metropolis,0.0,,593,,0.118
100,0.5,5.0,linear,1,False,Gibbs,0.0,,593,,0.093
100,0.5,5.0,linear,1,True,Metropolis,0.0,,593,,0.144
100,0.5,5.0,linear,1,True,Gibbs,0.0,,593,,0.097
100,0.5,5.0,linear,5,False,Metropolis,0.0,,593,,0.112
100,0.5,5.0,linear,5,False,Gibbs,0.0,,593,,0.092
100,0.5,5.0,linear,5,True,Metropolis,0.0,,593,,0.127
100,0.5,5.0,linear,5,True,Gibbs,0.0,,593,,0.104
100,0.5,5.0,linear,10,False,Metropolis,0.0,,593,,0.113
100,0.5,5.0,linear,10,False,Gibbs,0.0,,593,,0.093
100,0.5,5.0,linear,10,True,Metropolis,0.0,,593,,0.126
100,0.5,5.0,linear,10,True,Gibbs,0.0,,593,,0.096
100,0.5,5.0,geometric,1,False,Metropolis,0.0,,593,,0.113
100,0.5,5.0,geometric,1,False,Gibbs,0.0,,593,,0.092
100,0.5,5.0,geometric,1,True,Metropolis,0.0,,593,,0.129
100,0.5,5.0,geometric,1,True,Gibbs,0.0,,593,,0.097
100,0.5,5.0,geometric,5,False,Metropolis,0.0,,593,,0.113
100,0.5,5.0,geometric,5,False,Gibbs,0.0,,593,,0.093
100,0.5,5.0,geometric,5,True,Metropolis,0.0,,593,,0.135
100,0.5,5.0,geometric,5,True,Gibbs,0.0,,593,,0.098
100,0.5,5.0,geometric,10,False,Metropolis,0.0,,593,,0.115
100,0.5,5.0,geometric,10,False,Gibbs,0.0,,593,,0.09
100,0.5,5.0,geometric,10,True,Metropolis,0.0,,593,,0.13
100,0.5,5.0,geometric,10,True,Gibbs,0.0,,593,,0.097
100,0.5,10.0,linear,1,False,Metropolis,0.0,,593,,0.108
100,0.5,10.0,linear,1,False,Gibbs,0.0,,593,,0.092
100,0.5,10.0,linear,1,True,Metropolis,0.0,,593,,0.12
100,0.5,10.0,linear,1,True,Gibbs,0.0,,593,,0.099
100,0.5,10.0,linear,5,False,Metropolis,0.0,,593,,0.108
100,0.5,10.0,linear,5,False,Gibbs,0.0,,593,,0.091
100,0.5,10.0,linear,5,True,Metropolis,0.0,,593,,0.12
100,0.5,10.0,linear,5,True,Gibbs,0.0,,593,,0.098
100,0.5,10.0,linear,10,False,Metropolis,0.0,,593,,0.108
100,0.5,10.0,linear,10,False,Gibbs,0.0,,593,,0.091
100,0.5,10.0,linear,10,True,Metropolis,0.0,,593,,0.12
100,0.5,10.0,linear,10,True,Gibbs,0.0,,593,,0.098
100,0.5,10.0,geometric,1,False,Metropolis,0.0,,593,,0.113
100,0.5,10.0,geometric,1,False,Gibbs,0.0,,593,,0.092
100,0.5,10.0,geometric,1,True,Metropolis,0.0,,593,,0.126
100,0.5,10.0,geometric,1,True,Gibbs,0.0,,593,,0.098
100,0.5,10.0,geometric,5,False,Metropolis,0.0,,593,,0.112
100,0.5,10.0,geometric,5,False,Gibbs,0.0,,593,,0.091
100,0.5,10.0,geometric,5,True,Metropolis,0.0,,593,,0.125
100,0.5,10.0,geometric,5,True,Gibbs,0.0,,593,,0.098
100,0.5,10.0,geometric,10,False,Metropolis,0.0,,593,,0.114
100,0.5,10.0,geometric,10,False,Gibbs,0.0,,593,,0.092
100,0.5,10.0,geometric,10,True,Metropolis,0.0,,593,,0.126
100,0.5,10.0,geometric,10,True,Gibbs,0.0,,593,,0.096
500,1e-09,0.1,linear,1,False,Metropolis,0.0,,593,,0.42
500,1e-09,0.1,linear,1,False,Gibbs,0.0,,593,,0.297
500,1e-09,0.1,linear,1,True,Metropolis,0.0,,593,,0.525
500,1e-09,0.1,linear,1,True,Gibbs,0.0,,593,,0.326
500,1e-09,0.1,linear,5,False,Metropolis,0.0,,593,,0.419
500,1e-09,0.1,linear,5,False,Gibbs,0.0,,593,,0.296
500,1e-09,0.1,linear,5,True,Metropolis,0.0,,593,,0.521
500,1e-09,0.1,linear,5,True,Gibbs,0.0,,593,,0.316
500,1e-09,0.1,linear,10,False,Metropolis,0.0,,593,,0.42
500,1e-09,0.1,linear,10,False,Gibbs,0.0,,593,,0.303
500,1e-09,0.1,linear,10,True,Metropolis,0.0,,593,,0.522
500,1e-09,0.1,linear,10,True,Gibbs,0.0,,593,,0.319
500,1e-09,0.1,geometric,1,False,Metropolis,0.0,,593,,0.418
500,1e-09,0.1,geometric,1,False,Gibbs,0.0,,593,,0.295
500,1e-09,0.1,geometric,1,True,Metropolis,0.0,,593,,0.523
500,1e-09,0.1,geometric,1,True,Gibbs,0.0,,593,,0.322
500,1e-09,0.1,geometric,5,False,Metropolis,0.0,,593,,0.411
500,1e-09,0.1,geometric,5,False,Gibbs,0.0,,593,,0.295
500,1e-09,0.1,geometric,5,True,Metropolis,0.0,,593,,0.523
500,1e-09,0.1,geometric,5,True,Gibbs,0.0,,593,,0.322
500,1e-09,0.1,geometric,10,False,Metropolis,0.0,,593,,0.419
500,1e-09,0.1,geometric,10,False,Gibbs,0.0,,593,,0.3
500,1e-09,0.1,geometric,10,True,Metropolis,0.0,,593,,0.523
500,1e-09,0.1,geometric,10,True,Gibbs,0.0,,593,,0.319
500,1e-09,0.3,linear,1,False,Metropolis,0.0,,593,,0.424
500,1e-09,0.3,linear,1,False,Gibbs,0.0,,593,,0.296
500,1e-09,0.3,linear,1,True,Metropolis,0.0,,593,,0.521
500,1e-09,0.3,linear,1,True,Gibbs,0.0,,593,,0.322
500,1e-09,0.3,linear,5,False,Metropolis,0.0,,593,,0.416
500,1e-09,0.3,linear,5,False,Gibbs,0.0,,593,,0.299
500,1e-09,0.3,linear,5,True,Metropolis,0.0,,593,,0.522
500,1e-09,0.3,linear,5,True,Gibbs,0.0,,593,,0.318
500,1e-09,0.3,linear,10,False,Metropolis,0.0,,593,,0.422
500,1e-09,0.3,linear,10,False,Gibbs,0.0,,593,,0.3
500,1e-09,0.3,linear,10,True,Metropolis,0.0,,593,,0.52
500,1e-09,0.3,linear,10,True,Gibbs,0.0,,593,,0.322
500,1e-09,0.3,geometric,1,False,Metropolis,0.0,,593,,0.421
500,1e-09,0.3,geometric,1,False,Gibbs,0.0,,593,,0.297
500,1e-09,0.3,geometric,1,True,Metropolis,0.0,,593,,0.525
500,1e-09,0.3,geometric,1,True,Gibbs,0.0,,593,,0.322
500,1e-09,0.3,geometric,5,False,Metropolis,0.0,,593,,0.42
500,1e-09,0.3,geometric,5,False,Gibbs,0.0,,593,,0.298
500,1e-09,0.3,geometric,5,True,Metropolis,0.0,,593,,0.524
500,1e-09,0.3,geometric,5,True,Gibbs,0.0,,593,,0.32
500,1e-09,0.3,geometric,10,False,Metropolis,0.0,,593,,0.415
500,1e-09,0.3,geometric,10,False,Gibbs,0.0,,593,,0.296
500,1e-09,0.3,geometric,10,True,Metropolis,0.0,,593,,0.522
500,1e-09,0.3,geometric,10,True,Gibbs,0.0,,593,,0.322
500,1e-09,0.5,linear,1,False,Metropolis,0.0,,593,,0.432
500,1e-09,0.5,linear,1,False,Gibbs,0.0,,593,,0.299
500,1e-09,0.5,linear,1,True,Metropolis,0.0,,593,,0.53
500,1e-09,0.5,linear,1,True,Gibbs,0.0,,593,,0.327
500,1e-09,0.5,linear,5,False,Metropolis,0.0,,593,,0.424
500,1e-09,0.5,linear,5,False,Gibbs,0.0,,593,,0.302
500,1e-09,0.5,linear,5,True,Metropolis,0.0,,593,,0.525
500,1e-09,0.5,linear,5,True,Gibbs,0.0,,593,,0.324
500,1e-09,0.5,linear,10,False,Metropolis,0.0,,593,,0.43
500,1e-09,0.5,linear,10,False,Gibbs,0.0,,593,,0.302
500,1e-09,0.5,linear,10,True,Metropolis,0.0,,593,,0.521
500,1e-09,0.5,linear,10,True,Gibbs,0.0,,593,,0.324
500,1e-09,0.5,geometric,1,False,Metropolis,0.0,,593,,0.43
500,1e-09,0.5,geometric,1,False,Gibbs,0.0,,593,,0.3
500,1e-09,0.5,geometric,1,True,Metropolis,0.0,,593,,0.526
500,1e-09,0.5,geometric,1,True,Gibbs,0.0,,593,,0.32
500,1e-09,0.5,geometric,5,False,Metropolis,0.0,,593,,0.424
500,1e-09,0.5,geometric,5,False,Gibbs,0.0,,593,,0.298
500,1e-09,0.5,geometric,5,True,Metropolis,0.0,,593,,0.533
500,1e-09,0.5,geometric,5,True,Gibbs,0.0,,593,,0.321
500,1e-09,0.5,geometric,10,False,Metropolis,0.0,,593,,0.419
500,1e-09,0.5,geometric,10,False,Gibbs,0.0,,593,,0.297
500,1e-09,0.5,geometric,10,True,Metropolis,0.0,,593,,0.525
500,1e-09,0.5,geometric,10,True,Gibbs,0.0,,593,,0.324
500,1e-09,1.0,linear,1,False,Metropolis,0.0,,593,,0.43
500,1e-09,1.0,linear,1,False,Gibbs,0.0,,593,,0.305
500,1e-09,1.0,linear,1,True,Metropolis,0.0,,593,,0.522
500,1e-09,1.0,linear,1,True,Gibbs,0.0,,593,,0.334
500,1e-09,1.0,linear,5,False,Metropolis,0.0,,593,,0.43
500,1e-09,1.0,linear,5,False,Gibbs,0.0,,593,,0.304
500,1e-09,1.0,linear,5,True,Metropolis,0.0,,593,,0.525
500,1e-09,1.0,linear,5,True,Gibbs,0.0,,593,,0.326
500,1e-09,1.0,linear,10,False,Metropolis,0.0,,593,,0.433
500,1e-09,1.0,linear,10,False,Gibbs,0.0,,593,,0.305
500,1e-09,1.0,linear,10,True,Metropolis,0.0,,593,,0.521
500,1e-09,1.0,linear,10,True,Gibbs,0.0,,593,,0.329
500,1e-09,1.0,geometric,1,False,Metropolis,0.0,,593,,0.421
500,1e-09,1.0,geometric,1,False,Gibbs,0.0,,593,,0.297
500,1e-09,1.0,geometric,1,True,Metropolis,0.0,,593,,0.527
500,1e-09,1.0,geometric,1,True,Gibbs,0.0,,593,,0.324
500,1e-09,1.0,geometric,5,False,Metropolis,0.0,,593,,0.419
500,1e-09,1.0,geometric,5,False,Gibbs,0.0,,593,,0.298
500,1e-09,1.0,geometric,5,True,Metropolis,0.0,,593,,0.529
500,1e-09,1.0,geometric,5,True,Gibbs,0.0,,593,,0.325
500,1e-09,1.0,geometric,10,False,Metropolis,0.0,,593,,0.42
500,1e-09,1.0,geometric,10,False,Gibbs,0.0,,593,,0.3
500,1e-09,1.0,geometric,10,True,Metropolis,0.0,,593,,0.521
500,1e-09,1.0,geometric,10,True,Gibbs,0.0,,593,,0.321
500,1e-09,5.0,linear,1,False,Metropolis,0.0,,593,,0.412
500,1e-09,5.0,linear,1,False,Gibbs,0.0,,593,,0.315
500,1e-09,5.0,linear,1,True,Metropolis,0.0,,593,,0.503
500,1e-09,5.0,linear,1,True,Gibbs,0.0,,593,,0.343
500,1e-09,5.0,linear,5,False,Metropolis,0.0,,593,,0.415
500,1e-09,5.0,linear,5,False,Gibbs,0.0,,593,,0.315
500,1e-09,5.0,linear,5,True,Metropolis,0.0,,593,,0.488
500,1e-09,5.0,linear,5,True,Gibbs,0.0,,593,,0.341
500,1e-09,5.0,linear,10,False,Metropolis,0.0,,593,,0.416
500,1e-09,5.0,linear,10,False,Gibbs,0.0,,593,,0.318
500,1e-09,5.0,linear,10,True,Metropolis,0.0,,593,,0.496
500,1e-09,5.0,linear,10,True,Gibbs,0.0,,593,,0.34
500,1e-09,5.0,geometric,1,False,Metropolis,0.0,,593,,0.419
500,1e-09,5.0,geometric,1,False,Gibbs,0.0,,593,,0.305
500,1e-09,5.0,geometric,1,True,Metropolis,0.0,,593,,0.522
500,1e-09,5.0,geometric,1,True,Gibbs,0.0,,593,,0.327
500,1e-09,5.0,geometric,5,False,Metropolis,0.0,,593,,0.432
500,1e-09,5.0,geometric,5,False,Gibbs,0.0,,593,,0.308
500,1e-09,5.0,geometric,5,True,Metropolis,0.0,,593,,0.526
500,1e-09,5.0,geometric,5,True,Gibbs,0.0,,593,,0.331
500,1e-09,5.0,geometric,10,False,Metropolis,0.0,,593,,0.423
500,1e-09,5.0,geometric,10,False,Gibbs,0.0,,593,,0.3
500,1e-09,5.0,geometric,10,True,Metropolis,0.0,,593,,0.525
500,1e-09,5.0,geometric,10,True,Gibbs,0.0,,593,,0.328
500,1e-09,10.0,linear,1,False,Metropolis,0.0,,593,,0.397
500,1e-09,10.0,linear,1,False,Gibbs,0.0,,593,,0.319
500,1e-09,10.0,linear,1,True,Metropolis,0.0,,593,,0.464
500,1e-09,10.0,linear,1,True,Gibbs,0.0,,593,,0.347
500,1e-09,10.0,linear,5,False,Metropolis,0.0,,593,,0.392
500,1e-09,10.0,linear,5,False,Gibbs,0.0,,593,,0.318
500,1e-09,10.0,linear,5,True,Metropolis,0.0,,593,,0.466
500,1e-09,10.0,linear,5,True,Gibbs,0.0,,593,,0.348
500,1e-09,10.0,linear,10,False,Metropolis,0.0,,593,,0.394
500,1e-09,10.0,linear,10,False,Gibbs,0.0,,593,,0.315
500,1e-09,10.0,linear,10,True,Metropolis,0.0,,593,,0.464
500,1e-09,10.0,linear,10,True,Gibbs,0.0,,593,,0.346
500,1e-09,10.0,geometric,1,False,Metropolis,0.0,,593,,0.414
500,1e-09,10.0,geometric,1,False,Gibbs,0.0,,593,,0.299
500,1e-09,10.0,geometric,1,True,Metropolis,0.0,,593,,0.518
500,1e-09,10.0,geometric,1,True,Gibbs,0.0,,593,,0.327
500,1e-09,10.0,geometric,5,False,Metropolis,0.0,,593,,0.417
500,1e-09,10.0,geometric,5,False,Gibbs,0.0,,593,,0.298
500,1e-09,10.0,geometric,5,True,Metropolis,0.0,,593,,0.523
500,1e-09,10.0,geometric,5,True,Gibbs,0.0,,593,,0.33
500,1e-09,10.0,geometric,10,False,Metropolis,0.0,,593,,0.414
500,1e-09,10.0,geometric,10,False,Gibbs,0.0,,593,,0.301
500,1e-09,10.0,geometric,10,True,Metropolis,0.0,,593,,0.526
500,1e-09,10.0,geometric,10,True,Gibbs,0.0,,593,,0.332
500,0.01,0.1,linear,1,False,Metropolis,0.0,,593,,0.426
500,0.01,0.1,linear,1,False,Gibbs,0.0,,593,,0.296
500,0.01,0.1,linear,1,True,Metropolis,0.0,,593,,0.52
500,0.01,0.1,linear,1,True,Gibbs,0.0,,593,,0.361
500,0.01,0.1,linear,5,False,Metropolis,0.0,,593,,0.442
500,0.01,0.1,linear,5,False,Gibbs,0.0,,593,,0.319
500,0.01,0.1,linear,5,True,Metropolis,0.0,,593,,0.533
500,0.01,0.1,linear,5,True,Gibbs,0.0,,593,,0.351
500,0.01,0.1,linear,10,False,Metropolis,0.0,,593,,0.455
500,0.01,0.1,linear,10,False,Gibbs,0.0,,593,,0.319
500,0.01,0.1,linear,10,True,Metropolis,0.0,,593,,0.552
500,0.01,0.1,linear,10,True,Gibbs,0.0,,593,,0.335
500,0.01,0.1,geometric,1,False,Metropolis,0.0,,593,,0.442
500,0.01,0.1,geometric,1,False,Gibbs,0.0,,593,,0.314
500,0.01,0.1,geometric,1,True,Metropolis,0.0,,593,,0.543
500,0.01,0.1,geometric,1,True,Gibbs,0.0,,593,,0.322
500,0.01,0.1,geometric,5,False,Metropolis,0.0,,593,,0.434
500,0.01,0.1,geometric,5,False,Gibbs,0.0,,593,,0.323
500,0.01,0.1,geometric,5,True,Metropolis,0.0,,593,,0.543
500,0.01,0.1,geometric,5,True,Gibbs,0.0,,593,,0.349
500,0.01,0.1,geometric,10,False,Metropolis,0.0,,593,,0.423
500,0.01,0.1,geometric,10,False,Gibbs,0.0,,593,,0.299
500,0.01,0.1,geometric,10,True,Metropolis,0.0,,593,,0.525
500,0.01,0.1,geometric,10,True,Gibbs,0.0,,593,,0.321
500,0.01,0.3,linear,1,False,Metropolis,0.0,,593,,0.423
500,0.01,0.3,linear,1,False,Gibbs,0.0,,593,,0.303
500,0.01,0.3,linear,1,True,Metropolis,0.0,,593,,0.534
500,0.01,0.3,linear,1,True,Gibbs,0.0,,593,,0.321
500,0.01,0.3,linear,5,False,Metropolis,0.0,,593,,0.422
500,0.01,0.3,linear,5,False,Gibbs,0.0,,593,,0.302
500,0.01,0.3,linear,5,True,Metropolis,0.0,,593,,0.525
500,0.01,0.3,linear,5,True,Gibbs,0.0,,593,,0.322
500,0.01,0.3,linear,10,False,Metropolis,0.0,,593,,0.427
500,0.01,0.3,linear,10,False,Gibbs,0.0,,593,,0.301
500,0.01,0.3,linear,10,True,Metropolis,0.0,,593,,0.521
500,0.01,0.3,linear,10,True,Gibbs,0.0,,593,,0.323
500,0.01,0.3,geometric,1,False,Metropolis,0.0,,593,,0.428
500,0.01,0.3,geometric,1,False,Gibbs,0.0,,593,,0.299
500,0.01,0.3,geometric,1,True,Metropolis,0.0,,593,,0.531
500,0.01,0.3,geometric,1,True,Gibbs,0.0,,593,,0.322
500,0.01,0.3,geometric,5,False,Metropolis,0.0,,593,,0.419
500,0.01,0.3,geometric,5,False,Gibbs,0.0,,593,,0.298
500,0.01,0.3,geometric,5,True,Metropolis,0.0,,593,,0.521
500,0.01,0.3,geometric,5,True,Gibbs,0.0,,593,,0.318
500,0.01,0.3,geometric,10,False,Metropolis,0.0,,593,,0.419
500,0.01,0.3,geometric,10,False,Gibbs,0.0,,593,,0.297
500,0.01,0.3,geometric,10,True,Metropolis,0.0,,593,,0.527
500,0.01,0.3,geometric,10,True,Gibbs,0.0,,593,,0.323
500,0.01,0.5,linear,1,False,Metropolis,0.0,,593,,0.425
500,0.01,0.5,linear,1,False,Gibbs,0.0,,593,,0.305
500,0.01,0.5,linear,1,True,Metropolis,0.0,,593,,0.525
500,0.01,0.5,linear,1,True,Gibbs,0.0,,593,,0.325
500,0.01,0.5,linear,5,False,Metropolis,0.0,,593,,0.428
500,0.01,0.5,linear,5,False,Gibbs,0.0,,593,,0.307
500,0.01,0.5,linear,5,True,Metropolis,0.0,,593,,0.528
500,0.01,0.5,linear,5,True,Gibbs,0.0,,593,,0.326
500,0.01,0.5,linear,10,False,Metropolis,0.0,,593,,0.433
500,0.01,0.5,linear,10,False,Gibbs,0.0,,593,,0.301
500,0.01,0.5,linear,10,True,Metropolis,0.0,,593,,0.525
500,0.01,0.5,linear,10,True,Gibbs,0.0,,593,,0.325
500,0.01,0.5,geometric,1,False,Metropolis,0.0,,593,,0.43
500,0.01,0.5,geometric,1,False,Gibbs,0.0,,593,,0.305
500,0.01,0.5,geometric,1,True,Metropolis,0.0,,593,,0.526
500,0.01,0.5,geometric,1,True,Gibbs,0.0,,593,,0.328
500,0.01,0.5,geometric,5,False,Metropolis,0.0,,593,,0.429
500,0.01,0.5,geometric,5,False,Gibbs,0.0,,593,,0.305
500,0.01,0.5,geometric,5,True,Metropolis,0.0,,593,,0.53
500,0.01,0.5,geometric,5,True,Gibbs,0.0,,593,,0.322
500,0.01,0.5,geometric,10,False,Metropolis,0.0,,593,,0.438
500,0.01,0.5,geometric,10,False,Gibbs,0.0,,593,,0.301
500,0.01,0.5,geometric,10,True,Metropolis,0.0,,593,,0.527
500,0.01,0.5,geometric,10,True,Gibbs,0.0,,593,,0.325
500,0.01,1.0,linear,1,False,Metropolis,0.0,,593,,0.434
500,0.01,1.0,linear,1,False,Gibbs,0.0,,593,,0.305
500,0.01,1.0,linear,1,True,Metropolis,0.0,,593,,0.533
500,0.01,1.0,linear,1,True,Gibbs,0.0,,593,,0.335
500,0.01,1.0,linear,5,False,Metropolis,0.0,,593,,0.435
500,0.01,1.0,linear,5,False,Gibbs,0.0,,593,,0.304
500,0.01,1.0,linear,5,True,Metropolis,0.0,,593,,0.529
500,0.01,1.0,linear,5,True,Gibbs,0.0,,593,,0.329
500,0.01,1.0,linear,10,False,Metropolis,0.0,,593,,0.442
500,0.01,1.0,linear,10,False,Gibbs,0.0,,593,,0.309
500,0.01,1.0,linear,10,True,Metropolis,0.0,,593,,0.528
500,0.01,1.0,linear,10,True,Gibbs,0.0,,593,,0.335
500,0.01,1.0,geometric,1,False,Metropolis,0.0,,593,,0.43
500,0.01,1.0,geometric,1,False,Gibbs,0.0,,593,,0.304
500,0.01,1.0,geometric,1,True,Metropolis,0.0,,593,,0.536
500,0.01,1.0,geometric,1,True,Gibbs,0.0,,593,,0.326
500,0.01,1.0,geometric,5,False,Metropolis,0.0,,593,,0.432
500,0.01,1.0,geometric,5,False,Gibbs,0.0,,593,,0.307
500,0.01,1.0,geometric,5,True,Metropolis,0.0,,593,,0.529
500,0.01,1.0,geometric,5,True,Gibbs,0.0,,593,,0.325
500,0.01,1.0,geometric,10,False,Metropolis,0.0,,593,,0.436
500,0.01,1.0,geometric,10,False,Gibbs,0.0,,593,,0.305
500,0.01,1.0,geometric,10,True,Metropolis,0.0,,593,,0.527
