solver_name,beta_schedule_type,num_vertices,graph_id,num_edges,penalty_mode,mu_thermometer,mu_bijective,energy,minla_cost,best_known_cost,is_feasible,solve_time
QWaveSampler_linear,linear,25,0,146,lucas,17,17,981.0,981,997,True,6.249205589294434
QWaveSampler_linear,linear,25,1,144,lucas,17,17,972.0,,940,False,6.178248405456543
QWaveSampler_linear,linear,25,2,151,lucas,17,17,1037.0,,1014,False,6.1935951709747314
QWaveSampler_linear,linear,25,3,138,lucas,18,18,897.0,,857,False,6.236006259918213
QWaveSampler_linear,linear,25,4,133,lucas,17,17,926.0,,843,False,6.176921844482422
QWaveSampler_linear,linear,25,5,139,lucas,16,16,944.0,,877,False,6.154885292053223
QWaveSampler_linear,linear,25,6,139,lucas,18,18,926.0,,879,False,6.17055869102478
QWaveSampler_linear,linear,25,7,145,lucas,18,18,988.0,,980,False,6.208646297454834
QWaveSampler_linear,linear,25,8,163,lucas,20,20,1110.0,,1059,False,6.190460920333862
QWaveSampler_linear,linear,25,9,145,lucas,16,16,983.0,,926,False,6.171311378479004
QWaveSampler_linear,linear,25,10,145,lucas,17,17,998.0,,939,False,6.159653186798096
QWaveSampler_linear,linear,25,11,152,lucas,19,19,1042.0,,983,False,6.259781122207642
QWaveSampler_linear,linear,25,12,150,lucas,16,16,1078.0,,981,False,6.422931909561157
QWaveSampler_linear,linear,25,13,142,lucas,20,20,970.0,970,882,True,6.189836025238037
QWaveSampler_linear,linear,25,14,137,lucas,17,17,953.0,,854,False,6.2031333446502686
QWaveSampler_linear,linear,25,15,153,lucas,17,17,1030.0,1030,1056,True,6.185279846191406
QWaveSampler_linear,linear,25,16,139,lucas,18,18,960.0,,889,False,6.179274082183838
QWaveSampler_linear,linear,25,17,152,lucas,17,17,1061.0,,1009,False,6.175068378448486
QWaveSampler_linear,linear,25,18,157,lucas,18,18,1080.0,,1082,False,6.201056957244873
QWaveSampler_linear,linear,25,19,142,lucas,17,17,947.0,,932,False,6.614053010940552
QWaveSampler_linear,linear,25,20,147,lucas,21,21,952.0,,934,False,6.44226336479187
QWaveSampler_linear,linear,25,21,136,lucas,18,18,908.0,,893,False,6.486129522323608
QWaveSampler_linear,linear,25,22,148,lucas,19,19,991.0,,977,False,6.421060085296631
QWaveSampler_linear,linear,25,23,132,lucas,18,18,952.0,,853,False,6.740909576416016
QWaveSampler_linear,linear,25,24,144,lucas,19,19,951.0,,944,False,6.428558349609375
QWaveSampler_linear,linear,25,25,143,lucas,17,17,972.0,,892,False,6.240770578384399
QWaveSampler_linear,linear,25,26,139,lucas,17,17,882.0,,890,False,6.256692886352539
QWaveSampler_linear,linear,25,27,152,lucas,19,19,1055.0,,1003,False,6.261941194534302
QWaveSampler_linear,linear,25,28,163,lucas,18,18,1203.0,,1092,False,6.292587041854858
QWaveSampler_linear,linear,25,29,143,lucas,15,15,905.0,,885,False,6.318549394607544
QWaveSampler_linear,linear,25,30,147,lucas,18,18,988.0,,931,False,6.242758750915527
QWaveSampler_linear,linear,25,31,151,lucas,16,16,1154.0,,1013,False,6.128255844116211
QWaveSampler_linear,linear,25,32,156,lucas,18,18,1067.0,,1023,False,6.187110662460327
QWaveSampler_linear,linear,25,33,144,lucas,17,17,985.0,,938,False,6.1644110679626465
QWaveSampler_linear,linear,25,34,148,lucas,17,17,1028.0,,967,False,6.176478385925293
QWaveSampler_linear,linear,25,35,154,lucas,17,17,1132.0,,1067,False,6.162943124771118
QWaveSampler_linear,linear,25,36,151,lucas,21,21,1056.0,,989,False,6.140336275100708
QWaveSampler_linear,linear,25,37,167,lucas,18,18,1206.0,,1131,False,6.130837917327881
QWaveSampler_linear,linear,25,38,146,lucas,19,19,1024.0,,952,False,6.1399195194244385
QWaveSampler_linear,linear,25,39,156,lucas,17,17,1080.0,,1025,False,6.201987266540527
QWaveSampler_linear,linear,25,40,137,lucas,17,17,902.0,,884,False,6.128780126571655
QWaveSampler_linear,linear,25,41,158,lucas,18,18,1130.0,,1054,False,6.122572660446167
QWaveSampler_linear,linear,25,42,147,lucas,17,17,946.0,,906,False,6.225008010864258
QWaveSampler_linear,linear,25,43,155,lucas,17,17,1113.0,,1051,False,6.127068281173706
QWaveSampler_linear,linear,25,44,131,lucas,19,19,890.0,,869,False,6.110037326812744
QWaveSampler_linear,linear,25,45,152,lucas,16,16,1085.0,,1010,False,6.146480083465576
QWaveSampler_linear,linear,25,46,146,lucas,17,17,997.0,,986,False,6.141840219497681
QWaveSampler_linear,linear,25,47,158,lucas,18,18,1121.0,,1053,False,6.135399580001831
QWaveSampler_linear,linear,25,48,140,lucas,17,17,958.0,,880,False,6.170612812042236
QWaveSampler_linear,linear,25,49,131,lucas,18,18,904.0,,863,False,6.181630849838257
