n,m,beta_min,beta_max,energy,feasible,minla_cost,optimal_cost,relative_gap,time_s
15,52,1e-06,1e-06,14.127906976743725,False,,195,,0.878
15,52,1e-06,5e-05,12.979651162790237,False,,195,,0.857
15,52,1e-06,1e-05,12.287790697673959,False,,195,,0.856
15,52,1e-06,0.0005,11.950581395348383,False,,195,,0.878
15,52,1e-06,0.0001,11.872093023255358,False,,195,,0.877
15,52,1e-06,0.005,11.93604651162745,False,,195,,0.858
15,52,1e-06,0.001,11.447674418604196,False,,195,,0.866
15,52,1e-06,0.05,12.31395348837163,False,,195,,0.872
15,52,1e-06,0.01,10.904069767441399,False,,195,,0.874
15,52,1e-06,0.5,7.418604651162298,False,,195,,0.882
15,52,1e-06,1.0,7.9709302325576585,False,,195,,0.907
15,52,1e-06,5.0,3.523255813952982,False,,195,,0.862
15,52,1e-06,10.0,2.8633720930227256,False,,195,,0.871
15,52,1e-06,50.0,1.0726744186039578,False,,195,,0.861
15,52,1e-06,100.0,0.7267441860458579,False,,195,,0.864
15,52,1e-06,500.0,0.6511627906970006,True,224.0,195,0.14871794871794872,0.861
15,52,1e-06,1000.0,0.6656976744179239,True,229.0,195,0.17435897435897435,0.86
15,52,1e-06,5000.0,0.7122093023248848,False,,195,,0.866
15,52,1e-06,10000.0,0.6540697674411806,False,,195,,0.878
15,52,1e-06,50000.0,0.6656976744179204,True,229.0,195,0.17435897435897435,0.87
15,52,1e-06,100000.0,0.7005813953481859,False,,195,,0.874
15,52,1e-06,500000.0,0.6947674418597707,False,,195,,0.86
15,52,1e-06,1000000.0,0.6715116279062752,False,,195,,0.895
15,52,5e-05,5e-05,10.470930232557674,False,,195,,0.881
15,52,5e-05,0.0005,10.430232558139075,False,,195,,0.872
15,52,5e-05,0.0001,11.671511627906517,False,,195,,0.88
15,52,5e-05,0.005,13.139534883720465,False,,195,,0.869
15,52,5e-05,0.001,10.97093023255768,False,,195,,0.869
15,52,5e-05,0.05,11.665697674418148,False,,195,,0.874
15,52,5e-05,0.01,11.505813953487914,False,,195,,0.872
15,52,5e-05,0.5,8.654069767441399,False,,195,,0.867
15,52,5e-05,1.0,8.02034883720886,False,,195,,0.867
15,52,5e-05,5.0,4.133720930232052,False,,195,,0.877
15,52,5e-05,10.0,2.5377906976738487,False,,195,,0.881
15,52,5e-05,50.0,1.229651162790013,False,,195,,0.868
15,52,5e-05,100.0,0.8720930232550774,False,,195,,0.896
15,52,5e-05,500.0,0.6802325581389006,False,,195,,0.874
15,52,5e-05,1000.0,0.6744186046504748,True,232.0,195,0.18974358974358974,0.878
15,52,5e-05,5000.0,0.6860465116272181,False,,195,,0.875
15,52,5e-05,10000.0,0.6715116279062894,False,,195,,0.877
15,52,5e-05,50000.0,0.6831395348830753,False,,195,,0.866
15,52,5e-05,100000.0,0.6744186046504588,True,232.0,195,0.18974358974358974,0.86
15,52,5e-05,500000.0,0.7063953488365282,False,,195,,0.858
15,52,5e-05,1000000.0,0.6540697674412073,True,225.0,195,0.15384615384615385,0.862
15,52,1e-05,5e-05,9.819767441860009,False,,195,,0.87
15,52,1e-05,1e-05,10.784883720929772,False,,195,,0.892
15,52,1e-05,0.0005,13.755813953487909,False,,195,,0.875
15,52,1e-05,0.0001,12.104651162790244,False,,195,,0.859
15,52,1e-05,0.005,12.421511627906519,False,,195,,0.859
15,52,1e-05,0.001,11.34883720930187,False,,195,,0.868
15,52,1e-05,0.05,10.098837209301866,False,,195,,0.906
15,52,1e-05,0.01,11.738372093022798,False,,195,,0.863
15,52,1e-05,0.5,8.877906976743706,False,,195,,0.85
15,52,1e-05,1.0,9.482558139534408,False,,195,,0.865
15,52,1e-05,5.0,3.2412790697669482,False,,195,,0.869
15,52,1e-05,10.0,2.348837209301742,False,,195,,0.871
15,52,1e-05,50.0,1.2936046511621306,False,,195,,0.865
15,52,1e-05,100.0,0.8720930232550916,False,,195,,0.865
15,52,1e-05,500.0,0.6540697674411788,True,225.0,195,0.15384615384615385,0.866
15,52,1e-05,1000.0,0.6249999999993161,True,215.0,195,0.10256410256410256,0.904
15,52,1e-05,5000.0,0.7005813953481557,False,,195,,0.869
15,52,1e-05,10000.0,0.7005813953481947,False,,195,,0.868
15,52,1e-05,50000.0,0.6569767441853749,False,,195,,0.871
15,52,1e-05,100000.0,0.6569767441853571,False,,195,,0.871
15,52,1e-05,500000.0,0.671511627906316,False,,195,,0.856
15,52,1e-05,1000000.0,0.6947674418598062,False,,195,,0.85
15,52,0.0005,0.0005,10.252906976743741,False,,195,,0.877
15,52,0.0005,0.005,11.94186046511581,False,,195,,0.869
15,52,0.0005,0.001,10.072674418604194,False,,195,,0.855
15,52,0.0005,0.05,8.061046511627438,False,,195,,0.859
15,52,0.0005,0.01,12.366279069766975,False,,195,,0.853
15,52,0.0005,0.5,9.101744186046048,False,,195,,0.872
15,52,0.0005,1.0,7.811046511627424,False,,195,,0.865
15,52,0.0005,5.0,3.5174418604645865,False,,195,,0.857
15,52,0.0005,10.0,3.2063953488367005,False,,195,,0.862
15,52,0.0005,50.0,1.2441860465109489,False,,195,,0.863
15,52,0.0005,100.0,0.7558139534877295,False,,195,,0.869
15,52,0.0005,500.0,0.6453488372085978,True,222.0,195,0.13846153846153847,0.868
15,52,0.0005,1000.0,0.654069767441193,False,,195,,0.858
15,52,0.0005,5000.0,0.6424418604644337,True,221.0,195,0.13333333333333333,0.883
15,52,0.0005,10000.0,0.6744186046504765,False,,195,,0.867
15,52,0.0005,50000.0,0.665697674417915,False,,195,,0.884
15,52,0.0005,100000.0,0.6715116279062734,False,,195,,0.879
15,52,0.0005,500000.0,0.6889534883714123,True,237.0,195,0.2153846153846154,0.867
15,52,0.0005,1000000.0,0.6627906976737421,False,,195,,0.87
15,52,0.0001,0.0005,11.624999999999542,False,,195,,0.871
