n,m,graph_id,energy,feasible,minla_cost,optimal_cost,approx_ratio,relative_gap,time_s,best_seed,solver
20,113,1,1896.0,False,,619,,,2.301,123,PathIntegralAnnealingSampler
20,84,2,2469.0,False,,404,,,2.36,123,PathIntegralAnnealingSampler
20,99,3,2783.0,False,,503,,,2.329,999,PathIntegralAnnealingSampler
20,75,4,2273.0,False,,342,,,2.353,456,PathIntegralAnnealingSampler
20,95,5,2679.0,False,,509,,,2.294,456,PathIntegralAnnealingSampler
20,92,6,2659.0,False,,470,,,2.405,789,PathIntegralAnnealingSampler
20,94,7,2671.0,False,,485,,,2.329,999,PathIntegralAnnealingSampler
20,95,8,2683.0,False,,452,,,2.293,123,PathIntegralAnnealingSampler
20,96,9,2753.0,False,,489,,,2.28,999,PathIntegralAnnealingSampler
20,98,10,3782.0,False,,488,,,2.325,999,PathIntegralAnnealingSampler
20,96,11,1697.0,False,,496,,,2.352,999,PathIntegralAnnealingSampler
20,89,12,2577.0,False,,425,,,2.319,123,PathIntegralAnnealingSampler
20,93,13,2710.0,False,,475,,,2.403,456,PathIntegralAnnealingSampler
20,101,14,2884.0,False,,513,,,2.375,123,PathIntegralAnnealingSampler
20,91,15,1582.0,False,,439,,,2.376,123,PathIntegralAnnealingSampler
20,85,16,1566.0,False,,411,,,2.353,42,PathIntegralAnnealingSampler
20,99,17,1725.0,False,,529,,,2.457,456,PathIntegralAnnealingSampler
20,99,18,2848.0,False,,488,,,2.359,789,PathIntegralAnnealingSampler
20,93,19,2653.0,False,,478,,,2.312,789,PathIntegralAnnealingSampler
20,104,20,2905.0,False,,524,,,2.298,42,PathIntegralAnnealingSampler
20,100,21,2804.0,False,,532,,,2.324,999,PathIntegralAnnealingSampler
20,87,22,2532.0,False,,398,,,2.312,789,PathIntegralAnnealingSampler
20,97,23,2729.0,False,,495,,,2.321,456,PathIntegralAnnealingSampler
20,95,24,2681.0,False,,468,,,2.345,42,PathIntegralAnnealingSampler
20,99,25,689.0,True,689.0,516,1.3352713178294573,0.33527131782945735,2.284,123,PathIntegralAnnealingSampler
20,103,26,2874.0,False,,527,,,2.343,456,PathIntegralAnnealingSampler
20,102,27,1749.0,False,,546,,,2.323,123,PathIntegralAnnealingSampler
20,92,28,1645.0,False,,447,,,2.352,789,PathIntegralAnnealingSampler
20,84,29,2489.0,False,,423,,,2.365,123,PathIntegralAnnealingSampler
20,80,30,2368.0,False,,380,,,2.324,789,PathIntegralAnnealingSampler
20,91,31,1669.0,False,,489,,,2.33,123,PathIntegralAnnealingSampler
20,96,32,2700.0,False,,496,,,2.304,789,PathIntegralAnnealingSampler
20,94,33,2686.0,False,,473,,,2.288,789,PathIntegralAnnealingSampler
20,96,34,3747.0,False,,509,,,2.307,42,PathIntegralAnnealingSampler
20,89,35,2552.0,False,,442,,,2.355,999,PathIntegralAnnealingSampler
20,84,36,2465.0,False,,381,,,2.328,999,PathIntegralAnnealingSampler
20,88,37,2544.0,False,,441,,,2.27,123,PathIntegralAnnealingSampler
20,91,38,2621.0,False,,444,,,2.317,456,PathIntegralAnnealingSampler
20,91,39,1681.0,False,,476,,,2.319,789,PathIntegralAnnealingSampler
20,83,40,2520.0,False,,405,,,2.339,789,PathIntegralAnnealingSampler
20,92,41,1663.0,False,,459,,,2.269,999,PathIntegralAnnealingSampler
20,97,42,2704.0,False,,492,,,2.276,123,PathIntegralAnnealingSampler
20,88,43,1604.0,False,,452,,,2.31,789,PathIntegralAnnealingSampler
20,105,44,2906.0,False,,542,,,2.347,789,PathIntegralAnnealingSampler
20,90,45,2561.0,False,,421,,,2.308,123,PathIntegralAnnealingSampler
20,89,46,3568.0,False,,445,,,2.368,123,PathIntegralAnnealingSampler
20,101,47,2879.0,False,,513,,,2.35,456,PathIntegralAnnealingSampler
20,86,48,1560.0,False,,413,,,2.36,123,PathIntegralAnnealingSampler
20,98,49,1718.0,False,,499,,,2.308,42,PathIntegralAnnealingSampler
20,93,50,2705.0,False,,474,,,2.261,42,PathIntegralAnnealingSampler
20,85,51,2516.0,False,,399,,,2.329,789,PathIntegralAnnealingSampler
20,91,52,2662.0,False,,452,,,2.288,999,PathIntegralAnnealingSampler
20,103,53,2843.0,False,,542,,,2.335,456,PathIntegralAnnealingSampler
20,90,54,1681.0,False,,445,,,2.325,999,PathIntegralAnnealingSampler
20,89,55,3581.0,False,,438,,,2.311,789,PathIntegralAnnealingSampler
20,99,56,2783.0,False,,502,,,2.297,42,PathIntegralAnnealingSampler
20,95,57,2700.0,False,,474,,,2.276,789,PathIntegralAnnealingSampler
20,102,58,2888.0,False,,530,,,2.317,789,PathIntegralAnnealingSampler
20,93,59,2683.0,False,,443,,,2.298,123,PathIntegralAnnealingSampler
20,94,60,2691.0,False,,462,,,2.316,789,PathIntegralAnnealingSampler
20,86,61,1536.0,False,,412,,,2.281,789,PathIntegralAnnealingSampler
20,90,62,1595.0,False,,449,,,2.271,42,PathIntegralAnnealingSampler
20,88,63,2545.0,False,,432,,,2.358,456,PathIntegralAnnealingSampler
20,98,64,1744.0,False,,520,,,2.306,123,PathIntegralAnnealingSampler
20,92,65,2687.0,False,,430,,,2.29,123,PathIntegralAnnealingSampler
20,99,66,2801.0,False,,522,,,2.274,999,PathIntegralAnnealingSampler
20,97,67,2740.0,False,,487,,,2.303,456,PathIntegralAnnealingSampler
20,102,68,3908.0,False,,524,,,2.266,789,PathIntegralAnnealingSampler
20,93,69,2683.0,False,,487,,,2.265,123,PathIntegralAnnealingSampler
20,92,70,2652.0,False,,470,,,2.283,42,PathIntegralAnnealingSampler
