config_id,graph_index,n,m,num_reads,num_sweeps,beta_min,gamma,trotter,sparse,reinitialize_state,energy,feasible,minla_cost,optimal_cost,relative_gap,time_s,status,error
1,0,30,227,10,1000,1e-06,1e-06,8,True,True,50.071602929210684,False,,1848,,0.8469,OK,
2,0,30,227,10,1000,1e-06,5e-05,8,True,True,50.071602929210684,False,,1848,,0.8305,OK,
3,0,30,227,10,1000,1e-06,1e-05,8,True,True,50.071602929210684,False,,1848,,0.8161,OK,
4,0,30,227,10,1000,1e-06,0.0005,8,True,True,50.071602929210684,False,,1848,,0.8244,OK,
5,0,30,227,10,1000,1e-06,0.0001,8,True,True,50.071602929210684,False,,1848,,0.8235,OK,
6,0,30,227,10,1000,1e-06,0.005,8,True,True,50.071602929210684,False,,1848,,0.8465,OK,
7,0,30,227,10,1000,1e-06,0.001,8,True,True,50.071602929210684,False,,1848,,0.8457,OK,
8,0,30,227,10,1000,1e-06,0.05,8,True,True,50.071602929210684,False,,1848,,0.827,OK,
9,0,30,227,10,1000,1e-06,0.01,8,True,True,50.071602929210684,False,,1848,,0.8231,OK,
10,0,30,227,10,1000,1e-06,0.5,8,True,True,50.071602929210684,False,,1848,,0.8229,OK,
11,0,30,227,10,1000,1e-06,1.0,8,True,True,50.071602929210684,False,,1848,,0.8268,OK,
12,0,30,227,10,1000,1e-06,5.0,8,True,True,50.071602929210684,False,,1848,,0.8234,OK,
13,0,30,227,10,1000,1e-06,10.0,8,True,True,50.071602929210684,False,,1848,,0.8224,OK,
14,0,30,227,10,1000,1e-06,50.0,8,True,True,50.071602929210684,False,,1848,,0.8232,OK,
15,0,30,227,10,1000,1e-06,100.0,8,True,True,50.071602929210684,False,,1848,,0.8218,OK,
16,0,30,227,10,1000,1e-06,500.0,8,True,True,50.071602929210684,False,,1848,,0.8216,OK,
17,0,30,227,10,1000,1e-06,1000.0,8,True,True,50.071602929210684,False,,1848,,0.8254,OK,
18,0,30,227,10,1000,1e-06,5000.0,8,True,True,50.10496338486567,False,,1848,,0.8186,OK,
19,0,30,227,10,1000,1e-06,10000.0,8,True,True,50.33360455655,False,,1848,,0.8254,OK,
20,0,30,227,10,1000,1e-06,50000.0,8,True,True,47.996745321399445,False,,1848,,0.8229,OK,
21,0,30,227,10,1000,1e-06,100000.0,8,True,True,45.25874694873875,False,,1848,,0.8201,OK,
22,0,30,227,10,1000,1e-06,500000.0,8,True,True,49.052074857607764,False,,1848,,0.8818,OK,
23,0,30,227,10,1000,1e-06,1000000.0,8,True,True,48.71928397070781,False,,1848,,0.9907,OK,
24,0,30,227,10,1000,5e-05,1e-06,8,True,True,50.071602929210684,False,,1848,,0.8227,OK,
25,0,30,227,10,1000,5e-05,5e-05,8,True,True,50.071602929210684,False,,1848,,0.8236,OK,
26,0,30,227,10,1000,5e-05,1e-05,8,True,True,50.071602929210684,False,,1848,,0.8238,OK,
27,0,30,227,10,1000,5e-05,0.0005,8,True,True,50.071602929210684,False,,1848,,0.8278,OK,
28,0,30,227,10,1000,5e-05,0.0001,8,True,True,50.071602929210684,False,,1848,,0.8204,OK,
29,0,30,227,10,1000,5e-05,0.005,8,True,True,50.071602929210684,False,,1848,,0.8117,OK,
30,0,30,227,10,1000,5e-05,0.001,8,True,True,50.071602929210684,False,,1848,,0.8161,OK,
31,0,30,227,10,1000,5e-05,0.05,8,True,True,50.071602929210684,False,,1848,,0.8189,OK,
32,0,30,227,10,1000,5e-05,0.01,8,True,True,50.071602929210684,False,,1848,,0.8227,OK,
33,0,30,227,10,1000,5e-05,0.5,8,True,True,50.071602929210684,False,,1848,,0.8254,OK,
34,0,30,227,10,1000,5e-05,1.0,8,True,True,50.071602929210684,False,,1848,,0.8243,OK,
35,0,30,227,10,1000,5e-05,5.0,8,True,True,50.071602929210684,False,,1848,,0.8239,OK,
36,0,30,227,10,1000,5e-05,10.0,8,True,True,50.071602929210684,False,,1848,,0.8221,OK,
37,0,30,227,10,1000,5e-05,50.0,8,True,True,50.52969894222937,False,,1848,,0.8298,OK,
38,0,30,227,10,1000,5e-05,100.0,8,True,True,50.10496338486567,False,,1848,,0.848,OK,
39,0,30,227,10,1000,5e-05,500.0,8,True,True,48.81692432872248,False,,1848,,0.8236,OK,
40,0,30,227,10,1000,5e-05,1000.0,8,True,True,47.996745321399445,False,,1848,,0.8217,OK,
41,0,30,227,10,1000,5e-05,5000.0,8,True,True,52.73881204231074,False,,1848,,0.8353,OK,
42,0,30,227,10,1000,5e-05,10000.0,8,True,True,49.052074857607764,False,,1848,,0.8582,OK,
43,0,30,227,10,1000,5e-05,50000.0,8,True,True,48.27990235964192,False,,1848,,1.5508,OK,
44,0,30,227,10,1000,5e-05,100000.0,8,True,True,55.972335231895784,False,,1848,,2.2568,OK,
45,0,30,227,10,1000,5e-05,500000.0,8,True,True,50.49145646867362,False,,1848,,3.402,OK,
46,0,30,227,10,1000,5e-05,1000000.0,8,True,True,48.27827502034171,False,,1848,,3.7255,OK,
47,0,30,227,10,1000,1e-05,1e-06,8,True,True,50.071602929210684,False,,1848,,0.8335,OK,
48,0,30,227,10,1000,1e-05,5e-05,8,True,True,50.071602929210684,False,,1848,,0.8172,OK,
49,0,30,227,10,1000,1e-05,1e-05,8,True,True,50.071602929210684,False,,1848,,0.8266,OK,
50,0,30,227,10,1000,1e-05,0.0005,8,True,True,50.071602929210684,False,,1848,,0.8237,OK,
51,0,30,227,10,1000,1e-05,0.0001,8,True,True,50.071602929210684,False,,1848,,0.8229,OK,
52,0,30,227,10,1000,1e-05,0.005,8,True,True,50.071602929210684,False,,1848,,0.8285,OK,
53,0,30,227,10,1000,1e-05,0.001,8,True,True,50.071602929210684,False,,1848,,0.8274,OK,
54,0,30,227,10,1000,1e-05,0.05,8,True,True,50.071602929210684,False,,1848,,0.8241,OK,
55,0,30,227,10,1000,1e-05,0.01,8,True,True,50.071602929210684,False,,1848,,0.8267,OK,
56,0,30,227,10,1000,1e-05,0.5,8,True,True,50.071602929210684,False,,1848,,0.8086,OK,
57,0,30,227,10,1000,1e-05,1.0,8,True,True,50.071602929210684,False,,1848,,0.8267,OK,
58,0,30,227,10,1000,1e-05,5.0,8,True,True,50.071602929210684,False,,1848,,0.8288,OK,
59,0,30,227,10,1000,1e-05,10.0,8,True,True,50.071602929210684,False,,1848,,0.8345,OK,
60,0,30,227,10,1000,1e-05,50.0,8,True,True,50.071602929210684,False,,1848,,0.8266,OK,
61,0,30,227,10,1000,1e-05,100.0,8,True,True,50.071602929210684,False,,1848,,0.8482,OK,
62,0,30,227,10,1000,1e-05,500.0,8,True,True,50.10496338486567,False,,1848,,0.8245,OK,
63,0,30,227,10,1000,1e-05,1000.0,8,True,True,50.33360455655,False,,1848,,0.82,OK,
64,0,30,227,10,1000,1e-05,5000.0,8,True,True,47.996745321399445,False,,1848,,0.8261,OK,
65,0,30,227,10,1000,1e-05,10000.0,8,True,True,45.25874694873875,False,,1848,,0.8231,OK,
