n,m,graph_id,feasible,avg_minla_cost,lower_bound,approx_ratio,time_s,num_seeds,solver
25,165,88,True,1191.0,706,1.6869688385269122,30.459,5,PathIntegralAnnealingSampler
25,144,89,True,972.5,540,1.8009259259259258,30.392,5,PathIntegralAnnealingSampler
25,157,90,False,,641,,30.567,5,PathIntegralAnnealingSampler
25,162,91,True,1118.5,681,1.6424375917767988,30.612,5,PathIntegralAnnealingSampler
25,152,92,True,975.0,601,1.622296173044925,30.316,5,PathIntegralAnnealingSampler
25,156,93,True,1052.0,633,1.6619273301737756,30.268,5,PathIntegralAnnealingSampler
25,151,94,False,,593,,30.436,5,PathIntegralAnnealingSampler
25,142,95,False,,526,,31.102,5,PathIntegralAnnealingSampler
25,146,96,True,999.5,554,1.8041516245487366,30.548,5,PathIntegralAnnealingSampler
25,135,97,True,831.0,477,1.7421383647798743,30.378,5,PathIntegralAnnealingSampler
25,144,98,True,965.0,540,1.787037037037037,30.613,5,PathIntegralAnnealingSampler
25,132,99,True,804.5,456,1.7642543859649122,32.36,5,PathIntegralAnnealingSampler
