n,m,graph_id,energy,feasible,minla_cost,optimal_cost,approx_ratio,relative_gap,time_s,solver
5,5,0,0.20000000000000195,True,7.0,6,1.1666666666666667,0.16666666666666666,0.119,SQASampler
5,5,1,0.1714285714285726,True,6.0,6,1.0,0.0,0.102,SQASampler
5,4,2,0.15384615384615596,True,4.0,4,1.0,0.0,0.11,SQASampler
5,7,3,0.23255813953488325,True,10.0,10,1.0,0.0,0.113,SQASampler
5,5,4,0.15909090909090828,True,7.0,7,1.0,0.0,0.104,SQASampler
5,8,5,0.3333333333333304,True,14.0,14,1.0,0.0,0.102,SQASampler
5,4,6,0.14285714285714235,True,5.0,5,1.0,0.0,0.114,SQASampler
5,6,7,0.2941176470588234,True,10.0,10,1.0,0.0,0.133,SQASampler
5,6,8,0.26470588235293846,True,9.0,9,1.0,0.0,0.111,SQASampler
5,6,9,0.20454545454545414,True,9.0,9,1.0,0.0,0.102,SQASampler
5,5,10,0.1999999999999975,True,7.0,7,1.0,0.0,0.111,SQASampler
5,6,11,0.22857142857142598,True,8.0,8,1.0,0.0,0.117,SQASampler
5,7,12,0.352941176470587,True,12.0,12,1.0,0.0,0.113,SQASampler
5,5,13,0.3200000000000003,True,8.0,8,1.0,0.0,0.112,SQASampler
5,7,14,0.25,True,11.0,11,1.0,0.0,0.111,SQASampler
5,8,15,0.3023255813953467,True,13.0,13,1.0,0.0,0.111,SQASampler
5,6,16,0.18604651162790997,True,8.0,8,1.0,0.0,0.129,SQASampler
5,7,17,0.2790697674418592,True,12.0,12,1.0,0.0,0.122,SQASampler
5,9,18,0.3809523809523787,True,16.0,16,1.0,0.0,0.117,SQASampler
5,10,19,0.48780487804877914,True,20.0,20,1.0,0.0,0.115,SQASampler
5,4,20,0.13636363636363757,True,6.0,6,1.0,0.0,0.118,SQASampler
10,26,0,0.46308724832214665,True,69.0,67,1.0298507462686568,0.029850746268656716,0.215,SQASampler
10,27,1,0.46706586826347163,True,78.0,75,1.04,0.04,0.211,SQASampler
10,14,2,0.2232142857142776,True,25.0,22,1.1363636363636365,0.13636363636363635,0.211,SQASampler
10,20,3,0.27647058823529846,True,47.0,45,1.0444444444444445,0.044444444444444446,0.211,SQASampler
10,19,4,0.4285714285714306,True,48.0,44,1.0909090909090908,0.09090909090909091,0.212,SQASampler
