config_id,graph_index,n,m,num_reads,num_sweeps,beta_min,gamma,trotter,sparse,reinitialize_state,energy,feasible,minla_cost,optimal_cost,relative_gap,time_s,status,error
1,0,30,227,10,1000,1e-06,1e-06,8,True,True,61538.0,False,,1848,,0.8417,OK,
2,0,30,227,10,1000,1e-06,5e-05,8,True,True,61538.0,False,,1848,,0.8662,OK,
3,0,30,227,10,1000,1e-06,1e-05,8,True,True,61538.0,False,,1848,,0.8323,OK,
4,0,30,227,10,1000,1e-06,0.0005,8,True,True,61538.0,False,,1848,,0.8332,OK,
5,0,30,227,10,1000,1e-06,0.0001,8,True,True,61538.0,False,,1848,,0.8223,OK,
6,0,30,227,10,1000,1e-06,0.005,8,True,True,61538.0,False,,1848,,0.8232,OK,
7,0,30,227,10,1000,1e-06,0.001,8,True,True,61538.0,False,,1848,,0.8211,OK,
8,0,30,227,10,1000,1e-06,0.05,8,True,True,61538.0,False,,1848,,0.8196,OK,
9,0,30,227,10,1000,1e-06,0.01,8,True,True,61538.0,False,,1848,,0.8235,OK,
10,0,30,227,10,1000,1e-06,0.5,8,True,True,61538.0,False,,1848,,0.8214,OK,
11,0,30,227,10,1000,1e-06,1.0,8,True,True,61538.0,False,,1848,,0.8181,OK,
12,0,30,227,10,1000,1e-06,5.0,8,True,True,61538.0,False,,1848,,0.826,OK,
13,0,30,227,10,1000,1e-06,10.0,8,True,True,61538.0,False,,1848,,0.8232,OK,
14,0,30,227,10,1000,1e-06,50.0,8,True,True,61538.0,False,,1848,,0.8108,OK,
15,0,30,227,10,1000,1e-06,100.0,8,True,True,61538.0,False,,1848,,0.8231,OK,
16,0,30,227,10,1000,1e-06,500.0,8,True,True,61538.0,False,,1848,,0.8247,OK,
17,0,30,227,10,1000,1e-06,1000.0,8,True,True,61538.0,False,,1848,,0.8234,OK,
18,0,30,227,10,1000,1e-06,5000.0,8,True,True,61579.0,False,,1848,,0.8227,OK,
19,0,30,227,10,1000,1e-06,10000.0,8,True,True,61860.0,False,,1848,,0.8203,OK,
20,0,30,227,10,1000,1e-06,50000.0,8,True,True,58988.0,False,,1848,,0.8242,OK,
21,0,30,227,10,1000,1e-06,100000.0,8,True,True,55623.0,False,,1848,,0.8243,OK,
22,0,30,227,10,1000,1e-06,500000.0,8,True,True,60285.0,False,,1848,,0.8562,OK,
23,0,30,227,10,1000,1e-06,1000000.0,8,True,True,59876.0,False,,1848,,0.989,OK,
24,0,30,227,10,1000,5e-05,1e-06,8,True,True,61538.0,False,,1848,,0.8191,OK,
25,0,30,227,10,1000,5e-05,5e-05,8,True,True,61538.0,False,,1848,,0.8254,OK,
26,0,30,227,10,1000,5e-05,1e-05,8,True,True,61538.0,False,,1848,,0.8239,OK,
27,0,30,227,10,1000,5e-05,0.0005,8,True,True,61538.0,False,,1848,,0.8252,OK,
28,0,30,227,10,1000,5e-05,0.0001,8,True,True,61538.0,False,,1848,,0.8235,OK,
29,0,30,227,10,1000,5e-05,0.005,8,True,True,61538.0,False,,1848,,0.8251,OK,
30,0,30,227,10,1000,5e-05,0.001,8,True,True,61538.0,False,,1848,,0.8262,OK,
31,0,30,227,10,1000,5e-05,0.05,8,True,True,61538.0,False,,1848,,0.8235,OK,
32,0,30,227,10,1000,5e-05,0.01,8,True,True,61538.0,False,,1848,,0.8217,OK,
33,0,30,227,10,1000,5e-05,0.5,8,True,True,61538.0,False,,1848,,0.8244,OK,
34,0,30,227,10,1000,5e-05,1.0,8,True,True,61538.0,False,,1848,,0.8257,OK,
35,0,30,227,10,1000,5e-05,5.0,8,True,True,61538.0,False,,1848,,0.8547,OK,
36,0,30,227,10,1000,5e-05,10.0,8,True,True,61538.0,False,,1848,,0.8206,OK,
37,0,30,227,10,1000,5e-05,50.0,8,True,True,62101.0,False,,1848,,0.8242,OK,
38,0,30,227,10,1000,5e-05,100.0,8,True,True,61579.0,False,,1848,,0.8242,OK,
39,0,30,227,10,1000,5e-05,500.0,8,True,True,59996.0,False,,1848,,0.8267,OK,
40,0,30,227,10,1000,5e-05,1000.0,8,True,True,58988.0,False,,1848,,0.8217,OK,
41,0,30,227,10,1000,5e-05,5000.0,8,True,True,64184.0,False,,1848,,0.833,OK,
42,0,30,227,10,1000,5e-05,10000.0,8,True,True,59304.0,False,,1848,,0.8549,OK,
43,0,30,227,10,1000,5e-05,50000.0,8,True,True,45468.0,False,,1848,,1.6114,OK,
44,0,30,227,10,1000,5e-05,100000.0,8,True,True,42299.0,False,,1848,,2.3522,OK,
45,0,30,227,10,1000,5e-05,500000.0,8,True,True,40727.0,False,,1848,,3.5163,OK,
46,0,30,227,10,1000,5e-05,1000000.0,8,True,True,46614.0,False,,1848,,3.7956,OK,
47,0,30,227,10,1000,1e-05,1e-06,8,True,True,61538.0,False,,1848,,0.8312,OK,
48,0,30,227,10,1000,1e-05,5e-05,8,True,True,61538.0,False,,1848,,0.8258,OK,
49,0,30,227,10,1000,1e-05,1e-05,8,True,True,61538.0,False,,1848,,0.836,OK,
50,0,30,227,10,1000,1e-05,0.0005,8,True,True,61538.0,False,,1848,,0.8205,OK,
51,0,30,227,10,1000,1e-05,0.0001,8,True,True,61538.0,False,,1848,,0.8201,OK,
52,0,30,227,10,1000,1e-05,0.005,8,True,True,61538.0,False,,1848,,0.8199,OK,
53,0,30,227,10,1000,1e-05,0.001,8,True,True,61538.0,False,,1848,,0.8196,OK,
54,0,30,227,10,1000,1e-05,0.05,8,True,True,61538.0,False,,1848,,0.8185,OK,
55,0,30,227,10,1000,1e-05,0.01,8,True,True,61538.0,False,,1848,,0.8163,OK,
56,0,30,227,10,1000,1e-05,0.5,8,True,True,61538.0,False,,1848,,0.8164,OK,
57,0,30,227,10,1000,1e-05,1.0,8,True,True,61538.0,False,,1848,,0.8248,OK,
58,0,30,227,10,1000,1e-05,5.0,8,True,True,61538.0,False,,1848,,0.8423,OK,
59,0,30,227,10,1000,1e-05,10.0,8,True,True,61538.0,False,,1848,,0.827,OK,
60,0,30,227,10,1000,1e-05,50.0,8,True,True,61538.0,False,,1848,,0.8247,OK,
61,0,30,227,10,1000,1e-05,100.0,8,True,True,61538.0,False,,1848,,0.8241,OK,
62,0,30,227,10,1000,1e-05,500.0,8,True,True,61579.0,False,,1848,,0.8246,OK,
63,0,30,227,10,1000,1e-05,1000.0,8,True,True,61860.0,False,,1848,,0.826,OK,
64,0,30,227,10,1000,1e-05,5000.0,8,True,True,58988.0,False,,1848,,0.8263,OK,
65,0,30,227,10,1000,1e-05,10000.0,8,True,True,55623.0,False,,1848,,0.8249,OK,
66,0,30,227,10,1000,1e-05,50000.0,8,True,True,60285.0,False,,1848,,0.8562,OK,
67,0,30,227,10,1000,1e-05,100000.0,8,True,True,58891.0,False,,1848,,0.9892,OK,
68,0,30,227,10,1000,1e-05,500000.0,8,True,True,59956.0,False,,1848,,2.2683,OK,
69,0,30,227,10,1000,1e-05,1000000.0,8,True,True,48229.0,False,,1848,,2.9631,OK,
70,0,30,227,10,1000,0.0005,1e-06,8,True,True,61538.0,False,,1848,,0.828,OK,
71,0,30,227,10,1000,0.0005,5e-05,8,True,True,61538.0,False,,1848,,0.8417,OK,
72,0,30,227,10,1000,0.0005,1e-05,8,True,True,61538.0,False,,1848,,0.8079,OK,
73,0,30,227,10,1000,0.0005,0.0005,8,True,True,61538.0,False,,1848,,0.8226,OK,
74,0,30,227,10,1000,0.0005,0.0001,8,True,True,61538.0,False,,1848,,0.8246,OK,
75,0,30,227,10,1000,0.0005,0.005,8,True,True,61538.0,False,,1848,,0.8285,OK,
76,0,30,227,10,1000,0.0005,0.001,8,True,True,61538.0,False,,1848,,0.8221,OK,
77,0,30,227,10,1000,0.0005,0.05,8,True,True,61538.0,False,,1848,,0.831,OK,
78,0,30,227,10,1000,0.0005,0.01,8,True,True,61538.0,False,,1848,,0.8235,OK,
79,0,30,227,10,1000,0.0005,0.5,8,True,True,61538.0,False,,1848,,0.8212,OK,
80,0,30,227,10,1000,0.0005,1.0,8,True,True,61538.0,False,,1848,,0.8234,OK,
81,0,30,227,10,1000,0.0005,5.0,8,True,True,62101.0,False,,1848,,0.8238,OK,
82,0,30,227,10,1000,0.0005,10.0,8,True,True,61579.0,False,,1848,,0.8264,OK,
83,0,30,227,10,1000,0.0005,50.0,8,True,True,59996.0,False,,1848,,0.8231,OK,
84,0,30,227,10,1000,0.0005,100.0,8,True,True,58988.0,False,,1848,,0.8498,OK,
85,0,30,227,10,1000,0.0005,500.0,8,True,True,57623.0,False,,1848,,0.8339,OK,
86,0,30,227,10,1000,0.0005,1000.0,8,True,True,47925.0,False,,1848,,0.861,OK,
87,0,30,227,10,1000,0.0005,5000.0,8,True,True,37965.0,False,,1848,,1.6746,OK,
88,0,30,227,10,1000,0.0005,10000.0,8,True,True,38961.0,False,,1848,,2.3741,OK,
89,0,30,227,10,1000,0.0005,50000.0,8,True,True,35973.0,False,,1848,,3.5132,OK,
90,0,30,227,10,1000,0.0005,100000.0,8,True,True,43271.0,False,,1848,,3.7144,OK,
91,0,30,227,10,1000,0.0005,500000.0,8,True,True,32912.0,False,,1848,,4.0689,OK,
92,0,30,227,10,1000,0.0005,1000000.0,8,True,True,35521.0,False,,1848,,4.2395,OK,
93,0,30,227,10,1000,0.0001,1e-06,8,True,True,61538.0,False,,1848,,0.8316,OK,
