n,m,graph_id,energy,feasible,minla_cost,optimal_cost,approx_ratio,relative_gap,time_s,solver
5,5,0,6.0,True,6.0,6,1.0,0.0,0.764,SQASampler
5,5,1,6.0,True,6.0,6,1.0,0.0,0.73,SQASampler
5,4,2,4.0,True,4.0,4,1.0,0.0,0.736,SQASampler
5,7,3,10.0,True,10.0,10,1.0,0.0,0.726,SQASampler
5,5,4,7.0,True,7.0,7,1.0,0.0,0.726,SQASampler
5,8,5,14.0,True,14.0,14,1.0,0.0,0.726,SQASampler
5,4,6,5.0,True,5.0,5,1.0,0.0,0.731,SQASampler
5,6,7,10.0,True,10.0,10,1.0,0.0,0.726,SQASampler
5,6,8,9.0,True,9.0,9,1.0,0.0,0.725,SQASampler
5,6,9,9.0,True,9.0,9,1.0,0.0,0.727,SQASampler
5,5,10,7.0,True,7.0,7,1.0,0.0,0.722,SQASampler
5,6,11,8.0,True,8.0,8,1.0,0.0,0.744,SQASampler
5,7,12,12.0,True,12.0,12,1.0,0.0,0.728,SQASampler
5,5,13,8.0,True,8.0,8,1.0,0.0,0.736,SQASampler
5,7,14,11.0,True,11.0,11,1.0,0.0,0.726,SQASampler
5,8,15,13.0,True,13.0,13,1.0,0.0,0.731,SQASampler
5,6,16,8.0,True,8.0,8,1.0,0.0,0.764,SQASampler
5,7,17,12.0,True,12.0,12,1.0,0.0,0.759,SQASampler
5,9,18,16.0,True,16.0,16,1.0,0.0,0.723,SQASampler
5,10,19,20.0,True,20.0,20,1.0,0.0,0.756,SQASampler
5,4,20,6.0,True,6.0,6,1.0,0.0,0.713,SQASampler
10,26,0,67.0,True,67.0,67,1.0,0.0,0.812,SQASampler
10,27,1,75.0,True,75.0,75,1.0,0.0,0.821,SQASampler
10,14,2,22.0,True,22.0,22,1.0,0.0,0.82,SQASampler
10,20,3,45.0,True,45.0,45,1.0,0.0,0.815,SQASampler
10,19,4,44.0,True,44.0,44,1.0,0.0,0.821,SQASampler
10,23,5,56.0,True,56.0,56,1.0,0.0,0.821,SQASampler
10,23,6,53.0,True,53.0,53,1.0,0.0,0.82,SQASampler
10,21,7,51.0,True,51.0,51,1.0,0.0,0.819,SQASampler
10,22,8,47.0,True,47.0,47,1.0,0.0,0.818,SQASampler
10,25,9,60.0,True,60.0,60,1.0,0.0,0.822,SQASampler
10,21,10,52.0,True,52.0,52,1.0,0.0,0.816,SQASampler
10,21,11,51.0,True,51.0,51,1.0,0.0,0.83,SQASampler
10,19,12,46.0,True,46.0,46,1.0,0.0,0.822,SQASampler
10,28,13,76.0,True,76.0,76,1.0,0.0,0.895,SQASampler
10,22,14,52.0,True,52.0,52,1.0,0.0,0.903,SQASampler
10,25,15,70.0,True,70.0,70,1.0,0.0,0.822,SQASampler
10,23,16,59.0,True,59.0,59,1.0,0.0,0.826,SQASampler
10,25,17,64.0,True,64.0,63,1.0158730158730158,0.015873015873015872,0.823,SQASampler
10,20,18,43.0,True,43.0,43,1.0,0.0,0.819,SQASampler
10,23,19,56.0,True,56.0,54,1.037037037037037,0.037037037037037035,0.921,SQASampler
10,17,20,37.0,True,37.0,37,1.0,0.0,1.005,SQASampler
10,24,21,61.0,True,61.0,61,1.0,0.0,0.852,SQASampler
10,23,22,57.0,True,57.0,57,1.0,0.0,0.833,SQASampler
10,25,23,67.0,True,67.0,67,1.0,0.0,0.859,SQASampler
10,24,24,57.0,True,57.0,57,1.0,0.0,0.891,SQASampler
10,18,25,39.0,True,39.0,39,1.0,0.0,0.888,SQASampler
10,21,26,43.0,True,43.0,43,1.0,0.0,0.945,SQASampler
10,22,27,50.0,True,50.0,50,1.0,0.0,0.831,SQASampler
10,21,28,48.0,True,48.0,48,1.0,0.0,0.833,SQASampler
10,19,29,45.0,True,45.0,45,1.0,0.0,0.826,SQASampler
10,27,30,74.0,True,74.0,74,1.0,0.0,0.835,SQASampler
10,18,31,35.0,True,35.0,35,1.0,0.0,0.83,SQASampler
10,20,32,46.0,True,46.0,46,1.0,0.0,0.828,SQASampler
10,25,33,65.0,True,65.0,65,1.0,0.0,0.845,SQASampler
10,21,34,53.0,True,53.0,53,1.0,0.0,0.841,SQASampler
10,22,35,50.0,True,50.0,50,1.0,0.0,0.82,SQASampler
10,21,36,50.0,True,50.0,50,1.0,0.0,0.82,SQASampler
