n,m,beta_min,beta_max,energy,feasible,minla_cost,optimal_cost,relative_gap,time_s
25,146,0.0001,5000.0,1.2941888619836277,False,,924,,0.015
25,146,0.0001,10000.0,1.2627118644047073,False,,924,,0.016
25,146,0.0001,50000.0,1.410411622274502,False,,924,,0.016
25,146,0.0001,100000.0,1.2784503631942812,False,,924,,0.015
25,146,0.0001,500000.0,1.30750605326687,False,,924,,0.016
25,146,0.0001,1000000.0,1.4007263922503697,False,,924,,0.016
25,146,0.005,0.005,1.4152542372863834,False,,924,,0.016
25,146,0.005,0.05,1.2893462469712276,False,,924,,0.016
25,146,0.005,0.01,1.374092009683899,False,,924,,0.016
25,146,0.005,0.5,1.3559322033881003,False,,924,,0.016
25,146,0.005,1.0,1.3535108958820459,False,,924,,0.015
25,146,0.005,5.0,1.3062953995140987,False,,924,,0.015
25,146,0.005,10.0,1.3486682808700152,False,,924,,0.015
25,146,0.005,50.0,1.4188861985455006,False,,924,,0.015
25,146,0.005,100.0,1.369249394671371,False,,924,,0.015
25,146,0.005,500.0,1.276029055687971,False,,924,,0.015
25,146,0.005,1000.0,1.3123486682791352,False,,924,,0.015
25,146,0.005,5000.0,1.330508474574387,False,,924,,0.016
25,146,0.005,10000.0,1.2978208232428443,False,,924,,0.016
25,146,0.005,50000.0,1.2239709443080002,False,,924,,0.016
25,146,0.005,100000.0,1.3280871670683183,False,,924,,0.015
25,146,0.005,500000.0,1.346246973363833,False,,924,,0.016
25,146,0.005,1000000.0,1.3571428571412625,False,,924,,0.015
25,146,0.001,0.005,1.2142857142836192,False,,924,,0.016
25,146,0.001,0.001,1.366828087165267,False,,924,,0.015
25,146,0.001,0.05,1.2990314769954807,False,,924,,0.015
25,146,0.001,0.01,1.2820823244535262,False,,924,,0.016
25,146,0.001,0.5,1.288135593218307,False,,924,,0.015
25,146,0.001,1.0,1.4043583535092239,False,,924,,0.015
25,146,0.001,5.0,1.279661016947081,False,,924,,0.016
25,146,0.001,10.0,1.3510895883759773,False,,924,,0.015
25,146,0.001,50.0,1.3656174334123676,False,,924,,0.015
25,146,0.001,100.0,1.3510895883758351,False,,924,,0.016
25,146,0.001,500.0,1.4769975786906429,False,,924,,0.016
25,146,0.001,1000.0,1.3196125907972274,False,,924,,0.016
25,146,0.001,5000.0,1.3014527845018122,False,,924,,0.016
25,146,0.001,10000.0,1.3099273607730382,False,,924,,0.015
25,146,0.001,50000.0,1.2978208232424535,False,,924,,0.016
25,146,0.001,100000.0,1.1707021791746186,True,967.0,924,0.046536796536796536,0.016
25,146,0.001,500000.0,1.3196125907970853,False,,924,,0.016
25,146,0.001,1000000.0,1.1767554479396551,False,,924,,0.015
25,146,0.05,0.05,1.4334140435820473,False,,924,,0.015
25,146,0.05,0.5,1.3341404358336248,False,,924,,0.016
25,146,0.05,1.0,1.2687651331701488,False,,924,,0.015
25,146,0.05,5.0,1.2433414043564355,False,,924,,0.016
25,146,0.05,10.0,1.4007263922501068,False,,924,,0.016
25,146,0.05,50.0,1.3389830508457479,False,,924,,0.015
25,146,0.05,100.0,1.3026634382547257,False,,924,,0.015
25,146,0.05,500.0,1.2845036319592111,False,,924,,0.015
25,146,0.05,1000.0,1.3075060532669909,False,,924,,0.015
25,146,0.05,5000.0,1.3753026634365284,False,,924,,0.015
25,146,0.05,10000.0,1.3801452784489072,False,,924,,0.015
25,146,0.05,50000.0,1.2070217917655057,False,,924,,0.015
25,146,0.05,100000.0,1.352300242129111,False,,924,,0.015
25,146,0.05,500000.0,1.2808716707001082,False,,924,,0.015
25,146,0.05,1000000.0,1.3704600484242562,False,,924,,0.015
25,146,0.01,0.05,1.3680387409183155,False,,924,,0.015
25,146,0.01,0.01,1.3196125907971918,False,,924,,0.016
25,146,0.01,0.5,1.2651331719110317,False,,924,,0.016
25,146,0.01,1.0,1.3196125907970853,False,,924,,0.015
25,146,0.01,5.0,1.2094430992714749,False,,924,,0.015
25,146,0.01,10.0,1.3716707021774397,False,,924,,0.015
25,146,0.01,50.0,1.3450363196109336,False,,924,,0.016
25,146,0.01,100.0,1.3837772397076549,False,,924,,0.015
25,146,0.01,500.0,1.2530266343805607,False,,924,,0.015
25,146,0.01,1000.0,1.3874092009671273,False,,924,,0.015
25,146,0.01,5000.0,1.34987893462295,False,,924,,0.015
25,146,0.01,10000.0,1.2820823244532562,False,,924,,0.016
25,146,0.01,50000.0,1.242130750603387,False,,924,,0.015
25,146,0.01,100000.0,1.3523002421291324,False,,924,,0.015
25,146,0.01,500000.0,1.4213075060519742,False,,924,,0.015
25,146,0.01,1000000.0,1.3026634382547329,False,,924,,0.016
25,146,0.5,0.5,1.245762711862497,False,,924,,0.016
25,146,0.5,1.0,1.2578692493925772,False,,924,,0.015
25,146,0.5,5.0,1.3547215496348244,False,,924,,0.015
25,146,0.5,10.0,1.3934624697321567,False,,924,,0.015
25,146,0.5,50.0,1.3087167070200323,False,,924,,0.015
25,146,0.5,100.0,1.3171912832911303,False,,924,,0.015
25,146,0.5,500.0,1.3523002421292674,False,,924,,0.016
25,146,0.5,1000.0,1.3753026634364218,False,,924,,0.016
25,146,0.5,5000.0,1.3765133171896977,False,,924,,0.016
25,146,0.5,10000.0,1.2615012106517938,False,,924,,0.016
25,146,0.5,50000.0,1.3377723970925999,False,,924,,0.015
25,146,0.5,100000.0,1.311138014525845,False,,924,,0.016
25,146,0.5,500000.0,1.2397094430973112,False,,924,,0.016
25,146,0.5,1000000.0,1.3196125907974618,False,,924,,0.015
25,146,1.0,1.0,1.3547215496350518,False,,924,,0.016
25,146,1.0,5.0,1.2675544794171074,False,,924,,0.015
25,146,1.0,10.0,1.2663438256639452,False,,924,,0.016
25,146,1.0,50.0,1.3062953995138216,False,,924,,0.016
25,146,1.0,100.0,1.3922518159791295,False,,924,,0.015
25,146,1.0,500.0,1.2263922518138486,False,,924,,0.015
25,146,1.0,1000.0,1.3365617433396721,False,,924,,0.015
25,146,1.0,5000.0,1.3341404358336248,False,,924,,0.016
25,146,1.0,10000.0,1.3305084745745361,False,,924,,0.016
25,146,1.0,50000.0,1.276029055688106,False,,924,,0.015
25,146,1.0,100000.0,1.3196125907972203,False,,924,,0.015
25,146,1.0,500000.0,1.2167070217898157,False,,924,,0.015
25,146,1.0,1000000.0,1.3220338983032605,False,,924,,0.015
25,146,5.0,5.0,1.2070217917654134,False,,924,,0.016
25,146,5.0,10.0,1.361985472153414,False,,924,,0.015
25,146,5.0,50.0,1.3595641646469332,False,,924,,0.015
25,146,5.0,100.0,1.349878934623085,False,,924,,0.016
25,146,5.0,500.0,1.3510895883757073,False,,924,,0.016
25,146,5.0,1000.0,1.2832929782064468,False,,924,,0.015
25,146,5.0,5000.0,1.2639225181577487,False,,924,,0.016
25,146,5.0,10000.0,1.3716707021775676,False,,924,,0.015
25,146,5.0,50000.0,1.3474576271169738,False,,924,,0.015
25,146,5.0,100000.0,1.1900726392229188,False,,924,,0.015
25,146,5.0,500000.0,1.2711864406759474,False,,924,,0.015
25,146,5.0,1000000.0,1.250605326874613,False,,924,,0.015
25,146,10.0,10.0,1.315980629538096,False,,924,,0.016
25,146,10.0,50.0,1.3740920096836078,False,,924,,0.016
25,146,10.0,100.0,1.3474576271172438,False,,924,,0.016
25,146,10.0,500.0,1.3716707021776813,False,,924,,0.015
25,146,10.0,1000.0,1.4031476997561967,False,,924,,0.016
25,146,10.0,5000.0,1.382566585954848,False,,924,,0.015
25,146,10.0,10000.0,1.2227602905548451,False,,924,,0.015
25,146,10.0,50000.0,1.3087167070200394,False,,924,,0.016
25,146,10.0,100000.0,1.3704600484245049,False,,924,,0.015
25,146,10.0,500000.0,1.3365617433394092,False,,924,,0.015
25,146,10.0,1000000.0,1.283292978206191,False,,924,,0.016
25,146,50.0,50.0,1.3910411622259673,False,,924,,0.016
25,146,50.0,100.0,1.3874092009668786,False,,924,,0.015
25,146,50.0,500.0,1.3510895883759844,False,,924,,0.015
25,146,50.0,1000.0,1.2469733656155384,False,,924,,0.016
25,146,50.0,5000.0,1.3789346246956171,False,,924,,0.015
25,146,50.0,10000.0,1.4382566585942982,False,,924,,0.015
25,146,50.0,50000.0,1.3365617433398,False,,924,,0.015
25,146,50.0,100000.0,1.3135593220320203,False,,924,,0.016
25,146,50.0,500000.0,1.2990314769956157,False,,924,,0.015
25,146,50.0,1000000.0,1.4346246973345558,False,,924,,0.015
25,146,100.0,100.0,1.3692493946713284,False,,924,,0.016
25,146,100.0,500.0,1.405569007262251,False,,924,,0.015
25,146,100.0,1000.0,1.1985472154942798,False,,924,,0.015
25,146,100.0,5000.0,1.343825665857885,False,,924,,0.015
25,146,100.0,10000.0,1.2953995157367757,False,,924,,0.015
25,146,100.0,50000.0,1.334140435833497,False,,924,,0.016
25,146,100.0,100000.0,1.2615012106519572,False,,924,,0.015
25,146,100.0,500000.0,1.2905569007243827,False,,924,,0.015
25,146,100.0,1000000.0,1.2312348668260782,False,,924,,0.015
25,146,500.0,500.0,1.309927360772953,False,,924,,0.015
25,146,500.0,1000.0,1.3813559322016076,False,,924,,0.016
25,146,500.0,5000.0,1.4092009685213611,False,,924,,0.015
25,146,500.0,10000.0,1.3329297820808321,False,,924,,0.015
25,146,500.0,50000.0,1.3571428571409854,False,,924,,0.015
25,146,500.0,100000.0,1.3002421307485506,False,,924,,0.015
25,146,500.0,500000.0,1.3159806295381031,False,,924,,0.015
25,146,500.0,1000000.0,1.4673123486668942,False,,924,,0.015
25,146,1000.0,1000.0,1.4067796610154417,False,,924,,0.015
25,146,1000.0,5000.0,1.3353510895867942,False,,924,,0.016
25,146,1000.0,10000.0,1.3970944309911388,False,,924,,0.015
25,146,1000.0,50000.0,1.2590799031456186,False,,924,,0.015
25,146,1000.0,100000.0,1.3159806295379894,False,,924,,0.015
25,146,1000.0,500000.0,1.2445520581094627,False,,924,,0.015
25,146,1000.0,1000000.0,1.2372881355912497,False,,924,,0.016
25,146,5000.0,5000.0,1.4007263922503768,False,,924,,0.015
25,146,5000.0,10000.0,1.2675544794167308,False,,924,,0.015
25,146,5000.0,50000.0,1.3062953995140631,False,,924,,0.015
25,146,5000.0,100000.0,1.2506053268745134,False,,924,,0.016
25,146,5000.0,500000.0,1.2966101694895755,False,,924,,0.015
25,146,5000.0,1000000.0,1.2288135593201517,False,,924,,0.015
25,146,10000.0,10000.0,1.3292978208212176,False,,924,,0.016
25,146,10000.0,50000.0,1.2542372881336021,False,,924,,0.016
25,146,10000.0,100000.0,1.4140435835335055,False,,924,,0.015
25,146,10000.0,500000.0,1.3244552058093575,False,,924,,0.015
25,146,10000.0,1000000.0,1.42857142856991,False,,924,,0.015
25,146,50000.0,50000.0,1.2893462469717463,False,,924,,0.015
25,146,50000.0,100000.0,1.3523002421288837,False,,924,,0.015
25,146,50000.0,500000.0,1.4806295399502574,False,,924,,0.015
25,146,50000.0,1000000.0,1.2905569007243685,False,,924,,0.015
25,146,100000.0,100000.0,1.3050847457609223,False,,924,,0.015
25,146,100000.0,500000.0,1.2929782082304513,False,,924,,0.015
25,146,100000.0,1000000.0,1.3292978208213313,False,,924,,0.015
25,146,500000.0,500000.0,1.257869249392563,False,,924,,0.015
25,146,500000.0,1000000.0,1.3317191283275704,False,,924,,0.015
25,146,1000000.0,1000000.0,1.353510895881918,False,,924,,0.016
