n,m,graph_id,solver,feasible,feasible_seed_count,avg_minla_cost,lower_bound,approx_ratio,time_s,num_seeds,num_reads,num_sweeps
10,21,0,PathIntegralAnnealingSampler,True,5,51.2,37.0,1.3837837837837839,2.212,5,10,1000
10,25,1,PathIntegralAnnealingSampler,True,5,67.8,50.000000000000014,1.3559999999999997,2.198,5,10,1000
10,19,2,PathIntegralAnnealingSampler,True,5,48.2,32.0,1.50625,2.199,5,10,1000
10,27,3,PathIntegralAnnealingSampler,True,5,77.0,60.58877549200334,1.2708624555411696,2.199,5,10,1000
10,23,4,PathIntegralAnnealingSampler,True,5,59.8,43.0,1.3906976744186046,2.2,5,10,1000
10,20,5,PathIntegralAnnealingSampler,True,5,39.6,34.0,1.1647058823529413,2.202,5,10,1000
10,22,6,PathIntegralAnnealingSampler,True,5,53.2,40.0,1.33,2.192,5,10,1000
10,20,7,PathIntegralAnnealingSampler,True,5,41.0,35.0,1.1714285714285715,2.196,5,10,1000
10,23,8,PathIntegralAnnealingSampler,True,5,60.2,43.0,1.4000000000000001,2.199,5,10,1000
10,20,9,PathIntegralAnnealingSampler,True,5,49.0,34.5,1.4202898550724639,2.187,5,10,1000
10,24,10,PathIntegralAnnealingSampler,True,5,56.8,46.0,1.2347826086956522,2.204,5,10,1000
10,25,11,PathIntegralAnnealingSampler,True,5,62.2,50.000000000000014,1.2439999999999998,2.2,5,10,1000
10,18,12,PathIntegralAnnealingSampler,True,5,38.2,31.0,1.2322580645161292,2.196,5,10,1000
10,26,13,PathIntegralAnnealingSampler,True,5,75.0,56.630695516535866,1.324370102042988,2.183,5,10,1000
10,24,14,PathIntegralAnnealingSampler,True,5,63.6,46.0,1.382608695652174,2.195,5,10,1000
10,22,15,PathIntegralAnnealingSampler,True,5,52.8,40.0,1.3199999999999998,2.201,5,10,1000
10,19,16,PathIntegralAnnealingSampler,True,5,43.6,33.0,1.3212121212121213,2.194,5,10,1000
10,18,17,PathIntegralAnnealingSampler,True,5,36.4,30.0,1.2133333333333334,2.196,5,10,1000
10,18,18,PathIntegralAnnealingSampler,True,5,38.0,31.0,1.2258064516129032,2.218,5,10,1000
10,24,19,PathIntegralAnnealingSampler,True,5,63.8,46.0,1.3869565217391304,2.198,5,10,1000
10,15,20,PathIntegralAnnealingSampler,True,5,32.8,25.0,1.3119999999999998,2.183,5,10,1000
10,20,21,PathIntegralAnnealingSampler,True,5,47.6,34.0,1.4000000000000001,2.196,5,10,1000
10,28,22,PathIntegralAnnealingSampler,True,5,81.8,62.000000000000014,1.3193548387096772,2.189,5,10,1000
10,20,23,PathIntegralAnnealingSampler,True,5,50.8,34.0,1.4941176470588236,2.208,5,10,1000
10,20,24,PathIntegralAnnealingSampler,True,5,47.0,34.5,1.3623188405797102,2.185,5,10,1000
10,28,25,PathIntegralAnnealingSampler,True,5,75.8,62.000000000000014,1.22258064516129,2.191,5,10,1000
10,23,26,PathIntegralAnnealingSampler,True,5,58.0,43.0,1.3488372093023255,2.191,5,10,1000
10,20,27,PathIntegralAnnealingSampler,True,5,47.6,34.0,1.4000000000000001,2.181,5,10,1000
10,22,28,PathIntegralAnnealingSampler,True,5,52.6,40.0,1.315,2.179,5,10,1000
10,27,29,PathIntegralAnnealingSampler,True,5,69.2,58.000000000000014,1.1931034482758618,2.179,5,10,1000
10,23,30,PathIntegralAnnealingSampler,True,5,56.2,43.0,1.3069767441860465,2.189,5,10,1000
10,22,31,PathIntegralAnnealingSampler,True,5,51.6,40.0,1.29,2.196,5,10,1000
10,21,32,PathIntegralAnnealingSampler,True,5,54.8,37.0,1.481081081081081,2.195,5,10,1000
10,21,33,PathIntegralAnnealingSampler,True,5,52.8,37.0,1.4270270270270269,2.186,5,10,1000
10,19,34,PathIntegralAnnealingSampler,True,5,40.8,31.0,1.3161290322580643,2.186,5,10,1000
10,29,35,PathIntegralAnnealingSampler,True,5,82.8,66.00000000000001,1.2545454545454542,2.193,5,10,1000
10,20,36,PathIntegralAnnealingSampler,True,5,48.4,34.0,1.423529411764706,2.187,5,10,1000
10,18,37,PathIntegralAnnealingSampler,True,5,43.2,29.0,1.4896551724137932,2.183,5,10,1000
10,22,38,PathIntegralAnnealingSampler,True,5,49.4,40.0,1.2349999999999999,2.18,5,10,1000
10,17,39,PathIntegralAnnealingSampler,True,5,33.6,28.0,1.2,2.193,5,10,1000
10,25,40,PathIntegralAnnealingSampler,True,5,58.8,50.000000000000014,1.1759999999999997,2.262,5,10,1000
10,23,41,PathIntegralAnnealingSampler,True,5,60.6,43.0,1.4093023255813955,2.24,5,10,1000
10,19,42,PathIntegralAnnealingSampler,True,5,44.6,32.0,1.39375,2.257,5,10,1000
10,23,43,PathIntegralAnnealingSampler,True,5,58.8,43.0,1.3674418604651162,2.265,5,10,1000
10,19,44,PathIntegralAnnealingSampler,True,5,42.6,32.0,1.33125,2.249,5,10,1000
10,22,45,PathIntegralAnnealingSampler,True,5,46.0,40.0,1.15,2.258,5,10,1000
10,22,46,PathIntegralAnnealingSampler,True,5,48.4,40.0,1.21,2.247,5,10,1000
10,22,47,PathIntegralAnnealingSampler,True,5,51.0,40.0,1.275,2.24,5,10,1000
10,30,48,PathIntegralAnnealingSampler,True,5,86.2,70.00000000000001,1.2314285714285713,2.242,5,10,1000
10,24,49,PathIntegralAnnealingSampler,True,5,65.2,46.0,1.4173913043478261,2.236,5,10,1000
10,16,50,PathIntegralAnnealingSampler,True,5,35.0,27.0,1.2962962962962963,2.296,5,10,1000
10,28,51,PathIntegralAnnealingSampler,True,5,79.0,62.000000000000014,1.2741935483870965,2.246,5,10,1000
10,24,52,PathIntegralAnnealingSampler,True,5,58.0,46.0,1.2608695652173914,2.241,5,10,1000
10,21,53,PathIntegralAnnealingSampler,True,5,52.2,37.0,1.4108108108108108,2.234,5,10,1000
10,21,54,PathIntegralAnnealingSampler,True,5,49.6,37.0,1.3405405405405406,2.28,5,10,1000
10,28,55,PathIntegralAnnealingSampler,True,5,76.0,62.000000000000014,1.225806451612903,2.247,5,10,1000
10,23,56,PathIntegralAnnealingSampler,True,5,53.8,43.0,1.2511627906976743,2.302,5,10,1000
10,18,57,PathIntegralAnnealingSampler,True,5,39.6,31.0,1.2774193548387098,2.278,5,10,1000
10,21,58,PathIntegralAnnealingSampler,True,5,48.0,37.0,1.2972972972972974,2.286,5,10,1000
10,24,59,PathIntegralAnnealingSampler,True,5,63.4,46.0,1.3782608695652174,2.301,5,10,1000
10,23,60,PathIntegralAnnealingSampler,True,5,61.8,43.0,1.4372093023255814,2.255,5,10,1000
10,26,61,PathIntegralAnnealingSampler,True,5,67.8,54.000000000000014,1.255555555555555,2.27,5,10,1000
10,25,62,PathIntegralAnnealingSampler,True,5,67.0,50.000000000000014,1.3399999999999996,2.262,5,10,1000
10,19,63,PathIntegralAnnealingSampler,True,5,44.6,32.0,1.39375,2.257,5,10,1000
10,17,64,PathIntegralAnnealingSampler,True,5,36.2,27.0,1.3407407407407408,2.301,5,10,1000
10,24,65,PathIntegralAnnealingSampler,True,5,64.8,46.0,1.408695652173913,2.249,5,10,1000
10,30,66,PathIntegralAnnealingSampler,True,5,84.6,70.00000000000001,1.2085714285714282,2.233,5,10,1000
10,17,67,PathIntegralAnnealingSampler,True,5,40.0,29.0,1.3793103448275863,2.253,5,10,1000
10,25,68,PathIntegralAnnealingSampler,True,5,66.6,50.000000000000014,1.3319999999999994,2.254,5,10,1000
10,20,69,PathIntegralAnnealingSampler,True,5,50.4,34.0,1.4823529411764707,2.225,5,10,1000
10,21,70,PathIntegralAnnealingSampler,True,5,45.2,37.0,1.2216216216216218,2.255,5,10,1000
10,18,71,PathIntegralAnnealingSampler,True,5,35.0,28.0,1.25,2.244,5,10,1000
10,25,72,PathIntegralAnnealingSampler,True,5,66.4,50.000000000000014,1.3279999999999998,2.236,5,10,1000
10,22,73,PathIntegralAnnealingSampler,True,5,56.6,40.0,1.415,2.253,5,10,1000
10,27,74,PathIntegralAnnealingSampler,True,5,77.2,58.000000000000014,1.3310344827586205,2.231,5,10,1000
10,24,75,PathIntegralAnnealingSampler,True,5,60.2,46.0,1.308695652173913,2.242,5,10,1000
10,22,76,PathIntegralAnnealingSampler,True,5,52.6,40.0,1.315,2.235,5,10,1000
10,25,77,PathIntegralAnnealingSampler,True,5,62.6,50.000000000000014,1.2519999999999998,2.242,5,10,1000
10,16,78,PathIntegralAnnealingSampler,True,5,33.6,28.0,1.2,2.253,5,10,1000
10,19,79,PathIntegralAnnealingSampler,True,5,44.4,31.0,1.432258064516129,2.275,5,10,1000
10,22,80,PathIntegralAnnealingSampler,True,5,55.8,40.0,1.395,2.252,5,10,1000
10,19,81,PathIntegralAnnealingSampler,True,5,42.8,31.0,1.3806451612903226,2.254,5,10,1000
10,18,82,PathIntegralAnnealingSampler,True,5,35.4,31.0,1.1419354838709677,2.262,5,10,1000
10,27,83,PathIntegralAnnealingSampler,True,5,74.8,58.000000000000014,1.2896551724137928,2.228,5,10,1000
10,23,84,PathIntegralAnnealingSampler,True,5,56.2,43.0,1.3069767441860465,2.231,5,10,1000
10,23,85,PathIntegralAnnealingSampler,True,5,55.0,43.0,1.2790697674418605,2.278,5,10,1000
10,24,86,PathIntegralAnnealingSampler,True,5,59.8,46.0,1.3,2.25,5,10,1000
10,22,87,PathIntegralAnnealingSampler,True,5,55.8,40.0,1.395,2.268,5,10,1000
10,23,88,PathIntegralAnnealingSampler,True,5,51.8,43.0,1.2046511627906975,2.261,5,10,1000
10,20,89,PathIntegralAnnealingSampler,True,5,47.2,34.0,1.3882352941176472,2.244,5,10,1000
10,22,90,PathIntegralAnnealingSampler,True,5,57.8,40.0,1.4449999999999998,2.256,5,10,1000
10,24,91,PathIntegralAnnealingSampler,True,5,57.0,46.0,1.2391304347826086,2.26,5,10,1000
10,23,92,PathIntegralAnnealingSampler,True,5,58.6,43.0,1.3627906976744186,2.254,5,10,1000
10,27,93,PathIntegralAnnealingSampler,True,5,70.6,58.000000000000014,1.2172413793103445,2.22,5,10,1000
10,25,94,PathIntegralAnnealingSampler,True,5,63.8,50.000000000000014,1.2759999999999996,2.225,5,10,1000
10,26,95,PathIntegralAnnealingSampler,True,5,69.4,54.000000000000014,1.285185185185185,2.22,5,10,1000
10,24,96,PathIntegralAnnealingSampler,True,5,61.4,46.0,1.3347826086956522,2.226,5,10,1000
10,25,97,PathIntegralAnnealingSampler,True,5,63.6,50.000000000000014,1.2719999999999996,2.212,5,10,1000
10,21,98,PathIntegralAnnealingSampler,True,5,56.4,37.619145031507024,1.4992366241381487,2.223,5,10,1000
10,25,99,PathIntegralAnnealingSampler,True,5,59.2,50.000000000000014,1.1839999999999997,2.229,5,10,1000
15,52,0,PathIntegralAnnealingSampler,True,5,192.4,130.0,1.48,6.766,5,10,1000
15,57,1,PathIntegralAnnealingSampler,True,5,218.8,158.44971975379113,1.3808796906677074,6.78,5,10,1000
15,48,2,PathIntegralAnnealingSampler,True,5,174.6,117.12997260862763,1.490651761555515,6.844,5,10,1000
15,52,3,PathIntegralAnnealingSampler,True,5,198.8,130.0,1.5292307692307694,6.777,5,10,1000
15,53,4,PathIntegralAnnealingSampler,True,5,198.6,135.0,1.471111111111111,6.764,5,10,1000
15,51,5,PathIntegralAnnealingSampler,True,5,189.0,125.0,1.512,6.738,5,10,1000
15,51,6,PathIntegralAnnealingSampler,True,5,185.2,125.0,1.4815999999999998,6.712,5,10,1000
15,45,7,PathIntegralAnnealingSampler,True,5,173.6,128.3015133988632,1.3530627613121995,6.715,5,10,1000
15,44,8,PathIntegralAnnealingSampler,True,5,176.2,120.09240222499979,1.4672035593882076,6.677,5,10,1000
15,55,9,PathIntegralAnnealingSampler,True,5,210.2,145.0,1.449655172413793,6.693,5,10,1000
15,50,10,PathIntegralAnnealingSampler,True,5,189.8,120.00000000000006,1.581666666666666,6.681,5,10,1000
15,54,11,PathIntegralAnnealingSampler,True,5,213.4,146.03235648319463,1.4613199782512447,6.736,5,10,1000
15,54,12,PathIntegralAnnealingSampler,True,5,207.8,140.0,1.4842857142857144,6.739,5,10,1000
15,55,13,PathIntegralAnnealingSampler,True,5,218.8,149.06043865626646,1.4678609694994462,6.726,5,10,1000
15,46,14,PathIntegralAnnealingSampler,True,5,160.4,104.00000000000006,1.5423076923076915,6.671,5,10,1000
15,53,15,PathIntegralAnnealingSampler,True,5,204.0,135.0,1.511111111111111,6.651,5,10,1000
15,46,16,PathIntegralAnnealingSampler,True,5,171.6,104.00000000000006,1.649999999999999,6.663,5,10,1000
15,50,17,PathIntegralAnnealingSampler,True,5,176.0,120.00000000000006,1.466666666666666,6.659,5,10,1000
15,50,18,PathIntegralAnnealingSampler,True,5,187.4,120.38148166294452,1.5567178390834255,6.728,5,10,1000
15,50,19,PathIntegralAnnealingSampler,True,5,186.2,120.00000000000006,1.5516666666666659,6.695,5,10,1000
15,50,20,PathIntegralAnnealingSampler,True,5,169.0,120.00000000000006,1.4083333333333328,6.686,5,10,1000
15,60,21,PathIntegralAnnealingSampler,True,5,245.8,170.0,1.4458823529411766,6.684,5,10,1000
15,54,22,PathIntegralAnnealingSampler,True,5,212.8,140.0,1.52,6.685,5,10,1000
15,50,23,PathIntegralAnnealingSampler,True,5,191.2,131.60900488769335,1.452788129225335,6.725,5,10,1000
15,57,24,PathIntegralAnnealingSampler,True,5,225.8,155.0,1.456774193548387,6.658,5,10,1000
15,48,25,PathIntegralAnnealingSampler,True,5,180.6,115.97929363272009,1.5571745123049199,6.638,5,10,1000
15,58,26,PathIntegralAnnealingSampler,True,5,237.0,165.2615534362208,1.434090355997199,6.624,5,10,1000
15,49,27,PathIntegralAnnealingSampler,True,5,177.4,116.00000000000006,1.5293103448275855,6.626,5,10,1000
15,55,28,PathIntegralAnnealingSampler,True,5,208.6,145.0,1.4386206896551723,6.615,5,10,1000
15,53,29,PathIntegralAnnealingSampler,True,5,210.6,140.06484781312813,1.5035892537503666,6.597,5,10,1000
15,45,30,PathIntegralAnnealingSampler,True,5,157.4,100.00000000000006,1.5739999999999992,6.555,5,10,1000
15,55,31,PathIntegralAnnealingSampler,True,5,217.8,145.0,1.5020689655172415,6.603,5,10,1000
15,57,32,PathIntegralAnnealingSampler,True,5,225.4,155.0,1.454193548387097,6.57,5,10,1000
15,53,33,PathIntegralAnnealingSampler,True,5,196.0,135.0,1.451851851851852,6.697,5,10,1000
15,38,34,PathIntegralAnnealingSampler,True,5,134.8,73.97972910718417,1.8221207569535367,6.811,5,10,1000
15,50,35,PathIntegralAnnealingSampler,True,5,192.6,120.00000000000006,1.604999999999999,6.81,5,10,1000
15,51,36,PathIntegralAnnealingSampler,True,5,196.6,125.0,1.5728,6.762,5,10,1000
15,56,37,PathIntegralAnnealingSampler,True,5,220.6,150.0,1.4706666666666666,6.743,5,10,1000
15,53,38,PathIntegralAnnealingSampler,True,5,203.0,135.0,1.5037037037037038,6.76,5,10,1000
15,48,39,PathIntegralAnnealingSampler,True,5,182.4,112.00000000000006,1.628571428571428,6.75,5,10,1000
15,58,40,PathIntegralAnnealingSampler,True,5,220.0,160.0,1.375,6.792,5,10,1000
15,61,41,PathIntegralAnnealingSampler,True,5,238.2,176.0,1.3534090909090908,6.722,5,10,1000
15,55,42,PathIntegralAnnealingSampler,True,5,211.8,145.0,1.4606896551724138,6.743,5,10,1000
15,55,43,PathIntegralAnnealingSampler,True,5,216.6,153.7294979104635,1.40896836940269,6.759,5,10,1000
15,56,44,PathIntegralAnnealingSampler,True,5,218.8,150.0,1.4586666666666668,6.779,5,10,1000
15,48,45,PathIntegralAnnealingSampler,True,5,188.4,116.86219157325144,1.6121552870408673,6.743,5,10,1000
