n,m,graph_id,solver,feasible,feasible_seed_count,avg_minla_cost,lower_bound,approx_ratio,time_s,num_seeds,num_reads,num_sweeps
15,57,96,PathIntegralAnnealingSampler,True,5,240.2,169.66144381116388,1.4157606737529993,3.376,5,10,500
15,52,97,PathIntegralAnnealingSampler,True,5,197.2,130.0,1.5169230769230768,3.399,5,10,500
15,48,98,PathIntegralAnnealingSampler,True,5,173.2,112.00000000000006,1.5464285714285706,3.405,5,10,500
15,57,99,PathIntegralAnnealingSampler,True,5,224.2,155.0,1.4464516129032257,3.399,5,10,500
20,98,0,PathIntegralAnnealingSampler,True,5,535.4,323.0000000000001,1.6575851393188847,7.674,5,10,500
20,87,1,PathIntegralAnnealingSampler,True,5,472.0,275.4245282778259,1.713718102564506,7.752,5,10,500
20,96,2,PathIntegralAnnealingSampler,True,5,534.4,333.9656616440207,1.6001645120318548,7.686,5,10,500
20,96,3,PathIntegralAnnealingSampler,True,5,523.4,359.17824201573745,1.4572152173323103,7.714,5,10,500
20,78,4,PathIntegralAnnealingSampler,True,5,409.8,243.25096155253172,1.6846798770474782,7.696,5,10,500
20,95,5,PathIntegralAnnealingSampler,True,5,515.2,305.0,1.6891803278688526,7.713,5,10,500
20,99,6,PathIntegralAnnealingSampler,True,5,540.4,365.6524809773818,1.4779060121663103,7.703,5,10,500
20,92,7,PathIntegralAnnealingSampler,True,5,485.6,287.0,1.69198606271777,7.703,5,10,500
20,93,8,PathIntegralAnnealingSampler,True,5,498.0,322.9065976011016,1.5422416379834942,7.666,5,10,500
20,87,9,PathIntegralAnnealingSampler,True,5,465.0,257.0,1.8093385214007782,7.681,5,10,500
20,91,10,PathIntegralAnnealingSampler,True,5,481.2,316.5249506777438,1.5202593001583404,7.713,5,10,500
20,101,11,PathIntegralAnnealingSampler,True,5,553.0,343.0,1.6122448979591837,7.709,5,10,500
20,94,12,PathIntegralAnnealingSampler,True,5,487.8,317.5725368772195,1.5360270280190953,7.754,5,10,500
20,93,13,PathIntegralAnnealingSampler,True,5,516.4,350.1195543807781,1.4749247608100773,7.965,5,10,500
20,102,14,PathIntegralAnnealingSampler,True,5,539.2,365.9228588054341,1.4735346180892723,8.441,5,10,500
20,92,15,PathIntegralAnnealingSampler,True,5,491.0,287.0,1.710801393728223,8.237,5,10,500
20,93,16,PathIntegralAnnealingSampler,True,5,486.6,293.8456849316441,1.6559712289571156,7.724,5,10,500
20,96,17,PathIntegralAnnealingSampler,True,5,524.8,337.0587429842088,1.5569986268672071,7.731,5,10,500
20,90,18,PathIntegralAnnealingSampler,True,5,464.8,275.0,1.6901818181818182,7.72,5,10,500
20,82,19,PathIntegralAnnealingSampler,True,5,410.4,243.77267244364427,1.6835357133596542,7.695,5,10,500
20,100,20,PathIntegralAnnealingSampler,True,5,551.2,336.0,1.6404761904761906,7.929,5,10,500
20,93,21,PathIntegralAnnealingSampler,True,5,488.8,330.66121725720274,1.478250168116299,8.07,5,10,500
20,104,22,PathIntegralAnnealingSampler,True,5,584.0,364.0,1.6043956043956045,7.718,5,10,500
20,101,23,PathIntegralAnnealingSampler,True,5,549.6,345.5876163343076,1.5903347632350895,7.64,5,10,500
20,100,24,PathIntegralAnnealingSampler,True,5,558.6,342.1010680032468,1.6328507924877291,7.77,5,10,500
20,92,25,PathIntegralAnnealingSampler,True,5,477.4,324.37786396689694,1.471740377600856,7.626,5,10,500
20,91,26,PathIntegralAnnealingSampler,True,5,466.4,299.79507113921073,1.555729379498123,7.625,5,10,500
20,93,27,PathIntegralAnnealingSampler,True,5,510.2,323.60825737140215,1.5765975940918227,7.613,5,10,500
20,92,28,PathIntegralAnnealingSampler,True,5,504.4,287.0,1.757491289198606,7.692,5,10,500
20,96,29,PathIntegralAnnealingSampler,True,5,522.6,311.0000000000001,1.6803858520900317,7.631,5,10,500
20,100,30,PathIntegralAnnealingSampler,True,5,564.2,384.1668584608115,1.4686326724291172,7.622,5,10,500
20,93,31,PathIntegralAnnealingSampler,True,5,499.6,293.0,1.7051194539249148,7.587,5,10,500
20,106,32,PathIntegralAnnealingSampler,True,5,569.8,378.0,1.5074074074074073,7.619,5,10,500
20,89,33,PathIntegralAnnealingSampler,True,5,478.8,280.61487965979774,1.706253070330665,7.612,5,10,500
20,87,34,PathIntegralAnnealingSampler,True,5,437.0,283.3954513242101,1.542014869886049,7.594,5,10,500
20,100,35,PathIntegralAnnealingSampler,True,5,531.6,338.19066925829895,1.5718943434065633,7.589,5,10,500
20,95,36,PathIntegralAnnealingSampler,True,5,534.0,341.4095797239293,1.5641037384826846,7.608,5,10,500
20,105,37,PathIntegralAnnealingSampler,True,5,576.2,371.0,1.5530997304582213,7.606,5,10,500
20,98,38,PathIntegralAnnealingSampler,True,5,529.8,323.0000000000001,1.640247678018575,7.633,5,10,500
20,100,39,PathIntegralAnnealingSampler,True,5,564.0,351.9525850501816,1.602488584988187,7.7,5,10,500
20,105,40,PathIntegralAnnealingSampler,True,5,593.0,436.7282269187026,1.3578238443250144,7.68,5,10,500
20,87,41,PathIntegralAnnealingSampler,True,5,453.0,257.0,1.7626459143968871,7.712,5,10,500
20,87,42,PathIntegralAnnealingSampler,True,5,445.6,295.30587627630115,1.5089438978284235,7.694,5,10,500
20,84,43,PathIntegralAnnealingSampler,True,5,439.2,284.54865962441556,1.5434969912693086,7.644,5,10,500
20,95,44,PathIntegralAnnealingSampler,True,5,517.0,305.0,1.6950819672131148,7.685,5,10,500
20,92,45,PathIntegralAnnealingSampler,True,5,505.0,342.7763964352029,1.4732636355708442,7.657,5,10,500
20,96,46,PathIntegralAnnealingSampler,True,5,524.2,362.16409446495635,1.4474101878443464,7.653,5,10,500
20,94,47,PathIntegralAnnealingSampler,True,5,481.6,299.0,1.6107023411371237,7.637,5,10,500
20,92,48,PathIntegralAnnealingSampler,True,5,494.6,287.0,1.7233449477351916,7.704,5,10,500
20,104,49,PathIntegralAnnealingSampler,True,5,586.4,368.26240196423987,1.5923428426911264,7.613,5,10,500
20,98,50,PathIntegralAnnealingSampler,True,5,519.4,323.0000000000001,1.6080495356037146,7.657,5,10,500
20,106,51,PathIntegralAnnealingSampler,True,5,600.6,378.0,1.588888888888889,7.64,5,10,500
20,93,52,PathIntegralAnnealingSampler,True,5,508.2,293.0,1.7344709897610922,7.64,5,10,500
20,97,53,PathIntegralAnnealingSampler,True,5,523.0,356.43829350039897,1.4672946468907235,7.627,5,10,500
20,88,54,PathIntegralAnnealingSampler,True,5,458.6,284.88857081473105,1.6097521872796965,7.647,5,10,500
20,109,55,PathIntegralAnnealingSampler,True,5,603.0,399.0,1.5112781954887218,7.657,5,10,500
20,88,56,PathIntegralAnnealingSampler,True,5,457.8,263.0,1.740684410646388,7.647,5,10,500
20,100,57,PathIntegralAnnealingSampler,True,5,555.2,373.20936930932703,1.4876368217321836,7.624,5,10,500
