solver_name,beta_schedule_type,num_vertices,graph_id,num_edges,penalty_mode,mu_thermometer,mu_bijective,energy,minla_cost,best_known_cost,is_feasible,solve_time
QWaveSampler_default,default,6,0,6,lucas,4,4,8.0,8,8,True,0.16001200675964355
QWaveSampler_default,default,6,1,7,lucas,5,5,9.0,9,9,True,0.15685009956359863
QWaveSampler_default,default,6,2,7,lucas,4,4,11.0,11,11,True,0.16283392906188965
QWaveSampler_default,default,6,3,7,lucas,5,5,11.0,11,11,True,0.1629948616027832
QWaveSampler_default,default,6,4,6,lucas,4,4,7.0,7,7,True,0.15931320190429688
QWaveSampler_default,default,6,5,8,lucas,5,5,13.0,13,13,True,0.16865992546081543
QWaveSampler_default,default,6,6,7,lucas,5,5,10.0,10,10,True,0.15915679931640625
QWaveSampler_default,default,6,7,8,lucas,5,5,11.0,11,11,True,0.16891813278198242
QWaveSampler_default,default,6,8,9,lucas,5,5,16.0,16,16,True,0.1594538688659668
QWaveSampler_default,default,6,9,10,lucas,6,6,18.0,18,18,True,0.16069507598876953
QWaveSampler_default,default,6,10,7,lucas,5,5,10.0,10,10,True,0.161149263381958
QWaveSampler_default,default,6,11,8,lucas,5,5,12.0,12,12,True,0.15902209281921387
QWaveSampler_default,default,6,12,6,lucas,4,4,9.0,9,9,True,0.16239476203918457
QWaveSampler_default,default,6,13,6,lucas,5,5,9.0,9,9,True,0.15491700172424316
QWaveSampler_default,default,6,14,8,lucas,5,5,13.0,13,15,True,0.1564469337463379
QWaveSampler_default,default,6,15,9,lucas,5,5,15.0,15,15,True,0.15764570236206055
QWaveSampler_default,default,6,16,5,lucas,4,4,6.0,6,6,True,0.15812110900878906
QWaveSampler_default,default,6,17,8,lucas,4,4,14.0,14,14,True,0.15679121017456055
QWaveSampler_default,default,6,18,7,lucas,6,6,11.0,11,11,True,0.1567060947418213
QWaveSampler_default,default,6,19,6,lucas,5,5,8.0,8,8,True,0.1553499698638916
QWaveSampler_default,default,6,20,9,lucas,5,5,13.0,13,13,True,0.1557621955871582
QWaveSampler_default,default,6,21,9,lucas,5,5,17.0,17,17,True,0.16418886184692383
QWaveSampler_default,default,6,22,6,lucas,4,4,7.0,7,7,True,0.15570282936096191
QWaveSampler_default,default,6,23,11,lucas,6,6,21.0,21,21,True,0.1612412929534912
QWaveSampler_default,default,6,24,9,lucas,5,5,15.0,15,15,True,0.1580967903137207
QWaveSampler_default,default,6,25,10,lucas,5,5,17.0,17,17,True,0.15674495697021484
QWaveSampler_default,default,6,26,9,lucas,5,5,15.0,15,15,True,0.1567850112915039
QWaveSampler_default,default,6,27,6,lucas,4,4,8.0,8,8,True,0.15737485885620117
QWaveSampler_default,default,6,28,7,lucas,4,4,10.0,10,10,True,0.15641379356384277
QWaveSampler_default,default,6,29,9,lucas,5,5,16.0,16,16,True,0.16138792037963867
QWaveSampler_default,default,6,30,8,lucas,6,6,13.0,13,13,True,0.1551511287689209
QWaveSampler_default,default,6,31,6,lucas,4,4,8.0,8,8,True,0.15646004676818848
QWaveSampler_default,default,6,32,6,lucas,5,5,8.0,8,8,True,0.15627312660217285
QWaveSampler_default,default,6,33,5,lucas,4,4,6.0,6,6,True,0.1583850383758545
QWaveSampler_default,default,6,34,9,lucas,5,5,16.0,16,16,True,0.1564478874206543
QWaveSampler_default,default,6,35,7,lucas,6,6,11.0,11,11,True,0.15697407722473145
QWaveSampler_default,default,6,36,10,lucas,6,6,19.0,19,19,True,0.15648221969604492
QWaveSampler_default,default,6,37,10,lucas,6,6,17.0,17,19,True,0.15776896476745605
QWaveSampler_default,default,6,38,5,lucas,3,3,5.0,5,5,True,0.16047406196594238
QWaveSampler_default,default,6,39,7,lucas,4,4,11.0,11,13,True,0.15688395500183105
QWaveSampler_default,default,6,40,7,lucas,4,4,12.0,12,12,True,0.1709907054901123
QWaveSampler_default,default,6,41,8,lucas,4,4,14.0,14,15,True,0.15665006637573242
QWaveSampler_default,default,6,42,8,lucas,5,5,13.0,13,13,True,0.16004204750061035
QWaveSampler_default,default,6,43,10,lucas,5,5,16.0,16,16,True,0.15509891510009766
QWaveSampler_default,default,6,44,8,lucas,5,5,11.0,11,11,True,0.15709733963012695
QWaveSampler_default,default,6,45,10,lucas,5,5,19.0,19,19,True,0.15511488914489746
QWaveSampler_default,default,6,46,8,lucas,6,6,13.0,13,14,True,0.15578103065490723
QWaveSampler_default,default,6,47,10,lucas,5,5,18.0,18,18,True,0.15839385986328125
QWaveSampler_default,default,6,48,10,lucas,5,5,19.0,19,19,True,0.16216301918029785
QWaveSampler_default,default,6,49,7,lucas,4,4,9.0,9,9,True,0.15522003173828125
