solver_name,beta_schedule_type,num_vertices,graph_id,num_edges,penalty_mode,mu_thermometer,mu_bijective,energy,minla_cost,best_known_cost,is_feasible,solve_time
QWaveSampler_default,default,6,0,6,exact,24,24,9.0,9,8,True,0.12851333618164062
QWaveSampler_default,default,6,1,7,exact,26,26,13.0,13,9,True,0.12168216705322266
QWaveSampler_default,default,6,2,7,exact,26,26,11.0,11,11,True,0.12106609344482422
QWaveSampler_default,default,6,3,7,exact,26,26,13.0,13,11,True,0.12110447883605957
QWaveSampler_default,default,6,4,6,exact,24,24,9.0,9,7,True,0.12105011940002441
QWaveSampler_default,default,6,5,8,exact,28,28,15.0,15,13,True,0.11863136291503906
QWaveSampler_default,default,6,6,7,exact,26,26,10.0,10,10,True,0.12116003036499023
QWaveSampler_default,default,6,7,8,exact,28,28,11.0,11,11,True,0.12123966217041016
QWaveSampler_default,default,6,8,9,exact,30,30,16.0,16,16,True,0.12116813659667969
QWaveSampler_default,default,6,9,10,exact,32,32,18.0,18,18,True,0.12102246284484863
QWaveSampler_default,default,6,10,7,exact,26,26,11.0,11,10,True,0.1245114803314209
QWaveSampler_default,default,6,11,8,exact,28,28,13.0,13,12,True,0.1251060962677002
QWaveSampler_default,default,6,12,6,exact,24,24,9.0,9,9,True,0.12151741981506348
QWaveSampler_default,default,6,13,6,exact,24,24,9.0,9,9,True,0.13003158569335938
QWaveSampler_default,default,6,14,8,exact,28,28,16.0,16,15,True,0.11550641059875488
QWaveSampler_default,default,6,15,9,exact,30,30,15.0,15,15,True,0.12063884735107422
QWaveSampler_default,default,6,16,5,exact,21,21,7.0,7,6,True,0.1260089874267578
QWaveSampler_default,default,6,17,8,exact,28,28,14.0,14,14,True,0.12502121925354004
QWaveSampler_default,default,6,18,7,exact,26,26,12.0,12,11,True,0.12250900268554688
QWaveSampler_default,default,6,19,6,exact,24,24,9.0,9,8,True,0.11766576766967773
QWaveSampler_default,default,6,20,9,exact,30,30,16.0,16,13,True,0.12207531929016113
QWaveSampler_default,default,6,21,9,exact,30,30,18.0,18,17,True,0.11967921257019043
QWaveSampler_default,default,6,22,6,exact,24,24,9.0,9,7,True,0.11951088905334473
QWaveSampler_default,default,6,23,11,exact,33,33,21.0,21,21,True,0.12002038955688477
QWaveSampler_default,default,6,24,9,exact,30,30,16.0,16,15,True,0.12550759315490723
QWaveSampler_default,default,6,25,10,exact,32,32,17.0,17,17,True,0.12322688102722168
QWaveSampler_default,default,6,26,9,exact,30,30,15.0,15,15,True,0.1186058521270752
QWaveSampler_default,default,6,27,6,exact,24,24,10.0,10,8,True,0.1220254898071289
