solver_id,num_vertices,graph_id,num_edges,penalty_mode,mu_thermometer,mu_bijective,energy,minla_cost,best_known_cost,is_feasible,solve_time
0,5,0,5,exact,16,16,7.0,7,6,True,0.11078572273254395
0,5,1,5,exact,16,16,6.0,6,6,True,0.10713982582092285
0,5,2,4,exact,14,14,4.0,4,4,True,0.10966372489929199
0,5,3,7,exact,19,19,11.0,11,10,True,0.11572933197021484
0,5,4,5,exact,16,16,8.0,8,7,True,0.1061244010925293
0,5,5,8,exact,20,20,14.0,14,14,True,0.10210204124450684
0,5,6,4,exact,14,14,7.0,7,5,True,0.11020469665527344
0,5,7,6,exact,18,18,10.0,10,10,True,0.10465574264526367
0,5,8,6,exact,18,18,9.0,9,9,True,0.10490250587463379
0,5,9,6,exact,18,18,9.0,9,9,True,0.10693931579589844
0,5,10,5,exact,16,16,7.0,7,7,True,0.10833954811096191
0,5,11,6,exact,18,18,8.0,8,8,True,0.1054677963256836
0,5,12,7,exact,19,19,12.0,12,12,True,0.10709142684936523
0,5,13,5,exact,16,16,8.0,8,8,True,0.10841202735900879
0,5,14,7,exact,19,19,11.0,11,11,True,0.10505223274230957
0,5,15,8,exact,20,20,14.0,14,13,True,0.1049654483795166
0,5,16,6,exact,18,18,8.0,8,8,True,0.10683155059814453
0,5,17,7,exact,19,19,12.0,12,12,True,0.1048269271850586
0,5,18,9,exact,21,21,16.0,16,16,True,0.10305619239807129
0,5,19,10,exact,22,22,20.0,20,20,True,0.1046454906463623
0,5,20,4,exact,14,14,6.0,6,6,True,0.11491990089416504
0,5,0,5,lucas,4,4,6.0,6,6,True,0.21471357345581055
0,5,1,5,lucas,4,4,6.0,6,6,True,0.21294713020324707
0,5,2,4,lucas,3,3,4.0,4,4,True,0.26444578170776367
0,5,3,7,lucas,5,5,10.0,10,10,True,0.18414640426635742
0,5,4,5,lucas,5,5,7.0,7,7,True,0.1829066276550293
0,5,5,8,lucas,5,5,14.0,14,14,True,0.1850738525390625
0,5,6,4,lucas,4,4,5.0,5,5,True,0.2160041332244873
0,5,7,6,lucas,4,4,10.0,10,10,True,0.21787619590759277
0,5,8,6,lucas,4,4,9.0,9,9,True,0.21722912788391113
0,5,9,6,lucas,5,5,9.0,9,9,True,0.18322968482971191
0,5,10,5,lucas,4,4,7.0,7,7,True,0.21187233924865723
0,5,11,6,lucas,4,4,8.0,8,8,True,0.21089482307434082
0,5,12,7,lucas,4,4,12.0,12,12,True,0.2120072841644287
0,5,13,5,lucas,3,3,8.0,8,8,True,0.2614145278930664
0,5,14,7,lucas,5,5,11.0,11,11,True,0.18248343467712402
0,5,15,8,lucas,5,5,13.0,13,13,True,0.18304657936096191
0,5,16,6,lucas,5,5,8.0,8,8,True,0.1815497875213623
0,5,17,7,lucas,5,5,12.0,12,12,True,0.18288159370422363
0,5,18,9,lucas,5,5,16.0,16,16,True,0.18340516090393066
0,5,19,10,lucas,5,5,20.0,20,20,True,0.1856088638305664
0,5,20,4,lucas,5,5,6.0,6,6,True,0.18250823020935059
0,10,0,26,exact,136,136,90.0,90,67,True,0.5245707035064697
0,10,1,27,exact,139,139,87.0,87,75,True,0.5195744037628174
0,10,2,14,exact,92,92,43.0,43,28,True,0.5208230018615723
0,10,3,20,exact,117,117,60.0,60,50,True,0.5146186351776123
0,10,4,19,exact,113,113,52.0,52,50,True,0.5009524822235107
0,10,5,23,exact,127,127,78.0,78,58,True,0.5005500316619873
0,10,6,23,exact,127,127,75.0,75,57,True,0.5103905200958252
0,10,7,21,exact,121,121,61.0,61,53,True,0.5178909301757812
0,10,8,22,exact,124,124,66.0,66,56,True,0.5195019245147705
0,10,9,25,exact,133,133,72.0,72,60,True,0.5192263126373291
0,10,10,21,exact,121,121,67.0,67,52,True,0.517594575881958
0,10,11,21,exact,121,121,71.0,71,56,True,0.5173892974853516
0,10,12,19,exact,113,113,58.0,58,46,True,0.5302784442901611
0,10,13,28,exact,142,142,90.0,90,76,True,0.532315731048584
0,10,14,22,exact,124,124,64.0,64,54,True,0.5350649356842041
0,10,15,25,exact,133,133,80.0,80,72,True,0.5161240100860596
0,10,16,23,exact,127,127,80.0,80,64,True,0.517794132232666
0,10,17,25,exact,133,133,80.0,80,63,True,0.49857330322265625
0,10,18,20,exact,117,117,70.0,70,43,True,0.49576663970947266
0,10,19,23,exact,127,127,83.0,83,54,True,0.507967472076416
0,10,20,17,exact,105,105,50.0,50,37,True,0.508676290512085
0,10,21,24,exact,130,130,75.0,75,65,True,0.5133183002471924
0,10,22,23,exact,127,127,66.0,66,58,True,0.5057518482208252
0,10,23,25,exact,133,133,73.0,73,67,True,0.5082981586456299
0,10,24,24,exact,130,130,78.0,78,57,True,0.5140743255615234
0,10,25,18,exact,109,109,55.0,55,44,True,0.5219955444335938
0,10,26,21,exact,121,121,60.0,60,43,True,0.5216808319091797
0,10,27,22,exact,124,124,70.0,70,50,True,0.5245604515075684
0,10,28,21,exact,121,121,65.0,65,48,True,0.5130691528320312
0,10,29,19,exact,113,113,60.0,60,45,True,0.5106961727142334
0,10,30,27,exact,139,139,87.0,87,81,True,0.5186688899993896
0,10,31,18,exact,109,109,61.0,61,35,True,0.5158042907714844
0,10,32,20,exact,117,117,60.0,60,46,True,0.5116474628448486
0,10,33,25,exact,133,133,87.0,87,65,True,0.5131654739379883
0,10,34,21,exact,121,121,65.0,65,56,True,0.5270752906799316
0,10,35,22,exact,124,124,71.0,71,50,True,0.5223021507263184
0,10,36,21,exact,121,121,63.0,63,50,True,0.5101947784423828
0,10,37,26,exact,136,136,88.0,88,68,True,0.5187234878540039
0,10,38,21,exact,121,121,63.0,63,50,True,0.5078890323638916
0,10,39,18,exact,109,109,51.0,51,42,True,0.5141665935516357
0,10,40,24,exact,130,130,80.0,80,64,True,0.5009908676147461
0,10,41,25,exact,133,133,73.0,73,67,True,0.5029845237731934
0,10,42,21,exact,121,121,67.0,67,58,True,0.521406888961792
0,10,43,24,exact,130,130,80.0,80,54,True,0.5301313400268555
0,10,44,25,exact,133,133,74.0,74,62,True,0.5300099849700928
0,10,45,21,exact,121,121,75.0,75,54,True,0.5303797721862793
0,10,46,27,exact,139,139,90.0,90,74,True,0.532123327255249
0,10,47,24,exact,130,130,74.0,74,64,True,0.5298924446105957
0,10,48,19,exact,113,113,57.0,57,40,True,0.5162718296051025
0,10,49,23,exact,127,127,65.0,65,60,True,0.5167853832244873
0,10,50,23,exact,127,127,76.0,76,55,True,0.5173799991607666
0,10,51,22,exact,124,124,77.0,77,64,True,0.5161831378936768
0,10,52,19,exact,113,113,59.0,59,47,True,0.5027439594268799
0,10,53,25,exact,133,133,76.0,76,59,True,0.5006868839263916
0,10,54,21,exact,121,121,64.0,64,51,True,0.4961228370666504
0,10,55,21,exact,121,121,65.0,65,55,True,0.5092079639434814
0,10,56,26,exact,136,136,82.0,82,68,True,0.511397123336792
0,10,57,25,exact,133,133,73.0,73,60,True,0.5149195194244385
0,10,58,21,exact,121,121,57.0,57,45,True,0.5123677253723145
