solver_name,beta_schedule_type,num_vertices,graph_id,num_edges,penalty_mode,mu_thermometer,mu_bijective,energy,minla_cost,best_known_cost,is_feasible,solve_time
QWaveSampler_linear,linear,5,0,5,lucas,4,4,6.0,6,6,True,0.2500936985015869
QWaveSampler_linear,linear,5,1,5,lucas,4,4,6.0,6,6,True,0.243088960647583
QWaveSampler_linear,linear,5,2,4,lucas,3,3,4.0,4,4,True,0.2616457939147949
QWaveSampler_linear,linear,5,3,7,lucas,5,5,10.0,10,10,True,0.2571089267730713
QWaveSampler_linear,linear,5,4,5,lucas,5,5,7.0,7,7,True,0.2498319149017334
QWaveSampler_linear,linear,5,5,8,lucas,5,5,14.0,14,14,True,0.24364590644836426
QWaveSampler_linear,linear,5,6,4,lucas,4,4,5.0,5,5,True,0.2507593631744385
QWaveSampler_linear,linear,5,7,6,lucas,4,4,10.0,10,10,True,0.2517542839050293
QWaveSampler_linear,linear,5,8,6,lucas,4,4,9.0,9,9,True,0.24797940254211426
QWaveSampler_linear,linear,5,9,6,lucas,5,5,9.0,9,9,True,0.2412426471710205
QWaveSampler_linear,linear,5,10,5,lucas,4,4,7.0,7,7,True,0.24927377700805664
QWaveSampler_linear,linear,5,11,6,lucas,4,4,8.0,8,8,True,0.24866199493408203
QWaveSampler_linear,linear,5,12,7,lucas,4,4,12.0,12,12,True,0.24666857719421387
QWaveSampler_linear,linear,5,13,5,lucas,3,3,8.0,8,8,True,0.26193809509277344
QWaveSampler_linear,linear,5,14,7,lucas,5,5,11.0,11,11,True,0.23889446258544922
QWaveSampler_linear,linear,5,15,8,lucas,5,5,13.0,13,13,True,0.25301337242126465
QWaveSampler_linear,linear,5,16,6,lucas,5,5,8.0,8,8,True,0.23693370819091797
QWaveSampler_linear,linear,5,17,7,lucas,5,5,12.0,12,12,True,0.24237704277038574
QWaveSampler_linear,linear,5,18,9,lucas,5,5,16.0,16,16,True,0.243896484375
QWaveSampler_linear,linear,5,19,10,lucas,5,5,20.0,20,20,True,0.25353431701660156
QWaveSampler_linear,linear,5,20,4,lucas,5,5,6.0,6,6,True,0.24430441856384277
QWaveSampler_linear,linear,10,0,26,lucas,8,8,67.0,67,67,True,1.2907195091247559
QWaveSampler_linear,linear,10,1,27,lucas,9,9,75.0,75,75,True,1.2606379985809326
QWaveSampler_linear,linear,10,2,14,lucas,6,6,22.0,22,28,True,1.3196113109588623
