solver_name,beta_schedule_type,dataset_name,num_vertices,num_graphs,density,penalty_mode,feasibility_rate,success_rate,dominance_score,avg_relative_gap,std_relative_gap,num_feasible,num_success,total_time
QWaveSampler_default,default,synthetic_n5,5,21,0.5,lucas,1.0,1.0,1.0,0.0,0.0,21,21,1.5960092544555664
QWaveSampler_linear,linear,synthetic_n5,5,21,0.5,lucas,1.0,1.0,1.0,0.0,0.0,21,21,1.8749125003814697
QWaveSampler_default,default,synthetic_n10,10,50,0.5,lucas,0.98,0.78,0.46938775510204084,0.008531510064641,0.06290562093795558,49,39,23.101656198501587
QWaveSampler_linear,linear,synthetic_n10,10,50,0.5,lucas,1.0,0.94,0.56,-0.007183699075143346,0.05051258839212378,50,47,44.85610556602478
QWaveSampler_default,default,synthetic_n15,15,50,0.5,lucas,0.64,0.36,0.125,0.04478019614809075,0.04422829656846834,32,18,135.54826307296753
QWaveSampler_linear,linear,synthetic_n15,15,50,0.5,lucas,0.9,0.88,0.5333333333333333,-0.004780569664433967,0.03561320585969691,45,44,86.01869869232178
QWaveSampler_default,default,synthetic_n20,20,50,0.5,lucas,0.24,0.04,0.0,0.0676230353201801,0.022372580381585863,12,2,287.66107082366943
QWaveSampler_linear,linear,synthetic_n20,20,50,0.5,lucas,0.62,0.62,0.2903225806451613,0.0066391955012023805,0.03255854701318838,31,31,256.60673785209656
QWaveSampler_default,default,synthetic_n25,25,50,0.5,lucas,0.02,0.02,0.0,0.023429179978700747,0.0,1,1,475.2427258491516
QWaveSampler_linear,linear,synthetic_n25,25,50,0.5,lucas,0.22,0.16,0.18181818181818182,0.029167118995530407,0.03611060031907447,11,8,656.977548122406
