solver_name,beta_schedule_type,num_vertices,graph_id,num_edges,penalty_mode,mu_thermometer,mu_bijective,energy,minla_cost,best_known_cost,is_feasible,solve_time
QWaveSampler_default,default,5,0,5,lucas,4,4,6.0,6,6,True,0.08315777778625488
QWaveSampler_default,default,5,1,5,lucas,4,4,6.0,6,6,True,0.0727384090423584
QWaveSampler_default,default,5,2,4,lucas,3,3,4.0,4,4,True,0.07218456268310547
QWaveSampler_default,default,5,3,7,lucas,5,5,10.0,10,10,True,0.07200002670288086
QWaveSampler_default,default,5,4,5,lucas,5,5,7.0,7,7,True,0.07250475883483887
QWaveSampler_default,default,5,5,8,lucas,5,5,14.0,14,14,True,0.07201671600341797
QWaveSampler_default,default,5,6,4,lucas,4,4,5.0,5,5,True,0.0735011100769043
QWaveSampler_default,default,5,7,6,lucas,4,4,10.0,10,10,True,0.07299995422363281
QWaveSampler_default,default,5,8,6,lucas,4,4,9.0,9,9,True,0.07902097702026367
QWaveSampler_default,default,5,9,6,lucas,5,5,9.0,9,9,True,0.07308340072631836
QWaveSampler_default,default,5,10,5,lucas,4,4,7.0,7,7,True,0.07351112365722656
QWaveSampler_default,default,5,11,6,lucas,4,4,8.0,8,8,True,0.07800793647766113
QWaveSampler_default,default,5,12,7,lucas,4,4,12.0,12,12,True,0.08000874519348145
QWaveSampler_default,default,5,13,5,lucas,3,3,8.0,8,8,True,0.07550740242004395
QWaveSampler_default,default,5,14,7,lucas,5,5,11.0,11,11,True,0.07850861549377441
QWaveSampler_default,default,5,15,8,lucas,5,5,13.0,13,13,True,0.07651472091674805
QWaveSampler_default,default,5,16,6,lucas,5,5,8.0,8,8,True,0.08050680160522461
QWaveSampler_default,default,5,17,7,lucas,5,5,12.0,12,12,True,0.07950949668884277
QWaveSampler_default,default,5,18,9,lucas,5,5,16.0,16,16,True,0.07962965965270996
QWaveSampler_default,default,5,19,10,lucas,5,5,20.0,20,20,True,0.07709956169128418
QWaveSampler_default,default,5,20,4,lucas,5,5,6.0,6,6,True,0.07399749755859375
QWaveSampler_linear,linear,5,0,5,lucas,4,4,6.0,6,6,True,0.09290814399719238
QWaveSampler_linear,linear,5,1,5,lucas,4,4,6.0,6,6,True,0.09450650215148926
