solver_name,total_time,num_graphs_solved,avg_time_per_graph
OpenJij,679.8793036937714,516,1.3175955497941305
QWaveSampler_path,3411.0396423339844,516,6.610541942507722
SimulatedBifurcation,811.8554537296295,516,1.5733632824217627
