solver_name,sampler_type,num_vertices,graph_id,num_edges,penalty_mode,mu_thermometer,mu_bijective,energy,minla_cost,best_known_cost,is_feasible,solve_time
OpenJij,N/A,6,0,6,exact,24,24,11.0,11,8,True,0.6180601119995117
OpenJij,N/A,6,1,7,exact,26,26,16.0,16,9,True,0.704573392868042
OpenJij,N/A,6,2,7,exact,26,26,15.0,15,11,True,0.7580804824829102
OpenJij,N/A,6,3,7,exact,26,26,14.0,14,11,True,0.8350932598114014
OpenJij,N/A,6,4,6,exact,24,24,12.0,12,7,True,0.5400543212890625
OpenJij,N/A,6,5,8,exact,28,28,42.0,,13,False,0.5575523376464844
OpenJij,N/A,6,6,7,exact,26,26,13.0,13,10,True,0.5840561389923096
OpenJij,N/A,6,7,8,exact,28,28,18.0,18,11,True,0.5525615215301514
OpenJij,N/A,6,8,9,exact,30,30,22.0,22,16,True,0.6160585880279541
OpenJij,N/A,6,9,10,exact,32,32,21.0,21,18,True,0.5415539741516113
OpenJij,N/A,6,10,7,exact,26,26,12.0,12,10,True,0.6320657730102539
OpenJij,N/A,6,11,8,exact,28,28,14.0,14,12,True,0.5455515384674072
OpenJij,N/A,6,12,6,exact,24,24,9.0,9,9,True,0.5490567684173584
OpenJij,N/A,6,13,6,exact,24,24,12.0,12,9,True,0.5335509777069092
OpenJij,N/A,6,14,8,exact,28,28,14.0,14,15,True,0.5505526065826416
OpenJij,N/A,6,15,9,exact,30,30,17.0,17,15,True,0.556567907333374
OpenJij,N/A,6,16,5,exact,21,21,9.0,9,6,True,0.546058177947998
OpenJij,N/A,6,17,8,exact,28,28,18.0,18,14,True,0.55755615234375
OpenJij,N/A,6,18,7,exact,26,26,11.0,11,11,True,0.5560598373413086
OpenJij,N/A,6,19,6,exact,24,24,10.0,10,8,True,0.6405632495880127
OpenJij,N/A,6,20,9,exact,30,30,20.0,20,13,True,0.5510587692260742
OpenJij,N/A,6,21,9,exact,30,30,19.0,19,17,True,0.725074291229248
OpenJij,N/A,6,22,6,exact,24,24,15.0,15,7,True,0.5690596103668213
OpenJij,N/A,6,23,11,exact,33,33,55.0,,21,False,0.5475542545318604
OpenJij,N/A,6,24,9,exact,30,30,73.0,,15,False,0.6165664196014404
OpenJij,N/A,6,25,10,exact,32,32,22.0,22,17,True,0.5420589447021484
OpenJij,N/A,6,26,9,exact,30,30,47.0,,15,False,0.5625507831573486
OpenJij,N/A,6,27,6,exact,24,24,12.0,12,8,True,0.555565357208252
OpenJij,N/A,6,28,7,exact,26,26,15.0,15,10,True,0.5790631771087646
OpenJij,N/A,6,29,9,exact,30,30,18.0,18,16,True,0.5495498180389404
OpenJij,N/A,6,30,8,exact,28,28,15.0,15,13,True,0.5500600337982178
OpenJij,N/A,6,31,6,exact,24,24,11.0,11,8,True,0.5615520477294922
OpenJij,N/A,6,32,6,exact,24,24,13.0,13,8,True,0.6285650730133057
OpenJij,N/A,6,33,5,exact,21,21,10.0,10,6,True,0.5510561466217041
OpenJij,N/A,6,34,9,exact,30,30,18.0,18,16,True,0.5570595264434814
OpenJij,N/A,6,35,7,exact,26,26,14.0,14,11,True,0.5380592346191406
OpenJij,N/A,6,36,10,exact,32,32,54.0,,19,False,0.5465512275695801
OpenJij,N/A,6,37,10,exact,32,32,24.0,24,19,True,0.5490634441375732
OpenJij,N/A,6,38,5,exact,21,21,8.0,8,5,True,0.5600545406341553
OpenJij,N/A,6,39,7,exact,26,26,15.0,15,13,True,0.7590742111206055
OpenJij,N/A,6,40,7,exact,26,26,13.0,13,12,True,0.5625624656677246
OpenJij,N/A,6,41,8,exact,28,28,41.0,,15,False,0.5465512275695801
OpenJij,N/A,6,42,8,exact,28,28,14.0,14,13,True,0.575059175491333
OpenJij,N/A,6,43,10,exact,32,32,18.0,18,16,True,0.5570583343505859
OpenJij,N/A,6,44,8,exact,28,28,15.0,15,11,True,0.5555553436279297
OpenJij,N/A,6,45,10,exact,32,32,48.0,,19,False,0.5545656681060791
OpenJij,N/A,6,46,8,exact,28,28,15.0,15,14,True,0.5515501499176025
OpenJij,N/A,6,47,10,exact,32,32,20.0,20,18,True,0.5490596294403076
OpenJij,N/A,6,48,10,exact,32,32,21.0,21,19,True,0.5445535182952881
OpenJij,N/A,6,49,7,exact,26,26,11.0,11,9,True,0.5510592460632324
QWaveSampler_path,path,6,0,6,exact,24,24,8.0,8,8,True,1.3208105564117432
QWaveSampler_path,path,6,1,7,exact,26,26,9.0,9,9,True,1.2199718952178955
QWaveSampler_path,path,6,2,7,exact,26,26,11.0,11,11,True,1.2344553470611572
QWaveSampler_path,path,6,3,7,exact,26,26,11.0,11,11,True,1.3277151584625244
QWaveSampler_path,path,6,4,6,exact,24,24,7.0,7,7,True,1.3445959091186523
QWaveSampler_path,path,6,5,8,exact,28,28,13.0,13,13,True,1.2822551727294922
QWaveSampler_path,path,6,6,7,exact,26,26,10.0,10,10,True,1.290142297744751
QWaveSampler_path,path,6,7,8,exact,28,28,11.0,11,11,True,1.352020025253296
QWaveSampler_path,path,6,8,9,exact,30,30,16.0,16,16,True,1.2936146259307861
QWaveSampler_path,path,6,9,10,exact,32,32,18.0,18,18,True,1.3359947204589844
QWaveSampler_path,path,6,10,7,exact,26,26,10.0,10,10,True,1.2441203594207764
QWaveSampler_path,path,6,11,8,exact,28,28,13.0,13,12,True,1.237508773803711
QWaveSampler_path,path,6,12,6,exact,24,24,9.0,9,9,True,1.275848627090454
QWaveSampler_path,path,6,13,6,exact,24,24,9.0,9,9,True,1.2575876712799072
QWaveSampler_path,path,6,14,8,exact,28,28,13.0,13,15,True,1.229323387145996
QWaveSampler_path,path,6,15,9,exact,30,30,15.0,15,15,True,1.2305386066436768
QWaveSampler_path,path,6,16,5,exact,21,21,6.0,6,6,True,1.2381579875946045
QWaveSampler_path,path,6,17,8,exact,28,28,14.0,14,14,True,1.2824044227600098
QWaveSampler_path,path,6,18,7,exact,26,26,11.0,11,11,True,1.2387797832489014
QWaveSampler_path,path,6,19,6,exact,24,24,8.0,8,8,True,1.2311441898345947
QWaveSampler_path,path,6,20,9,exact,30,30,13.0,13,13,True,1.2885608673095703
QWaveSampler_path,path,6,21,9,exact,30,30,17.0,17,17,True,1.3357007503509521
QWaveSampler_path,path,6,22,6,exact,24,24,7.0,7,7,True,1.2689094543457031
QWaveSampler_path,path,6,23,11,exact,33,33,21.0,21,21,True,1.2548243999481201
QWaveSampler_path,path,6,24,9,exact,30,30,15.0,15,15,True,1.250603199005127
QWaveSampler_path,path,6,25,10,exact,32,32,17.0,17,17,True,1.236665964126587
QWaveSampler_path,path,6,26,9,exact,30,30,15.0,15,15,True,1.2397031784057617
QWaveSampler_path,path,6,27,6,exact,24,24,8.0,8,8,True,1.253530740737915
QWaveSampler_path,path,6,28,7,exact,26,26,11.0,11,10,True,1.2436010837554932
QWaveSampler_path,path,6,29,9,exact,30,30,16.0,16,16,True,1.2406892776489258
QWaveSampler_path,path,6,30,8,exact,28,28,13.0,13,13,True,1.2272326946258545
QWaveSampler_path,path,6,31,6,exact,24,24,8.0,8,8,True,1.229140281677246
QWaveSampler_path,path,6,32,6,exact,24,24,8.0,8,8,True,1.2418158054351807
QWaveSampler_path,path,6,33,5,exact,21,21,6.0,6,6,True,1.233184576034546
QWaveSampler_path,path,6,34,9,exact,30,30,16.0,16,16,True,1.2423667907714844
QWaveSampler_path,path,6,35,7,exact,26,26,11.0,11,11,True,1.2459170818328857
QWaveSampler_path,path,6,36,10,exact,32,32,19.0,19,19,True,1.2461419105529785
QWaveSampler_path,path,6,37,10,exact,32,32,17.0,17,19,True,1.2406046390533447
QWaveSampler_path,path,6,38,5,exact,21,21,7.0,7,5,True,1.2449734210968018
QWaveSampler_path,path,6,39,7,exact,26,26,11.0,11,13,True,1.2432034015655518
QWaveSampler_path,path,6,40,7,exact,26,26,12.0,12,12,True,1.2451059818267822
QWaveSampler_path,path,6,41,8,exact,28,28,14.0,14,15,True,1.238569974899292
QWaveSampler_path,path,6,42,8,exact,28,28,13.0,13,13,True,1.2506015300750732
QWaveSampler_path,path,6,43,10,exact,32,32,16.0,16,16,True,1.2382404804229736
QWaveSampler_path,path,6,44,8,exact,28,28,11.0,11,11,True,1.2478833198547363
QWaveSampler_path,path,6,45,10,exact,32,32,19.0,19,19,True,1.2259068489074707
QWaveSampler_path,path,6,46,8,exact,28,28,13.0,13,14,True,1.2257511615753174
QWaveSampler_path,path,6,47,10,exact,32,32,18.0,18,18,True,1.2273643016815186
QWaveSampler_path,path,6,48,10,exact,32,32,19.0,19,19,True,1.2325360774993896
QWaveSampler_path,path,6,49,7,exact,26,26,9.0,9,9,True,1.228295087814331
SimulatedBifurcation,N/A,6,0,6,exact,24,24,8,8,8,True,0.757082462310791
SimulatedBifurcation,N/A,6,1,7,exact,26,26,9,9,9,True,0.7430868148803711
SimulatedBifurcation,N/A,6,2,7,exact,26,26,11,11,11,True,0.7665879726409912
SimulatedBifurcation,N/A,6,3,7,exact,26,26,11,11,11,True,0.7120707035064697
SimulatedBifurcation,N/A,6,4,6,exact,24,24,7,7,7,True,0.7300782203674316
SimulatedBifurcation,N/A,6,5,8,exact,28,28,13,13,13,True,0.7230682373046875
SimulatedBifurcation,N/A,6,6,7,exact,26,26,10,10,10,True,0.7170834541320801
SimulatedBifurcation,N/A,6,7,8,exact,28,28,12,12,11,True,0.6980798244476318
SimulatedBifurcation,N/A,6,8,9,exact,30,30,16,16,16,True,0.7571570873260498
SimulatedBifurcation,N/A,6,9,10,exact,32,32,18,18,18,True,0.7040839195251465
SimulatedBifurcation,N/A,6,10,7,exact,26,26,10,10,10,True,0.7525877952575684
SimulatedBifurcation,N/A,6,11,8,exact,28,28,12,12,12,True,0.784092903137207
SimulatedBifurcation,N/A,6,12,6,exact,24,24,9,9,9,True,0.7285804748535156
SimulatedBifurcation,N/A,6,13,6,exact,24,24,9,9,9,True,0.7480807304382324
SimulatedBifurcation,N/A,6,14,8,exact,28,28,13,13,15,True,0.7905824184417725
SimulatedBifurcation,N/A,6,15,9,exact,30,30,16,16,15,True,0.7675991058349609
SimulatedBifurcation,N/A,6,16,5,exact,21,21,6,6,6,True,0.7630829811096191
SimulatedBifurcation,N/A,6,17,8,exact,28,28,14,14,14,True,0.7135818004608154
SimulatedBifurcation,N/A,6,18,7,exact,26,26,11,11,11,True,0.7486176490783691
SimulatedBifurcation,N/A,6,19,6,exact,24,24,8,8,8,True,0.715083122253418
SimulatedBifurcation,N/A,6,20,9,exact,30,30,13,13,13,True,0.7535736560821533
SimulatedBifurcation,N/A,6,21,9,exact,30,30,17,17,17,True,0.7550761699676514
SimulatedBifurcation,N/A,6,22,6,exact,24,24,7,7,7,True,0.724597692489624
SimulatedBifurcation,N/A,6,23,11,exact,33,33,21,21,21,True,0.712573766708374
SimulatedBifurcation,N/A,6,24,9,exact,30,30,15,15,15,True,0.7662353515625
SimulatedBifurcation,N/A,6,25,10,exact,32,32,17,17,17,True,0.7640900611877441
SimulatedBifurcation,N/A,6,26,9,exact,30,30,15,15,15,True,0.754126787185669
SimulatedBifurcation,N/A,6,27,6,exact,24,24,8,8,8,True,0.7800965309143066
SimulatedBifurcation,N/A,6,28,7,exact,26,26,10,10,10,True,0.7225806713104248
SimulatedBifurcation,N/A,6,29,9,exact,30,30,16,16,16,True,0.7925937175750732
SimulatedBifurcation,N/A,6,30,8,exact,28,28,13,13,13,True,0.7200772762298584
SimulatedBifurcation,N/A,6,31,6,exact,24,24,8,8,8,True,0.6955716609954834
SimulatedBifurcation,N/A,6,32,6,exact,24,24,8,8,8,True,0.7170846462249756
SimulatedBifurcation,N/A,6,33,5,exact,21,21,6,6,6,True,0.742093563079834
SimulatedBifurcation,N/A,6,34,9,exact,30,30,16,16,16,True,0.7706036567687988
SimulatedBifurcation,N/A,6,35,7,exact,26,26,11,11,11,True,0.7371132373809814
SimulatedBifurcation,N/A,6,36,10,exact,32,32,19,19,19,True,0.7725963592529297
SimulatedBifurcation,N/A,6,37,10,exact,32,32,18,18,19,True,0.7340865135192871
SimulatedBifurcation,N/A,6,38,5,exact,21,21,5,5,5,True,0.7135946750640869
SimulatedBifurcation,N/A,6,39,7,exact,26,26,11,11,13,True,0.7430944442749023
