n,m,graph_id,solver,penalty,feasible,feasible_seed_count,avg_minla_cost,lower_bound,approx_ratio,time_s,num_seeds,num_reads,num_sweeps,beta_schedule_type,beta_min,beta_max
20,82,19,SimulatedAnnealingSampler,lucas,True,5,395.4,243.77267244364427,1.6220029752982634,0.202,5,10,1000,linear,0.1,0.5
20,82,19,SimulatedAnnealingSampler,exact,False,0,,243.77267244364427,,0.088,5,10,1000,geometric,0.01,0.1
20,100,20,SimulatedAnnealingSampler,lucas,True,5,528.2,336.0,1.5720238095238097,0.187,5,10,1000,linear,0.1,0.5
20,100,20,SimulatedAnnealingSampler,exact,False,0,,336.0,,0.08,5,10,1000,geometric,0.01,0.1
20,93,21,SimulatedAnnealingSampler,lucas,True,5,481.2,330.66121725720274,1.4552659183665364,0.194,5,10,1000,linear,0.1,0.5
20,93,21,SimulatedAnnealingSampler,exact,False,0,,330.66121725720274,,0.081,5,10,1000,geometric,0.01,0.1
20,104,22,SimulatedAnnealingSampler,lucas,True,3,564.3333333333334,364.0,1.5503663003663004,0.186,5,10,1000,linear,0.1,0.5
20,104,22,SimulatedAnnealingSampler,exact,False,0,,364.0,,0.077,5,10,1000,geometric,0.01,0.1
20,101,23,SimulatedAnnealingSampler,lucas,True,5,528.4,345.5876163343076,1.528989972513503,0.189,5,10,1000,linear,0.1,0.5
20,101,23,SimulatedAnnealingSampler,exact,False,0,,345.5876163343076,,0.087,5,10,1000,geometric,0.01,0.1
20,100,24,SimulatedAnnealingSampler,lucas,True,2,557.5,342.1010680032468,1.629635368442372,0.189,5,10,1000,linear,0.1,0.5
20,100,24,SimulatedAnnealingSampler,exact,False,0,,342.1010680032468,,0.085,5,10,1000,geometric,0.01,0.1
20,92,25,SimulatedAnnealingSampler,lucas,True,5,469.8,324.37786396689694,1.4483109120169295,0.202,5,10,1000,linear,0.1,0.5
20,92,25,SimulatedAnnealingSampler,exact,False,0,,324.37786396689694,,0.084,5,10,1000,geometric,0.01,0.1
20,91,26,SimulatedAnnealingSampler,lucas,True,4,458.25,299.79507113921073,1.5285441426994317,0.194,5,10,1000,linear,0.1,0.5
20,91,26,SimulatedAnnealingSampler,exact,False,0,,299.79507113921073,,0.081,5,10,1000,geometric,0.01,0.1
20,93,27,SimulatedAnnealingSampler,lucas,True,5,485.8,323.60825737140215,1.5011977875535232,0.19,5,10,1000,linear,0.1,0.5
20,93,27,SimulatedAnnealingSampler,exact,False,0,,323.60825737140215,,0.087,5,10,1000,geometric,0.01,0.1
20,92,28,SimulatedAnnealingSampler,lucas,True,1,487.0,287.0,1.6968641114982579,0.194,5,10,1000,linear,0.1,0.5
20,92,28,SimulatedAnnealingSampler,exact,False,0,,287.0,,0.084,5,10,1000,geometric,0.01,0.1
20,96,29,SimulatedAnnealingSampler,lucas,True,4,515.25,311.0000000000001,1.656752411575562,0.189,5,10,1000,linear,0.1,0.5
20,96,29,SimulatedAnnealingSampler,exact,False,0,,311.0000000000001,,0.082,5,10,1000,geometric,0.01,0.1
20,100,30,SimulatedAnnealingSampler,lucas,True,5,544.2,384.1668584608115,1.4165719608931684,0.187,5,10,1000,linear,0.1,0.5
20,100,30,SimulatedAnnealingSampler,exact,False,0,,384.1668584608115,,0.083,5,10,1000,geometric,0.01,0.1
20,93,31,SimulatedAnnealingSampler,lucas,True,5,481.6,293.0,1.6436860068259387,0.192,5,10,1000,linear,0.1,0.5
20,93,31,SimulatedAnnealingSampler,exact,False,0,,293.0,,0.084,5,10,1000,geometric,0.01,0.1
20,106,32,SimulatedAnnealingSampler,lucas,True,2,559.0,378.0,1.4788359788359788,0.191,5,10,1000,linear,0.1,0.5
20,106,32,SimulatedAnnealingSampler,exact,False,0,,378.0,,0.081,5,10,1000,geometric,0.01,0.1
20,89,33,SimulatedAnnealingSampler,lucas,True,5,465.8,280.61487965979774,1.6599262325815034,0.199,5,10,1000,linear,0.1,0.5
20,89,33,SimulatedAnnealingSampler,exact,False,0,,280.61487965979774,,0.086,5,10,1000,geometric,0.01,0.1
20,87,34,SimulatedAnnealingSampler,lucas,True,5,427.0,283.3954513242101,1.5067284884241257,0.192,5,10,1000,linear,0.1,0.5
20,87,34,SimulatedAnnealingSampler,exact,False,0,,283.3954513242101,,0.087,5,10,1000,geometric,0.01,0.1
20,100,35,SimulatedAnnealingSampler,lucas,True,5,517.8,338.19066925829895,1.5310889597741129,0.187,5,10,1000,linear,0.1,0.5
20,100,35,SimulatedAnnealingSampler,exact,False,0,,338.19066925829895,,0.081,5,10,1000,geometric,0.01,0.1
20,95,36,SimulatedAnnealingSampler,lucas,True,5,500.4,341.4095797239293,1.4656882223534369,0.182,5,10,1000,linear,0.1,0.5
20,95,36,SimulatedAnnealingSampler,exact,False,0,,341.4095797239293,,0.085,5,10,1000,geometric,0.01,0.1
20,105,37,SimulatedAnnealingSampler,lucas,True,5,548.6,371.0,1.4787061994609165,0.187,5,10,1000,linear,0.1,0.5
20,105,37,SimulatedAnnealingSampler,exact,False,0,,371.0,,0.081,5,10,1000,geometric,0.01,0.1
20,98,38,SimulatedAnnealingSampler,lucas,True,5,515.0,323.0000000000001,1.5944272445820429,0.188,5,10,1000,linear,0.1,0.5
20,98,38,SimulatedAnnealingSampler,exact,False,0,,323.0000000000001,,0.093,5,10,1000,geometric,0.01,0.1
20,100,39,SimulatedAnnealingSampler,lucas,True,4,550.0,351.9525850501816,1.5627104995452177,0.189,5,10,1000,linear,0.1,0.5
20,100,39,SimulatedAnnealingSampler,exact,False,0,,351.9525850501816,,0.082,5,10,1000,geometric,0.01,0.1
20,105,40,SimulatedAnnealingSampler,lucas,True,5,579.0,436.7282269187026,1.325767294880579,0.188,5,10,1000,linear,0.1,0.5
20,105,40,SimulatedAnnealingSampler,exact,False,0,,436.7282269187026,,0.088,5,10,1000,geometric,0.01,0.1
20,87,41,SimulatedAnnealingSampler,lucas,True,5,439.0,257.0,1.7081712062256809,0.199,5,10,1000,linear,0.1,0.5
20,87,41,SimulatedAnnealingSampler,exact,False,0,,257.0,,0.086,5,10,1000,geometric,0.01,0.1
20,87,42,SimulatedAnnealingSampler,lucas,True,5,439.0,295.30587627630115,1.4865941901855428,0.196,5,10,1000,linear,0.1,0.5
20,87,42,SimulatedAnnealingSampler,exact,False,0,,295.30587627630115,,0.086,5,10,1000,geometric,0.01,0.1
20,84,43,SimulatedAnnealingSampler,lucas,True,5,427.2,284.54865962441556,1.5013249423275241,0.201,5,10,1000,linear,0.1,0.5
20,84,43,SimulatedAnnealingSampler,exact,False,0,,284.54865962441556,,0.092,5,10,1000,geometric,0.01,0.1
20,95,44,SimulatedAnnealingSampler,lucas,True,1,526.0,305.0,1.7245901639344263,0.185,5,10,1000,linear,0.1,0.5
20,95,44,SimulatedAnnealingSampler,exact,False,0,,305.0,,0.082,5,10,1000,geometric,0.01,0.1
20,92,45,SimulatedAnnealingSampler,lucas,True,5,482.2,342.7763964352029,1.406747970440121,0.188,5,10,1000,linear,0.1,0.5
20,92,45,SimulatedAnnealingSampler,exact,False,0,,342.7763964352029,,0.089,5,10,1000,geometric,0.01,0.1
20,96,46,SimulatedAnnealingSampler,lucas,True,4,506.25,362.16409446495635,1.3978470194509733,0.188,5,10,1000,linear,0.1,0.5
20,96,46,SimulatedAnnealingSampler,exact,False,0,,362.16409446495635,,0.082,5,10,1000,geometric,0.01,0.1
20,94,47,SimulatedAnnealingSampler,lucas,True,5,447.2,299.0,1.4956521739130435,0.19,5,10,1000,linear,0.1,0.5
20,94,47,SimulatedAnnealingSampler,exact,False,0,,299.0,,0.082,5,10,1000,geometric,0.01,0.1
20,92,48,SimulatedAnnealingSampler,lucas,True,4,474.0,287.0,1.651567944250871,0.184,5,10,1000,linear,0.1,0.5
20,92,48,SimulatedAnnealingSampler,exact,False,0,,287.0,,0.086,5,10,1000,geometric,0.01,0.1
20,104,49,SimulatedAnnealingSampler,lucas,True,5,557.8,368.26240196423987,1.5146808281942536,0.185,5,10,1000,linear,0.1,0.5
20,104,49,SimulatedAnnealingSampler,exact,False,0,,368.26240196423987,,0.081,5,10,1000,geometric,0.01,0.1
20,98,50,SimulatedAnnealingSampler,lucas,True,4,496.5,323.0000000000001,1.5371517027863772,0.192,5,10,1000,linear,0.1,0.5
20,98,50,SimulatedAnnealingSampler,exact,False,0,,323.0000000000001,,0.081,5,10,1000,geometric,0.01,0.1
20,106,51,SimulatedAnnealingSampler,lucas,True,1,583.0,378.0,1.5423280423280423,0.191,5,10,1000,linear,0.1,0.5
20,106,51,SimulatedAnnealingSampler,exact,False,0,,378.0,,0.079,5,10,1000,geometric,0.01,0.1
20,93,52,SimulatedAnnealingSampler,lucas,True,3,492.6666666666667,293.0,1.6814562002275313,0.189,5,10,1000,linear,0.1,0.5
20,93,52,SimulatedAnnealingSampler,exact,False,0,,293.0,,0.082,5,10,1000,geometric,0.01,0.1
20,97,53,SimulatedAnnealingSampler,lucas,True,5,514.2,356.43829350039897,1.442605941551071,0.195,5,10,1000,linear,0.1,0.5
20,97,53,SimulatedAnnealingSampler,exact,False,0,,356.43829350039897,,0.08,5,10,1000,geometric,0.01,0.1
20,88,54,SimulatedAnnealingSampler,lucas,True,4,447.75,284.88857081473105,1.5716671213573574,0.194,5,10,1000,linear,0.1,0.5
20,88,54,SimulatedAnnealingSampler,exact,False,0,,284.88857081473105,,0.085,5,10,1000,geometric,0.01,0.1
20,109,55,SimulatedAnnealingSampler,lucas,True,5,592.4,399.0,1.4847117794486215,0.191,5,10,1000,linear,0.1,0.5
20,109,55,SimulatedAnnealingSampler,exact,False,0,,399.0,,0.081,5,10,1000,geometric,0.01,0.1
20,88,56,SimulatedAnnealingSampler,lucas,False,0,,263.0,,0.192,5,10,1000,linear,0.1,0.5
20,88,56,SimulatedAnnealingSampler,exact,False,0,,263.0,,0.083,5,10,1000,geometric,0.01,0.1
20,100,57,SimulatedAnnealingSampler,lucas,True,5,534.2,373.20936930932703,1.431368137913063,0.181,5,10,1000,linear,0.1,0.5
20,100,57,SimulatedAnnealingSampler,exact,False,0,,373.20936930932703,,0.082,5,10,1000,geometric,0.01,0.1
20,106,58,SimulatedAnnealingSampler,lucas,True,5,575.0,378.0,1.5211640211640212,0.184,5,10,1000,linear,0.1,0.5
20,106,58,SimulatedAnnealingSampler,exact,False,0,,378.0,,0.079,5,10,1000,geometric,0.01,0.1
20,98,59,SimulatedAnnealingSampler,lucas,True,5,514.6,346.7532616453086,1.484052370721117,0.185,5,10,1000,linear,0.1,0.5
20,98,59,SimulatedAnnealingSampler,exact,False,0,,346.7532616453086,,0.084,5,10,1000,geometric,0.01,0.1
20,103,60,SimulatedAnnealingSampler,lucas,True,5,543.2,384.1550781764568,1.4140122852950754,0.186,5,10,1000,linear,0.1,0.5
20,103,60,SimulatedAnnealingSampler,exact,False,0,,384.1550781764568,,0.084,5,10,1000,geometric,0.01,0.1
20,96,61,SimulatedAnnealingSampler,lucas,True,3,521.0,311.0000000000001,1.6752411575562696,0.188,5,10,1000,linear,0.1,0.5
20,96,61,SimulatedAnnealingSampler,exact,False,0,,311.0000000000001,,0.086,5,10,1000,geometric,0.01,0.1
20,92,62,SimulatedAnnealingSampler,lucas,False,0,,287.0,,0.196,5,10,1000,linear,0.1,0.5
20,92,62,SimulatedAnnealingSampler,exact,False,0,,287.0,,0.083,5,10,1000,geometric,0.01,0.1
20,77,63,SimulatedAnnealingSampler,lucas,True,5,353.2,205.00000000000023,1.7229268292682907,0.192,5,10,1000,linear,0.1,0.5
20,77,63,SimulatedAnnealingSampler,exact,False,0,,205.00000000000023,,0.092,5,10,1000,geometric,0.01,0.1
20,83,64,SimulatedAnnealingSampler,lucas,True,5,409.4,265.3978226176862,1.5425898975431815,0.2,5,10,1000,linear,0.1,0.5
20,83,64,SimulatedAnnealingSampler,exact,False,0,,265.3978226176862,,0.095,5,10,1000,geometric,0.01,0.1
20,97,65,SimulatedAnnealingSampler,lucas,True,5,525.4,334.96417338598343,1.568525955146179,0.185,5,10,1000,linear,0.1,0.5
20,97,65,SimulatedAnnealingSampler,exact,False,0,,334.96417338598343,,0.086,5,10,1000,geometric,0.01,0.1
20,93,66,SimulatedAnnealingSampler,lucas,True,5,475.2,313.81795325615843,1.5142537100549858,0.191,5,10,1000,linear,0.1,0.5
20,93,66,SimulatedAnnealingSampler,exact,False,0,,313.81795325615843,,0.086,5,10,1000,geometric,0.01,0.1
20,103,67,SimulatedAnnealingSampler,lucas,True,5,543.4,377.08644520181406,1.441048881269588,0.192,5,10,1000,linear,0.1,0.5
20,103,67,SimulatedAnnealingSampler,exact,False,0,,377.08644520181406,,0.079,5,10,1000,geometric,0.01,0.1
20,95,68,SimulatedAnnealingSampler,lucas,True,5,498.6,328.4225353709312,1.518166222780251,0.19,5,10,1000,linear,0.1,0.5
20,95,68,SimulatedAnnealingSampler,exact,False,0,,328.4225353709312,,0.084,5,10,1000,geometric,0.01,0.1
20,89,69,SimulatedAnnealingSampler,lucas,True,4,444.0,269.0,1.6505576208178439,0.182,5,10,1000,linear,0.1,0.5
20,89,69,SimulatedAnnealingSampler,exact,False,0,,269.0,,0.084,5,10,1000,geometric,0.01,0.1
20,96,70,SimulatedAnnealingSampler,lucas,True,4,506.0,311.0000000000001,1.6270096463022503,0.188,5,10,1000,linear,0.1,0.5
20,96,70,SimulatedAnnealingSampler,exact,False,0,,311.0000000000001,,0.084,5,10,1000,geometric,0.01,0.1
20,103,71,SimulatedAnnealingSampler,lucas,True,5,556.8,395.0013148591527,1.4096155608963996,0.187,5,10,1000,linear,0.1,0.5
20,103,71,SimulatedAnnealingSampler,exact,False,0,,395.0013148591527,,0.081,5,10,1000,geometric,0.01,0.1
20,103,72,SimulatedAnnealingSampler,lucas,True,5,575.8,357.0,1.6128851540616245,0.196,5,10,1000,linear,0.1,0.5
20,103,72,SimulatedAnnealingSampler,exact,False,0,,357.0,,0.083,5,10,1000,geometric,0.01,0.1
20,94,73,SimulatedAnnealingSampler,lucas,True,5,475.2,299.0,1.5892976588628762,0.186,5,10,1000,linear,0.1,0.5
20,94,73,SimulatedAnnealingSampler,exact,False,0,,299.0,,0.083,5,10,1000,geometric,0.01,0.1
20,93,74,SimulatedAnnealingSampler,lucas,True,5,467.0,293.0,1.5938566552901023,0.189,5,10,1000,linear,0.1,0.5
20,93,74,SimulatedAnnealingSampler,exact,False,0,,293.0,,0.081,5,10,1000,geometric,0.01,0.1
20,95,75,SimulatedAnnealingSampler,lucas,True,5,514.2,392.1446111735227,1.3112509654568942,0.19,5,10,1000,linear,0.1,0.5
20,95,75,SimulatedAnnealingSampler,exact,False,0,,392.1446111735227,,0.085,5,10,1000,geometric,0.01,0.1
20,88,76,SimulatedAnnealingSampler,lucas,True,5,470.0,355.7717035467524,1.3210718989579133,0.194,5,10,1000,linear,0.1,0.5
20,88,76,SimulatedAnnealingSampler,exact,False,0,,355.7717035467524,,0.092,5,10,1000,geometric,0.01,0.1
20,100,77,SimulatedAnnealingSampler,lucas,True,4,542.5,336.0,1.6145833333333333,0.187,5,10,1000,linear,0.1,0.5
20,100,77,SimulatedAnnealingSampler,exact,False,0,,336.0,,0.08,5,10,1000,geometric,0.01,0.1
20,83,78,SimulatedAnnealingSampler,lucas,True,5,402.4,261.10304302739354,1.541154003164116,0.186,5,10,1000,linear,0.1,0.5
20,83,78,SimulatedAnnealingSampler,exact,False,0,,261.10304302739354,,0.092,5,10,1000,geometric,0.01,0.1
20,89,79,SimulatedAnnealingSampler,lucas,True,4,438.25,269.0,1.629182156133829,0.194,5,10,1000,linear,0.1,0.5
20,89,79,SimulatedAnnealingSampler,exact,False,0,,269.0,,0.083,5,10,1000,geometric,0.01,0.1
20,83,80,SimulatedAnnealingSampler,lucas,True,5,404.8,277.74107853140174,1.4574725573200826,0.194,5,10,1000,linear,0.1,0.5
20,83,80,SimulatedAnnealingSampler,exact,False,0,,277.74107853140174,,0.094,5,10,1000,geometric,0.01,0.1
20,101,81,SimulatedAnnealingSampler,lucas,True,5,548.6,406.25399842154883,1.3503867091315274,0.2,5,10,1000,linear,0.1,0.5
20,101,81,SimulatedAnnealingSampler,exact,False,0,,406.25399842154883,,0.083,5,10,1000,geometric,0.01,0.1
20,88,82,SimulatedAnnealingSampler,lucas,True,2,444.5,263.0,1.6901140684410647,0.185,5,10,1000,linear,0.1,0.5
20,88,82,SimulatedAnnealingSampler,exact,False,0,,263.0,,0.085,5,10,1000,geometric,0.01,0.1
20,106,83,SimulatedAnnealingSampler,lucas,True,4,561.75,413.7080529956517,1.3578415888508322,0.183,5,10,1000,linear,0.1,0.5
20,106,83,SimulatedAnnealingSampler,exact,False,0,,413.7080529956517,,0.084,5,10,1000,geometric,0.01,0.1
20,84,84,SimulatedAnnealingSampler,lucas,True,5,424.0,268.6888211123132,1.5780336459281499,0.198,5,10,1000,linear,0.1,0.5
20,84,84,SimulatedAnnealingSampler,exact,False,0,,268.6888211123132,,0.087,5,10,1000,geometric,0.01,0.1
20,93,85,SimulatedAnnealingSampler,lucas,True,1,486.0,293.0,1.658703071672355,0.186,5,10,1000,linear,0.1,0.5
20,93,85,SimulatedAnnealingSampler,exact,False,0,,293.0,,0.084,5,10,1000,geometric,0.01,0.1
20,94,86,SimulatedAnnealingSampler,lucas,True,5,510.6,377.5222807554005,1.352502954205295,0.205,5,10,1000,linear,0.1,0.5
20,94,86,SimulatedAnnealingSampler,exact,False,0,,377.5222807554005,,0.087,5,10,1000,geometric,0.01,0.1
20,83,87,SimulatedAnnealingSampler,lucas,True,5,418.4,264.3848305786194,1.5825416272344774,0.191,5,10,1000,linear,0.1,0.5
20,83,87,SimulatedAnnealingSampler,exact,False,0,,264.3848305786194,,0.089,5,10,1000,geometric,0.01,0.1
20,95,88,SimulatedAnnealingSampler,lucas,True,5,468.6,318.8236927822353,1.4697778446474044,0.193,5,10,1000,linear,0.1,0.5
20,95,88,SimulatedAnnealingSampler,exact,False,0,,318.8236927822353,,0.089,5,10,1000,geometric,0.01,0.1
20,95,89,SimulatedAnnealingSampler,lucas,True,2,509.0,305.0,1.6688524590163933,0.189,5,10,1000,linear,0.1,0.5
20,95,89,SimulatedAnnealingSampler,exact,False,0,,305.0,,0.084,5,10,1000,geometric,0.01,0.1
20,99,90,SimulatedAnnealingSampler,lucas,True,5,518.4,343.76592641308866,1.5080028594138823,0.19,5,10,1000,linear,0.1,0.5
20,99,90,SimulatedAnnealingSampler,exact,False,0,,343.76592641308866,,0.081,5,10,1000,geometric,0.01,0.1
20,96,91,SimulatedAnnealingSampler,lucas,True,4,502.25,311.0000000000001,1.6149517684887453,0.189,5,10,1000,linear,0.1,0.5
20,96,91,SimulatedAnnealingSampler,exact,False,0,,311.0000000000001,,0.08,5,10,1000,geometric,0.01,0.1
20,87,92,SimulatedAnnealingSampler,lucas,True,4,450.25,281.6394527985154,1.598675169711072,0.198,5,10,1000,linear,0.1,0.5
20,87,92,SimulatedAnnealingSampler,exact,False,0,,281.6394527985154,,0.089,5,10,1000,geometric,0.01,0.1
20,97,93,SimulatedAnnealingSampler,lucas,True,5,523.4,317.0000000000001,1.6511041009463716,0.19,5,10,1000,linear,0.1,0.5
20,97,93,SimulatedAnnealingSampler,exact,False,0,,317.0000000000001,,0.083,5,10,1000,geometric,0.01,0.1
20,94,94,SimulatedAnnealingSampler,lucas,True,3,490.3333333333333,299.0,1.6399108138238572,0.182,5,10,1000,linear,0.1,0.5
20,94,94,SimulatedAnnealingSampler,exact,False,0,,299.0,,0.083,5,10,1000,geometric,0.01,0.1
20,89,95,SimulatedAnnealingSampler,lucas,True,5,448.4,277.3345840080978,1.616819631795028,0.195,5,10,1000,linear,0.1,0.5
20,89,95,SimulatedAnnealingSampler,exact,False,0,,277.3345840080978,,0.088,5,10,1000,geometric,0.01,0.1
20,85,96,SimulatedAnnealingSampler,lucas,True,3,408.3333333333333,245.00000000000023,1.666666666666665,0.184,5,10,1000,linear,0.1,0.5
20,85,96,SimulatedAnnealingSampler,exact,False,0,,245.00000000000023,,0.088,5,10,1000,geometric,0.01,0.1
20,94,97,SimulatedAnnealingSampler,lucas,True,5,468.6,299.0,1.5672240802675586,0.187,5,10,1000,linear,0.1,0.5
20,94,97,SimulatedAnnealingSampler,exact,False,0,,299.0,,0.082,5,10,1000,geometric,0.01,0.1
20,110,98,SimulatedAnnealingSampler,lucas,True,5,605.4,446.2368596610347,1.3566786044072354,0.188,5,10,1000,linear,0.1,0.5
20,110,98,SimulatedAnnealingSampler,exact,False,0,,446.2368596610347,,0.076,5,10,1000,geometric,0.01,0.1
20,75,99,SimulatedAnnealingSampler,lucas,True,3,381.6666666666667,211.34692555550714,1.8058775431130063,0.193,5,10,1000,linear,0.1,0.5
20,75,99,SimulatedAnnealingSampler,exact,False,0,,211.34692555550714,,0.091,5,10,1000,geometric,0.01,0.1
25,151,0,SimulatedAnnealingSampler,lucas,False,0,,592.0,,0.284,5,10,1000,linear,0.1,0.5
25,151,0,SimulatedAnnealingSampler,exact,False,0,,592.0,,0.059,5,10,1000,geometric,0.01,0.1
25,145,1,SimulatedAnnealingSampler,lucas,False,0,,609.8111292774846,,0.282,5,10,1000,linear,0.1,0.5
25,145,1,SimulatedAnnealingSampler,exact,False,0,,609.8111292774846,,0.064,5,10,1000,geometric,0.01,0.1
25,142,2,SimulatedAnnealingSampler,lucas,True,5,941.0,701.5688950163258,1.3412795331784237,0.29,5,10,1000,linear,0.1,0.5
25,142,2,SimulatedAnnealingSampler,exact,False,0,,701.5688950163258,,0.064,5,10,1000,geometric,0.01,0.1
25,146,3,SimulatedAnnealingSampler,lucas,True,2,975.5,563.6333291687371,1.730735124267218,0.282,5,10,1000,linear,0.1,0.5
25,146,3,SimulatedAnnealingSampler,exact,False,0,,563.6333291687371,,0.065,5,10,1000,geometric,0.01,0.1
25,150,4,SimulatedAnnealingSampler,lucas,True,1,998.0,711.048229585088,1.4035616129476258,0.284,5,10,1000,linear,0.1,0.5
25,150,4,SimulatedAnnealingSampler,exact,False,0,,711.048229585088,,0.063,5,10,1000,geometric,0.01,0.1
25,140,5,SimulatedAnnealingSampler,lucas,True,5,923.4,553.4435756161688,1.6684627678114166,0.281,5,10,1000,linear,0.1,0.5
25,140,5,SimulatedAnnealingSampler,exact,False,0,,553.4435756161688,,0.066,5,10,1000,geometric,0.01,0.1
25,142,6,SimulatedAnnealingSampler,lucas,True,5,915.2,668.6599275677748,1.3687077126470033,0.292,5,10,1000,linear,0.1,0.5
25,142,6,SimulatedAnnealingSampler,exact,False,0,,668.6599275677748,,0.072,5,10,1000,geometric,0.01,0.1
25,154,7,SimulatedAnnealingSampler,lucas,True,4,1067.75,807.2195211951461,1.322750468694216,0.286,5,10,1000,linear,0.1,0.5
25,154,7,SimulatedAnnealingSampler,exact,False,0,,807.2195211951461,,0.06,5,10,1000,geometric,0.01,0.1
25,150,8,SimulatedAnnealingSampler,lucas,True,5,1038.8,717.1738115659674,1.4484633756100957,0.281,5,10,1000,linear,0.1,0.5
25,150,8,SimulatedAnnealingSampler,exact,False,0,,717.1738115659674,,0.062,5,10,1000,geometric,0.01,0.1
25,151,9,SimulatedAnnealingSampler,lucas,True,5,993.2,699.8250868900317,1.419211769634758,0.292,5,10,1000,linear,0.1,0.5
25,151,9,SimulatedAnnealingSampler,exact,False,0,,699.8250868900317,,0.062,5,10,1000,geometric,0.01,0.1
25,145,10,SimulatedAnnealingSampler,lucas,True,5,928.2,565.4669722776791,1.6414751798168623,0.284,5,10,1000,linear,0.1,0.5
25,145,10,SimulatedAnnealingSampler,exact,False,0,,565.4669722776791,,0.063,5,10,1000,geometric,0.01,0.1
25,154,11,SimulatedAnnealingSampler,lucas,True,4,997.25,616.0,1.6189123376623376,0.291,5,10,1000,linear,0.1,0.5
25,154,11,SimulatedAnnealingSampler,exact,False,0,,616.0,,0.06,5,10,1000,geometric,0.01,0.1
25,133,12,SimulatedAnnealingSampler,lucas,True,5,849.6,586.4258923744279,1.448776411559839,0.281,5,10,1000,linear,0.1,0.5
25,133,12,SimulatedAnnealingSampler,exact,False,0,,586.4258923744279,,0.069,5,10,1000,geometric,0.01,0.1
25,153,13,SimulatedAnnealingSampler,lucas,True,1,1057.0,696.2501417799416,1.5181325454351977,0.283,5,10,1000,linear,0.1,0.5
25,153,13,SimulatedAnnealingSampler,exact,False,0,,696.2501417799416,,0.061,5,10,1000,geometric,0.01,0.1
25,168,14,SimulatedAnnealingSampler,lucas,True,5,1148.2,797.788939118228,1.439227775292386,0.28,5,10,1000,linear,0.1,0.5
25,168,14,SimulatedAnnealingSampler,exact,False,0,,797.788939118228,,0.056,5,10,1000,geometric,0.01,0.1
25,152,15,SimulatedAnnealingSampler,lucas,True,5,993.0,738.0806632367788,1.345381405394497,0.295,5,10,1000,linear,0.1,0.5
25,152,15,SimulatedAnnealingSampler,exact,False,0,,738.0806632367788,,0.059,5,10,1000,geometric,0.01,0.1
25,141,16,SimulatedAnnealingSampler,lucas,True,2,934.5,554.838045185386,1.6842752729542165,0.287,5,10,1000,linear,0.1,0.5
25,141,16,SimulatedAnnealingSampler,exact,False,0,,554.838045185386,,0.063,5,10,1000,geometric,0.01,0.1
25,155,17,SimulatedAnnealingSampler,lucas,True,5,1046.8,739.5567126889756,1.41544249688967,0.279,5,10,1000,linear,0.1,0.5
25,155,17,SimulatedAnnealingSampler,exact,False,0,,739.5567126889756,,0.058,5,10,1000,geometric,0.01,0.1
25,145,18,SimulatedAnnealingSampler,lucas,True,1,1004.0,703.3126483442484,1.4275301352302356,0.284,5,10,1000,linear,0.1,0.5
25,145,18,SimulatedAnnealingSampler,exact,False,0,,703.3126483442484,,0.068,5,10,1000,geometric,0.01,0.1
25,156,19,SimulatedAnnealingSampler,lucas,True,3,1057.6666666666667,759.923769448823,1.3918062695075302,0.281,5,10,1000,linear,0.1,0.5
25,156,19,SimulatedAnnealingSampler,exact,False,0,,759.923769448823,,0.06,5,10,1000,geometric,0.01,0.1
25,160,20,SimulatedAnnealingSampler,lucas,True,5,1079.6,770.7523579280778,1.400709305518261,0.288,5,10,1000,linear,0.1,0.5
25,160,20,SimulatedAnnealingSampler,exact,False,0,,770.7523579280778,,0.057,5,10,1000,geometric,0.01,0.1
25,140,21,SimulatedAnnealingSampler,lucas,False,0,,553.3498378436965,,0.284,5,10,1000,linear,0.1,0.5
25,140,21,SimulatedAnnealingSampler,exact,False,0,,553.3498378436965,,0.067,5,10,1000,geometric,0.01,0.1
25,153,22,SimulatedAnnealingSampler,lucas,True,1,1016.0,679.4623408298115,1.4952999437160606,0.278,5,10,1000,linear,0.1,0.5
25,153,22,SimulatedAnnealingSampler,exact,False,0,,679.4623408298115,,0.059,5,10,1000,geometric,0.01,0.1
25,155,23,SimulatedAnnealingSampler,lucas,False,0,,632.9097909112214,,0.282,5,10,1000,linear,0.1,0.5
25,155,23,SimulatedAnnealingSampler,exact,False,0,,632.9097909112214,,0.058,5,10,1000,geometric,0.01,0.1
25,157,24,SimulatedAnnealingSampler,lucas,True,4,1061.0,725.4401110633015,1.4625604289303182,0.276,5,10,1000,linear,0.1,0.5
25,157,24,SimulatedAnnealingSampler,exact,False,0,,725.4401110633015,,0.057,5,10,1000,geometric,0.01,0.1
25,159,25,SimulatedAnnealingSampler,lucas,True,5,1056.0,695.9884759360484,1.5172665015462579,0.276,5,10,1000,linear,0.1,0.5
25,159,25,SimulatedAnnealingSampler,exact,False,0,,695.9884759360484,,0.06,5,10,1000,geometric,0.01,0.1
25,144,26,SimulatedAnnealingSampler,lucas,True,4,942.5,699.2172077945055,1.347935933917967,0.295,5,10,1000,linear,0.1,0.5
25,144,26,SimulatedAnnealingSampler,exact,False,0,,699.2172077945055,,0.063,5,10,1000,geometric,0.01,0.1
