n,m,graph_id,solver,feasible,feasible_seed_count,avg_minla_cost,lower_bound,approx_ratio,time_s,num_seeds,num_reads,num_sweeps
10,21,0,SimulatedAnnealingSampler,True,5,52.6,37.0,1.4216216216216218,0.027,5,10,1000
10,25,1,SimulatedAnnealingSampler,True,5,70.2,50.000000000000014,1.4039999999999997,0.023,5,10,1000
10,19,2,SimulatedAnnealingSampler,True,5,50.4,32.0,1.575,0.026,5,10,1000
10,27,3,SimulatedAnnealingSampler,True,5,79.0,60.58877549200334,1.3038718699708103,0.024,5,10,1000
10,23,4,SimulatedAnnealingSampler,True,5,59.6,43.0,1.386046511627907,0.023,5,10,1000
10,20,5,SimulatedAnnealingSampler,True,5,40.8,34.0,1.2,0.026,5,10,1000
10,22,6,SimulatedAnnealingSampler,True,5,57.2,40.0,1.4300000000000002,0.024,5,10,1000
10,20,7,SimulatedAnnealingSampler,True,5,43.2,35.0,1.2342857142857144,0.023,5,10,1000
10,23,8,SimulatedAnnealingSampler,True,5,59.4,43.0,1.3813953488372093,0.021,5,10,1000
10,20,9,SimulatedAnnealingSampler,True,5,50.2,34.5,1.455072463768116,0.023,5,10,1000
10,24,10,SimulatedAnnealingSampler,True,5,58.4,46.0,1.2695652173913043,0.022,5,10,1000
10,25,11,SimulatedAnnealingSampler,True,5,65.0,50.000000000000014,1.2999999999999996,0.025,5,10,1000
10,18,12,SimulatedAnnealingSampler,True,5,40.0,31.0,1.2903225806451613,0.032,5,10,1000
10,26,13,SimulatedAnnealingSampler,True,5,76.8,56.630695516535866,1.35615498449202,0.024,5,10,1000
10,24,14,SimulatedAnnealingSampler,True,5,66.0,46.0,1.434782608695652,0.023,5,10,1000
10,22,15,SimulatedAnnealingSampler,True,5,53.2,40.0,1.33,0.022,5,10,1000
10,19,16,SimulatedAnnealingSampler,True,4,44.75,33.0,1.356060606060606,0.029,5,10,1000
10,18,17,SimulatedAnnealingSampler,True,5,39.2,30.0,1.3066666666666669,0.029,5,10,1000
10,18,18,SimulatedAnnealingSampler,True,5,42.2,31.0,1.3612903225806452,0.028,5,10,1000
10,24,19,SimulatedAnnealingSampler,True,5,66.2,46.0,1.4391304347826088,0.023,5,10,1000
10,15,20,SimulatedAnnealingSampler,True,5,38.2,25.0,1.528,0.031,5,10,1000
10,20,21,SimulatedAnnealingSampler,True,5,50.0,34.0,1.4705882352941178,0.024,5,10,1000
10,28,22,SimulatedAnnealingSampler,True,5,83.6,62.000000000000014,1.348387096774193,0.025,5,10,1000
10,20,23,SimulatedAnnealingSampler,True,5,54.8,34.0,1.6117647058823528,0.029,5,10,1000
10,20,24,SimulatedAnnealingSampler,True,5,48.8,34.5,1.4144927536231884,0.021,5,10,1000
10,28,25,SimulatedAnnealingSampler,True,5,77.0,62.000000000000014,1.2419354838709675,0.023,5,10,1000
10,23,26,SimulatedAnnealingSampler,True,5,59.4,43.0,1.3813953488372093,0.024,5,10,1000
10,20,27,SimulatedAnnealingSampler,True,5,49.0,34.0,1.4411764705882353,0.024,5,10,1000
10,22,28,SimulatedAnnealingSampler,True,5,54.2,40.0,1.355,0.02,5,10,1000
10,27,29,SimulatedAnnealingSampler,True,5,69.4,58.000000000000014,1.1965517241379309,0.023,5,10,1000
10,23,30,SimulatedAnnealingSampler,True,5,57.6,43.0,1.3395348837209302,0.025,5,10,1000
10,22,31,SimulatedAnnealingSampler,True,5,53.0,40.0,1.325,0.03,5,10,1000
10,21,32,SimulatedAnnealingSampler,True,5,57.2,37.0,1.545945945945946,0.027,5,10,1000
10,21,33,SimulatedAnnealingSampler,True,5,54.6,37.0,1.4756756756756757,0.028,5,10,1000
10,19,34,SimulatedAnnealingSampler,True,5,42.4,31.0,1.367741935483871,0.023,5,10,1000
10,29,35,SimulatedAnnealingSampler,True,5,84.4,66.00000000000001,1.2787878787878786,0.023,5,10,1000
10,20,36,SimulatedAnnealingSampler,True,5,51.4,34.0,1.511764705882353,0.026,5,10,1000
10,18,37,SimulatedAnnealingSampler,True,5,43.6,29.0,1.503448275862069,0.025,5,10,1000
10,22,38,SimulatedAnnealingSampler,True,5,50.6,40.0,1.2650000000000001,0.026,5,10,1000
10,17,39,SimulatedAnnealingSampler,True,5,34.8,28.0,1.2428571428571427,0.03,5,10,1000
10,25,40,SimulatedAnnealingSampler,True,5,60.2,50.000000000000014,1.2039999999999997,0.031,5,10,1000
10,23,41,SimulatedAnnealingSampler,True,5,61.4,43.0,1.427906976744186,0.026,5,10,1000
10,19,42,SimulatedAnnealingSampler,True,5,46.8,32.0,1.4625,0.028,5,10,1000
10,23,43,SimulatedAnnealingSampler,True,5,61.6,43.0,1.4325581395348836,0.024,5,10,1000
10,19,44,SimulatedAnnealingSampler,True,5,46.0,32.0,1.4375,0.031,5,10,1000
10,22,45,SimulatedAnnealingSampler,True,5,48.4,40.0,1.21,0.028,5,10,1000
10,22,46,SimulatedAnnealingSampler,True,5,51.6,40.0,1.29,0.027,5,10,1000
10,22,47,SimulatedAnnealingSampler,True,5,52.8,40.0,1.3199999999999998,0.026,5,10,1000
10,30,48,SimulatedAnnealingSampler,True,5,86.4,70.00000000000001,1.2342857142857142,0.025,5,10,1000
10,24,49,SimulatedAnnealingSampler,True,5,65.6,46.0,1.4260869565217391,0.025,5,10,1000
10,16,50,SimulatedAnnealingSampler,True,5,37.6,27.0,1.3925925925925926,0.031,5,10,1000
10,28,51,SimulatedAnnealingSampler,True,5,80.2,62.000000000000014,1.2935483870967739,0.024,5,10,1000
10,24,52,SimulatedAnnealingSampler,True,5,59.2,46.0,1.2869565217391306,0.023,5,10,1000
10,21,53,SimulatedAnnealingSampler,True,5,53.6,37.0,1.4486486486486487,0.027,5,10,1000
10,21,54,SimulatedAnnealingSampler,True,5,51.0,37.0,1.3783783783783783,0.024,5,10,1000
10,28,55,SimulatedAnnealingSampler,True,5,76.2,62.000000000000014,1.2290322580645159,0.023,5,10,1000
10,23,56,SimulatedAnnealingSampler,True,5,59.2,43.0,1.3767441860465117,0.028,5,10,1000
10,18,57,SimulatedAnnealingSampler,True,5,40.8,31.0,1.3161290322580643,0.029,5,10,1000
10,21,58,SimulatedAnnealingSampler,True,5,50.0,37.0,1.3513513513513513,0.027,5,10,1000
10,24,59,SimulatedAnnealingSampler,True,5,67.0,46.0,1.4565217391304348,0.026,5,10,1000
10,23,60,SimulatedAnnealingSampler,True,5,62.2,43.0,1.4465116279069767,0.022,5,10,1000
10,26,61,SimulatedAnnealingSampler,True,5,69.6,54.000000000000014,1.2888888888888885,0.027,5,10,1000
10,25,62,SimulatedAnnealingSampler,True,5,68.0,50.000000000000014,1.3599999999999997,0.021,5,10,1000
10,19,63,SimulatedAnnealingSampler,True,5,48.2,32.0,1.50625,0.023,5,10,1000
10,17,64,SimulatedAnnealingSampler,True,5,40.0,27.0,1.4814814814814814,0.029,5,10,1000
10,24,65,SimulatedAnnealingSampler,True,5,66.6,46.0,1.4478260869565216,0.023,5,10,1000
10,30,66,SimulatedAnnealingSampler,True,5,85.2,70.00000000000001,1.2171428571428569,0.021,5,10,1000
10,17,67,SimulatedAnnealingSampler,True,5,41.2,29.0,1.420689655172414,0.025,5,10,1000
10,25,68,SimulatedAnnealingSampler,True,5,67.2,50.000000000000014,1.3439999999999996,0.022,5,10,1000
10,20,69,SimulatedAnnealingSampler,True,5,54.6,34.0,1.6058823529411765,0.025,5,10,1000
10,21,70,SimulatedAnnealingSampler,True,5,46.2,37.0,1.2486486486486488,0.022,5,10,1000
10,18,71,SimulatedAnnealingSampler,True,5,37.2,28.0,1.3285714285714287,0.024,5,10,1000
10,25,72,SimulatedAnnealingSampler,True,5,68.2,50.000000000000014,1.3639999999999997,0.023,5,10,1000
10,22,73,SimulatedAnnealingSampler,True,5,59.6,40.0,1.49,0.024,5,10,1000
10,27,74,SimulatedAnnealingSampler,True,5,77.2,58.000000000000014,1.3310344827586205,0.022,5,10,1000
10,24,75,SimulatedAnnealingSampler,True,5,63.2,46.0,1.373913043478261,0.022,5,10,1000
10,22,76,SimulatedAnnealingSampler,True,5,55.8,40.0,1.395,0.025,5,10,1000
10,25,77,SimulatedAnnealingSampler,True,5,63.6,50.000000000000014,1.2719999999999996,0.022,5,10,1000
10,16,78,SimulatedAnnealingSampler,True,5,35.6,28.0,1.2714285714285716,0.032,5,10,1000
10,19,79,SimulatedAnnealingSampler,True,5,46.0,31.0,1.4838709677419355,0.027,5,10,1000
10,22,80,SimulatedAnnealingSampler,True,5,57.4,40.0,1.435,0.023,5,10,1000
10,19,81,SimulatedAnnealingSampler,True,5,43.6,31.0,1.4064516129032258,0.023,5,10,1000
10,18,82,SimulatedAnnealingSampler,True,5,37.8,31.0,1.2193548387096773,0.027,5,10,1000
10,27,83,SimulatedAnnealingSampler,True,5,77.6,58.000000000000014,1.3379310344827582,0.024,5,10,1000
10,23,84,SimulatedAnnealingSampler,True,5,55.8,43.0,1.2976744186046512,0.023,5,10,1000
10,23,85,SimulatedAnnealingSampler,True,5,56.8,43.0,1.3209302325581396,0.022,5,10,1000
10,24,86,SimulatedAnnealingSampler,True,5,60.8,46.0,1.3217391304347825,0.023,5,10,1000
10,22,87,SimulatedAnnealingSampler,True,5,56.8,40.0,1.42,0.02,5,10,1000
10,23,88,SimulatedAnnealingSampler,True,5,53.2,43.0,1.2372093023255815,0.025,5,10,1000
10,20,89,SimulatedAnnealingSampler,True,5,48.6,34.0,1.4294117647058824,0.024,5,10,1000
10,22,90,SimulatedAnnealingSampler,True,5,60.4,40.0,1.51,0.023,5,10,1000
10,24,91,SimulatedAnnealingSampler,True,5,58.6,46.0,1.2739130434782608,0.022,5,10,1000
10,23,92,SimulatedAnnealingSampler,True,5,59.0,43.0,1.372093023255814,0.025,5,10,1000
10,27,93,SimulatedAnnealingSampler,True,5,72.4,58.000000000000014,1.2482758620689653,0.021,5,10,1000
10,25,94,SimulatedAnnealingSampler,True,5,64.4,50.000000000000014,1.2879999999999998,0.021,5,10,1000
10,26,95,SimulatedAnnealingSampler,True,5,72.6,54.000000000000014,1.3444444444444439,0.023,5,10,1000
